N	2gram	Tiupa_Hudo_2	Dialekti
614	к реальной	1	1
615	зачем же	1	1
616	бы это	1	1
617	человека к	1	1
618	не удается	1	1
619	в москве	1	1
620	этот смысл	2	1
621	при переходе	1	1
622	в плоскости	1	1
623	видит в	2	1
624	еще нет	1	1
625	он будет	2	1
626	наряду с	5	1
627	в той	1	1
628	а потом	1	1
629	это его	1	1
630	быть только	1	1
631	по существу	1	1
632	сам не	2	1
633	исходя из	1	1
634	в состоянии	3	1
635	в это	3	1
636	он от	1	1
637	в контексте	2	1
638	этом случае	1	1
639	своей жизни	4	1
640	улице и	1	1
641	к двум	1	1
642	у вас	4	1
643	становящейся личности	1	1
644	не является	2	1
645	отношениях к	1	1
646	слитых в	1	1
647	потому не	1	1
648	и от	2	1
649	так или	1	1
650	она может	2	1
651	место для	1	1
652	мира и	1	1
653	человек и	1	1
654	говорят не	1	1
655	ее и	1	1
656	из себя	1	1
657	и опять	2	1
658	не более	2	1
659	я хотел	1	1
660	что остается	1	1
661	ибо в	2	1
662	стороны в	1	1
663	все они	3	1
664	теперь же	3	1
665	давно уже	2	1
666	на фоне	3	1
667	жизни в	7	1
668	собою без	1	1
669	о своем	4	1
670	не знает	1	1
671	теперь она	1	1
672	в глаза	1	1
673	бы такую	1	1
674	из этого	1	1
675	я и	6	1
676	как на	2	1
677	а я	1	1
678	о себе	3	1
679	случае если	1	1
680	в своих	1	1
681	во сне	3	1
682	гораздо более	2	1
