N	2gram	Medvedev_F_2	DiskursI
189	не есть	3	2
190	оно не	4	2
191	как мы	7	2
192	говоря уже	1	2
193	данном случае	1	2
194	языка и	12	2
195	характер и	1	2
196	в пределах	12	2
197	приводит к	2	2
198	и иные	2	2
199	же касается	1	2
200	в другом	1	2
201	было в	2	2
202	строго говоря	1	2
203	о нем	1	2
204	во всяком	5	2
205	одного из	3	2
206	в значительной	3	2
207	это было	3	2
208	и во	1	2
209	в форме	1	2
210	в литературе	1	2
211	большей или	1	2
212	события общения	1	2
213	в какой	3	2
214	в литературу	1	2
215	и ее	6	2
216	точка зрения	1	2
217	в литературоведении	1	2
218	к работе	1	2
219	литературы в	1	2
220	уже в	2	2
221	миров и	1	2
222	или даже	2	2
223	и понимание	1	2
224	слова в	3	2
225	как их	2	2
226	сами по	2	2
227	как его	2	2
228	общения и	2	2
229	никогда не	2	2
230	здесь в	1	2
231	к которому	1	2
232	чем он	4	2
233	и др	3	2
234	более того	5	2
235	а сам	1	2
236	зависит от	1	2
237	однако и	3	2
238	его как	2	2
239	о чем	1	2
240	к его	2	2
241	общения не	1	2
242	что же	5	2
243	для понимания	6	2
244	к другим	2	2
245	известной степени	4	2
246	не имея	1	2
247	или в	3	2
248	особого рода	1	2
249	и все	3	2
250	или меньшей	1	2
251	хотя в	1	2
252	не говоря	1	2
253	что даже	1	2
254	героя в	1	2
255	они не	4	2
256	к этому	4	2
257	как известно	1	1
258	можно говорить	2	1
259	таком случае	1	1
260	сам по	3	1
261	и то	2	1
262	этом пункте	2	1
263	самом деле	8	1
264	на самом	3	1
265	науки о	2	1
266	это и	5	1
267	идет о	2	1
268	а непосредственно	1	1
269	взаимодействия людей	1	1
270	и до	3	1
271	из его	1	1
272	и должен	1	1
273	обойтись без	1	1
274	той же	1	1
275	к предмету	3	1
276	на явления	1	1
277	и само	1	1
278	из своих	1	1
279	свелось к	1	1
280	термина и	1	1
281	говорить о	5	1
282	но она	1	1
283	из того	1	1
284	которое не	1	1
285	они были	2	1
286	своего исторического	1	1
287	степени как	1	1
288	меньшей степени	1	1
289	себе а	2	1
290	с предшествующими	1	1
291	на них	1	1
292	теории прозы	1	1
293	а смысл	1	1
294	одно единственное	1	1
295	как таковая	2	1
296	иного рода	1	1
297	особенно если	1	1
298	они имеют	1	1
299	а только	2	1
300	не то	3	1
301	только потому	1	1
302	иногда и	1	1
303	он пишет	2	1
304	что они	4	1
305	речи но	2	1
306	были не	1	1
307	отчасти и	1	1
308	что во	1	1
309	независимо от	4	1
310	из возможных	1	1
311	с их	1	1
312	и нет	1	1
313	в противном	1	1
314	просто как	1	1
315	историческая жизнь	1	1
316	тем же	3	1
317	всего как	1	1
318	следующим образом	1	1
319	отнесены к	1	1
320	непосредственно из	1	1
321	есть его	1	1
322	со своей	2	1
323	в которой	2	1
324	что это	3	1
325	решающее значение	1	1
326	он в	2	1
327	в нашем	1	1
328	из этих	3	1
329	действительности а	2	1
330	по преимуществу	5	1
331	что к	1	1
332	на то	1	1
333	высказывания как	1	1
334	выходя за	1	1
335	противном случае	1	1
336	в определенном	1	1
337	время и	3	1
338	он не	6	1
339	литературных произведений	2	1
340	они в	1	1
341	всех этих	3	1
342	в понимании	2	1
343	к одному	1	1
344	не к	2	1
345	в понятии	2	1
346	высказываний в	1	1
347	из виду	1	1
348	литературе в	1	1
349	как от	1	1
350	мы обратимся	1	1
351	дистанции между	1	1
352	и заключается	1	1
353	но все	3	1
354	мы его	1	1
355	не будет	2	1
356	то чтобы	1	1
357	и может	3	1
358	значение в	1	1
359	самим собой	1	1
360	говорить не	2	1
361	при помощи	2	1
362	и других	2	1
363	с другими	10	1
364	некоторые типы	1	1
365	от одного	2	1
366	действительности в	1	1
367	на почве	9	1
368	этом смысле	2	1
369	всякое конкретное	1	1
370	в новое	1	1
371	здесь это	1	1
372	для них	3	1
373	этом явлении	1	1
374	с тем	11	1
375	в слове	5	1
376	и вне	1	1
377	мы видели	4	1
378	не заметить	1	1
379	оно имеет	1	1
380	мы не	3	1
381	слова и	7	1
382	автора и	1	1
383	как таковой	3	1
384	единичных произведений	1	1
385	только тем	2	1
386	в этих	2	1
387	и при	1	1
388	и правильно	3	1
389	лежат в	1	1
390	а как	3	1
391	с точки	7	1
392	если можно	1	1
393	не столько	4	1
394	в первый	5	1
395	наши высказывания	1	1
396	нельзя понять	1	1
397	от его	2	1
398	должны были	2	1
399	не рассматривается	1	1
400	которые в	1	1
401	для которых	1	1
402	в россии	1	1
403	его к	1	1
404	тем не	1	1
405	них иногда	1	1
406	и более	2	1
407	не могли	2	1
408	не должно	1	1
409	которая соответствует	1	1
410	между двумя	2	1
411	и вся	1	1
412	раз и	4	1
413	если и	1	1
414	рода в	1	1
415	нем определенные	1	1
416	период своего	2	1
417	до конца	2	1
418	литературы как	1	1
419	тем самым	2	1
420	до известной	3	1
421	даже не	2	1
422	виду что	1	1
423	она могла	1	1
424	самого начала	2	1
425	не имеет	2	1
426	дело в	1	1
427	и притом	1	1
428	не по	2	1
429	образом в	1	1
430	о них	1	1
431	в структуре	1	1
432	все наши	1	1
433	высказывание может	2	1
434	для всего	2	1
435	не вполне	1	1
436	для всех	1	1
437	этих двух	2	1
438	и является	1	1
439	во всем	1	1
440	и теперь	4	1
441	формы высказывания	1	1
442	на него	1	1
443	здесь же	1	1
444	как будто	1	1
445	этом отношении	7	1
446	что на	2	1
447	в каком	1	1
448	точке зрения	2	1
449	настоящего времени	1	1
450	и оно	1	1
451	ни о	5	1
452	взаимодействия с	1	1
453	не могут	7	1
454	и должно	5	1
455	во все	1	1
456	и вполне	1	1
457	всего в	2	1
458	он стал	1	1
459	здесь они	1	1
460	его с	3	1
461	не встречается	1	1
462	этом последнем	1	1
463	постановки вопроса	1	1
464	если же	2	1
465	которые лежат	1	1
466	и это	2	1
467	своего развития	3	1
468	значения и	2	1
469	они сходятся	1	1
470	чем не	1	1
471	же относятся	1	1
472	же так	1	1
473	на нем	2	1
474	и сами	1	1
475	здесь не	4	1
476	с сохранением	1	1
477	не установлением	1	1
478	и от	2	1
479	так на	1	1
480	только то	1	1
481	с самого	2	1
482	с языком	1	1
483	обращаясь к	1	1
484	и сам	1	1
485	что каждый	1	1
486	по аналогии	2	1
487	произведение искусства	2	1
488	те же	1	1
489	особенно в	3	1
490	в плоскости	1	1
491	где впервые	1	1
492	во второй	2	1
493	том как	1	1
494	не учитывать	2	1
495	если бы	5	1
496	в словах	1	1
497	была определена	1	1
498	к языку	1	1
499	и наблюдения	1	1
500	истории литературы	6	1
501	единица языка	1	1
502	поэзии о	1	1
503	настолько что	1	1
504	иное значение	1	1
505	на что	1	1
506	что его	1	1
507	по их	1	1
508	о некоторых	1	1
509	должно было	3	1
510	котором они	1	1
511	к нему	3	1
512	том или	1	1
513	и всю	1	1
514	теперь уже	1	1
515	об отсутствии	1	1
516	отметить что	2	1
517	с реальной	2	1
518	в теории	4	1
519	отсутствии в	1	1
520	вообще в	1	1
521	и мы	1	1
522	это приводит	3	1
523	познания в	1	1
524	вне художественной	1	1
525	существенная роль	1	1
526	становится поэтическим	1	1
527	трудно не	1	1
528	согласиться с	1	1
529	с ними	2	1
530	слово живет	1	1
531	и действительно	1	1
532	не имеющих	1	1
533	например с	1	1
534	он уже	1	1
535	или же	2	1
536	только при	1	1
537	события и	1	1
538	вопроса о	2	1
539	в большинстве	4	1
540	только на	3	1
541	этого понятия	1	1
542	то и	3	1
543	в виде	1	1
544	если в	3	1
545	за счет	4	1
546	большинстве случаев	3	1
547	но для	1	1
548	общения там	1	1
549	высказывания которые	1	1
550	очевидно что	2	1
551	о поэзии	1	1
552	к чему-то	1	1
553	и их	3	1
554	всяком случае	5	1
555	в известной	2	1
556	в прозе	1	1
557	он весь	1	1
558	в конце	2	1
559	не о	4	1
560	и композиция	1	1
561	каждый из	3	1
562	форм высказывания	1	1
563	различных сфер	1	1
564	не выходя	1	1
565	как раз	6	1
566	или ином	1	1
567	характер события	1	1
568	не обладает	1	1
569	как формулирует	1	1
570	момент в	1	1
571	тем чем	1	1
572	представление о	2	1
573	но эти	1	1
574	самой литературы	2	1
575	в области	3	1
576	с другим	1	1
577	до сих	1	1
578	шкловского о	1	1
579	сюда же	1	1
580	а именно	2	1
581	и создает	1	1
582	в каких	2	1
583	и прежде	3	1
584	было бы	6	1
585	было и	2	1
586	его из	2	1
587	говорит о	1	1
588	же речь	1	1
589	к политической	1	1
590	от этого	3	1
591	стремится к	1	1
592	ничем не	2	1
593	не на	1	1
594	этом случае	1	1
595	художественного целого	1	1
596	несмотря на	1	1
597	в связи	10	1
598	с помощью	10	1
599	это лишь	1	1
600	но оно	1	1
601	и деловой	1	1
602	вместе с	6	1
603	как это	2	1
604	всем что	1	1
605	требует от	1	1
606	их к	3	1
607	остается и	1	1
608	до настоящего	1	1
609	если произведение	1	1
610	в той	2	1
611	акт его	1	1
612	да и	1	1
613	реальной действительностью	2	1
614	и другой	1	1
615	является вопрос	1	1
616	в современной	1	1
617	как особой	2	1
618	не создает	1	1
619	этого слова	1	1
620	только о	1	1
621	в контексте	1	1
622	быть и	3	1
623	аналогии с	1	1
624	с историей	1	1
625	событие которое	1	1
626	сих пор	1	1
627	как предмет	2	1
628	конкретное высказывание	1	1
629	о его	1	1
630	не об	1	1
631	в чем	2	1
632	в смысле	1	1
633	ближе к	1	1
634	в книге	1	1
635	сведено к	1	1
636	это новое	1	1
637	значения слова	1	1
638	при таком	1	1
639	не существует	1	1
640	в результате	6	1
641	вопрос о	1	1
642	а к	2	1
643	поэзии в	3	1
644	конструктивная роль	1	1
645	мы должны	1	1
646	в большей	1	1
647	но это	2	1
648	том случае	2	1
649	или не	1	1
650	групп и	1	1
651	лежит в	1	1
652	в системе	1	1
653	отношением к	1	1
654	речи и	3	1
655	или иного	5	1
656	на своем	1	1
657	и другие	2	1
658	случае если	1	1
659	не совпадают	1	1
660	или во	1	1
661	именно здесь	2	1
662	следует сказать	1	1
663	им и	1	1
664	в таком	2	1
665	многие из	1	1
666	случае его	1	1
