N	2gram	Bakhtin_sl_1	Problema
357	тот предмет	1	1
358	от этой	2	1
359	слова которые	1	1
360	не должны	2	1
361	одним из	4	1
362	рассматривается как	1	1
363	слово само	1	1
364	не остается	1	1
365	жизни поэтому	3	1
366	он может	2	1
367	возможны и	1	1
368	словами и	1	1
369	самодовлеющего и	1	1
370	самый предмет	1	1
371	чего не	1	1
372	на собственной	1	1
373	от самого	1	1
374	в первом	3	1
375	оно было	2	1
376	действительности и	1	1
377	понимается в	1	1
378	той же	2	1
379	из всех	1	1
380	например в	2	1
381	от всякой	3	1
382	в подчеркнуто	1	1
383	предмета в	1	1
384	не сможем	1	1
385	и ничего	1	1
386	именно к	1	1
387	совсем иное	1	1
388	конечно и	2	1
389	полное и	1	1
390	как впрочем	1	1
391	и он	1	1
392	следовательно в	3	1
393	который может	1	1
394	произведение и	1	1
395	не нужно	1	1
396	и на	14	1
397	между собой	2	1
398	бы не	1	1
399	приведем примеры	1	1
400	данного элемента	1	1
401	есть своя	1	1
402	в сторону	1	1
403	не все	1	1
404	произведение не	1	1
405	и речи	2	1
406	один и	1	1
407	это общее	1	1
408	пришлось бы	1	1
409	не существенно	1	1
410	которые не	1	1
411	определения и	1	1
412	в истории	3	1
413	они ни	1	1
414	его на	1	1
415	очень трудно	1	1
416	самим предметом	1	1
417	более или	3	1
418	которую оно	1	1
419	от этого	2	1
420	именно эта	2	1
421	в этот	1	1
422	о самом	1	1
423	сливается с	2	1
424	говорит не	1	1
425	моментами этого	1	1
426	к необходимости	1	1
427	так или	1	1
428	из этих	3	1
429	собой в	1	1
430	такое значение	1	1
431	и тот	1	1
432	чем его	1	1
433	как развернутый	1	1
434	вообще не	3	1
435	на его	8	1
436	такие которые	1	1
437	в определенном	1	1
438	связанные с	3	1
439	от которого	1	1
440	перестает быть	2	1
441	степени но	1	1
442	в понимании	3	1
443	категорий в	1	1
444	поскольку эти	1	1
445	не к	1	1
446	нашего времени	1	1
447	какой бы	1	1
448	также между	1	1
449	что она	1	1
450	конца и	3	1
451	автора от	2	1
452	не суть	1	1
453	именно это	1	1
454	не должно	3	1
455	бы они	1	1
456	различие между	1	1
457	конечно в	1	1
458	них не	1	1
459	семантики в	1	1
460	лишь в	4	1
461	входит в	4	1
462	в него	3	1
463	может стать	1	1
464	и дает	1	1
465	быть не	1	1
466	мы сказали	4	1
467	смысловых и	4	1
468	здесь у	1	1
469	в жизни	1	1
470	представителей этой	2	1
471	в предмете	8	1
472	произведение как	1	1
473	в них	6	1
474	далеко не	5	1
475	всегда и	1	1
476	предметом только	1	1
477	значит не	1	1
478	и своя	1	1
479	как целое	1	1
480	значение что	1	1
481	автора и	4	1
482	моральной проповеди	1	1
483	едва только	1	1
484	в один	1	1
485	и того	1	1
486	или менее	3	1
487	от своего	1	1
488	как некоторого	1	1
489	что таких	1	1
490	могут не	2	1
491	наших дней	1	1
492	в узком	10	1
493	мы называем	1	1
494	всех моментов	1	1
495	не как	4	1
496	слова в	8	1
497	и той	2	1
498	точку зрения	3	1
499	для данного	1	1
500	но он	2	1
501	эти в	1	1
502	и эти	2	1
503	речи в	4	1
504	без всяких	2	1
505	том и	2	1
506	живого языка	1	1
507	и почти	3	1
508	вместе со	2	1
509	зрения и	2	1
510	даже в	2	1
511	их взаимное	2	1
512	же мы	1	1
513	и вся	1	1
514	среди которых	1	1
515	хотя может	1	1
516	участвует в	1	1
517	ничего нового	2	1
518	правда в	1	1
519	и вместо	1	1
520	слова но	1	1
521	которого он	1	1
522	мы все	2	1
523	во всякой	1	1
524	одной и	1	1
525	к такому	1	1
526	того чтобы	1	1
527	только не	1	1
528	того и	1	1
529	самого предмета	3	1
530	при наличии	1	1
531	в другую	1	1
532	такая же	2	1
533	во всем	1	1
534	не создают	1	1
535	не столь	1	1
536	в нее	1	1
537	виду не	1	1
538	ведь при	1	1
539	исходить из	1	1
540	данного произведения	1	1
541	не могут	3	1
542	и часто	4	1
543	героев и	1	1
544	этого и	1	1
545	значения вообще	1	1
546	и свое	1	1
547	эта точка	1	1
548	особенности и	1	1
549	поэт не	1	1
550	в очень	1	1
551	оно не	6	1
552	и можем	1	1
553	самостоятельно и	1	1
554	всегда в	2	1
555	глава iii	1	1
556	герои не	1	1
557	и единственный	3	1
558	с каким	1	1
559	особой точки	1	1
560	нет никакой	1	1
561	в пределах	14	1
562	сознания с	1	1
563	своего контекста	1	1
564	на том	2	1
565	конструкция не	1	1
566	особенно в	1	1
567	но у	1	1
568	не исчерпывается	2	1
569	образом в	3	1
570	произведения как	3	1
571	только так	1	1
572	и ничем	1	1
573	язык и	10	1
574	прямо и	4	1
575	к одному	1	1
576	все его	4	1
577	слово вне	1	1
578	от звукового	1	1
579	данного языка	1	1
580	в евгении	2	1
581	та общая	1	1
582	отдельными моментами	1	1
583	возникает и	1	1
584	этих слов	1	1
585	существуют даже	1	1
586	данного круга	2	1
587	во втором	1	1
588	нуждается в	1	1
589	образ может	2	1
590	этом как	1	1
591	бы и	3	1
592	исторического развития	2	1
593	все время	3	1
594	отношении даже	1	1
595	и она	1	1
596	условия для	1	1
597	не требует	3	1
598	в литературе	1	1
599	довлеет себе	1	1
600	форме то	1	1
601	сделать это	1	1
602	вне себя	3	1
603	дело с	1	1
604	но этим	1	1
605	словом и	3	1
606	всех его	7	1
607	бы ни	3	1
608	еще от	1	1
609	от них	1	1
610	языка этот	1	1
611	тургенева и	1	1
612	точка зрения	8	1
613	со всеми	1	1
614	же он	1	1
615	своего собственного	1	1
616	где они	2	1
617	от автора	3	1
618	и они	1	1
619	языка как	4	1
620	что поэт	1	1
621	в душе	1	1
622	и других	3	1
623	и понимание	1	1
624	к своим	1	1
625	был бы	2	1
626	и художественно	1	1
627	не выражает	1	1
628	в одном	2	1
629	из одной	1	1
630	и перестает	1	1
631	как его	5	1
632	у него	3	1
633	только по	1	1
634	как такового	3	1
635	к той	1	1
636	смысла и	3	1
637	для того	2	1
638	момент в	1	1
639	а потому	1	1
640	с общим	1	1
641	индивидуальность и	1	1
642	или иначе	1	1
643	перестают быть	1	1
644	поля зрения	1	1
645	же о	1	1
646	себя и	1	1
647	что не	1	1
648	а главное	1	1
649	предмет и	1	1
650	месте и	1	1
651	конечно нет	1	1
652	них и	1	1
653	которых мы	1	1
654	до конца	12	1
655	не на	5	1
656	и непосредственно	5	1
657	с которым	2	1
658	однако и	1	1
659	там где	4	1
660	на который	1	1
661	особенностей и	1	1
662	д можно	1	1
663	не дан	1	1
664	разговорный язык	1	1
665	на смерть	1	1
666	от предмета	1	1
667	как та	1	1
668	поэтическом образе	1	1
669	к своему	6	1
670	одной стороны	4	1
671	то большим	1	1
672	какого-нибудь одного	1	1
673	во все	1	1
674	процессе живого	1	1
675	быть только	2	1
676	предмета изображения	1	1
677	образом на	1	1
678	евгении онегине	2	1
679	мы до	1	1
680	в уже	1	1
681	мы коснулись	1	1
682	быть то	1	1
683	ведь и	1	1
684	например у	1	1
685	пародии на	2	1
686	тому или	1	1
687	в более	1	1
688	всякой художественной	1	1
689	образом с	1	1
690	его контекста	2	1
691	имеет дело	2	1
692	о котором	1	1
693	в отдельных	1	1
694	не с	2	1
695	но эти	3	1
696	в языке	5	1
697	такие слова	1	1
698	иное чем	1	1
699	зрения в	1	1
700	несмотря на	1	1
701	и предметом	2	1
702	узком смысле	10	1
703	кроме самого	1	1
704	речь но	3	1
705	только как	1	1
706	равно как	1	1
707	одновременно и	2	1
708	первом случае	2	1
709	бы его	2	1
710	языка то	2	1
711	эти типы	1	1
712	свои особые	1	1
713	к этому	2	1
714	эти категории	2	1
715	они не	1	1
