N	2gram	Nazirov_Tv_1	FransuaR
353	заключается в	1	1
354	дома и	1	1
355	действительности в	2	1
356	времена когда	1	1
357	в беседе	2	1
358	и смерти	1	1
359	о которых	1	1
360	даже без	1	1
361	тот самый	1	1
362	он отлично	1	1
363	его и	1	1
364	чем в	1	1
365	ее подлинный	1	1
366	в один	2	1
367	прикован к	1	1
368	не во	2	1
369	именно и	1	1
370	место в	3	1
371	еще с	1	1
372	в отличие	2	1
373	мысли и	4	1
374	времен и	1	1
375	его до	1	1
376	том же	1	1
377	времени а	2	1
378	с величайшим	1	1
379	тому что	1	1
380	власть в	1	1
381	дня и	1	1
382	самого начала	3	1
383	был понят	1	1
384	в разрезе	1	1
385	не имеет	1	1
386	и притом	2	1
387	не по	3	1
388	все без	1	1
389	он с	1	1
390	человека от	1	1
391	преимущественно в	1	1
392	народной жизни	1	1
393	в самой	1	1
394	в другую	1	1
395	он хочет	1	1
396	не похож	1	1
397	четыре дня	1	1
398	хочет быть	1	1
399	исторического процесса	1	1
400	как будто	5	1
401	которая всегда	1	1
402	всю ночь	1	1
403	в образах	2	1
404	такие же	1	1
405	и далее	2	1
406	и стиля	1	1
407	один раз	1	1
408	уже о	1	1
409	возникает из	1	1
410	книги как	1	1
411	будущее в	1	1
412	не могут	1	1
413	мы узнаем	1	1
414	могут быть	2	1
415	те и	1	1
416	героев и	3	1
417	народный характер	1	1
418	же самое	1	1
419	этой книги	3	1
420	к тому	2	1
421	что оно	1	1
422	и свое	1	1
423	в полной	1	1
424	имеет место	1	1
425	если же	1	1
426	и он	2	1
427	где он	2	1
428	он лишь	1	1
429	и это	1	1
430	он обладал	1	1
431	а затем	2	1
432	в виду	2	1
433	он вовсе	1	1
434	но при	1	1
435	реальной действительности	1	1
436	нет никакой	1	1
437	смерти в	1	1
438	только то	1	1
439	в себя	2	1
440	но мы	1	1
441	с самого	3	1
442	и самого	1	1
443	так в	1	1
444	отношения и	1	1
445	на том	2	1
446	особенно в	1	1
447	живет в	2	1
448	времени во	1	1
449	еще в	2	1
450	всегда включает	1	1
451	однако этот	1	1
452	тоже своего	2	1
453	для этого	1	1
454	в глубине	1	1
455	автора к	1	1
456	самый глупый	1	1
457	по смыслу	1	1
458	каждый раз	1	1
459	глубине души	1	1
460	и возможно	1	1
461	году и	1	1
462	и та	2	1
463	прямо и	1	1
464	и что	1	1
465	влияние на	2	1
466	это первый	2	1
467	утверждает что	1	1
468	комический эффект	1	1
469	что его	2	1
470	там же	3	1
471	но внутри	1	1
472	на протяжении	3	1
473	том или	1	1
474	и всю	1	1
475	от них	1	1
476	перед тем	2	1
477	всех больших	1	1
478	как правило	1	1
479	из мемуаров	1	1
480	в лице	2	1
481	в которую	1	1
482	подробностями и	1	1
483	в современной	1	1
484	известном смысле	1	1
485	эта сцена	1	1
486	но тот	1	1
487	он стал	1	1
488	романа и	1	1
489	тела но	1	1
490	тот же	2	1
491	традиции в	2	1
492	должен был	1	1
493	во времени	3	1
494	и тем	2	1
495	что эта	1	1
496	времени как	3	1
497	со всеми	3	1
498	со своим	1	1
499	так можно	1	1
500	кажется что	1	1
501	в больших	1	1
502	него и	1	1
503	же у	1	1
504	от века	1	1
505	гоголя в	2	1
506	в школе	1	1
507	и обратно	1	1
508	к своим	1	1
509	ибо он	1	1
510	мы знаем	1	1
511	одно из	1	1
512	он весь	1	1
513	представлений о	2	1
514	в пространстве	2	1
515	его относительности	1	1
516	был так	1	1
517	только с	1	1
518	но затем	1	1
519	отличие от	2	1
520	чтобы не	1	1
521	тем что	1	1
522	случая в	1	1
523	его точные	1	1
524	высокого и	1	1
525	и богато	1	1
526	и целый	1	1
527	протяжении всего	2	1
528	лишь один	1	1
529	того в	1	1
530	науки в	1	1
531	же деле	1	1
532	того что	3	1
533	без всякой	1	1
534	год с	1	1
535	они оставались	1	1
536	и из	1	1
537	не знать	1	1
538	именно в	2	1
539	совершенно точно	1	1
540	а с	1	1
541	мы переходим	1	1
542	по всей	1	1
543	он считал	1	1
544	так вот	2	1
545	всего мира	1	1
546	или где	1	1
547	лицо он	1	1
548	превращается в	1	1
549	самом же	1	1
550	куда в	1	1
551	на этот	1	1
552	к живой	1	1
553	не верит	1	1
554	жизнь в	1	1
555	народ это	1	1
556	о каком-то	1	1
557	эту тему	1	1
558	мира в	2	1
559	было в	2	1
560	все более	2	1
561	вышла в	1	1
562	него в	1	1
563	эти слова	2	1
564	и будущего	3	1
565	некоторые из	2	1
566	подхода к	3	1
567	одновременно он	1	1
568	и мир	2	1
569	xix века	6	1
570	в моей	1	1
571	природы человека	1	1
572	с моста	1	1
573	даже с	1	1
574	не заметил	1	1
575	жизни слова	1	1
576	на свете	2	1
577	имел в	1	1
578	первом плане	2	1
579	еще раз	1	1
580	особенно к	1	1
581	гоголя нам	1	1
582	и тогда	1	1
583	его дело	1	1
584	время это	1	1
585	к вопросу	1	1
586	с большой	4	1
587	в книге	3	1
588	в более	1	1
589	и борьба	1	1
590	это уже	5	1
591	и часто	1	1
592	самого автора	1	1
593	и гуманной	1	1
594	и от	4	1
595	узнаем что	1	1
596	о котором	2	1
597	это как	3	1
598	романе и	1	1
599	от него	1	1
600	из ее	1	1
601	со второй	1	1
602	еще более	2	1
603	тем более	1	1
604	у которого	1	1
605	ибо в	2	1
606	ее основных	1	1
607	в могилу	1	1
608	прошлого и	2	1
609	ведь этот	1	1
610	ее в	3	1
611	это тоже	1	1
612	же в	1	1
613	но если	3	1
614	время как	1	1
615	нашло свое	1	1
616	всеми его	1	1
617	гоголь и	1	1
618	свое лицо	2	1
619	может и	1	1
620	мог не	1	1
621	не знает	2	1
622	только как	1	1
623	их с	1	1
624	но этот	1	1
625	одновременно и	2	1
626	отношению к	1	1
627	из своей	1	1
628	время не	2	1
629	как один	1	1
630	жизни и	3	1
631	гораздо более	2	1
