N	2gram	Propp_Isto_3	Hudozhes
149	напомним что	1	2
150	в целом	3	2
151	так или	1	2
152	жизни так	1	2
153	так в	6	2
154	только на	2	2
155	на его	3	2
156	не следует	1	2
157	они в	2	2
158	в первую	1	2
159	однако в	1	2
160	в другом	2	2
161	ясно что	1	2
162	живет в	5	2
163	уже знаем	2	2
164	приходит в	3	2
165	по себе	1	2
166	одной из	1	2
167	все равно	3	2
168	в следующем	1	2
169	в такой	1	2
170	состоит в	3	2
171	сих пор	5	2
172	все это	1	2
173	с мужем	1	2
174	для нее	2	2
175	они не	4	2
176	и герой	2	2
177	и потом	2	2
178	не раз	2	2
179	не имеет	2	2
180	одна из	2	2
181	на себе	1	2
182	для всего	1	2
183	заметить что	1	2
184	что на	4	2
185	об одном	1	2
186	все еще	6	2
187	с ее	1	2
188	здесь не	3	2
189	при котором	1	2
190	в себя	1	2
191	за этими	1	2
192	и поэтому	1	2
193	никак не	1	2
194	и что	2	2
195	до сих	5	2
196	с того	2	2
197	там же	2	2
198	как она	1	2
199	в него	2	2
200	о двух	1	2
201	с ними	3	2
202	и потому	2	2
203	с другим	1	2
204	и так	2	2
205	так что	5	2
206	в начале	1	2
207	не стал	1	2
208	за ним	3	2
209	мы знаем	2	2
210	а то	2	2
211	у нее	2	2
212	явно не	1	2
213	на том	3	2
214	представляют собой	4	2
215	или иначе	1	2
216	себя и	1	2
217	что не	2	2
218	также в	1	2
219	не означает	1	2
220	или с	1	2
221	на фоне	1	2
222	отсюда и	1	2
223	что же	1	2
224	матери и	2	2
225	да и	2	2
226	думать о	1	2
227	дело здесь	1	2
228	и не	12	2
229	с этой	1	2
230	каждого из	1	2
231	своей жизни	1	2
232	только для	1	2
233	видно что	2	2
234	нет ничего	2	2
235	перед собой	1	2
236	и дело	1	2
237	не знает	1	2
238	героя в	1	2
239	на столе	2	2
240	это так	1	2
241	но еще	1	2
242	которая не	1	2
243	таком случае	1	1
244	человека и	1	1
245	связана с	3	1
246	и то	2	1
247	и др	2	1
248	это и	1	1
249	смысл этого	1	1
250	и до	1	1
251	определенной категории	1	1
252	не объяснено	1	1
253	исходит из	1	1
254	видеть в	1	1
255	во-первых в	1	1
256	долгое время	1	1
257	и за	1	1
258	также и	1	1
259	его не	3	1
260	к нашей	2	1
261	головой и	1	1
262	но она	2	1
263	принадлежит к	1	1
264	я не	3	1
265	хотя бы	1	1
266	одного порядка	1	1
267	начало и	1	1
268	на них	1	1
269	что его	1	1
270	в чем	3	1
271	мы еще	3	1
272	есть случаи	2	1
273	он относится	1	1
274	и сказала	1	1
275	в сторону	2	1
276	этого мотива	4	1
277	не все	6	1
278	ответ на	1	1
279	отношение к	4	1
280	а через	3	1
281	тут же	1	1
282	друг от	1	1
283	друга и	1	1
284	это были	1	1
285	нет и	1	1
286	к сожалению	1	1
287	относится к	2	1
288	чем же	1	1
289	это одно	1	1
290	его на	2	1
291	общего с	1	1
292	стороны и	3	1
293	в овраге	1	1
294	еще больше	1	1
295	он себе	1	1
296	бы я	1	1
297	узнает что	2	1
298	и как	3	1
299	в этот	2	1
300	есть на	1	1
301	герой возвращается	1	1
302	все так	1	1
303	он в	1	1
304	бы не	1	1
305	из этих	3	1
306	и обстановка	1	1
307	вопрос что	1	1
308	ни одна	1	1
309	и тот	1	1
310	во многих	2	1
311	вообще не	1	1
312	не могла	2	1
313	в определенном	1	1
314	главным образом	1	1
315	большой и	1	1
316	одному из	1	1
317	всех этих	2	1
318	не как	1	1
319	что еще	2	1
320	в силу	2	1
321	и вот	2	1
322	том чтобы	1	1
323	его от	1	1
324	никому не	2	1
325	смысле как	1	1
326	и этот	1	1
327	все с	1	1
328	в нее	2	1
329	жить в	3	1
330	от нее	1	1
331	их и	3	1
332	на этой	1	1
333	или даже	1	1
334	а как	1	1
335	входит в	1	1
336	ничего удивительного	1	1
337	и стала	1	1
338	роль в	2	1
339	и тем	1	1
340	он все	3	1
341	не соответствует	1	1
342	этом мы	1	1
343	для них	3	1
344	но уже	1	1
345	к своим	1	1
346	может даже	1	1
347	соответствии с	1	1
348	далеко не	3	1
349	этого персонажа	1	1
350	с тем	2	1
351	а за	1	1
352	со своими	2	1
353	и уже	2	1
354	которой он	1	1
355	он и	3	1
356	и лицо	1	1
357	и тому	1	1
358	как таковой	2	1
359	дома с	1	1
360	это отдельные	1	1
361	это делает	2	1
362	на месте	2	1
363	в город	1	1
364	же действительно	1	1
365	имеется и	1	1
366	в которых	2	1
367	знаем что	2	1
368	не исчерпывается	1	1
369	из земли	4	1
370	нельзя было	1	1
371	в одном	2	1
372	не будем	3	1
373	друг другу	2	1
374	и более	2	1
375	их в	3	1
376	она или	2	1
377	и наоборот	1	1
378	что этот	1	1
379	на всю	1	1
380	ним в	1	1
381	бы быть	1	1
382	вместе со	1	1
383	между прочим	3	1
384	этой работы	1	1
385	сам он	1	1
386	вовсе не	2	1
387	так как	7	1
388	вплоть до	1	1
389	но они	2	1
390	уходит из	1	1
391	как можно	1	1
392	самого начала	1	1
393	хотелось бы	2	1
394	и остается	1	1
395	у кого	1	1
396	в плане	1	1
397	например что	1	1
398	в самых	2	1
399	это еще	2	1
400	только не	2	1
401	эта сторона	1	1
402	именно с	1	1
403	сообщает на	1	1
404	принято называть	1	1
405	такая же	1	1
406	уже говорили	1	1
407	с другом	1	1
408	перед ним	1	1
409	могут быть	5	1
410	нет мы	2	1
411	поцелуя и	1	1
412	за что	1	1
413	находит в	1	1
414	не противоречит	5	1
415	он видит	3	1
416	было уже	1	1
417	тот и	1	1
418	на это	2	1
419	если же	1	1
420	о них	1	1
421	ничего общего	1	1
422	говорит о	1	1
423	приходит к	1	1
424	свою очередь	1	1
425	же не	2	1
426	данном случае	3	1
427	и говорит	9	1
428	с самого	1	1
429	очень существенно	1	1
430	в дальнейшем	4	1
431	можно заметить	1	1
432	достаточно чтобы	2	1
433	в образе	1	1
434	на нее	3	1
435	о связи	4	1
436	этой жизни	1	1
437	он сам	1	1
438	только у	1	1
439	означает что	1	1
440	даже не	2	1
441	но здесь	1	1
442	находится в	4	1
443	я теперь	2	1
444	за пределами	1	1
445	обращается к	1	1
446	героя не	2	1
447	одного из	2	1
448	для нас	4	1
449	с другой	7	1
450	толстой и	1	1
451	нас в	1	1
452	как у	1	1
453	восходит к	1	1
454	он берет	1	1
455	по наблюдениям	1	1
456	в две	2	1
457	и только	1	1
458	в другой	4	1
459	с мотивом	7	1
460	что бы	1	1
461	и она	3	1
462	в жизнь	1	1
463	но тут	1	1
464	героини и	1	1
465	тот же	1	1
466	отличаются друг	1	1
467	всяком случае	2	1
468	сказки в	4	1
469	и ее	3	1
470	ему приходит	1	1
471	с одной	2	1
472	именно на	1	1
473	нечто иное	1	1
474	с какой	1	1
475	и у	3	1
476	уже в	1	1
477	и они	4	1
478	же из	1	1
479	в жизни	2	1
480	него и	2	1
481	по комнатам	2	1
482	не дает	2	1
483	или где	1	1
484	то чего	1	1
485	его и	4	1
486	но для	1	1
487	эти два	3	1
488	характерно что	1	1
489	одно из	1	1
490	могло бы	1	1
491	и та	1	1
492	сами по	1	1
493	себя от	1	1
494	когда его	2	1
495	тогда в	1	1
496	ее на	1	1
497	а она	2	1
498	что они	8	1
499	в особенности	2	1
500	никого не	3	1
501	живой и	1	1
502	дочь в	2	1
503	не один	1	1
504	сюда же	2	1
505	и тех	1	1
506	связано с	4	1
507	них и	1	1
508	одной стороны	2	1
509	потом в	2	1
510	в особое	1	1
511	в руках	1	1
512	там где	7	1
513	что мы	1	1
514	жизнь в	1	1
515	которого она	1	1
516	не видит	2	1
517	вступает в	3	1
518	о себе	3	1
519	к вечеру	1	1
520	как это	4	1
521	но все	2	1
522	и столь	1	1
523	о первой	2	1
524	мне на	1	1
525	о чем	1	1
526	в данном	4	1
527	на спине	1	1
528	еще такой	1	1
529	что сюжет	1	1
530	и там	4	1
531	и всей	1	1
532	происходит в	2	1
533	друг с	1	1
534	человек с	1	1
535	и другой	1	1
536	том смысле	1	1
537	тенденция к	1	1
538	с очень	2	1
539	сон и	1	1
540	двух людей	1	1
541	самом же	1	1
542	о мотиве	1	1
543	но это	3	1
544	это был	1	1
545	к двум	1	1
546	и следить	1	1
547	не мог	2	1
548	дом с	2	1
549	от друга	1	1
550	он видел	1	1
551	он обычно	1	1
552	уже на	1	1
553	при таком	1	1
554	лицо и	2	1
555	текстов и	1	1
556	другом отношении	1	1
557	но когда	1	1
558	солнца и	3	1
559	со своей	1	1
560	еще придется	1	1
561	мы должны	7	1
562	по ходу	1	1
563	же деле	1	1
564	стол в	1	1
565	не стоял	1	1
566	видит здесь	1	1
567	на смену	4	1
568	сказать что	3	1
569	но часто	1	1
570	их с	1	1
571	в свою	4	1
572	мы здесь	4	1
573	какая же	1	1
574	из этого	1	1
575	мать и	2	1
576	и другие	4	1
577	за милостыней	1	1
578	и эта	1	1
579	см в	2	1
580	я могу	1	1
581	во всяком	2	1
582	все что	3	1
583	этой точки	1	1
