N	2gram	Trubetskoy_1	RusskieA
169	в силу	5	2
170	и связанные	2	2
171	его от	2	2
172	когда на	1	2
173	сделать из	1	2
174	главным образом	8	2
175	в старину	1	2
176	и с	10	2
177	к другу	2	2
178	на этой	1	2
179	с целью	2	2
180	о народных	1	2
181	в жизни	1	2
182	чтобы они	1	2
183	такой же	1	2
184	далее в	1	2
185	должны были	1	2
186	и более	1	2
187	том же	1	2
188	для этого	2	2
189	у него	1	2
190	судя по	1	2
191	с религией	1	2
192	но даже	1	2
193	а мы	1	2
194	и здесь	2	2
195	могут быть	1	2
196	и другим	1	2
197	ничего общего	2	2
198	значения и	1	2
199	свою очередь	1	2
200	в образе	2	2
201	подойти к	3	2
202	что от	1	2
203	с ним	1	2
204	на все	2	2
205	характер этого	1	2
206	после того	1	2
207	должно было	2	2
208	связь между	1	2
209	сходство между	1	2
210	в его	5	2
211	них в	1	2
212	этот вопрос	1	2
213	в разные	1	2
214	их не	1	2
215	так что	3	2
216	борьбы с	1	2
217	они могли	1	2
218	не означает	1	2
219	не было	2	2
220	не были	1	2
221	чем в	1	2
222	такое же	1	2
223	с ней	3	2
224	и пр	1	2
225	а не	5	2
226	должна была	2	2
227	и потому	6	2
228	считал что	1	2
229	там где	1	2
230	быть и	2	2
231	только для	2	2
232	между собой	1	2
233	мы видим	1	2
234	и для	5	2
235	тем и	2	2
236	когда он	3	2
237	мы должны	6	2
238	относящиеся к	1	2
239	в своих	1	2
240	сидит он	1	1
241	границы между	1	1
242	и развитие	1	1
243	и римлян	1	1
244	же как	3	1
245	таком случае	1	1
246	чтобы не	1	1
247	рассматривается как	1	1
248	самом деле	1	1
249	что дает	1	1
250	необходимо было	1	1
251	в первом	1	1
252	что эти	3	1
253	и ее	1	1
254	чем именно	1	1
255	и за	1	1
256	и могут	1	1
257	несколько иной	1	1
258	мы уже	1	1
259	из всех	3	1
260	в русских	2	1
261	не приходится	1	1
262	было известно	1	1
263	других славян	1	1
264	из своих	2	1
265	к новой	1	1
266	этом не	1	1
267	не символ	1	1
268	такое положение	2	1
269	любовью к	1	1
270	не вполне	3	1
271	ему в	2	1
272	которое в	1	1
273	с религиозными	1	1
274	же что	1	1
275	жизни это	1	1
276	кто же	1	1
277	того же	6	1
278	в каждой	1	1
279	в отличие	1	1
280	на них	1	1
281	не был	1	1
282	всего этого	1	1
283	в чем	1	1
284	с его	2	1
285	а следовательно	1	1
286	же она	1	1
287	после смерти	10	1
288	одном и	1	1
289	в китае	2	1
290	по отношению	1	1
291	в общем	8	1
292	отличие от	1	1
293	отличаются от	2	1
294	относится к	2	1
295	с русскими	1	1
296	эта связь	1	1
297	общего с	2	1
298	так называемая	1	1
299	от до	1	1
300	некоторое время	1	1
301	определить в	1	1
302	народа в	1	1
303	это был	1	1
304	что касается	1	1
305	однако не	1	1
306	целый ряд	4	1
307	и наконец	2	1
308	тем же	1	1
309	от этого	1	1
310	в которой	3	1
311	но дает	1	1
312	за это	1	1
313	по форме	1	1
314	в себе	6	1
315	сливаются в	1	1
316	тому же	5	1
317	на то	2	1
318	труда и	1	1
319	образ его	1	1
320	вера в	1	1
321	он не	4	1
322	видел в	1	1
323	них следует	1	1
324	гораздо менее	2	1
325	он должен	1	1
326	не к	2	1
327	не как	2	1
328	в начале	2	1
329	есть один	1	1
330	как обычай	1	1
331	основные черты	1	1
332	встречаются и	1	1
333	что все	4	1
334	влиянием в	1	1
335	значение в	1	1
336	о котором	2	1
337	те же	2	1
338	его в	1	1
339	всех народов	1	1
340	на почве	1	1
341	некоторые основные	1	1
342	известно что	1	1
343	должен был	4	1
344	весь мир	1	1
345	есть несколько	1	1
346	указаний на	1	1
347	с которого	2	1
348	ни в	1	1
349	о характере	1	1
350	нет в	1	1
351	к своим	4	1
352	в этой	4	1
353	жизни то	1	1
354	как видно	1	1
355	не всегда	2	1
356	мы видели	2	1
357	оно имеет	1	1
358	зато в	1	1
359	и того	1	1
360	одного и	1	1
361	но если	2	1
362	и при	3	1
363	христианской религии	1	1
364	взгляд на	2	1
365	место в	1	1
366	однако еще	1	1
367	дальнейшее развитие	1	1
368	народных песен	1	1
369	одном из	1	1
370	но эта	1	1
371	которые в	2	1
372	при рассмотрении	1	1
373	не могли	1	1
374	и всякую	1	1
375	необходимо чтобы	1	1
376	на первое	1	1
377	сам он	1	1
378	полагают что	1	1
379	всех их	1	1
380	песен в	1	1
381	которому восходят	1	1
382	использованы для	1	1
383	привела к	1	1
384	иной раз	2	1
385	в то	4	1
386	для каждого	2	1
387	дело не	1	1
388	тогда когда	2	1
389	выводы и	1	1
390	в языках	1	1
391	русский народ	3	1
392	ее с	2	1
393	не по	1	1
394	но вместе	2	1
395	иметь в	1	1
396	следовательно и	1	1
397	вероятно что	1	1
398	которые и	1	1
399	видим что	1	1
400	прежде чем	1	1
401	и его	1	1
402	к этим	1	1
403	этом отношении	2	1
404	не потому	2	1
405	с другом	5	1
406	как неясно	1	1
407	в среде	2	1
408	должны быть	1	1
409	слова с	1	1
410	для себя	1	1
411	и это	2	1
412	и о	3	1
413	по учению	3	1
414	в виду	2	1
415	и сами	2	1
416	данном случае	1	1
417	представляющее собой	1	1
418	которые как	1	1
419	большей частью	3	1
420	в народном	3	1
421	белорусов и	1	1
422	то время	1	1
423	всей своей	1	1
424	если они	1	1
425	видно из	1	1
426	было в	1	1
427	на путь	1	1
428	есть какие-то	1	1
429	связанных с	2	1
430	основана на	1	1
431	если бы	3	1
432	должны признать	2	1
433	собой и	1	1
434	по мере	1	1
435	стремление к	1	1
436	свидетельствует о	2	1
437	в глаза	1	1
438	ли не	1	1
439	смерти она	1	1
440	можно сказать	3	1
441	как этот	1	1
442	других языках	1	1
443	первоначально было	1	1
444	греков и	1	1
445	к нему	7	1
446	бьет по	1	1
447	не могло	2	1
448	же очень	1	1
449	и во	1	1
450	не отличаются	1	1
451	во втором	1	1
452	стоит и	1	1
453	во всей	1	1
454	наконец в	2	1
455	и менее	1	1
456	и следовательно	1	1
457	происхождение и	1	1
458	было бы	1	1
459	не так	1	1
460	по данным	1	1
461	что здесь	1	1
462	как из	1	1
463	на которой	1	1
464	землю и	1	1
465	в позднейших	1	1
466	обе эти	1	1
467	совсем не	1	1
468	тот же	2	1
469	что он	4	1
470	как время	1	1
471	к их	1	1
472	и действительно	2	1
473	очень много	2	1
474	и так	1	1
475	до нас	1	1
476	и раньше	1	1
477	это слово	1	1
478	или его	1	1
479	рассматриваться как	1	1
480	уже в	2	1
481	же от	1	1
482	в нашей	1	1
483	же в	1	1
484	только тогда	1	1
485	черты этого	1	1
486	предков на	1	1
487	но совершенно	1	1
488	не связанных	1	1
489	всяком случае	6	1
490	более как	1	1
491	чтобы она	1	1
492	с этими	1	1
493	случае не	3	1
494	заметить что	1	1
495	не могут	2	1
496	перед ними	1	1
497	смерти и	1	1
498	и духовные	1	1
499	в очень	1	1
500	умерших предков	1	1
501	возможно что	1	1
502	к которому	2	1
503	еще и	1	1
504	по всей	1	1
505	этой роли	1	1
506	исторического развития	2	1
507	уже почти	1	1
508	связано с	2	1
509	по тем	1	1
510	и своего	1	1
511	с культом	1	1
512	и самый	1	1
513	жизнь в	1	1
514	выступают в	1	1
515	которые по	1	1
516	могут рассматриваться	1	1
517	в одно	2	1
518	мы знаем	1	1
519	если не	2	1
520	так называемых	1	1
521	уже давно	2	1
522	совсем так	1	1
523	во плоти	1	1
524	в старом	1	1
525	что дало	1	1
526	некоторые из	2	1
527	представить себе	1	1
528	или по	2	1
529	надо было	2	1
530	из которых	4	1
531	у славян	2	1
532	по своему	2	1
533	в данном	1	1
534	в той	1	1
535	первое место	1	1
536	и смерти	1	1
537	ко всему	2	1
538	как средство	1	1
539	два раза	1	1
540	друг с	5	1
541	и том	1	1
542	как только	1	1
543	с особым	1	1
544	что мы	2	1
545	в так	4	1
546	но для	1	1
547	кроме того	1	1
548	это как	1	1
549	не является	1	1
550	много но	1	1
551	при таком	2	1
552	полного прекращения	1	1
553	совершенно иное	1	1
554	с богослужением	2	1
555	и все	2	1
556	не более	1	1
557	важное значение	1	1
558	только с	1	1
559	его жизнь	1	1
560	или вообще	1	1
561	сходство в	1	1
562	на более	1	1
563	люди которые	1	1
564	нет никаких	1	1
565	для людей	1	1
566	русская народная	1	1
567	в ад	1	1
568	сказать что	2	1
569	только как	1	1
570	блага жизни	1	1
571	отношению к	3	1
572	разных народов	1	1
573	славян и	1	1
574	от слова	1	1
575	и состоит	1	1
576	ли они	2	1
577	жизни и	2	1
578	в таком	3	1
579	и вновь	1	1
580	они не	1	1
581	можно назвать	2	1
582	как на	8	1
583	точно так	3	1
584	во всяком	6	1
585	все что	2	1
586	из византии	3	1
