N	2gram	Vinokur_St_2	DiskursI
316	но все	7	1
317	русском языке	1	1
318	не будет	1	1
319	не за	1	1
320	где нет	2	1
321	значение в	1	1
322	к тексту	1	1
323	на все	1	1
324	для своей	2	1
325	необходимой для	1	1
326	при помощи	4	1
327	первую очередь	1	1
328	с другими	1	1
329	действительности в	1	1
330	на почве	2	1
331	этом смысле	1	1
332	не соответствует	1	1
333	для них	1	1
334	о которых	2	1
335	нет как	1	1
336	с этой	2	1
337	с тем	7	1
338	мы видели	1	1
339	мы не	1	1
340	не мог	3	1
341	в этих	3	1
342	во время	2	1
343	что такое	2	1
344	а как	4	1
345	это делает	1	1
346	с точки	2	1
347	как произведение	2	1
348	не столько	7	1
349	что до	1	1
350	путем в	1	1
351	от его	2	1
352	вплоть до	1	1
353	поэтому в	1	1
354	нам только	1	1
355	для которых	2	1
356	в россии	3	1
357	через посредство	1	1
358	что было	2	1
359	тем не	2	1
360	и эти	1	1
361	и более	2	1
362	не могли	2	1
363	которой является	3	1
364	и вся	2	1
365	брат и	1	1
366	и тому	1	1
367	до конца	3	1
368	даже не	1	1
369	виду что	1	1
370	самого начала	3	1
371	не имеет	2	1
372	дело в	4	1
373	какой он	1	1
374	не по	2	1
375	в русской	5	1
376	можно указать	1	1
377	образом в	1	1
378	о них	1	1
379	но только	1	1
380	действующие лица	3	1
381	для всего	1	1
382	не полностью	1	1
383	а порой	1	1
384	не вполне	1	1
385	речи не	1	1
386	этих двух	1	1
387	время к	1	1
388	впрочем в	1	1
389	к концу	1	1
390	это слово	3	1
391	и теперь	2	1
392	быть ни	1	1
393	на него	1	1
394	как будто	1	1
395	этом отношении	9	1
396	что на	3	1
397	формы для	1	1
398	в каком	2	1
399	ни о	1	1
400	не могут	1	1
401	на границе	1	1
402	и вполне	1	1
403	но также	4	1
404	не встречается	1	1
405	отказаться от	1	1
406	одним и	1	1
407	которое принадлежит	1	1
408	и это	2	1
409	размышлениями о	1	1
410	значения и	1	1
411	чем не	1	1
412	и сами	1	1
413	здесь не	1	1
414	средних веков	1	1
415	и от	1	1
416	мысль о	1	1
417	с самого	3	1
418	и сам	2	1
419	те же	1	1
420	не трудно	1	1
421	особенно в	2	1
422	во второй	1	1
423	основана на	1	1
424	если бы	2	1
425	к языку	1	1
426	возникают и	1	1
427	имеет право	1	1
428	к одной	1	1
429	с соответствующими	1	1
430	по их	2	1
431	должно было	3	1
432	и вследствие	1	1
433	всей нашей	1	1
434	здесь между	3	1
435	об отсутствии	1	1
436	отметить что	2	1
437	чем и	1	1
438	наконец в	3	1
439	романа в	1	1
440	в середине	1	1
441	в книгу	2	1
442	по содержанию	1	1
443	известном смысле	1	1
444	согласиться с	1	1
445	с ними	1	1
446	пришел к	1	1
447	и действительно	1	1
448	трагедии и	1	1
449	предков в	1	1
450	до нас	1	1
451	он уже	1	1
452	по мнению	1	1
453	или же	1	1
454	только при	1	1
455	мнению автора	1	1
456	одни и	1	1
457	не имеют	1	1
458	только на	1	1
459	со временем	1	1
460	то и	1	1
461	различия в	1	1
462	в известном	3	1
463	присутствует в	2	1
464	но для	1	1
465	очевидно что	2	1
466	это обстоятельство	1	1
467	что означает	1	1
468	и их	1	1
469	всяком случае	3	1
470	в известной	1	1
471	в прозе	1	1
472	в конце	2	1
473	исторический роман	2	1
474	этом жанре	1	1
475	не о	1	1
476	может служить	1	1
477	мы можем	1	1
478	было выдвинуто	1	1
479	не случайно	1	1
480	следует понимать	1	1
481	как раз	8	1
482	представляют собой	1	1
483	представление о	1	1
484	но эти	1	1
485	в исторической	1	1
486	романтизма но	1	1
487	в области	2	1
488	до сих	6	1
489	что человек	1	1
490	предания и	1	1
491	в каких	1	1
492	уходит в	1	1
493	с той	2	1
494	было бы	5	1
495	не спешил	1	1
496	представляет собою	1	1
497	текст в	1	1
498	еще и	3	1
499	или о	1	1
500	себя и	1	1
501	на которых	1	1
502	о ее	1	1
503	говорит о	2	1
504	связано с	1	1
505	только по	2	1
506	и литературной	1	1
507	пушкина как	3	1
508	ничем не	1	1
509	не на	2	1
510	за год	1	1
511	принципиально не	1	1
512	а своего	1	1
513	этом основании	1	1
514	на который	1	1
515	этом случае	1	1
516	несмотря на	2	1
517	в связи	1	1
518	но оно	1	1
519	в творчестве	1	1
520	исходить из	1	1
521	вместе с	7	1
522	как это	2	1
523	всем что	1	1
524	в достоверности	1	1
525	является условным	1	1
526	приводит в	1	1
527	что вся	1	1
528	если оно	1	1
529	его собственной	1	1
530	в той	5	1
531	да и	1	1
532	было отмечено	1	1
533	не создает	1	1
534	только о	2	1
535	в контексте	1	1
536	в первые	2	1
537	впрочем не	1	1
538	сих пор	5	1
539	рассказе о	1	1
540	в чем	1	1
541	о мире	2	1
542	при всем	1	1
543	писал в	1	1
544	в книге	1	1
545	реплики в	1	1
546	и условных	1	1
547	пушкинского времени	1	1
548	не существует	1	1
549	обнаруживается не	1	1
550	был всем	1	1
551	в результате	2	1
552	вопрос о	6	1
553	другое дело	3	1
554	а к	2	1
555	в исторический	1	1
556	пушкиным в	14	1
557	но это	3	1
558	могли быть	1	1
559	отношении к	3	1
560	в период	2	1
561	ii это	1	1
562	принципиально важным	1	1
563	первоначально не	1	1
564	их с	1	1
565	и также	1	1
566	в свое	1	1
567	на своем	1	1
568	из романа	2	1
569	всем чем	1	1
570	в голову	1	1
571	вполне определенного	1	1
572	и другие	2	1
573	который не	1	1
574	следует сказать	1	1
575	в таком	1	1
