N	2gram	Tiupa_Anal_1	Problemy
180	что и	3	3
181	бытия и	2	3
182	и даже	1	3
183	с другой	4	3
184	себя и	4	3
185	более того	3	3
186	к своему	1	3
187	что же	2	3
188	и для	1	3
189	другой стороны	2	3
190	того же	4	3
191	героя в	2	3
192	в речь	2	3
193	смысле слова	1	2
194	отношения к	2	2
195	и должны	1	2
196	самый предмет	1	2
197	в присутствии	2	2
198	а как	2	2
199	положения в	1	2
200	вопрос о	2	2
201	он как	1	2
202	собою не	1	2
203	меньшей степени	1	2
204	он сам	1	2
205	как если	1	2
206	мы будем	1	2
207	не входит	1	2
208	если в	3	2
209	нет и	2	2
210	в художественном	3	2
211	как нам	1	2
212	и как	5	2
213	не было	1	2
214	его к	2	2
215	бы не	2	2
216	отношение между	1	2
217	широком смысле	2	2
218	бы ни	2	2
219	должна быть	1	2
220	могут оказаться	2	2
221	равно и	1	2
222	на том	1	2
223	свое время	2	2
224	и по	2	2
225	но все	1	2
226	высказывания и	1	2
227	самим собой	2	2
228	высказывание в	1	2
229	на все	2	2
230	лишь в	5	2
231	хотя бы	3	2
232	этом смысле	1	2
233	и тем	1	2
234	этом мы	1	2
235	все равно	1	2
236	себя внимание	1	2
237	автора и	3	2
238	этих трех	1	2
239	нами два	1	2
240	имеется и	1	2
241	в которых	1	2
242	могло бы	1	2
243	и другого	4	2
244	не менее	1	2
245	одном из	1	2
246	которые в	2	2
247	зрения и	1	2
248	одна из	1	2
249	того и	3	2
250	ничего не	1	2
251	его речи	1	2
252	своей природе	1	2
253	и является	2	2
254	то и	1	2
255	для другого	1	2
256	могут быть	4	2
257	к тому	7	2
258	той или	6	2
259	людей в	1	2
260	языка и	1	2
261	в произведении	5	2
262	в другом	4	2
263	те же	1	2
264	времени и	6	2
265	с ним	4	2
266	быть ни	1	2
267	между тем	5	2
268	тем как	1	2
269	здесь в	1	2
270	все время	1	2
271	единого и	1	2
272	большей или	4	2
273	и одновременно	3	2
274	том или	3	2
275	он уже	1	2
276	так что	1	2
277	от автора	1	2
278	биографической жизнью	1	2
279	слова не	1	2
280	между элементами	1	2
281	для него	2	2
282	сами по	2	2
283	а в	9	2
284	к самому	1	2
285	или иной	6	2
286	всякое высказывание	1	2
287	для этого	2	2
288	или меньшей	4	2
289	влияние на	1	2
290	в рассказе	1	2
291	его как	1	2
292	что мы	3	2
293	вместе с	4	2
294	ним как	1	2
295	в данном	2	2
296	если оно	1	2
297	художественного видения	3	2
298	которому оно	1	2
299	этого слова	7	2
300	утверждение о	1	2
301	оба этих	1	2
302	остается в	1	2
303	оглядывается на	1	2
304	при всем	1	2
305	оно и	1	2
306	сознания и	1	2
307	в результате	1	2
308	о котором	1	2
309	для нас	1	2
310	в литературной	1	2
311	в большей	1	2
312	есть уже	1	2
313	на части	1	2
314	в свое	2	2
315	к другим	1	2
316	во всяком	1	2
317	все что	1	2
318	они не	1	2
319	я и	6	1
320	же человек	1	1
321	предполагает что	1	1
322	т.п если	1	1
323	и то	2	1
324	на самом	2	1
325	он может	2	1
326	в чужой	1	1
327	и есть	3	1
328	перед лицом	6	1
329	и существеннее	1	1
330	как необходимый	1	1
331	по преимуществу	1	1
332	в какой-то	1	1
333	собственном смысле	1	1
334	высказывания на	1	1
335	этот эпизод	1	1
336	видеть в	1	1
337	форма его	1	1
338	обойтись без	1	1
339	о способах	1	1
340	есть предполагает	1	1
341	при анализе	1	1
342	входит в	1	1
343	язык как	1	1
344	со смертью	1	1
345	высказывания в	1	1
346	человека однако	1	1
347	совпадает с	2	1
348	принадлежит к	1	1
349	не вполне	1	1
350	сложнее и	1	1
351	из того	4	1
352	пространство и	1	1
353	в ней	1	1
354	литературы и	1	1
355	ни даже	1	1
356	и сами	1	1
357	между собой	2	1
358	это возможно	1	1
359	в широком	4	1
360	от своей	1	1
361	от себя	3	1
362	события в	2	1
363	художественном творчестве	1	1
364	в сюжете	1	1
365	в нашем	3	1
366	иного рода	2	1
367	как правило	4	1
368	но как	1	1
369	а только	1	1
370	художественное задание	1	1
371	в новом	2	1
372	при условии	1	1
373	своей жанровой	1	1
374	один и	1	1
375	в собственном	3	1
376	вследствие чего	1	1
377	без другого	2	1
378	как к	2	1
379	что как	3	1
380	художественного мира	2	1
381	первых двух	1	1
382	однако не	3	1
383	личность обладает	1	1
384	могли бы	2	1
385	не являются	2	1
386	ведь я	1	1
387	о самом	1	1
388	со своей	1	1
389	ситуации в	1	1
390	точкой зрения	1	1
391	та же	1	1
392	точку зрения	1	1
393	что это	1	1
394	в целом	5	1
395	что достоевский	1	1
396	бы с	1	1
397	другим чужим	1	1
398	языка а	1	1
399	учение о	1	1
400	рассказ о	2	1
401	и отношения	1	1
402	романа но	1	1
403	тому же	4	1
404	из общей	1	1
405	произведение может	1	1
406	героя к	2	1
407	а вовсе	1	1
408	но прежде	1	1
409	рассказе и	1	1
410	на его	2	1
411	в ее	1	1
412	к миру	1	1
413	одному из	2	1
414	читателя в	2	1
415	первой части	1	1
416	или иному	1	1
417	отношений между	1	1
418	в силу	3	1
419	в первом	2	1
420	такая постановка	1	1
421	не бывает	1	1
422	одно и	1	1
423	от нее	1	1
424	здесь мы	1	1
425	что все	1	1
426	же не	1	1
427	к любой	2	1
428	говорить не	1	1
429	его в	1	1
430	выходит за	1	1
431	который и	1	1
432	деле в	2	1
433	и иных	1	1
434	я все	1	1
435	литературном произведении	1	1
436	произведении и	1	1
437	реальности и	2	1
438	для достижения	1	1
439	в них	1	1
440	она и	1	1
441	с иной	1	1
442	же эти	1	1
443	не всегда	4	1
444	и уже	1	1
445	несмотря на	2	1
446	жизни но	2	1
447	и тогда	2	1
448	по той	1	1
449	во время	1	1
450	от своего	2	1
451	при изучении	2	1
452	речи от	1	1
453	в такой	1	1
454	не становится	2	1
455	молодого человека	1	1
456	не должен	2	1
457	установки и	1	1
458	знает и	1	1
459	место в	3	1
460	не столько	2	1
461	не произведения	1	1
462	что говорит	1	1
463	в авторском	1	1
464	явления то	1	1
465	остается вне	1	1
466	тем самым	7	1
467	возможно только	1	1
468	однако в	3	1
469	даже в	3	1
470	тому что	1	1
471	между людьми	1	1
472	вплоть до	1	1
473	как может	1	1
474	суждения о	1	1
475	места из	1	1
476	дело не	3	1
477	самих же	1	1
478	тогда когда	2	1
479	первая часть	1	1
480	и остается	1	1
481	к этим	1	1
482	его собственного	1	1
483	приходится прибегать	1	1
484	в самых	1	1
485	ничего что	1	1
486	в пределы	1	1
487	его можно	1	1
488	ему и	1	1
489	связи с	1	1
490	к какому-нибудь	1	1
491	в сознании	2	1
492	что речь	1	1
493	возможно в	1	1
494	только с	1	1
495	как будто	3	1
496	входящее в	1	1
497	для непосредственного	1	1
498	в области	4	1
499	может показаться	1	1
500	с первой	2	1
501	знаковом материале	1	1
502	начиная с	1	1
503	всего в	1	1
504	не способен	1	1
505	его с	1	1
506	служить и	1	1
507	перед его	1	1
508	все еще	1	1
509	но сама	1	1
510	особый тип	1	1
511	а затем	1	1
512	того чтобы	3	1
513	вне этого	1	1
514	не всякая	1	1
515	как не	1	1
516	подходе к	1	1
517	данном случае	2	1
518	лучше сказать	1	1
519	сознания с	1	1
520	роль в	2	1
521	мы наблюдаем	1	1
522	если они	1	1
523	предметом нашего	1	1
524	что может	1	1
525	понимание и	1	1
526	всегда говорит	1	1
527	не с	4	1
528	оно как	1	1
529	произведения не	1	1
530	еще в	2	1
531	и внутренняя	1	1
532	является в	1	1
533	определенным образом	1	1
534	в диалог	1	1
535	этой жизни	1	1
536	него свое	1	1
537	и соответственно	4	1
538	произведения как	7	1
539	но к	2	1
540	при наличии	3	1
541	и крайне	1	1
542	нашей работы	1	1
543	чего она	1	1
544	за пределами	2	1
545	может редуцироваться	1	1
546	этом последнем	1	1
547	его жизни	1	1
548	на что	1	1
549	может не	1	1
550	другого сознания	2	1
551	других людей	2	1
552	от него	1	1
553	на всех	1	1
554	его смысла	1	1
555	или иначе	1	1
556	этих слов	1	1
557	во втором	1	1
558	эти два	1	1
559	автор как	1	1
560	наконец в	1	1
561	в литературе	4	1
562	быть и	1	1
563	на которой	1	1
564	своему собственному	1	1
565	один из	2	1
566	в драме	1	1
567	в двух	2	1
568	себе внимание	1	1
569	близкого человека	1	1
570	проникнуть в	1	1
571	в какой	2	1
572	для себя	2	1
573	характер он	1	1
574	же при	1	1
575	и жизни	1	1
576	к словесному	1	1
577	с одной	3	1
578	вопроса о	3	1
579	языка как	1	1
580	процессе его	1	1
581	смерть и	1	1
582	предметно-смысловым содержанием	1	1
583	его и	2	1
584	к своим	1	1
585	на своего	1	1
586	слова если	1	1
587	никто не	3	1
588	всяком случае	1	1
589	синтаксических и	1	1
590	ними нет	1	1
591	как их	1	1
592	свой смысл	1	1
593	при всей	2	1
594	не о	2	1
595	может служить	2	1
596	в xx	1	1
597	как событие	1	1
598	логическое отношение	2	1
599	для художественного	2	1
600	быть сведено	3	1
601	понимая под	1	1
602	в последние	1	1
603	жизни в	1	1
604	одной стороны	3	1
605	со стороны	2	1
606	даже не	1	1
607	и сознание	1	1
608	с другим	4	1
609	не обязательно	1	1
610	именно в	4	1
611	а именно	3	1
612	строится в	1	1
613	только один	1	1
614	было и	1	1
615	а с	3	1
616	и др	1	1
617	предмета но	1	1
618	что не	3	1
619	адресата к	1	1
620	что для	1	1
621	в соответствии	1	1
622	самом же	1	1
623	смысла и	3	1
624	оно дано	1	1
625	не ставит	1	1
626	человека но	1	1
627	в любой	1	1
628	однако и	1	1
629	человек в	3	1
630	само является	1	1
631	него не	1	1
632	время оно	1	1
633	в связи	1	1
634	лишь поверхностные	1	1
635	между собою	1	1
636	может иметь	2	1
637	все более	1	1
638	в сторону	1	1
639	ему известную	1	1
640	каждом из	2	1
641	ни на	1	1
642	и особенно	1	1
643	и потому	2	1
644	как это	1	1
645	подхода к	3	1
646	установкой на	2	1
647	другого я	2	1
648	искусства но	1	1
649	слова о	1	1
650	к действительности	1	1
651	не умел	1	1
652	xx веке	1	1
653	в мир	1	1
654	в карты	1	1
655	отношения не	1	1
656	форма в	1	1
657	историка литературы	1	1
658	еще раз	1	1
659	слова ибо	1	1
660	является для	1	1
661	в душевной	1	1
662	силу и	1	1
663	о мире	1	1
664	вещь а	1	1
665	собственного задания	1	1
666	не имея	1	1
667	мира и	1	1
668	своей собственной	1	1
669	душевной жизни	2	1
670	себя самого	1	1
671	нет ничего	2	1
672	его уже	1	1
673	высказывания то	2	1
674	все они	1	1
675	как речь	1	1
676	этом можно	1	1
677	я в	3	1
678	ни было	4	1
679	же деле	1	1
680	не я	1	1
681	бы оно	1	1
682	не есть	8	1
683	по поводу	1	1
684	к отношениям	1	1
685	в свою	1	1
686	личности и	1	1
687	конечно далеко	1	1
688	отношением к	1	1
689	была бы	2	1
690	в частности	19	1
691	прибегать к	1	1
692	все люди	1	1
693	своего предмета	3	1
694	осмеяние и	1	1
695	на это	1	1
696	и вместе	1	1
697	а может	1	1
698	а я	1	1
699	в своих	1	1
700	и эта	1	1
701	прямой речи	1	1
702	который не	1	1
703	в таком	3	1
704	в роли	2	1
