N	2gram	Bakhtin_Fr_8	RusskieA
242	мы уже	10	1
243	из всех	2	1
244	или наоборот	1	1
245	не во	1	1
246	вопрос о	1	1
247	из своих	1	1
248	названия и	2	1
249	земля в	1	1
250	и многочисленные	1	1
251	ему в	1	1
252	к народным	1	1
253	был еще	1	1
254	жизни это	1	1
255	того же	1	1
256	и он	1	1
257	и был	3	1
258	последние три	1	1
259	в отличие	1	1
260	на них	3	1
261	не был	4	1
262	в чем	1	1
263	не имеющий	1	1
264	с его	5	1
265	а следовательно	1	1
266	другой пример	1	1
267	после смерти	1	1
268	одном и	1	1
269	по отношению	1	1
270	с совершенно	1	1
271	себе и	2	1
272	отличие от	1	1
273	формы мышления	1	1
274	значение имеет	2	1
275	искал в	1	1
276	эта связь	1	1
277	сочетается с	1	1
278	из цикла	1	1
279	показать что	1	1
280	этимология этого	1	1
281	это был	1	1
282	перед нами	3	1
283	целый ряд	2	1
284	и наконец	3	1
285	тем же	1	1
286	ясную картину	1	1
287	можем судить	1	1
288	в которой	4	1
289	за это	2	1
290	еще далеко	1	1
291	вообще а	1	1
292	в себе	4	1
293	сливаются в	3	1
294	тому же	1	1
295	века к	1	1
296	труда и	1	1
297	для народа	1	1
298	он не	5	1
299	первой половине	1	1
300	с новым	1	1
301	не к	1	1
302	не как	2	1
303	в начале	1	1
304	в названных	1	1
305	подобно тому	1	1
306	не бывает	1	1
307	а затем	1	1
308	здесь мы	3	1
309	по-видимому не	1	1
310	что все	4	1
311	и характер	1	1
312	в совершенно	4	1
313	о котором	1	1
314	те же	1	1
315	его в	2	1
316	на почве	1	1
317	должен был	1	1
318	и тем	1	1
319	по всему	2	1
320	ни в	2	1
321	нет в	1	1
322	к своим	1	1
323	типичен для	1	1
324	в этой	6	1
325	и нравов	1	1
326	со своими	1	1
327	не всегда	1	1
328	он и	2	1
329	мы видели	5	1
330	наука в	1	1
331	в развитии	2	1
332	смысл и	1	1
333	одного и	1	1
334	украинского фольклора	1	1
335	веков в	1	1
336	что между	1	1
337	но если	1	1
338	и при	2	1
339	особенности же	1	1
340	во времена	3	1
341	просто в	1	1
342	видел и	1	1
343	место в	1	1
344	из своей	1	1
345	точку зрения	1	1
346	того времени	4	1
347	которые в	1	1
348	такую же	1	1
349	и эти	2	1
350	не могли	2	1
351	две части	2	1
352	пришли на	1	1
353	и третья	1	1
354	дня и	1	1
355	иной раз	1	1
356	в то	12	1
357	дело не	2	1
358	тогда когда	1	1
359	дело в	2	1
360	здесь на	1	1
361	не по	1	1
362	было не	1	1
363	в основе	4	1
364	которые почему-либо	1	1
365	каждый из	1	1
366	следовательно и	1	1
367	и всегда	1	1
368	они совершались	1	1
369	и проклятия	1	1
370	народной жизни	1	1
371	слова как	1	1
372	которые и	1	1
373	непосредственное влияние	1	1
374	явление в	1	1
375	того в	1	1
376	они связаны	2	1
377	видим что	2	1
378	и его	12	1
379	особое значение	2	1
380	и сама	1	1
381	весь этот	2	1
382	этом отношении	1	1
383	приносят с	1	1
384	характерен для	2	1
385	не потому	2	1
386	с другом	1	1
387	такие же	1	1
388	ни о	2	1
389	в духе	4	1
390	хранится в	1	1
391	более широкой	2	1
392	они становятся	1	1
393	перед рождеством	1	1
394	если же	1	1
395	широкой и	2	1
396	можно судить	1	1
397	и это	1	1
398	году под	1	1
399	и о	3	1
400	в виду	1	1
401	и сами	1	1
402	данном случае	2	1
403	нами выше	1	1
404	в народном	1	1
405	то время	2	1
406	на свой	1	1
407	для нового	1	1
408	на том	1	1
409	и сам	2	1
410	можно было	1	1
411	не ограничивается	1	1
412	из всего	1	1
413	было в	1	1
414	сохранился и	2	1
415	связанных с	1	1
416	не имели	2	1
417	если бы	2	1
418	и вообще	1	1
419	что значит	1	1
420	чтобы как	1	1
421	и та	1	1
422	при котором	1	1
423	прямо и	1	1
424	но мы	1	1
425	можно сказать	2	1
426	еды вообще	1	1
427	к нему	2	1
428	по типу	1	1
429	и во	2	1
430	во всей	2	1
431	в форме	3	1
432	этом ряду	1	1
433	наконец в	4	1
434	позже и	1	1
435	о своих	1	1
436	совершались в	1	1
437	было бы	2	1
438	а позже	1	1
439	на будущее	1	1
440	землю и	1	1
441	совсем не	2	1
442	тот же	1	1
443	что он	2	1
444	которых они	1	1
445	очень много	2	1
446	и так	1	1
447	год с	1	1
448	до нас	1	1
449	и раньше	1	1
450	это слово	1	1
451	бы ни	1	1
452	одежды и	1	1
453	точка зрения	2	1
454	античности и	1	1
455	уже в	2	1
456	же от	1	1
457	же в	1	1
458	первые три	2	1
459	только одно	1	1
460	кн iii	2	1
461	земли и	1	1
462	был почти	1	1
463	с лишним	1	1
464	из устных	2	1
465	не могут	1	1
466	праздника и	1	1
467	смерти и	2	1
468	в очень	1	1
469	слабо и	1	1
470	же деле	1	1
471	возможно что	2	1
472	влияние на	1	1
473	как у	1	1
474	что дело	1	1
475	к которому	3	1
476	еще и	3	1
477	тому как	1	1
478	мы еще	1	1
479	по всей	1	1
480	он считал	1	1
481	исторического развития	1	1
482	и существует	1	1
483	что для	3	1
484	говорит о	2	1
485	которых мы	1	1
486	и самый	3	1
487	однако и	1	1
488	жизнь в	1	1
489	точек зрения	2	1
490	которые по	1	1
491	которой он	1	1
492	под влиянием	1	1
493	мы знаем	1	1
494	и служит	1	1
495	себя на	2	1
496	этой же	1	1
497	года когда	1	1
498	некоторые из	1	1
499	состоящие из	1	1
500	из которых	2	1
501	в пределах	5	1
502	по своему	8	1
503	в данном	2	1
504	по поводу	1	1
505	в той	6	1
506	других формах	1	1
507	и смерти	1	1
508	в первой	3	1
509	друг с	1	1
510	есть и	5	1
511	есть много	1	1
512	самом же	1	1
513	кроме того	3	1
514	же значение	1	1
515	это как	1	1
516	под названием	1	1
517	форм и	4	1
518	он видел	3	1
519	для такого	1	1
520	к пониманию	1	1
521	его нет	1	1
522	в отдельных	1	1
523	от него	1	1
524	и все	6	1
525	или такие	1	1
526	важное значение	1	1
527	только с	1	1
528	люди в	2	1
529	на более	1	1
530	по традиции	3	1
531	особенно интересны	1	1
532	его значение	1	1
533	и целый	1	1
534	иначе чем	1	1
535	в период	1	1
536	слово в	1	1
537	между ними	2	1
538	не знает	1	1
539	сказать что	3	1
540	только как	1	1
541	является и	2	1
542	отношению к	1	1
543	жизни и	1	1
544	эти по	1	1
545	они не	5	1
546	как на	1	1
547	образ этот	1	1
