N	2gram	Tiupa_Anal_2	VLabPisa
407	действием и	1	1
408	форму в	1	1
409	евгения онегина	1	1
410	вплоть до	1	1
411	в таких	2	1
412	собственному признанию	1	1
413	с теми	1	1
414	дело не	2	1
415	на себе	3	1
416	материала в	1	1
417	впечатлений является	1	1
418	и имеет	1	1
419	но только	1	1
420	мышления и	1	1
421	не имеет	2	1
422	казалось бы	3	1
423	жизни не	1	1
424	от него	1	1
425	свободе воли	2	1
426	только с	1	1
427	как будто	3	1
428	нередко оказывается	1	1
429	повествования во	1	1
430	игре и	1	1
431	общего плана	1	1
432	случайно и	1	1
433	бы он	1	1
434	о судьбе	1	1
435	в применении	1	1
436	же свидетельствует	1	1
437	с ее	2	1
438	как один	1	1
439	же не	2	1
440	данном случае	5	1
441	однако эта	1	1
442	и сам	3	1
443	что автор	1	1
444	каждого из	1	1
445	жизнь и	1	1
446	строго говоря	2	1
447	поэтому в	1	1
448	короче говоря	1	1
449	с ним	2	1
450	даже из	1	1
451	о нем	1	1
452	во-вторых не	1	1
453	на него	2	1
454	его художественной	1	1
455	более высокой	1	1
456	и что	1	1
457	и большого	1	1
458	для нас	1	1
459	а также	7	1
460	места и	1	1
461	или иначе	1	1
462	очень близко	1	1
463	все кроме	1	1
464	и во	2	1
465	даже для	1	1
466	романа в	3	1
467	и тех	1	1
468	рода если	1	1
469	различных моментов	1	1
470	можно отметить	2	1
471	восприятии и	1	1
472	в какой	1	1
473	к их	1	1
474	целого и	2	1
475	который в	1	1
476	во времени	2	1
477	между этими	1	1
478	этой системе	2	1
479	же и	1	1
480	есть в	3	1
481	можно на	1	1
482	только на	3	1
483	в следующих	1	1
484	если конечно	1	1
485	в поэзии	2	1
486	оно в	1	1
487	в начале	1	1
488	по законам	1	1
489	свидетельствует о	2	1
490	этого процесса	1	1
491	или даже	2	1
492	по выражению	2	1
493	в борьбу	1	1
494	и сознания	1	1
495	его и	1	1
496	который как	1	1
497	и из	1	1
498	ни в	1	1
499	в прозе	1	1
500	сами по	1	1
501	в состоянии	2	1
502	себя от	1	1
503	дело и	1	1
504	не случайно	8	1
505	каждый из	1	1
506	тем что	3	1
507	или ином	2	1
508	о своей	2	1
509	и точно	1	1
510	до соответствующей	1	1
511	что тот	1	1
512	в свою	1	1
513	литературное произведение	3	1
514	своего собственного	2	1
515	в воображении	1	1
516	себя и	1	1
517	свой ответ	1	1
518	близко к	1	1
519	в соответствии	2	1
520	не означает	1	1
521	личности в	1	1
522	для реализации	1	1
523	со своими	1	1
524	или с	1	1
525	во-первых не	1	1
526	мира в	1	1
527	художественного целого	7	1
528	если не	1	1
529	судьба человека	1	1
530	и особенно	4	1
531	представить себе	1	1
532	относятся к	1	1
533	как в	4	1
534	приходится однако	1	1
535	обратил внимание	1	1
536	в данном	8	1
537	так или	1	1
538	имеем дело	3	1
539	я с	1	1
540	исходя из	1	1
541	том смысле	1	1
542	персонажей в	2	1
543	рассказывает об	1	1
544	слова и	1	1
545	еще раз	1	1
546	остается один	1	1
547	только для	1	1
548	но это	1	1
549	о свободе	2	1
550	в противном	1	1
551	это явление	1	1
552	случае он	1	1
553	произведения а	1	1
554	мы видим	1	1
555	вероятно в	1	1
556	я всегда	2	1
557	внимание на	2	1
558	и все	3	1
559	собственно говоря	2	1
560	той или	3	1
561	еще более	2	1
562	ни к	1	1
563	потому что	1	1
564	которых он	1	1
565	как отмечалось	1	1
566	и наоборот	2	1
567	личности и	2	1
568	еще в	2	1
569	к ее	1	1
570	бы с	1	1
571	дело с	1	1
572	персонажи в	2	1
573	из тех	1	1
574	это в	1	1
575	другой в	1	1
576	состоит из	1	1
577	том или	2	1
578	совершенно не	1	1
579	или иного	3	1
580	по которой	1	1
581	начале этой	1	1
582	есть то	1	1
583	или точнее	2	1
584	к этой	1	1
585	это было	2	1
586	в таком	2	1
587	в роли	2	1
