N	2gram	Potebnia_M_4	KFilosof
174	лишь как	1	3
175	только с	1	3
176	не быть	1	3
177	но можно	1	3
178	в свою	2	3
179	в то	4	3
180	себя как	1	2
181	все остальное	1	2
182	и то	5	2
183	он может	1	2
184	а как	2	2
185	если я	1	2
186	вопрос о	2	2
187	а для	1	2
188	ему в	1	2
189	не нужно	2	2
190	в данном	4	2
191	один и	5	2
192	же с	2	2
193	как в	7	2
194	и как	2	2
195	себе как	1	2
196	та же	1	2
197	думать что	4	2
198	в этой	1	2
199	для эстетического	1	2
200	и тот	3	2
201	имеем в	1	2
202	человек не	2	2
203	как оно	2	2
204	есть именно	1	2
205	из самого	1	2
206	в виде	2	2
207	ни был	3	2
208	так и	6	2
209	смысле в	1	2
210	не будет	3	2
211	и может	4	2
212	а по	1	2
213	действительности в	1	2
214	и мы	5	2
215	он ни	1	2
216	из нее	2	2
217	с тем	7	2
218	и того	1	2
219	что значит	2	2
220	как предмет	1	2
221	где она	1	2
222	есть его	1	2
223	тем не	4	2
224	по себе	11	2
225	случае мы	1	2
226	тому что	2	2
227	что есть	3	2
228	нечто вроде	1	2
229	что эта	1	2
230	дело не	2	2
231	дело в	1	2
232	в процессе	3	2
233	того чтобы	4	2
234	вытекает из	1	2
235	же время	3	2
236	и чувство	1	2
237	в сознании	4	2
238	для другого	1	2
239	в области	2	2
240	не потому	1	2
241	ценности как	1	2
242	его с	1	2
243	бы он	1	2
244	той или	1	2
245	оно не	2	2
246	отказаться от	1	2
247	ничего общего	1	2
248	всей своей	1	2
249	говорить о	5	2
250	и когда	2	2
251	котором мы	1	2
252	это только	1	2
253	может не	1	2
254	и та	4	2
255	мысль не	1	2
256	или как	1	2
257	ее от	1	2
258	которой все	1	2
259	в ту	2	2
260	может иметь	2	2
261	мысль и	1	2
262	что только	2	2
263	тот же	2	2
264	дело с	1	2
265	что он	4	2
266	философии но	1	2
267	а с	1	2
268	именно на	2	2
269	в качестве	1	2
270	мы получим	1	2
271	сознания не	1	2
272	а это	1	2
273	не из	5	2
274	и других	3	2
275	к содержанию	1	2
276	дело когда	1	2
277	слова в	3	2
278	были бы	1	2
279	будет ли	1	2
280	было и	2	2
281	но есть	4	2
282	предмет и	1	2
283	прежде всего	1	2
284	если не	1	2
285	бы оно	1	2
286	и потому	10	2
287	возможность в	3	2
288	его на	1	2
289	этих предметов	1	2
290	знать что	1	2
291	это есть	3	2
292	быть не	2	2
293	в это	2	2
294	этого слова	7	2
295	но для	1	2
296	это можно	2	2
297	человек и	1	2
298	значило бы	1	2
299	еще более	2	2
300	и смысл	1	2
301	ни к	2	2
302	потому что	33	2
303	отношении к	1	2
304	его к	2	2
305	и эта	1	2
306	нужно помнить	1	1
307	ту же	3	1
308	человека и	3	1
309	и через	1	1
310	для мыслящего	1	1
311	бы для	1	1
312	показать что	1	1
313	тем же	1	1
314	и до	3	1
315	что эти	3	1
316	мы уже	3	1
317	той же	3	1
318	его не	1	1
319	со всех	1	1
320	нуждаются в	1	1
321	и себя	2	1
322	что между	3	1
323	я как	1	1
324	смысле можно	1	1
325	не была	1	1
326	содержание мысли	1	1
327	оба эти	1	1
328	бы ни	2	1
329	всех сторон	1	1
330	и говорить	2	1
331	и иначе	1	1
332	стороны его	1	1
333	мысли и	7	1
334	не был	1	1
335	столь же	2	1
336	то-то и	1	1
337	в различных	2	1
338	этих случаях	2	1
339	в нашем	2	1
340	различия между	1	1
341	землю и	1	1
342	а тем	1	1
343	что язык	7	1
344	и то-то	1	1
345	вообще как	1	1
346	систему и	1	1
347	в истории	4	1
348	более чем	3	1
349	субъекта и	1	1
350	мысли только	1	1
351	с этим	7	1
352	а совокупность	1	1
353	относятся к	2	1
354	помнить что	1	1
355	виду и	1	1
356	хотя и	5	1
357	из сознания	1	1
358	и к	6	1
359	в непосредственной	1	1
360	в действительности	3	1
361	моментов что	1	1
362	в первом	3	1
363	мысли со	2	1
364	человек со	1	1
365	в самом	3	1
366	не дано	2	1
367	момент моего	1	1
368	в которой	6	1
369	есть для	5	1
370	в известном	1	1
371	вообще а	1	1
372	бы только	2	1
373	ибо если	1	1
374	предметов и	1	1
375	на то	7	1
376	если он	1	1
377	этот процесс	1	1
378	эту мысль	2	1
379	на его	3	1
380	есть действительно	1	1
381	что она	2	1
382	не следует	2	1
383	главным образом	1	1
384	всех остальных	4	1
385	зрения той	1	1
386	что сколько	1	1
387	сомнению но	1	1
388	перестает быть	1	1
389	эта последняя	2	1
390	образом и	1	1
391	отношений между	2	1
392	оно должно	1	1
393	их в	3	1
394	я с	1	1
395	есть определенный	1	1
396	и по	3	1
397	на этом	1	1
398	которое предполагает	2	1
399	значительной степени	2	1
400	том же	2	1
401	этим самым	1	1
402	мы его	3	1
403	из предшествующего	1	1
404	том случае	3	1
405	об этом	2	1
406	и с	4	1
407	и чтобы	1	1
408	то есть	34	1
409	с целью	1	1
410	это было	2	1
411	нет противоречия	1	1
412	который и	1	1
413	может стать	1	1
414	а есть	1	1
415	он есть	1	1
416	связанная с	3	1
417	именно что	1	1
418	должен был	1	1
419	науки а	1	1
420	бы совершенно	1	1
421	этого она	1	1
422	это положение	1	1
423	все равно	3	1
424	всю жизнь	1	1
425	одна и	2	1
426	значит не	1	1
427	чем в	2	1
428	и было	1	1
429	же мысль	1	1
430	не мог	1	1
431	мысли что	2	1
432	в этих	3	1
433	от своего	1	1
434	еще менее	1	1
435	всяком случае	3	1
436	данного предмета	1	1
437	то для	1	1
438	к предмету	1	1
439	мы найдем	1	1
440	не от	3	1
441	понятием и	1	1
442	признать что	2	1
443	вводить в	2	1
444	ее ни	1	1
445	значение для	1	1
446	является только	1	1
447	чем дальше	1	1
448	но он	1	1
449	ему дана	1	1
450	есть еще	1	1
451	оказалось бы	1	1
452	есть всегда	3	1
453	если и	2	1
454	в отношении	1	1
455	играть в	1	1
456	с которой	1	1
457	она не	2	1
458	как о	1	1
459	мысли в	2	1
460	смысле и	1	1
461	оно просто	1	1
462	например что	2	1
463	и имеет	1	1
464	к другим	2	1
465	не могло	1	1
466	только не	3	1
467	следовательно и	1	1
468	слово и	3	1
469	которые могут	1	1
470	находятся в	1	1
471	и познания	1	1
472	оно могло	1	1
473	между прочим	3	1
474	это слово	4	1
475	и мысли	2	1
476	к этим	1	1
477	следует что	1	1
478	меня с	1	1
479	до того	3	1
480	в действительную	1	1
481	уже и	2	1
482	быть к	1	1
483	смысле к	1	1
484	факта что	1	1
485	у меня	1	1
486	к таким	1	1
487	только от	3	1
488	в живой	1	1
489	как всякое	2	1
490	его для	1	1
491	есть только	5	1
492	и другой	1	1
493	и такие	1	1
494	зависимости от	1	1
495	к тому	3	1
496	но сама	2	1
497	однако по	1	1
498	всегда в	1	1
499	правда не	1	1
500	приближения к	1	1
501	если мы	2	1
502	нас от	1	1
503	и о	4	1
504	бесконечного множества	1	1
505	совершенно правильно	1	1
506	что все	4	1
507	как не	1	1
508	свою очередь	1	1
509	но при	1	1
510	невозможно если	1	1
511	мысль о	6	1
512	можно сделать	1	1
513	но мы	2	1
514	образом я	1	1
515	можно говорить	1	1
516	и иные	1	1
517	как с	1	1
518	на том	2	1
519	своей мысли	1	1
520	что может	2	1
521	не с	2	1
522	мы только	1	1
523	этой мысли	1	1
524	можно только	2	1
525	основана на	1	1
526	приводит его	1	1
527	в настоящее	1	1
528	и даже	2	1
529	сама она	2	1
530	образом в	5	1
531	действительность и	2	1
532	находится в	5	1
533	каждый раз	4	1
534	на все	1	1
535	объективного и	1	1
536	следовательно два	1	1
537	возможна только	1	1
538	другими словами	8	1
539	настоящее время	1	1
540	второй половине	1	1
541	все содержание	2	1
542	к действительности	1	1
543	не стоит	1	1
544	можно сказать	4	1
545	считаем нужным	1	1
546	ли она	1	1
547	мы познаем	1	1
548	любви к	1	1
549	потому только	1	1
550	не допуская	1	1
551	и во	1	1
552	все в	2	1
553	связь между	3	1
554	один момент	1	1
555	и требует	1	1
556	от них	1	1
557	не отличаются	1	1
558	во втором	1	1
559	когда оно	2	1
560	но нет	2	1
561	подлежит сомнению	1	1
562	это предполагает	1	1
563	полагать что	1	1
564	и можно	1	1
565	вообще и	3	1
566	сказать и	1	1
567	если это	1	1
568	к ней	2	1
569	есть что	1	1
570	найти и	1	1
571	для самого	2	1
572	и другую	1	1
573	слово может	1	1
574	один из	2	1
575	или нет	1	1
576	но с	1	1
577	времени можно	1	1
578	вне себя	1	1
579	мы видим	2	1
580	до ее	1	1
581	менее в	1	1
582	одной из	1	1
583	то например	1	1
584	сознание в	1	1
585	и так	3	1
586	познанным и	1	1
587	их не	1	1
588	но будет	1	1
589	некоторым образом	1	1
590	далеко от	1	1
591	не можем	5	1
592	в большинстве	2	1
593	с конкретным	1	1
594	только на	4	1
595	только тогда	5	1
596	различия в	1	1
597	большинстве случаев	2	1
598	в душе	1	1
599	только к	1	1
600	только одно	1	1
601	одно из	1	1
602	себе в	3	1
603	никто не	2	1
604	случае когда	2	1
605	смысле этого	1	1
606	так как	14	1
607	ее не	3	1
608	содержания а	1	1
609	друг друга	2	1
610	если оно	2	1
611	мы можем	10	1
612	мы обозначаем	1	1
613	к человеку	1	1
614	само по	5	1
615	но уже	3	1
616	и никогда	1	1
617	с действительностью	1	1
618	не противоречит	1	1
619	но из	1	1
620	которые как	1	1
621	она и	2	1
622	говорим о	1	1
623	и из	3	1
624	с другим	1	1
625	истина и	1	1
626	отличаются от	1	1
627	до этого	3	1
628	здесь в	1	1
629	а именно	4	1
630	и самая	1	1
631	на чем	1	1
632	во второй	1	1
633	мысль может	1	1
634	и др	2	1
635	но о	1	1
636	и затем	1	1
637	актом познания	1	1
638	превращается в	2	1
639	по направлению	1	1
640	здесь дело	1	1
641	и музыка	1	1
642	человеческой жизни	1	1
643	с которым	2	1
644	понятие о	1	1
645	мысли все	1	1
646	что мы	10	1
647	и всякое	1	1
648	стороны в	1	1
649	не исключительно	1	1
650	связь с	1	1
651	нет ничего	3	1
652	лицо с	1	1
653	нашей мысли	3	1
654	эти слова	1	1
655	вместе с	6	1
656	к его	2	1
657	мы говорим	7	1
658	его содержание	2	1
659	этого момента	1	1
660	из которых	2	1
661	когда мы	6	1
662	действие и	1	1
663	в первой	1	1
664	этот человек	1	1
665	это значит	1	1
666	из первого	1	1
667	в человеке	1	1
668	и менее	1	1
669	лежит в	1	1
670	том смысле	2	1
671	слова и	5	1
672	как из	1	1
673	только для	2	1
674	все человеческое	1	1
675	влечет за	1	1
676	и таким	3	1
677	к двум	1	1
678	же самое	4	1
679	мысли но	4	1
680	должны быть	3	1
681	не носит	1	1
682	ее можно	1	1
683	одного и	1	1
684	относиться к	1	1
685	в суждениях	2	1
686	и сама	2	1
687	при таком	1	1
688	не существует	2	1
689	что делает	2	1
690	не подлежит	1	1
691	или в	1	1
692	больше и	1	1
693	бы человек	1	1
694	в эту	1	1
695	не более	1	1
696	мы должны	2	1
697	только что	3	1
698	творчества но	1	1
699	я в	2	1
700	или не	1	1
701	же в	1	1
702	могли быть	1	1
703	требует чтобы	2	1
704	то получим	2	1
705	есть следовательно	1	1
706	лишь по	1	1
707	между ними	4	1
708	же будет	1	1
709	была бы	1	1
710	равно как	2	1
711	того же	1	1
712	в последнем	1	1
713	по которой	1	1
714	людей но	1	1
715	самое что	1	1
716	утверждать что	1	1
717	ее в	1	1
718	в искусстве	3	1
719	по поводу	4	1
720	это в	1	1
721	во всяком	5	1
722	все что	2	1
