N	2gram	Vinokur_Vv_1	Hudozhes
568	без этого	1	1
569	должен был	4	1
570	как такового	2	1
571	отношении что	3	1
572	по тем	1	1
573	или ином	1	1
574	не просто	4	1
575	представляют собой	6	1
576	не было	1	1
577	и даже	5	1
578	но одно	1	1
579	смешным или	1	1
580	таков что	1	1
581	этом пути	1	1
582	еще и	3	1
583	наконец в	1	1
584	выступать как	1	1
585	что не	5	1
586	бы никакого	1	1
587	в соответствии	2	1
588	природе и	2	1
589	литературное произведение	2	1
590	из наиболее	4	1
591	более того	1	1
592	зависит от	3	1
593	однако и	1	1
594	и объединяет	1	1
595	жизнь в	1	1
596	что несмотря	2	1
597	и аристотеля	1	1
598	не всегда	1	1
599	и том	1	1
600	на время	1	1
601	что из	1	1
602	этим и	1	1
603	в одно	1	1
604	то она	1	1
605	в связи	2	1
606	культуры не	3	1
607	имея в	1	1
608	вместе с	6	1
609	автора с	1	1
610	в одной	1	1
611	во множестве	1	1
612	к сфере	1	1
613	одну из	1	1
614	каждая из	1	1
615	общая идея	1	1
616	не могут	5	1
617	в область	1	1
618	типа и	1	1
619	этого слова	2	1
620	истории не	2	1
621	тому как	1	1
622	да и	4	1
623	в малом	1	1
624	быть не	1	1
625	с этой	4	1
626	этом случае	6	1
627	говорится у	2	1
628	той мере	4	1
629	действительность в	3	1
630	и каждая	1	1
631	и способа	1	1
632	этом и	1	1
633	все же	8	1
634	самое существенное	1	1
635	мысли более	1	1
636	мы по	1	1
637	тех или	3	1
638	каждой из	3	1
639	в более	2	1
640	может служить	3	1
641	так он	1	1
642	если не	1	1
643	видно из	1	1
644	в результате	3	1
645	и иного	1	1
646	о котором	8	1
647	это может	2	1
648	бы в	1	1
649	особенности в	1	1
650	как явление	1	1
651	можно охарактеризовать	1	1
652	ни было	1	1
653	же в	1	1
654	этого типа	1	1
655	но если	3	1
656	того времени	1	1
657	на части	1	1
658	быть и	2	1
659	не есть	4	1
660	ценностей и	1	1
661	нами не	2	1
662	становления и	1	1
663	может и	1	1
664	чем с	1	1
665	о своем	1	1
666	впервые в	1	1
667	в системе	1	1
668	понимается как	1	1
669	себе самому	1	1
670	менее не	1	1
671	жизни а	1	1
672	внутреннее единство	1	1
673	автора в	1	1
674	одновременно и	1	1
675	в сравнении	1	1
676	начале этой	1	1
677	в свое	2	1
678	к числу	1	1
679	и основана	1	1
680	всего в	1	1
681	частности в	1	1
682	просто не	1	1
683	жизни и	2	1
684	ее в	1	1
685	и другие	1	1
686	в своих	2	1
687	по поводу	1	1
688	можно назвать	1	1
689	все что	1	1
690	этой точки	1	1
691	они не	1	1
692	которая не	1	1
