N	2gram	Vinokur_St_3	Tvorches
491	в поэзии	2	1
492	это объясняется	2	1
493	не выступает	1	1
494	одного из	2	1
495	с одной	2	1
496	лишь в	4	1
497	и берет	1	1
498	может не	1	1
499	чтобы почувствовать	1	1
500	борису годунову	3	1
501	истории в	1	1
502	в драме	2	1
503	а у	2	1
504	писателя и	3	1
505	русской литературе	1	1
506	и события	1	1
507	раньше чем	3	1
508	а потому	2	1
509	находит свое	3	1
510	самозванца в	2	1
511	строфой в	1	1
512	то мы	1	1
513	выше в	1	1
514	века и	1	1
515	сцен в	1	1
516	как она	1	1
517	борис годунов	26	1
518	известном смысле	1	1
519	в формах	1	1
520	поле зрения	1	1
521	в петербурге	1	1
522	сознательно стремился	1	1
523	мне кажется	1	1
524	важно подчеркнуть	1	1
525	без народа	1	1
526	ли он	1	1
527	была для	1	1
528	из многих	1	1
529	как нечто	1	1
530	то в	4	1
531	трагедии и	2	1
532	то он	2	1
533	а лишь	1	1
534	лишь одна	1	1
535	такое же	2	1
536	который в	1	1
537	в обществе	1	1
538	он действует	1	1
539	в выражении	1	1
540	том чтобы	2	1
541	связи с	3	1
542	вот что	3	1
543	литературы в	1	1
544	не можем	1	1
545	ряде случаев	2	1
546	является не	1	1
547	здесь же	1	1
548	не из	1	1
549	не дает	1	1
550	не стал	1	1
551	что сама	1	1
552	процесс и	1	1
553	и их	1	1
554	бориса годунова	34	1
555	при всей	2	1
556	не о	1	1
557	которого в	2	1
558	тема трагедии	1	1
559	как раз	3	1
560	не просто	2	1
561	следует признать	1	1
562	смерти и	1	1
563	же это	1	1
564	возможно что	1	1
565	что и	1	1
566	со стороны	3	1
567	или иной	2	1
568	к борису	2	1
569	влияние на	1	1
570	интересно в	1	1
571	его с	1	1
572	в предисловии	2	1
573	представляет собою	2	1
574	что для	3	1
575	связано с	5	1
576	может жить	1	1
577	нужно сказать	2	1
578	есть большие	1	1
579	л а	1	1
580	человек в	1	1
581	с м	1	1
582	что творчество	1	1
583	и я	1	1
584	и исторической	1	1
585	в черновике	1	1
586	самого начала	2	1
587	трагедии он	2	1
588	в связи	3	1
589	в речи	4	1
590	уже давно	1	1
591	на фоне	1	1
592	является его	1	1
593	он чувствует	2	1
594	уверенности что	1	1
595	и она	1	1
596	эти слова	1	1
597	с первого	1	1
598	я уже	1	1
599	эти примеры	1	1
600	ты мне	1	1
601	требует от	1	1
602	нет ни	1	1
603	его личной	1	1
604	для искусства	2	1
605	предисловии к	2	1
606	он говорит	4	1
607	что за	1	1
608	искусства но	1	1
609	в течение	4	1
610	через свое	1	1
611	такого рода	5	1
612	применении к	1	1
613	мой друг	3	1
614	его работе	2	1
615	году он	1	1
616	что же	1	1
617	из названных	1	1
618	такая трактовка	1	1
619	своего времени	2	1
620	и такие	2	1
621	том смысле	2	1
622	этого слова	2	1
623	с года	1	1
624	а к	1	1
625	ссылки на	1	1
626	бога и	1	1
627	на судьбу	2	1
628	личность как	1	1
629	отличается от	4	1
630	м бонди	1	1
631	характерные для	1	1
632	к князю	2	1
633	эпизоды из	1	1
634	похоже на	1	1
635	писал в	1	1
636	которых я	2	1
637	в книге	1	1
638	этот образ	2	1
639	и для	4	1
640	читателя и	1	1
641	должна была	4	1
642	об отношении	1	1
643	в результате	2	1
644	это как	1	1
645	своей собственной	1	1
646	для нас	1	1
647	или нет	1	1
648	имел большое	1	1
649	и ни	2	1
650	вообще в	1	1
651	это человек	1	1
652	до меня	1	1
653	отношении к	1	1
654	я говорю	1	1
655	а о	1	1
656	о своем	1	1
657	в свою	2	1
658	не знает	1	1
659	сказать что	4	1
660	была бы	4	1
661	но можно	1	1
662	от собственной	1	1
663	совершенно сознательно	1	1
664	но этот	1	1
665	в последнем	2	1
666	или иного	1	1
667	от романтической	1	1
668	неоднократно называет	1	1
669	видим у	1	1
670	собой лишь	1	1
671	и другие	1	1
672	того времени	3	1
673	я могу	1	1
674	молодой человек	2	1
675	нас не	2	1
676	как на	6	1
677	смысле что	1	1
