N	2gram	Vygotskiy__1	UchenyiS
246	по мнению	1	1
247	в которой	3	1
248	нам известно	1	1
249	о котором	2	1
250	от самых	1	1
251	он пытается	1	1
252	не было	1	1
253	находятся в	1	1
254	он в	3	1
255	тогда когда	3	1
256	с одной	8	1
257	с которыми	1	1
258	в качестве	9	1
259	без этого	2	1
260	тем более	5	1
261	в известном	2	1
262	точно и	2	1
263	уже не	2	1
264	этот анализ	2	1
265	на одно	1	1
266	ее как	1	1
267	то и	3	1
268	направлено на	2	1
269	в процессе	8	1
270	быть по	1	1
271	в виде	2	1
272	тезис о	1	1
273	теории и	3	1
274	что было	1	1
275	в нем	1	1
276	связанные с	1	1
277	или даже	2	1
278	с другом	4	1
279	но если	1	1
280	он не	5	1
281	о которой	1	1
282	а для	1	1
283	сказать что	11	1
284	только как	1	1
285	не связанных	1	1
286	впервые в	1	1
287	одно из	2	1
288	в первую	3	1
289	превратилось бы	1	1
290	природе и	2	1
291	что еще	1	1
292	мы полагаем	1	1
293	в чистое	1	1
294	в совокупности	1	1
295	время не	1	1
296	может служить	1	1
297	но что	1	1
298	у него	1	1
299	такое что	1	1
300	само по	1	1
301	мы можем	6	1
302	и независимо	1	1
303	это содержание	1	1
304	так то	1	1
305	ее в	2	1
306	анализа в	1	1
307	как самостоятельной	1	1
308	и делает	1	1
309	это в	1	1
310	а это	1	1
311	к проблемам	1	1
312	что при	1	1
313	к этому	4	1
314	что в	14	1
315	от слова	1	1
316	в таком	1	1
317	все что	1	1
318	этот путь	1	1
319	к построению	1	1
