N	2gram	Losev_Dial_2	Sovremen
248	идет о	1	1
249	независимо от	4	1
250	стороны и	1	1
251	к которому	1	1
252	значит что	12	1
253	к нему	4	1
254	форму и	1	1
255	более и	2	1
256	кроме того	3	1
257	собственно и	1	1
258	этого можно	1	1
259	это просто	1	1
260	в одинаковой	1	1
261	ли он	1	1
262	только в	5	1
263	то нет	1	1
264	та же	4	1
265	но ведь	2	1
266	остановиться на	1	1
267	явлений и	2	1
268	конечно не	6	1
269	только на	1	1
270	ни одного	1	1
271	вопрос и	1	1
272	и если	4	1
273	а это	1	1
274	по самому	1	1
275	он не	4	1
276	его и	1	1
277	в театр	1	1
278	и еще	1	1
279	и их	3	1
280	пока не	1	1
281	только такой	1	1
282	по существу	1	1
283	допустим что	1	1
284	сами по	3	1
285	вовсе не	13	1
286	как его	1	1
287	но что	7	1
288	случае не	1	1
289	явлений жизни	1	1
290	в основу	1	1
291	это конечно	4	1
292	окажется такой	1	1
293	по его	1	1
294	в очень	2	1
295	это значит	8	1
296	и только	4	1
297	не будет	2	1
298	факт что	1	1
299	и может	6	1
300	в другом	4	1
301	одной стороны	1	1
302	чем в	1	1
303	мы это	2	1
304	до сих	2	1
305	с другой	5	1
306	как у	1	1
307	может ли	1	1
308	обоих случаях	1	1
309	современная наука	1	1
310	нельзя сказать	4	1
311	именно в	2	1
312	здесь в	1	1
313	сказать несколько	1	1
314	будет ли	2	1
315	уже знаем	3	1
316	этом смысле	1	1
317	и прежде	2	1
318	что один	1	1
319	весь мир	1	1
320	его с	3	1
321	ведь если	1	1
322	на ней	1	1
323	только к	2	1
324	только одно	2	1
325	ни в	10	1
326	от другого	1	1
327	но уже	1	1
328	не было	3	1
329	она и	2	1
330	все равно	5	1
331	для своего	1	1
332	метафизическое построение	1	1
333	меньше и	1	1
334	они одинаково	1	1
335	одна и	4	1
336	всегда и	1	1
337	несмотря на	2	1
338	не важно	2	1
339	должно быть	7	1
340	и следовательно	5	1
341	понятия и	1	1
342	в связи	4	1
343	и становится	1	1
344	том что	10	1
345	в эту	1	1
346	нет никаких	1	1
347	все более	1	1
348	но если	1	1
349	том как	2	1
350	и при	2	1
351	своему существу	1	1
352	расходятся между	1	1
353	же делает	1	1
354	многих его	1	1
355	так же	2	1
356	почти не	1	1
357	мы говорим	3	1
358	без помощи	1	1
359	она в	1	1
360	выбор между	1	1
361	никакому сомнению	1	1
362	и значит	1	1
363	от его	1	1
364	в данном	3	1
365	совершенно иными	1	1
366	но эта	1	1
367	а потом	4	1
368	быть только	2	1
369	совершенно невозможно	2	1
370	силу и	1	1
371	по крайней	9	1
372	наконец мы	2	1
373	без всяких	1	1
374	и более	3	1
375	там где	1	1
376	мере в	2	1
377	если нет	1	1
378	такой вопрос	2	1
379	зрения и	1	1
380	вообще на	1	1
381	по себе	18	1
382	в своем	4	1
383	в древней	1	1
384	только о	2	1
385	оно конечно	1	1
386	можем сказать	1	1
387	если понимать	1	1
388	еще раз	1	1
389	несколько слов	1	1
390	и нет	2	1
391	заставляя его	1	1
392	сих пор	2	1
393	с ним	4	1
394	что эта	1	1
395	она не	8	1
396	что с	2	1
397	и тогда	3	1
398	но для	1	1
399	в обоих	1	1
400	свое время	1	1
401	не имеет	1	1
402	это последнее	1	1
403	например у	1	1
404	это уже	2	1
405	жизни вот	1	1
406	следовательно нельзя	1	1
407	мыслить себе	1	1
408	всегда будет	1	1
409	но только	3	1
410	и от	3	1
411	он с	1	1
412	только не	2	1
413	никогда не	9	1
414	или в	2	1
415	и всегда	1	1
416	это как	3	1
417	человек и	1	1
418	эта сторона	1	1
419	только и	2	1
420	это то	1	1
421	или другой	3	1
422	себя самого	1	1
423	или нет	3	1
424	важен самый	1	1
425	все они	1	1
426	и его	5	1
427	связи с	4	1
428	же в	2	1
429	но это	7	1
430	всеми его	1	1
431	нового периода	1	1
432	и из	3	1
433	ли это	1	1
434	формы или	1	1
435	не знает	1	1
436	сказать что	10	1
437	не быть	2	1
438	ни о	2	1
439	равно как	1	1
440	всяких условий	1	1
441	сколько угодно	1	1
442	развития и	1	1
443	элементов а	1	1
444	не что	3	1
445	в то	6	1
446	в свое	1	1
447	есть то	1	1
448	в какой	2	1
449	той или	4	1
450	в своих	2	1
451	и эта	1	1
452	все что	1	1
453	они не	3	1
454	из многих	1	1
