N	2gram	Bakhtin_Pr_3	Stilisti
289	ни слова	1	2
290	в пределах	6	2
291	в дальнейшем	1	2
292	речи то	1	2
293	как с	1	2
294	с собой	1	2
295	времени и	1	2
296	не с	2	2
297	и вообще	2	2
298	с ним	8	2
299	по своей	1	2
300	в значительной	1	2
301	в приведенных	1	2
302	к нему	14	2
303	лишь путем	1	2
304	в середине	1	2
305	не должен	1	2
306	в него	3	2
307	монологической речи	1	2
308	как например	1	2
309	в том	3	2
310	тот же	2	2
311	одной из	1	2
312	что он	23	2
313	человека с	3	2
314	для всех	1	2
315	да еще	2	2
316	слова не	2	2
317	в душе	2	2
318	иной смысл	1	2
319	глаза и	2	2
320	далее но	1	2
321	для него	13	2
322	себе в	1	2
323	тем что	4	2
324	и речь	2	2
325	даже и	4	2
326	к которому	2	2
327	еще и	1	2
328	не было	2	2
329	до конца	3	2
330	должна была	2	2
331	нет ничего	1	2
332	сделать его	2	2
333	этот другой	2	2
334	и потому	2	2
335	у человека	2	2
336	из которых	1	2
337	смысле этого	2	2
338	которое не	1	2
339	другого человека	5	2
340	должно быть	3	2
341	материал для	1	2
342	или хотя	1	2
343	про себя	3	2
344	эти вопросы	1	2
345	несколько дальше	2	2
346	сих пор	1	2
347	но это	4	2
348	обращения к	1	2
349	случаях когда	1	2
350	войти в	2	2
351	или в	1	2
352	а к	2	2
353	и ни	1	2
354	действительной жизни	1	2
355	теперь же	2	2
356	несмотря на	1	2
357	с ней	1	2
358	не говоря	1	2
359	в своих	1	2
360	но вернемся	1	1
361	ту же	1	1
362	можно говорить	1	1
363	одним из	1	1
364	чтобы не	1	1
365	своей основной	1	1
366	сущности являются	1	1
367	и до	1	1
368	и самое	1	1
369	ведь и	3	1
370	теперь перед	1	1
371	входящих в	1	1
372	в их	1	1
373	обойтись без	1	1
374	о выборе	2	1
375	из всех	1	1
376	например в	2	1
377	без изменения	1	1
378	если я	2	1
379	своего внутреннего	1	1
380	до крайности	1	1
381	мы сразу	1	1
382	ни единого	2	1
383	еще до	2	1
384	в сущности	11	1
385	совпадает с	2	1
386	говорить о	3	1
387	но чаще	1	1
388	я не	7	1
389	держать себя	1	1
390	не происходит	1	1
391	они были	1	1
392	хотя конечно	1	1
393	себе что	1	1
394	того же	2	1
395	не одно	1	1
396	в каждой	1	1
397	знаете ли	3	1
398	этот голос	3	1
399	хочет сказать	1	1
400	в чем	5	1
401	служит для	1	1
402	одно мгновение	1	1
403	но как	4	1
404	не то	2	1
405	к которой	1	1
406	в сторону	2	1
407	этот тон	2	1
408	в общем	4	1
409	уже как	1	1
410	стал для	1	1
411	на речь	1	1
412	мы сейчас	1	1
413	теперь не	2	1
414	настроения и	1	1
415	голосом и	1	1
416	там где	7	1
417	вопросов которые	1	1
418	в одной	3	1
419	говоря ни	1	1
420	в своем	2	1
421	может обойтись	1	1
422	внутренняя жизнь	1	1
423	как нам	1	1
424	свою внутреннюю	1	1
425	и слова	2	1
426	когда он	2	1
427	героев достоевского	4	1
428	и внутреннюю	2	1
429	и каждое	1	1
430	не являются	1	1
431	важно учитывать	1	1
432	себе не	1	1
433	увидим что	2	1
434	ясно и	1	1
435	и высокого	2	1
436	именно эта	1	1
437	художественный замысел	1	1
438	то в	2	1
439	за собой	3	1
440	сливается с	3	1
441	тон но	1	1
442	свой голос	2	1
443	случай если	1	1
444	он в	4	1
445	твердым и	1	1
446	с их	1	1
447	слушателя и	1	1
448	чужое слово	2	1
449	бы только	1	1
450	вторую реплику	1	1
451	и резко	1	1
452	внутренним и	1	1
453	не могла	1	1
454	его но	1	1
455	в общении	1	1
456	все они	1	1
457	и если	2	1
458	голосом но	1	1
459	вообще не	2	1
460	в первых	2	1
461	тем не	2	1
462	только себя	2	1
463	он ни	3	1
464	он не	15	1
465	одному из	1	1
466	всех этих	2	1
467	он должен	2	1
468	пределах одного	2	1
469	к одному	3	1
470	этого вопроса	1	1
471	не как	3	1
472	были даны	1	1
473	что может	1	1
474	на этом	4	1
475	лишь с	1	1
476	из мертвых	2	1
477	так например	1	1
478	на то	1	1
479	в другом	8	1
480	характер в	1	1
481	конечно в	2	1
482	и второй	1	1
483	на все	1	1
484	как тот	1	1
485	на протяжении	5	1
486	звучат в	3	1
487	понять его	1	1
488	то все	2	1
489	слово я	1	1
490	позволяет ему	1	1
491	за ним	2	1
492	но уже	1	1
493	нет в	2	1
494	с этой	2	1
495	сам с	1	1
496	случаев только	1	1
497	характер и	3	1
498	и вне	1	1
499	есть какое-то	1	1
500	и реальное	1	1
501	движется в	1	1
502	и того	2	1
503	себе все	1	1
504	одного и	1	1
505	в еще	1	1
506	в г	1	1
507	бы на	1	1
508	таким же	1	1
509	причины и	1	1
510	этого необходимо	2	1
511	мы замечаем	1	1
512	на месте	1	1
513	те явления	1	1
514	по сравнению	1	1
515	оказывается что	1	1
516	особое место	1	1
517	и жизнь	1	1
518	поэтому в	1	1
519	в прямом	1	1
520	не поймет	1	1
521	по крайней	3	1
522	и эти	1	1
523	по ту	2	1
524	речи в	2	1
525	как личное	1	1
526	собой и	2	1
527	том же	1	1
528	что этот	1	1
529	в устах	1	1
530	слов о	1	1
531	бы два	2	1
532	из одного	1	1
533	по себе	3	1
534	даже в	5	1
535	заставляет его	1	1
536	из слов	1	1
537	раз и	3	1
538	на один	1	1
539	если и	2	1
540	всех их	1	1
541	с миром	3	1
542	не менее	3	1
543	первой фразы	1	1
544	без его	1	1
545	как можно	3	1
546	она не	1	1
547	этими двумя	2	1
548	тогда когда	1	1
549	одна из	1	1
550	на два	1	1
551	начале как	1	1
552	благодаря тому	1	1
553	так чтобы	3	1
554	было лишь	1	1
555	к такому	1	1
556	каждым из	1	1
557	только не	1	1
558	это мы	1	1
559	и некоторое	1	1
560	именно с	1	1
561	и весь	1	1
562	того в	1	1
563	и теперь	1	1
564	же слова	2	1
565	тон и	2	1
566	входят в	2	1
567	доказать что	1	1
568	и делает	2	1
569	стоит перед	1	1
570	в стиле	3	1
571	подойти и	1	1
572	но там	1	1
573	не могут	1	1
574	глаза в	1	1
575	это конечно	1	1
576	указание в	1	1
577	раз навсегда	1	1
578	для его	2	1
579	как стремление	1	1
580	второй голос	5	1
581	все еще	1	1
582	этих голосов	1	1
583	ведь человек	1	1
584	почти на	2	1
585	речь не	1	1
586	должен быть	1	1
587	оно может	1	1
588	гордость и	1	1
589	приходит к	1	1
590	не совсем	1	1
591	и о	1	1
592	а затем	1	1
593	каждому из	1	1
594	без всякого	1	1
595	мысль о	1	1
596	уже с	2	1
597	в произведении	1	1
598	зрения не	1	1
599	говорили что	3	1
600	всей своей	2	1
601	людей он	1	1
602	его самого	1	1
603	в ушах	1	1
604	котором мы	1	1
605	но зато	3	1
606	которыми мы	1	1
607	с самим	14	1
608	и среди	1	1
609	в себя	1	1
610	или на	1	1
611	речь как	1	1
612	к самой	1	1
613	с внутренним	3	1
614	еще в	3	1
615	понятно что	2	1
616	является в	1	1
617	но иногда	1	1
618	слова ни	1	1
619	для этого	3	1
620	разбираемый нами	1	1
621	с человеком	2	1
622	образом в	1	1
623	общественной идеологии	1	1
624	любовь ненависть	1	1
625	разговорной речи	1	1
626	каждый раз	1	1
627	именно потому	2	1
628	на вопрос	4	1
629	столь же	2	1
630	можно более	1	1
631	никак не	1	1
632	и что	5	1
633	наконец на	1	1
634	мог бы	2	1
635	у достоевского	13	1
636	что его	3	1
637	все его	2	1
638	знает что	3	1
639	третья слово	1	1
640	и во	3	1
641	даже несколько	1	1
642	и лишь	2	1
643	путь к	1	1
644	других людей	1	1
645	эту фразу	1	1
646	между тем	3	1
647	что первый	1	1
648	этот момент	1	1
649	это сделать	1	1
650	отметить что	1	1
651	крайней мере	3	1
652	речи героя	2	1
653	слова по	1	1
654	нем и	1	1
655	и дает	1	1
656	конечно еще	1	1
657	с ними	6	1
658	может до	2	1
659	словом словом	1	1
660	с каждым	1	1
661	весь стиль	2	1
662	и действительно	1	1
663	обращаться к	5	1
664	ему и	1	1
665	правда и	1	1
666	внутренней речью	1	1
667	он уже	3	1
668	в предшествующей	1	1
669	самого говорящего	1	1
670	между этими	1	1
671	в интонации	1	1
672	репликой на	1	1
673	в эти	2	1
674	же он	2	1
675	где они	1	1
676	так что	5	1
677	же и	2	1
678	содержание речи	1	1
679	в большинстве	2	1
680	был очень	1	1
681	чтобы он	1	1
682	определяет и	1	1
683	в виде	4	1
684	его с	4	1
685	здесь же	1	1
686	большинстве случаев	3	1
687	этого процесса	1	1
688	особый тип	2	1
689	по отношению	5	1
690	простое выражение	1	1
691	был бы	2	1
692	совсем другое	3	1
693	понимает что	1	1
694	руки и	1	1
695	ни в	4	1
696	вопрос кто	1	1
697	в диалоге	5	1
698	вовсе не	11	1
699	остановимся только	2	1
700	не о	4	1
701	ту сторону	2	1
702	друг друга	2	1
703	у него	4	1
704	к той	1	1
705	нет его	1	1
706	из приведенных	1	1
707	в особенности	1	1
708	в другой	2	1
709	нельзя ни	1	1
710	связан с	2	1
711	уже говорили	3	1
712	мы это	1	1
713	до сих	1	1
714	с другой	4	1
715	каждый человек	1	1
716	за пределы	2	1
717	что человек	1	1
718	и нельзя	1	1
719	все равно	4	1
720	и самая	1	1
721	действующих лиц	1	1
722	такое же	1	1
723	приведенный нами	1	1
724	ничем не	1	1
725	на этот	1	1
726	таких двух	1	1
727	долго и	1	1
728	же точно	1	1
729	он почти	1	1
730	о чем	2	1
731	со своими	1	1
732	слова которое	3	1
733	здесь только	1	1
734	именно поэтому	1	1
735	но оно	1	1
736	я тебе	1	1
737	для оправдания	1	1
738	взаимоотношения говорящих	1	1
739	с каким-то	2	1
740	ненависть к	3	1
741	тому как	2	1
742	вопросом как	1	1
743	как к	4	1
744	все сильнее	1	1
745	еще раз	1	1
746	благодаря этому	2	1
747	в основном	1	1
748	является как	1	1
749	как раз	4	1
750	другой и	1	1
751	в обычных	1	1
752	это уже	2	1
753	и часто	1	1
754	всего с	1	1
755	каким бы	1	1
756	удалось в	1	1
757	что я	15	1
758	ее но	1	1
759	жив и	1	1
760	всем этим	2	1
761	на одном	2	1
762	и выражений	1	1
763	сознания и	3	1
764	это как	3	1
765	бы даже	1	1
766	в те	1	1
767	что в	7	1
768	еще более	2	1
769	ну и	1	1
770	снова к	1	1
771	будто бы	2	1
772	с другими	4	1
773	или не	1	1
774	в слова	1	1
775	к лицу	1	1
776	от всякого	1	1
777	может и	1	1
778	слово в	2	1
779	в романе	1	1
780	из тех	1	1
781	возможно лишь	1	1
782	другой стороны	3	1
783	от всех	1	1
784	в глаза	3	1
785	является и	1	1
786	в последнем	2	1
787	отношению к	6	1
788	это и	2	1
789	ними так	1	1
790	было быть	1	1
791	человека к	1	1
792	вполне понятно	2	1
793	те которые	1	1
794	и вновь	1	1
