N	2gram	Vinokur_St_2	Narrotol
457	же несомненна	1	1
458	что и	2	1
459	хотя могло	1	1
460	является ли	1	1
461	частью в	1	1
462	чем и	1	1
463	какой-то мере	1	1
464	все время	1	1
465	у всех	2	1
466	которой в	2	1
467	впрочем не	1	1
468	с которыми	1	1
469	того что	5	1
470	с ними	1	1
471	всю свою	1	1
472	монастырь в	1	1
473	до нас	1	1
474	с соответствующими	1	1
475	или же	1	1
476	это же	1	1
477	место из	2	1
478	внимание что	1	1
479	с нею	3	1
480	в текст	1	1
481	то и	1	1
482	в значении	4	1
483	в начале	3	1
484	а то	1	1
485	не дает	2	1
486	ответ на	1	1
487	где бы	1	1
488	на своего	1	1
489	ни с	2	1
490	не так	1	1
491	согласно которой	1	1
492	вовсе не	6	1
493	мы можем	1	1
494	из нее	3	1
495	с легкой	1	1
496	образом не	2	1
497	именно как	1	1
498	до сих	6	1
499	как у	3	1
500	разумеется это	1	1
501	речи а	1	1
502	чем он	2	1
503	действующих лиц	4	1
504	и быть	1	1
505	о ее	1	1
506	действующими лицами	1	1
507	и пр	8	1
508	церкви и	1	1
509	а на	1	1
510	ничем не	1	1
511	с которым	1	1
512	следующее место	2	1
513	не подлежит	1	1
514	вспоминать о	1	1
515	и уже	1	1
516	и ему	1	1
517	в речи	4	1
518	связь с	2	1
519	говорить или	1	1
520	о себе	1	1
521	ни на	1	1
522	над ним	1	1
523	очевидно что	2	1
524	если оно	1	1
525	в тех	2	1
526	легкой руки	1	1
527	однако если	1	1
528	человек с	1	1
529	быть не	1	1
530	в это	2	1
531	с этой	2	1
532	еще раз	1	1
533	той мере	2	1
534	сих пор	5	1
535	не будем	1	1
536	этом и	1	1
537	какой он	1	1
538	которых он	1	1
539	отвечает на	1	1
540	как своего	2	1
541	и очевидно	1	1
542	времени когда	1	1
543	место для	1	1
544	ни одного	3	1
545	для нас	1	1
546	от него	1	1
547	бы он	1	1
548	в поле	1	1
549	не должен	2	1
550	понимал и	1	1
551	но это	3	1
552	в общем	3	1
553	было для	2	1
554	поскольку речь	1	1
555	в характере	1	1
556	в свое	1	1
557	который не	1	1
558	где он	2	1
559	это было	2	1
560	по поводу	8	1
561	можно назвать	1	1
562	как результат	1	1
563	которая не	1	1
