N	2gram	Losev_Prob_4	Vvedenie
388	а если	3	2
389	это есть	3	2
390	человеческой культуры	1	2
391	был в	2	2
392	но это	6	2
393	это уже	3	2
394	и сама	3	2
395	не существует	5	2
396	между ними	1	2
397	обе эти	1	2
398	бы в	1	2
399	конце концов	1	2
400	мы должны	3	2
401	ни к	2	2
402	но зато	1	2
403	будто бы	2	2
404	хотя в	1	2
405	в нечто	1	2
406	с ней	2	2
407	самой своей	1	2
408	он и	1	2
409	жизни и	5	2
410	точно так	3	2
411	и другие	1	2
412	это в	1	2
413	также что	1	1
414	судьбы не	1	1
415	по адресу	1	1
416	сам по	6	1
417	но тогда	1	1
418	на самом	5	1
419	только потому	1	1
420	человека к	1	1
421	это и	4	1
422	сразу и	2	1
423	более конкретно	1	1
424	можно говорить	1	1
425	что эти	1	1
426	ведь и	1	1
427	в зависимости	3	1
428	то для	3	1
429	что всякий	3	1
430	то такая	1	1
431	до времени	1	1
432	уже более	2	1
433	таком случае	1	1
434	нам в	1	1
435	и совсем	1	1
436	есть нечто	9	1
437	требует от	1	1
438	разобраться в	2	1
439	таковы например	1	1
440	и говорить	1	1
441	он был	3	1
442	на них	1	1
443	он встречается	1	1
444	нам представляется	2	1
445	что его	4	1
446	действительно все	1	1
447	то мы	2	1
448	предисловии к	1	1
449	такая общность	1	1
450	но как	3	1
451	одном и	1	1
452	как в	5	1
453	этого типа	1	1
454	стремлений человека	2	1
455	себе отчет	2	1
456	нет и	2	1
457	легче и	1	1
458	что они	2	1
459	уже потому	1	1
460	этой системе	1	1
461	общего с	2	1
462	что действительно	1	1
463	как к	1	1
464	уже о	1	1
465	кроме того	4	1
466	разного рода	1	1
467	ступени культурного	1	1
468	понять и	1	1
469	и понимания	1	1
470	говорит что	2	1
471	д мы	1	1
472	это тоже	1	1
473	и художественного	1	1
474	научного построения	1	1
475	более или	2	1
476	или портрет	1	1
477	или иную	1	1
478	то в	2	1
479	них как	1	1
480	идея и	3	1
481	для которого	1	1
482	конца xix	1	1
483	в которой	2	1
484	бы сказать	1	1
485	он в	1	1
486	действительности а	1	1
487	достоевского в	1	1
488	остановиться на	1	1
489	особенно важно	2	1
490	для которых	1	1
491	только один	2	1
492	говорят о	1	1
493	имеем в	3	1
494	тому же	2	1
495	на то	1	1
496	если он	2	1
497	но на	1	1
498	заключается не	2	1
499	на его	2	1
500	выделить в	1	1
501	с чем	1	1
502	больше всего	1	1
503	научные дисциплины	1	1
504	или очень	1	1
505	перестает быть	2	1
506	не значит	1	1
507	здесь говорится	1	1
508	котором мы	1	1
509	наука точнее	1	1
510	новое и	2	1
511	существует и	1	1
512	не теряет	2	1
513	для данной	1	1
514	его от	1	1
515	лишь с	1	1
516	одно и	1	1
517	то ни	1	1
518	мы его	2	1
519	как они	2	1
520	что все	1	1
521	разница между	1	1
522	того или	3	1
523	искусства в	1	1
524	нечего и	1	1
525	он есть	1	1
526	известно что	1	1
527	за другой	1	1
528	и основные	1	1
529	мы вообще	1	1
530	полный отчет	1	1
531	чаще всего	1	1
532	к области	1	1
533	бы только	1	1
534	их для	1	1
535	эту тему	1	1
536	не всегда	1	1
537	говорится о	1	1
538	существует то	1	1
539	мере не	5	1
540	не сам	2	1
541	только тем	1	1
542	или менее	2	1
543	они говорят	1	1
544	во время	1	1
545	бы на	1	1
546	что между	1	1
547	что такая	1	1
548	никак не	4	1
549	в такой	1	1
550	и без	6	1
551	с идеей	1	1
552	приходится в	1	1
553	еще сильнее	2	1
554	из которой	1	1
555	вещи и	1	1
556	даже просто	1	1
557	от его	1	1
558	должны были	1	1
559	мы теперь	1	1
560	в россии	1	1
561	зависимости от	3	1
562	не его	1	1
563	даже к	1	1
564	вещей и	1	1
565	на разные	1	1
566	что этот	1	1
567	не была	1	1
568	и очень	5	1
569	нет никакого	3	1
570	если и	3	1
571	в атмосфере	1	1
572	а наоборот	2	1
573	для познания	2	1
574	литературы как	1	1
575	не раз	2	1
576	хорошо знакомых	1	1
577	человечества и	1	1
578	в обоих	2	1
579	самого начала	1	1
580	точности и	1	1
581	нас и	1	1
582	ее с	1	1
583	к этим	1	1
584	то менее	1	1
585	себе полный	1	1
586	случае не	5	1
587	цивилизации в	1	1
588	в самых	3	1
589	из их	1	1
590	следовательно и	1	1
591	ней только	1	1
592	правда в	3	1
593	под этим	1	1
594	это то	1	1
595	в самой	4	1
596	имеем дело	3	1
597	этих двух	1	1
598	и является	3	1
599	во всем	2	1
600	степени так	1	1
601	и после	1	1
602	такие элементы	1	1
603	понимает под	1	1
604	входят в	1	1
605	в действительности	1	1
606	конечно здесь	1	1
607	у меня	2	1
608	то более	3	1
609	превращается в	1	1
610	и картина	1	1
611	если его	1	1
612	содержанию и	1	1
613	сравнении с	2	1
614	человека в	3	1
615	отличается от	4	1
616	и отдельных	1	1
617	всего в	1	1
618	виде как	3	1
619	анализа и	1	1
620	мы хорошо	1	1
621	что при	1	1
622	утверждать что	1	1
623	из чего	1	1
624	в эпоху	1	1
625	для себя	2	1
626	на нечто	2	1
627	понятным почему	1	1
628	диалектического материализма	1	1
629	приходит к	2	1
630	можно и	1	1
631	и о	5	1
632	большой практической	1	1
633	нужно однако	1	1
634	свою очередь	1	1
635	меня в	2	1
636	это противопоставление	1	1
637	без всякого	4	1
638	только при	6	1
639	совершенно ясно	2	1
640	человеческой истории	1	1
641	каждая такая	1	1
642	чтобы быть	1	1
643	все прочие	1	1
644	только то	1	1
645	с самого	1	1
646	во главе	1	1
647	что именно	2	1
648	на свой	1	1
649	то как	1	1
650	которыми мы	1	1
651	что также	1	1
652	и прочих	2	1
653	механического соединения	1	1
654	можно только	2	1
655	том как	2	1
656	жизнь и	4	1
657	между собой	2	1
658	уже само	1	1
659	которые у	1	1
660	но здесь	1	1
661	от внутренних	1	1
662	о ней	1	1
663	и нужно	1	1
664	именно потому	1	1
665	понять как	2	1
666	мы убеждаемся	1	1
667	другими словами	3	1
668	настоящее время	1	1
669	не содержит	1	1
670	одного из	1	1
671	и бывают	1	1
672	бы то	1	1
673	может не	1	1
674	это было	2	1
675	все в	3	1
676	каждом из	1	1
677	на отдельные	1	1
678	места и	1	1
679	если например	1	1
680	том или	3	1
681	смысле не	2	1
682	если принять	1	1
683	нечто иное	2	1
684	вся эта	2	1
685	когда оно	1	1
686	главе с	1	1
687	внешним образом	1	1
688	и содержания	1	1
689	как указание	1	1
690	и можно	5	1
691	в сыром	1	1
692	чтобы был	1	1
693	с недоумением	1	1
694	нет такой	1	1
695	как ее	1	1
696	в литературе	2	1
697	за этой	1	1
698	нам говорят	1	1
699	содержания но	1	1
700	значит что	8	1
701	развития но	1	1
702	что здесь	6	1
703	только совокупность	1	1
704	на которой	1	1
705	д и	1	1
706	мы видим	1	1
707	и критика	1	1
708	явления в	1	1
709	зрения которой	1	1
710	очень много	2	1
711	мифологического и	1	1
712	дело здесь	1	1
713	или другим	1	1
714	не мешает	3	1
715	не то	2	1
716	без этого	3	1
717	себя в	2	1
718	возникает необходимость	1	1
719	есть в	7	1
720	нас с	1	1
721	цель которых	1	1
722	и у	1	1
723	своим собственным	2	1
724	а это	3	1
725	то только	2	1
726	или даже	4	1
727	понятий в	1	1
728	за ним	2	1
729	ту или	1	1
730	совсем другое	2	1
731	к мысли	1	1
732	для него	3	1
733	руки и	1	1
734	ведь это	1	1
735	мы находим	2	1
736	выражаются в	1	1
737	у него	1	1
738	чтобы не	2	1
739	указание на	1	1
740	самом же	2	1
741	были бы	3	1
742	другой какие	1	1
743	этот последний	2	1
744	вполне только	1	1
745	эпоху возрождения	1	1
746	здесь в	5	1
747	все равно	3	1
748	в каких	1	1
749	с той	1	1
750	и прежде	2	1
751	в предисловии	1	1
752	как же	2	1
753	из таких	1	1
754	виде и	2	1
755	но есть	1	1
756	этот термин	1	1
757	не на	1	1
758	нужно сказать	1	1
759	и образом	1	1
760	его исторического	1	1
761	поскольку она	1	1
762	всю эту	2	1
763	в картине	1	1
764	однако и	1	1
765	в простейшем	1	1
766	ясно само	1	1
767	то ясно	1	1
768	на эту	1	1
769	и том	1	1
770	именно так	1	1
771	всегда и	1	1
772	в одно	6	1
773	если не	3	1
774	как именно	2	1
775	здесь именно	1	1
776	и об	1	1
777	бы оно	1	1
778	входить в	1	1
779	разных областях	3	1
780	и особенно	1	1
781	и соответствующих	1	1
782	и потому	7	1
783	здесь уже	2	1
784	и самые	1	1
785	чем то	1	1
786	к своему	2	1
787	в изображении	1	1
788	по также	1	1
789	данного рода	1	1
790	это были	1	1
791	более то	1	1
792	но который	1	1
793	подлинном смысле	1	1
794	ли все	1	1
795	которой состоит	1	1
796	это значит	10	1
797	есть тот	1	1
798	том смысле	2	1
799	находить и	1	1
800	слова и	1	1
801	именно он	1	1
802	как предмет	2	1
803	в распоряжении	1	1
804	в который	1	1
805	по образцу	1	1
806	и анализировать	1	1
807	но для	1	1
808	или по	2	1
809	это ясно	2	1
810	на одной	1	1
811	этот образ	1	1
812	и уметь	1	1
813	и часто	1	1
814	и более	3	1
815	слова но	3	1
816	не прямо	3	1
817	и от	6	1
818	по поводу	1	1
819	это можно	2	1
820	своему содержанию	5	1
821	что оно	1	1
822	он по	1	1
823	в настоящее	1	1
824	художественного образа	3	1
825	а к	1	1
826	бы ему	1	1
827	в ближайшем	1	1
828	для нас	6	1
829	как эта	1	1
830	и все	8	1
831	из себя	2	1
832	еще более	2	1
833	ни было	2	1
834	же в	4	1
835	себя не	1	1
836	не дает	1	1
837	отношении к	1	1
838	становления и	1	1
839	в свою	1	1
840	и каждая	1	1
841	совершенно не	3	1
842	жизни а	1	1
843	встречается с	1	1
844	что понятие	3	1
845	или иного	3	1
846	в сравнении	2	1
847	ко всему	1	1
848	вечных стремлений	1	1
849	только о	1	1
850	есть то	1	1
851	них это	1	1
852	в заключение	1	1
853	чтобы эти	1	1
854	также не	1	1
855	в своих	1	1
856	очень редко	1	1
857	это понятие	1	1
858	можно назвать	2	1
859	в таком	6	1
860	этой точки	1	1
861	которая не	3	1
