N	2gram	Bakhtin_sl_2	Problema
467	характерны для	1	1
468	в форме	2	1
469	науки в	1	1
470	момент в	1	1
471	именно как	2	1
472	не были	1	1
473	никогда и	1	1
474	или иной	5	1
475	даже не	1	1
476	как у	1	1
477	или иначе	1	1
478	и нельзя	1	1
479	на которые	1	1
480	души и	1	1
481	и др	4	1
482	подход и	1	1
483	превращается в	1	1
484	смысла и	3	1
485	не было	2	1
486	а на	1	1
487	оно существенно	1	1
488	поскольку она	1	1
489	до конца	17	1
490	и самый	1	1
491	не на	1	1
492	нем и	2	1
493	зависит от	1	1
494	однако и	1	1
495	в ту	1	1
496	человек в	6	1
497	когда она	1	1
498	в одно	2	1
499	на этой	1	1
500	входить в	2	1
501	на фоне	4	1
502	но оно	2	1
503	затем к	1	1
504	и она	1	1
505	вступает с	1	1
506	во-вторых и	1	1
507	в непрерывном	1	1
508	и потому	7	1
509	как это	3	1
510	ему свое	1	1
511	тот факт	2	1
512	к своему	9	1
513	xix века	4	1
514	который мы	1	1
515	этого типа	1	1
516	есть на	2	1
517	могут быть	7	1
518	в литературе	1	1
519	что одним	1	1
520	хотя он	1	1
521	там где	6	1
522	и передачу	1	1
523	дело здесь	1	1
524	и всех	1	1
525	и свет	1	1
526	но это	3	1
527	и таким	1	1
528	в который	1	1
529	числе и	1	1
530	однако не	1	1
531	которые были	1	1
532	она ни	1	1
533	и по-своему	1	1
534	в более	2	1
535	задолго до	1	1
536	только одна	1	1
537	судьбы и	1	1
538	в мировой	2	1
539	слова но	1	1
540	и от	3	1
541	действовать не	1	1
542	не могущий	1	1
543	что оно	4	1
544	лишь о	2	1
545	человек или	1	1
546	в силах	1	1
547	человека это	1	1
548	речи с	1	1
549	от него	5	1
550	из себя	3	1
551	или нет	1	1
552	самодовлению но	1	1
553	но зато	1	1
554	не носят	1	1
555	но всегда	1	1
556	здесь только	1	1
557	с ними	5	1
558	в романе	46	1
559	героя и	5	1
560	работы и	2	1
561	только как	1	1
562	к его	2	1
563	всех других	1	1
564	и xviii	1	1
565	только о	2	1
566	просто не	2	1
567	важно для	1	1
568	того или	1	1
569	в своих	1	1
570	и этого	1	1
571	которая не	1	1
572	при изучении	1	1
