N	2gram	Bakhtin_Fr_7	EvropaiC
192	бы в	2	3
193	тем более	1	3
194	а в	5	3
195	ту же	2	2
196	он считает	1	2
197	тех же	1	2
198	в котором	1	2
199	и до	6	2
200	по его	1	2
201	также и	2	2
202	развития человечества	2	2
203	почти все	1	2
204	в сущности	4	2
205	так чтобы	1	2
206	с ее	3	2
207	и ее	2	2
208	же что	2	2
209	в ней	5	2
210	свою очередь	3	2
211	меньше чем	1	2
212	во всяком	2	2
213	что они	1	2
214	общего с	1	2
215	есть в	6	2
216	и где	1	2
217	и там	1	2
218	и те	3	2
219	но на	1	2
220	вследствие этого	1	2
221	признаку их	1	2
222	о которой	1	2
223	при виде	4	2
224	том чтобы	1	2
225	таком же	1	2
226	то есть	20	2
227	в них	7	2
228	и особенно	1	2
229	со своими	1	2
230	и уже	1	2
231	мы видели	5	2
232	такой же	3	2
233	культуры с	1	2
234	на первый	1	2
235	весьма часто	2	2
236	никто не	10	2
237	в которых	2	2
238	образом и	2	2
239	том и	2	2
240	она не	1	2
241	тем самым	3	2
242	одна из	4	2
243	на него	1	2
244	в процессе	2	2
245	в основе	1	2
246	предшествующих поколений	1	2
247	на этом	5	2
248	образом здесь	1	2
249	что на	1	2
250	должен быть	2	2
251	как мы	11	2
252	в себя	2	2
253	на том	2	2
254	что у	3	2
255	из одного	4	2
256	все его	3	2
257	в виду	4	2
258	все дело	1	2
259	именно потому	1	2
260	в другом	1	2
261	другими словами	2	2
262	же время	9	2
263	все в	1	2
264	к нему	5	2
265	которой мы	1	2
266	во втором	1	2
267	них в	1	2
268	в ту	1	2
269	для самого	1	2
270	было бы	4	2
271	борьбы за	1	2
272	каждого человека	1	2
273	этот вопрос	1	2
274	и так	2	2
275	жизни и	3	2
276	ни было	2	2
277	все народы	1	2
278	одно из	1	2
279	для него	6	2
280	всяком случае	1	2
281	вовсе не	7	2
282	к ним	1	2
283	к той	1	2
284	не было	3	2
285	и из	1	2
286	по тем	1	2
287	ближе к	1	2
288	в одно	1	2
289	для этой	3	2
290	ее начало	1	2
291	почти ничего	2	2
292	в частности	1	2
293	все то	3	2
294	него в	1	2
295	но не	1	2
296	из этой	1	2
297	многих других	1	2
298	с этой	1	2
299	в гораздо	1	2
300	и некоторые	1	2
301	между прочим	1	2
302	ни для	1	2
303	с уже	1	2
304	на такой	1	2
305	с ними	3	2
306	между ними	1	2
307	не знает	3	2
308	в свою	3	2
309	ко всему	1	2
310	что под	1	2
311	всех тех	1	2
312	они не	1	2
313	и наиболее	1	1
314	от этой	1	1
315	например в	3	1
316	по адресу	2	1
317	он может	3	1
318	это и	1	1
319	всех названных	1	1
320	между всеми	1	1
321	в первом	1	1
322	из самых	3	1
323	дело однако	1	1
324	смысл этого	1	1
325	ведь и	1	1
326	оно было	2	1
327	все те	2	1
328	во-первых потому	1	1
329	той же	3	1
330	отношения к	1	1
331	а как	1	1
332	есть не	2	1
333	материал ее	1	1
334	мы не	2	1
335	же процесса	1	1
336	что между	2	1
337	которую мы	1	1
338	на место	4	1
339	себя свою	1	1
340	время как	1	1
341	течение его	1	1
342	горизонтальную плоскость	2	1
343	я не	3	1
344	и самого	2	1
345	на них	3	1
346	он сам	1	1
347	иное как	1	1
348	себя а	1	1
349	нечто само	1	1
350	одну общую	1	1
351	в различных	1	1
352	с его	2	1
353	играет роль	1	1
354	эти вещи	1	1
355	необходимо во-первых	1	1
356	только после	1	1
357	а следовательно	2	1
358	наиболее совершенным	1	1
359	и другие	3	1
360	а только	2	1
361	этих ценностей	1	1
362	него все	1	1
363	некоторые черты	1	1
364	себе и	1	1
365	трудно видеть	1	1
366	земле в	1	1
367	по другим	1	1
368	еще один	1	1
369	мира в	4	1
370	проникает все	1	1
371	в центре	1	1
372	что во	1	1
373	как в	5	1
374	что именно	1	1
375	однако не	1	1
376	перед нами	2	1
377	кроме того	3	1
378	и как	2	1
379	по пути	1	1
380	себе на	1	1
381	его к	3	1
382	часть этого	1	1
383	не приходится	1	1
384	а во-вторых	1	1
385	возможно что	1	1
386	он в	1	1
387	то обстоятельство	1	1
388	рассказ о	2	1
389	нами в	1	1
390	сливаются в	1	1
391	не могла	1	1
392	века к	1	1
393	но именно	3	1
394	после этого	1	1
395	силой и	1	1
396	и еще	2	1
397	и вот	2	1
398	по этой	1	1
399	уже сказали	1	1
400	и убеждения	1	1
401	одно и	2	1
402	в каждом	1	1
403	странах как	1	1
404	часть его	1	1
405	различие между	1	1
406	правильнее было	1	1
407	другом случае	1	1
408	это было	2	1
409	уже знаем	1	1
410	он есть	1	1
411	и тем	1	1
412	ведь в	1	1
413	в ином	1	1
414	по всему	1	1
415	рядом с	4	1
416	этого не	1	1
417	которой он	2	1
418	и создают	1	1
419	такою же	2	1
420	наука в	1	1
421	ряде других	1	1
422	народа и	1	1
423	не мог	2	1
424	берет только	1	1
425	к первому	1	1
426	в своей	3	1
427	нас не	2	1
428	как все	1	1
429	и благодаря	3	1
430	большей степени	1	1
431	жизни с	1	1
432	что я	1	1
433	культура и	1	1
434	из области	1	1
435	эта не	1	1
436	никто и	1	1
437	но он	4	1
438	их в	2	1
439	в корне	1	1
440	как от	1	1
441	на всю	2	1
442	намека на	1	1
443	характер в	1	1
444	в отношении	3	1
445	каждого нового	2	1
446	есть нечто	1	1
447	самого начала	1	1
448	как о	3	1
449	не имеет	3	1
450	на котором	1	1
451	ее с	1	1
452	и сама	2	1
453	не по	1	1
454	вперед в	2	1
455	заключалось в	1	1
456	особый характер	2	1
457	следовательно и	2	1
458	этого явления	1	1
459	дело в	2	1
460	другой только	1	1
461	будем признать	1	1
462	только когда	1	1
463	с нами	1	1
464	таким путем	1	1
465	к концу	1	1
466	более что	1	1
467	видим что	1	1
468	за исключением	1	1
469	уже говорили	4	1
470	это слово	1	1
471	и его	9	1
472	со своим	1	1
473	мы бы	1	1
474	его направление	1	1
475	чем объясняется	1	1
476	они так	2	1
477	может показаться	1	1
478	или ином	1	1
479	не совсем	2	1
480	обстоятельство что	1	1
481	и государство	1	1
482	начиная с	1	1
483	есть только	1	1
484	не знаем	2	1
485	числе и	2	1
486	чтобы каждый	1	1
487	является одним	1	1
488	скорее в	1	1
489	с такою	1	1
490	всех существ	1	1
491	они и	2	1
492	этот путь	1	1
493	правда не	2	1
494	некоторой степени	1	1
495	своего развития	1	1
496	всех сторон	1	1
497	бы их	1	1
498	на нем	1	1
499	здесь не	1	1
500	сфере жизни	1	1
501	зрелом возрасте	1	1
502	нами выше	1	1
503	мысль о	1	1
504	каждый раз	1	1
505	и иметь	1	1
506	на той	1	1
507	с самого	2	1
508	говорили что	1	1
509	так в	1	1
510	роль в	2	1
511	как с	1	1
512	и которую	1	1
513	котором мы	1	1
514	о тех	2	1
515	за то	3	1
516	не трудно	1	1
517	сам он	3	1
518	иногда в	3	1
519	именно этот	1	1
520	не были	1	1
521	же духе	1	1
522	ничего не	4	1
523	находится в	2	1
524	быть в	1	1
525	традиции и	1	1
526	два момента	1	1
527	всего человечества	1	1
528	сверху вниз	4	1
529	и ничем	1	1
530	и та	1	1
531	время в	2	1
532	язык и	1	1
533	определенные и	1	1
534	в значительной	2	1
535	это была	3	1
536	образом мы	1	1
537	он умер	1	1
538	жизни он	1	1
539	принуждены будем	1	1
540	эти познания	1	1
541	образом все	1	1
542	том или	1	1
543	и всю	1	1
544	от них	1	1
545	вся эта	2	1
546	всех сил	1	1
547	ко всей	1	1
548	на одном	5	1
549	для той	1	1
550	во всей	2	1
551	в другой	1	1
552	прыжки и	2	1
553	у всех	1	1
554	на наших	1	1
555	в лучшем	1	1
556	все члены	1	1
557	на которой	2	1
558	один из	1	1
559	совсем не	3	1
560	мы видим	6	1
561	признак и	1	1
562	как нечто	2	1
563	к их	1	1
564	те которые	1	1
565	поэтому и	3	1
566	бы ни	1	1
567	по этому	3	1
568	с которыми	1	1
569	в качестве	9	1
570	для всех	2	1
571	уже не	2	1
572	уже в	5	1
573	только на	2	1
574	которую им	1	1
575	свидетельствует о	2	1
576	этому вопросу	1	1
577	этой новой	2	1
578	который как	1	1
579	чтобы и	1	1
580	в порядок	1	1
581	мы находим	1	1
582	и со	2	1
583	до некоторой	1	1
584	заметить что	1	1
585	тем что	3	1
586	ее на	1	1
587	в других	1	1
588	само собой	1	1
589	даже и	1	1
590	которое на	1	1
591	одном уровне	2	1
592	и даже	1	1
593	этих новых	1	1
594	о своей	1	1
595	связаны с	2	1
596	что тот	1	1
597	к которому	1	1
598	еще и	1	1
599	и развития	1	1
600	к его	1	1
601	или о	1	1
602	с ней	1	1
603	те кто	2	1
604	не без	1	1
605	до элементов	1	1
606	а на	2	1
607	до конца	2	1
608	а не	2	1
609	так когда	1	1
610	в руках	3	1
611	выше всех	1	1
612	когда же	1	1
613	на которые	1	1
614	он и	1	1
615	именно поэтому	1	1
616	мире есть	1	1
617	нет ничего	1	1
618	эта идея	1	1
619	направление в	2	1
620	в человеке	2	1
621	на запад	1	1
622	в область	3	1
623	к жизни	4	1
624	детей это	1	1
625	в тот	1	1
626	в каждую	1	1
627	стремятся к	1	1
628	благодаря этому	2	1
629	только для	1	1
630	оба они	1	1
631	и таким	1	1
632	же самое	1	1
633	все остальные	1	1
634	близкий к	1	1
635	всего в	5	1
636	в более	4	1
637	элементы в	1	1
638	подобные им	1	1
639	сильны и	1	1
640	за каждым	1	1
641	лишь как	1	1
642	еще более	2	1
643	находим в	1	1
644	наоборот все	1	1
645	этим он	1	1
646	не являются	1	1
647	не осталось	2	1
648	своей части	1	1
649	сказать что	1	1
650	от всех	1	1
651	всех странах	1	1
652	в зрелом	1	1
653	но этот	3	1
654	нет но	1	1
655	всех других	1	1
656	подробности в	1	1
657	концов в	1	1
658	увидим что	1	1
659	ее в	1	1
660	в своих	1	1
661	и эта	3	1
662	с такой	1	1
663	том числе	4	1
