N	2gram	Propp_Russ_1	Hudozhes
182	и каждый	1	2
183	и поэтому	2	2
184	внимание на	1	2
185	никак не	1	2
186	и что	4	2
187	там же	5	2
188	говорить об	1	2
189	в форме	1	2
190	второй половине	1	2
191	согласиться с	1	2
192	с ними	5	2
193	и потому	2	2
194	и так	1	2
195	поэтому и	1	2
196	так что	2	2
197	слова в	3	2
198	в начале	1	2
199	а и	5	2
200	мы знаем	1	2
201	на том	1	2
202	представляют собой	7	2
203	влияние на	1	2
204	ему не	1	2
205	с той	1	2
206	а с	4	2
207	себя и	2	2
208	что не	1	2
209	также в	3	2
210	до конца	2	2
211	не означает	2	2
212	или с	1	2
213	ближе к	1	2
214	и м	14	2
215	говорится о	2	2
216	в это	3	2
217	и не	6	2
218	каждого из	1	2
219	только для	2	2
220	видно что	6	2
221	н а	5	2
222	о котором	1	2
223	его жизнь	1	2
224	где говорится	1	2
225	не знает	1	2
226	легко заметить	1	2
227	как известно	2	1
228	можно говорить	2	1
229	работы а	1	1
230	в древнерусской	1	1
231	таком случае	1	1
232	и др	4	1
233	тех же	1	1
234	многих отношениях	1	1
235	и довольства	1	1
236	в иных	1	1
237	в первом	1	1
238	характерное для	1	1
239	и до	2	1
240	на две	1	1
241	видеть в	1	1
242	долгое время	1	1
243	и за	1	1
244	по его	1	1
245	также и	1	1
246	не во	1	1
247	было известно	1	1
248	изложения и	1	1
249	творчества а	1	1
250	но она	2	1
251	с детства	1	1
252	этом так	1	1
253	его однако	1	1
254	ему в	1	1
255	похожи на	1	1
256	же что	1	1
257	так а	1	1
258	в каждой	1	1
259	писал о	1	1
260	это время	2	1
261	на них	1	1
262	его словам	1	1
263	в чем	1	1
264	мы еще	1	1
265	совсем не	1	1
266	обстояло дело	2	1
267	же она	1	1
268	не все	1	1
269	к слову	2	1
270	ответ на	1	1
271	в общем	1	1
272	с совершенно	1	1
273	тут же	2	1
274	относится к	1	1
275	его на	1	1
276	общего с	1	1
277	что именно	2	1
278	чтобы ему	1	1
279	она как	1	1
280	что касается	1	1
281	однако не	1	1
282	и как	2	1
283	из работ	1	1
284	что этим	1	1
285	к числу	1	1
286	от этого	1	1
287	в этот	10	1
288	но смысл	1	1
289	и последний	1	1
290	в которой	1	1
291	точку зрения	1	1
292	из жизни	1	1
293	всей своей	1	1
294	из этих	4	1
295	еще далеко	1	1
296	ни одна	1	1
297	древней руси	2	1
298	во многих	5	1
299	в двери	1	1
300	главным образом	2	1
301	рождества христова	6	1
302	всех этих	2	1
303	он должен	1	1
304	не как	1	1
305	в силу	2	1
306	с таким	1	1
307	том чтобы	1	1
308	работ в	1	1
309	его от	2	1
310	что все	1	1
311	их и	3	1
312	на этой	2	1
313	входит в	4	1
314	xvii в	1	1
315	весь мир	1	1
316	и тем	1	1
317	не соответствует	1	1
318	на свои	1	1
319	этом мы	1	1
320	для них	3	1
321	но мы	1	1
322	он же	3	1
323	к своим	1	1
324	далеко не	3	1
325	стыдились в	1	1
326	жизни то	1	1
327	с тем	8	1
328	со своими	1	1
329	которой он	1	1
330	он и	1	1
331	первый день	5	1
332	в москве	3	1
333	на санях	1	1
334	можно считать	1	1
335	и того	1	1
336	смысл и	1	1
337	своему происхождению	1	1
338	в г	4	1
339	имеет ничего	1	1
340	на других	3	1
341	таким же	3	1
342	и без	1	1
343	во времена	1	1
344	место в	1	1
345	в отличие	1	1
346	они уже	1	1
347	в которых	5	1
348	в одном	3	1
349	не будем	3	1
350	с праздником	2	1
351	и более	2	1
352	в прошлом	2	1
353	их в	3	1
354	что после	1	1
355	и наоборот	1	1
356	что этот	4	1
357	этом не	1	1
358	между прочим	2	1
359	этой работы	2	1
360	сам он	1	1
361	нас к	2	1
362	иной раз	1	1
363	так как	15	1
364	вплоть до	4	1
365	эта картина	1	1
366	но они	3	1
367	как можно	2	1
368	хотелось бы	1	1
369	дело в	1	1
370	характер так	1	1
371	что их	1	1
372	в основе	1	1
373	в самых	1	1
374	из их	1	1
375	не могло	1	1
376	упоминается в	1	1
377	каждый из	1	1
378	и всегда	1	1
379	так обстояло	2	1
380	в москву	2	1
381	народной жизни	1	1
382	именно с	2	1
383	или как	1	1
384	событий но	1	1
385	собой то	1	1
386	особое значение	1	1
387	не до	1	1
388	не потому	1	1
389	с другом	1	1
390	не могут	1	1
391	в среде	1	1
392	могут быть	2	1
393	в поле	3	1
394	не противоречит	1	1
395	обращение к	1	1
396	если же	1	1
397	ничего общего	2	1
398	говорит о	1	1
399	приходит к	1	1
400	из всего	1	1
401	в виду	1	1
402	того времени	1	1
403	свою очередь	2	1
404	и служит	1	1
405	же не	2	1
406	данном случае	1	1
407	в в	2	1
408	в дальнейшем	2	1
409	на свой	1	1
410	в xix	10	1
411	однако эта	1	1
412	в образе	2	1
413	что говорилось	1	1
414	вопрос этот	1	1
415	чем у	2	1
416	жизнь и	1	1
417	только у	2	1
418	стало бы	1	1
419	означает что	2	1
420	но здесь	1	1
421	находится в	2	1
422	об умерших	1	1
423	перекликаясь друг	1	1
424	говорилось о	2	1
425	для нас	6	1
426	нас в	1	1
427	как у	1	1
428	в отрыве	1	1
429	во всех	4	1
430	во втором	1	1
431	наконец в	1	1
432	что бы	1	1
433	с а	1	1
434	как например	3	1
435	этих строк	1	1
436	сразу же	1	1
437	в двух	1	1
438	тот же	1	1
439	в какой	2	1
440	по свидетельству	1	1
441	всяком случае	1	1
442	и ее	1	1
443	их не	2	1
444	есть в	1	1
445	и у	5	1
446	уже в	1	1
447	прихода в	1	1
448	оно в	1	1
449	в жизни	2	1
450	не составляет	1	1
451	не дает	1	1
452	но совершенно	1	1
453	его и	2	1
454	но для	1	1
455	одно из	5	1
456	не будут	1	1
457	приходится к	1	1
458	представить себе	1	1
459	и та	1	1
460	они сами	1	1
461	отличие от	1	1
462	ее на	1	1
463	следует признать	1	1
464	в текстах	1	1
465	в целях	3	1
466	что они	7	1
467	в особенности	2	1
468	в изучение	1	1
469	говорится что	3	1
470	не имеющей	1	1
471	и из	3	1
472	каждый человек	1	1
473	сюда же	1	1
474	еще и	1	1
475	объясняется тем	1	1
476	что для	1	1
477	обратиться к	1	1
478	можно назвать	1	1
479	равной степени	2	1
480	м е	4	1
481	связано с	1	1
482	церкви и	1	1
483	и своего	1	1
484	не на	2	1
485	в руках	1	1
486	воздействовать на	2	1
487	на глазах	1	1
488	там где	2	1
489	что мы	1	1
490	одна и	1	1
491	жизнь в	1	1
492	так называемых	1	1
493	люди в	1	1
494	как это	8	1
495	их за	1	1
496	но все	3	1
497	из которых	1	1
498	о чем	3	1
499	в данном	1	1
500	видя в	1	1
501	в сарае	1	1
502	пишет в	3	1
503	составляют наиболее	1	1
504	и всей	2	1
505	друг с	1	1
506	и другой	3	1
507	и менее	1	1
508	не умели	1	1
509	быть не	1	1
510	только о	1	1
511	этот не	1	1
512	самом же	1	1
513	но это	4	1
514	это был	1	1
515	и п	16	1
516	под названием	1	1
517	он видел	1	1
518	уже на	1	1
519	при таком	1	1
520	это делалось	6	1
521	себя на	1	1
522	его нет	1	1
523	которого они	1	1
524	когда он	2	1
525	в отдельных	1	1
526	как уже	4	1
527	не более	1	1
528	мы должны	2	1
529	составляет проблему	1	1
530	зрения в	1	1
531	по традиции	1	1
532	видит как	1	1
533	которым можно	1	1
534	же деле	1	1
535	его мыслей	1	1
536	на смену	1	1
537	а б	1	1
538	сказать что	1	1
539	это на	1	1
540	в свою	3	1
541	мы здесь	1	1
542	например уже	1	1
543	для которой	1	1
544	и две	1	1
545	и состоит	1	1
546	ли они	1	1
547	и другие	13	1
548	во всяком	1	1
549	все что	1	1
550	в роли	1	1
