N	2gram	Vygotskiy__1	RusskieA
452	если бы	5	1
453	приводит его	1	1
454	по мере	4	1
455	дальнейшего развития	1	1
456	из основных	3	1
457	только так	1	1
458	вот почему	2	1
459	в раннем	2	1
460	внимание на	1	1
461	и та	1	1
462	прямо и	1	1
463	но мы	1	1
464	ли не	1	1
465	чтобы с	2	1
466	и просто	1	1
467	можно сказать	5	1
468	и который	3	1
469	нас в	1	1
470	не могло	3	1
471	при исследовании	1	1
472	раньше чем	1	1
473	стоит и	1	1
474	во всей	4	1
475	в форме	1	1
476	тем значение	2	1
477	день когда	1	1
478	наконец в	2	1
479	в настоящей	4	1
480	и менее	1	1
481	и следовательно	3	1
482	они состоят	1	1
483	о своих	1	1
484	указывает и	1	1
485	было бы	4	1
486	не представляются	1	1
487	на будущее	1	1
488	мы однако	1	1
489	как из	1	1
490	на которой	2	1
491	сразу же	1	1
492	обе эти	3	1
493	что он	7	1
494	которых они	1	1
495	и действительно	1	1
496	между и	3	1
497	который в	3	1
498	что нам	1	1
499	в область	1	1
500	жизни как	1	1
501	том чтобы	3	1
502	вот что	1	1
503	с которыми	1	1
504	это ни	1	1
505	уже в	3	1
506	в значении	1	1
507	оставляет сомнений	1	1
508	только тогда	2	1
509	каким образом	1	1
510	не дает	1	1
511	который по	2	1
512	не связанных	1	1
513	заключить что	1	1
514	всяком случае	3	1
515	нуждается в	2	1
516	лежит не	1	1
517	в животном	1	1
518	в детскую	1	1
519	может служить	1	1
520	они с	1	1
521	разницей что	1	1
522	заметить что	2	1
523	на некоторые	1	1
524	от того	6	1
525	хотел бы	1	1
526	которая должна	1	1
527	главное и	1	1
528	с той	2	1
529	тому как	1	1
530	по всей	2	1
531	что не	1	1
532	что для	5	1
533	обратиться к	3	1
534	связано с	2	1
535	в любой	1	1
536	которых мы	2	1
537	на которых	2	1
538	однако и	1	1
539	сколько в	1	1
540	возвращаясь к	1	1
541	пр и	1	1
542	или с	1	1
543	которой он	1	1
544	под влиянием	2	1
545	в одно	1	1
546	мы знаем	1	1
547	если не	3	1
548	себя на	1	1
549	представления о	1	1
550	но этого	1	1
551	нами как	1	1
552	представить себе	5	1
553	или по	1	1
554	настоящей работы	3	1
555	из которых	3	1
556	по своему	1	1
557	в данном	2	1
558	по поводу	1	1
559	который мы	2	1
560	не дают	1	1
561	наряду с	1	1
562	помещена в	1	1
563	в первой	1	1
564	друг с	4	1
565	для детей	1	1
566	есть и	1	1
567	и том	1	1
568	есть много	1	1
569	как только	1	1
570	это таким	1	1
571	что мы	5	1
572	с последним	1	1
573	но для	1	1
574	из ряда	1	1
575	кроме того	1	1
576	это как	1	1
577	рассматривать как	1	1
578	содержится в	2	1
579	ближе к	2	1
580	не является	9	1
581	он видел	1	1
582	случаях когда	1	1
583	к пониманию	2	1
584	затем идет	1	1
585	а к	1	1
586	в двух	2	1
587	в отдельных	1	1
588	оказалось что	1	1
589	и все	5	1
590	из своего	1	1
591	другими и	1	1
592	только с	1	1
593	его значение	2	1
594	и интересов	1	1
595	сделать вывод	1	1
596	дает основание	1	1
597	иначе чем	2	1
598	слово в	1	1
599	между ними	2	1
600	сказать что	11	1
601	только как	1	1
602	и социальным	1	1
603	их теоретических	1	1
604	отношению к	7	1
605	оно не	1	1
606	в заключение	1	1
607	в работах	1	1
608	от слова	1	1
609	ней с	1	1
610	ли они	1	1
611	жизни и	2	1
612	в таком	1	1
613	также не	2	1
614	можно назвать	2	1
615	как на	4	1
616	точно так	1	1
617	во всяком	3	1
618	все что	1	1
