N	2gram	Potebnia_M_4	slovoVRo
225	чем в	2	2
226	п но	1	2
227	и прямо	1	2
228	несколько слов	2	2
229	и при	2	2
230	в их	1	2
231	на каждом	1	2
232	но эта	2	2
233	которые в	1	2
234	но он	1	2
235	даже в	2	2
236	и проч	18	2
237	на котором	4	2
238	тогда когда	8	2
239	дело в	1	2
240	того как	6	2
241	того чтобы	4	2
242	в одном	4	2
243	слова как	1	2
244	с одним	1	2
245	к ней	2	2
246	слове и	1	2
247	и поэтическое	1	2
248	внутреннюю форму	3	2
249	в области	2	2
250	и другим	3	2
251	значение как	1	2
252	говорит и	1	2
253	проза рождается	1	2
254	свою очередь	1	2
255	без всякого	1	2
256	в себя	1	2
257	так в	3	2
258	как с	1	2
259	в другом	1	2
260	те же	3	2
261	языке в	1	2
262	о нем	1	2
263	и здесь	2	2
264	о том	8	2
265	но мы	2	2
266	влияние на	2	2
267	в различных	2	2
268	может не	1	2
269	в толпе	1	2
270	слово может	1	2
271	в форме	1	2
272	еще более	2	2
273	ни к	2	2
274	к различным	1	2
275	вне себя	1	2
276	что он	4	2
277	пор не	3	2
278	всяком случае	3	2
279	именно на	2	2
280	уже в	5	2
281	в поэзии	3	2
282	этого предмета	1	2
283	слово до	1	2
284	для того	6	2
285	то что	29	2
286	не было	12	2
287	до сих	4	2
288	языка или	1	2
289	именно в	3	2
290	а именно	4	2
291	и затем	1	2
292	для сознания	1	2
293	с которым	2	2
294	его как	1	2
295	как о	1	2
296	не всегда	3	2
297	в одно	1	2
298	в связи	1	2
299	эти слова	1	2
300	вместе с	6	2
301	может стать	1	2
302	в данном	4	2
303	если оно	2	2
304	слов в	4	2
305	и нет	1	2
306	сих пор	4	2
307	от нас	1	2
308	в более	2	2
309	известной степени	3	2
310	этих случаях	2	2
311	не знаем	2	2
312	говорящего и	2	2
313	новое слово	4	2
314	или в	1	2
315	в языке	16	2
316	восприятием и	1	2
317	как слово	1	2
318	только с	1	2
319	есть от	2	2
320	не знает	1	2
321	лишь тогда	3	2
322	к его	2	2
323	только о	2	2
324	все что	2	2
325	себя как	1	1
326	этого в	1	1
327	речь идет	1	1
328	всем ее	1	1
329	нем так	1	1
330	словом как	1	1
331	того же	1	1
332	он может	1	1
333	науки о	1	1
334	идет о	1	1
335	и есть	3	1
336	мы говорим	7	1
337	явления и	2	1
338	и до	3	1
339	можно лишь	2	1
340	иметь место	1	1
341	мысли то	4	1
342	и за	1	1
343	о нас	1	1
344	а как	2	1
345	есть не	4	1
346	со всех	1	1
347	и значение	3	1
348	и о	4	1
349	гуманитарных наук	2	1
350	когда начинается	1	1
351	нам в	1	1
352	фон на	1	1
353	и новых	1	1
354	нас это	1	1
355	оно просто	1	1
356	самого говорящего	2	1
357	языка без	1	1
358	например слово	1	1
359	как не	1	1
360	не отделяет	2	1
361	слово не	1	1
362	проявляется в	2	1
363	и говорить	2	1
364	и иначе	1	1
365	предметом и	1	1
366	и этого	1	1
367	не нужно	2	1
368	образов с	1	1
369	он сам	1	1
370	ее значение	1	1
371	быть в	1	1
372	что его	2	1
373	то мы	3	1
374	но конечно	1	1
375	а следовательно	1	1
376	различия между	1	1
377	друг к	1	1
378	видели что	1	1
379	в народную	1	1
380	то он	2	1
381	но язык	1	1
382	к ним	2	1
383	что так	2	1
384	человеку и	1	1
385	не выделено	1	1
386	его на	1	1
387	что как	4	1
388	могли бы	4	1
389	и художественного	1	1
390	увидим что	1	1
391	что слово	10	1
392	в самом	3	1
393	к художественному	1	1
394	та же	1	1
395	важно ее	1	1
396	он в	1	1
397	вне языка	1	1
398	сил в	1	1
399	в этой	1	1
400	говорят о	1	1
401	от необходимости	1	1
402	и те	1	1
403	на то	7	1
404	если он	1	1
405	дальше и	1	1
406	и идея	1	1
407	человек не	2	1
408	этот процесс	1	1
409	вообще не	1	1
410	лишится своего	1	1
411	соглашаются с	1	1
412	что она	2	1
413	время и	1	1
414	он ни	1	1
415	и только	3	1
416	отдельных слов	1	1
417	и еще	1	1
418	не значит	2	1
419	с лицами	1	1
420	и сам	1	1
421	и по	3	1
422	в каждом	3	1
423	смысле в	1	1
424	и философии	1	1
425	в мире	2	1
426	об этом	2	1
427	к другу	1	1
428	них не	1	1
429	поэтому понимание	1	1
430	а его	1	1
431	на все	1	1
432	гораздо труднее	1	1
433	от степени	1	1
434	это было	2	1
435	не умеет	1	1
436	для нее	1	1
437	действительности в	1	1
438	но самый	1	1
439	должен был	1	1
440	и тем	4	1
441	конкретности и	1	1
442	том пути	1	1
443	но уже	3	1
444	все равно	3	1
445	восприятие и	1	1
446	можем сказать	2	1
447	на основании	4	1
448	в действии	1	1
449	действия этой	2	1
450	ведет к	3	1
451	похоже на	2	1
452	она берет	1	1
453	одного и	1	1
454	сосредоточиться на	1	1
455	на первый	1	1
456	в эту	1	1
457	передается и	1	1
458	нет для	1	1
459	в своей	1	1
460	при изучении	1	1
461	мысль и	1	1
462	в такой	1	1
463	и без	2	1
464	словами есть	1	1
465	для развития	1	1
466	существуют такие	1	1
467	мысли и	7	1
468	от его	2	1
469	где она	1	1
470	заставляет нас	1	1
471	тем не	4	1
472	есть именно	1	1
473	возможно только	3	1
474	в таких	2	1
475	произведений искусства	1	1
476	например и	1	1
477	в двух	2	1
478	без него	2	1
479	до известной	2	1
480	о значении	1	1
481	с которой	1	1
482	самого начала	2	1
483	определенности и	1	1
484	и притом	2	1
485	к новым	1	1
486	на себе	3	1
487	весь этот	1	1
488	непосредственно и	1	1
489	его собственного	1	1
490	связанная с	3	1
491	и имеет	1	1
492	в нас	3	1
493	дело не	2	1
494	иметь в	2	1
495	во всякой	1	1
496	лишь одна	1	1
497	значение этого	2	1
498	следовательно и	1	1
499	ничего не	1	1
500	действительности но	1	1
501	это то	1	1
502	таким путем	1	1
503	степени что	1	1
504	ее с	1	1
505	это слово	4	1
506	же он	1	1
507	был прежде	1	1
508	в сознании	4	1
509	эти три	1	1
510	проза как	1	1
511	от их	1	1
512	сознания внутренней	1	1
513	его внутренней	1	1
514	из самого	1	1
515	языке и	4	1
516	лежит в	1	1
517	если же	4	1
518	его понимании	1	1
519	числе и	1	1
520	в высокой	2	1
521	сказано есть	1	1
522	что при	1	1
523	утверждать что	1	1
524	но независимо	1	1
525	в применении	1	1
526	с образом	1	1
527	значение это	1	1
528	правда не	1	1
529	и это	2	1
530	и самое	1	1
531	также имеет	1	1
532	одном слове	1	1
533	то она	1	1
534	в виду	3	1
535	как один	1	1
536	наших слов	1	1
537	человека если	1	1
538	признаков его	1	1
539	с самого	1	1
540	и может	4	1
541	и иные	1	1
542	слова а	1	1
543	на том	2	1
544	и ту	1	1
545	как между	1	1
546	на которую	1	1
547	и глубины	1	1
548	в научном	1	1
549	поэтического значения	1	1
550	во второй	1	1
551	одно из	1	1
552	к языку	1	1
553	чтобы понять	2	1
554	с человеком	1	1
555	образом в	5	1
556	действительность и	2	1
557	следовательно два	1	1
558	может правда	1	1
559	другими словами	8	1
560	обращается к	1	1
561	с другим	1	1
562	и что	7	1
563	не стоит	1	1
564	можно сказать	4	1
565	нас в	2	1
566	науке и	1	1
567	затем в	1	1
568	здесь за	1	1
569	к говорящему	1	1
570	тем как	2	1
571	когда оно	2	1
572	словом чтобы	1	1
573	применяется к	1	1
574	своих слов	1	1
575	вообще и	3	1
576	века и	1	1
577	в ту	2	1
578	и нельзя	2	1
579	и следовательно	3	1
580	знания и	1	1
581	и об	1	1
582	того что	14	1
583	всегда в	1	1
584	есть процесс	2	1
585	одну и	1	1
586	среди других	1	1
587	одной из	1	1
588	в поэтическом	1	1
589	что различные	1	1
590	друг друга	2	1
591	из многих	1	1
592	слове значение	1	1
593	его внешняя	1	1
594	в обществе	2	1
595	между этими	1	1
596	говорит только	1	1
597	их не	1	1
598	вопрос об	1	1
599	самое содержание	1	1
600	в качестве	1	1
601	говорю а	2	1
602	с нею	3	1
603	на всем	1	1
604	не можем	5	1
605	так можно	1	1
606	только на	4	1
607	отнести к	1	1
608	значение и	2	1
609	это значение	2	1
610	к слову	3	1
611	но самое	2	1
612	а это	1	1
613	процессе его	1	1
614	рано или	2	1
615	и обратно	1	1
616	но есть	4	1
617	за ним	2	1
618	представить себе	2	1
619	самого слова	3	1
620	в известной	1	1
621	сами по	2	1
622	в пространстве	1	1
623	ту сторону	1	1
624	мы можем	10	1
625	и никогда	1	1
626	из которого	1	1
627	тем что	10	1
628	языки как	1	1
629	в других	2	1
630	ближайшим образом	1	1
631	перейти к	1	1
632	которые как	1	1
633	обо мне	1	1
634	или поздно	2	1
635	не были	2	1
636	для поэтического	1	1
637	говорим о	1	1
638	как у	1	1
639	или иначе	2	1
640	говорящем и	2	1
641	предания и	1	1
642	и самая	1	1
643	с той	1	1
644	которая на	1	1
645	будет сделано	1	1
646	что не	6	1
647	вещь и	1	1
648	должно быть	5	1
649	превращается в	2	1
650	нужно сказать	1	1
651	слов а	1	1
652	из слова	1	1
653	слово хотя	2	1
654	самое слово	4	1
655	другой стороны	1	1
656	именно так	1	1
657	как ни	2	1
658	и законченное	1	1
659	одно а	1	1
660	слово еще	1	1
661	все более	3	1
662	я говорю	3	1
663	в частности	1	1
664	все то	1	1
665	можно утверждать	1	1
666	самом языке	1	1
667	в непрерывном	1	1
668	слова то	4	1
669	есть образ	1	1
670	даже не	2	1
671	только начинается	1	1
672	языков как	1	1
673	его для	1	1
674	влияния на	1	1
675	определяет его	1	1
676	он говорит	1	1
677	образ может	1	1
678	всего предшествующего	1	1
679	в передаче	1	1
680	быть только	1	1
681	да и	4	1
682	для понимания	2	1
683	жизни слова	1	1
684	относятся все	1	1
685	этого слова	7	1
686	слова есть	1	1
687	на пути	1	1
688	в систему	1	1
689	человеку как	1	1
690	только для	2	1
691	влечет за	1	1
692	и таким	3	1
693	однако не	1	1
694	мире а	1	1
695	более и	2	1
696	в наше	1	1
697	него свое	1	1
698	сомнения в	1	1
699	слова но	1	1
700	тем и	6	1
701	но на	1	1
702	и среди	1	1
703	ли они	1	1
704	сознания и	1	1
705	человека это	1	1
706	поэтический образ	3	1
707	развития и	2	1
708	это так	1	1
709	теории поэзии	1	1
710	наблюдения над	1	1
711	или нет	1	1
712	разных языках	1	1
713	и смысл	1	1
714	к внешнему	1	1
715	с высоты	1	1
716	на языке	1	1
717	же в	1	1
718	поэзии но	1	1
719	же предмет	1	1
720	менее в	1	1
721	к самому	1	1
722	здесь только	1	1
723	такой степени	6	1
724	говорить на	1	1
725	и широко	1	1
726	только как	4	1
727	относящиеся к	1	1
728	бы быть	1	1
729	в последнем	1	1
730	что под	1	1
731	значение не	1	1
732	на свет	1	1
733	что такое	7	1
734	и слов	1	1
735	которым они	1	1
736	нечто уже	1	1
737	в своих	2	1
738	только не	3	1
739	каждое слово	1	1
740	том числе	1	1
741	слова это	1	1
