N	2gram	Vygotskiy__4	UchenyiS
120	связанные с	1	1
121	степени и	1	1
122	тому чтобы	1	1
123	в которой	3	1
124	верно и	1	1
125	в качестве	21	1
126	обе эти	5	1
127	он не	1	1
128	сделать более	1	1
129	в первую	4	1
130	что при	2	1
131	вообще в	1	1
132	делает и	1	1
133	в сфере	1	1
134	другом не	1	1
135	почти не	1	1
136	с другом	7	1
137	тех и	4	1
138	общее правило	1	1
139	свое место	2	1
140	знак равенства	1	1
141	какие мы	1	1
142	отнюдь не	3	1
143	само по	1	1
144	научного мышления	3	1
145	оно все	2	1
146	приводит к	3	1
147	не входит	1	1
148	на его	3	1
149	с тем	6	1
150	слово является	1	1
151	первую очередь	4	1
152	он может	1	1
153	тот же	9	1
154	это значит	2	1
155	в различных	1	1
156	это верно	1	1
157	бы в	3	1
158	столько же	1	1
159	находятся в	2	1
160	присущей ему	1	1
161	или по	1	1
162	в свое	2	1
163	в виду	3	1
164	этот процесс	6	1
165	что только	1	1
166	эта работа	1	1
167	в течение	1	1
168	не то	1	1
169	тем более	1	1
170	независимо от	1	1
171	в известном	2	1
172	данном случае	2	1
173	входит в	2	1
174	же как	6	1
175	и слово	1	1
176	при построении	1	1
177	с которыми	1	1
178	очень часто	2	1
179	в период	1	1
180	без точного	1	1
181	можно сказать	1	1
182	одно из	1	1
183	в не	1	1
184	себя на	1	1
185	признать что	1	1
186	первый план	4	1
187	но он	1	1
188	научного анализа	1	1
189	но что	3	1
190	о котором	1	1
191	таковым в	1	1
192	сказать что	6	1
193	относится к	1	1
194	о нем	1	1
195	мы можем	5	1
196	о том	5	1
197	существует в	2	1
198	представлений и	3	1
199	не существует	1	1
200	его как	1	1
201	ее в	1	1
202	и потому	1	1
203	наша задача	1	1
204	все его	1	1
205	и этого	1	1
206	но по	1	1
207	анализа в	1	1
208	и вся	1	1
209	в преодолении	1	1
210	равно как	1	1
211	даже не	1	1
212	больше чем	1	1
213	нам известно	1	1
214	что в	19	1
215	впервые в	1	1
216	тогда когда	8	1
217	общего и	1	1
218	поставить знак	1	1
219	равенства между	1	1
220	для себя	1	1
221	оно является	1	1
222	может служить	2	1
223	же в	1	1
224	того что	10	1
225	когда мне	1	1
226	тем в	1	1
227	с одной	9	1
228	должно быть	3	1
229	той же	6	1
230	в этот	1	1
231	в большей	1	1
232	уже не	1	1
233	в которых	1	1
234	к этому	4	1
235	не делает	1	1
236	так и	5	1
237	и понятий	2	1
238	в таком	2	1
239	элементарным и	1	1
240	быть не	1	1
241	есть основной	1	1
242	и действительно	1	1
243	в виде	3	1
244	мы имеем	2	1
245	сложного и	1	1
246	время не	1	1
247	человека и	1	1
248	по мнению	2	1
249	понятий с	5	1
250	для тех	1	1
251	нам думается	1	1
252	но если	1	1
253	понятия также	1	1
254	в той	2	1
255	говорит он	5	1
256	к построению	2	1
257	развитие в	1	1
258	и это	2	1
259	на то	5	1
260	и важный	1	1
261	одной стороны	9	1
262	никогда не	5	1
263	и даже	1	1
264	в понятии	1	1
265	но прежде	1	1
266	быть в	1	1
267	такое что	1	1
268	мы полагаем	1	1
269	образом на	1	1
270	из которых	1	1
271	у него	2	1
272	что с	4	1
273	и делает	1	1
274	полагаем что	1	1
275	этом случае	3	1
276	что нельзя	1	1
277	в нем	2	1
278	и так	1	1
279	своей совокупности	1	1
280	что этот	2	1
281	в ней	2	1
282	группы и	1	1
283	того как	2	1
284	пройти мимо	1	1
285	слова а	1	1
286	доказывает что	1	1
287	полагая что	1	1
288	это в	2	1
289	далеко не	2	1
290	теории и	2	1
291	смысле и	2	1
292	формы слова	1	1
293	их в	2	1
294	в последние	1	1
295	имеет свою	1	1
296	меньшей мере	1	1
297	но для	2	1
298	понятие не	1	1
299	в своем	4	1
300	в данном	2	1
301	на слово	2	1
302	но понятие	1	1
303	задачи и	1	1
304	к созданию	1	1
305	заключенных в	1	1
306	к проблемам	1	1
