N	2gram	Tiupa_Lite_3	Istorich
275	например мы	1	1
276	мы его	1	1
277	борьбы и	1	1
278	это явление	1	1
279	в глубине	2	1
280	от земли	1	1
281	знает что	2	1
282	было бы	2	1
283	центральное место	1	1
284	в жизни	8	1
285	она и	2	1
286	соответствии с	5	1
287	этого не	1	1
288	и уже	1	1
289	в особой	1	1
290	то с	1	1
291	и тогда	2	1
292	же я	1	1
293	только тем	1	1
294	одно дело	2	1
295	в ходе	1	1
296	мир он	1	1
297	художественного творчества	2	1
298	право на	2	1
299	от боли	1	1
300	на месте	1	1
301	с точки	3	1
302	в их	1	1
303	в своем	1	1
304	этого текста	2	1
305	на свою	3	1
306	существовало в	1	1
307	в отличие	5	1
308	в мировом	1	1
309	парня в	1	1
310	тогда еще	1	1
311	в одном	4	1
312	и эти	1	1
313	что никакой	1	1
314	и более	1	1
315	миф и	1	1
316	в конце	2	1
317	новые и	1	1
318	в предыдущем	1	1
319	например и	1	1
320	с которой	2	1
321	тем самым	7	1
322	ведущие в	1	1
323	почти никогда	1	1
324	извне и	1	1
325	как о	2	1
326	например не	1	1
327	не имеет	1	1
328	не по	1	1
329	в самых	1	1
330	он с	1	1
331	здесь может	1	1
332	не видели	1	1
333	же время	7	1
334	мире и	1	1
335	в процессе	1	1
336	его связях	1	1
337	мира а	2	1
338	к себе	8	1
339	села на	2	1
340	как только	1	1
341	его за	1	1
342	числе и	2	1
343	к тому	6	1
344	его с	1	1
345	оно не	2	1
346	с образом	2	1
347	приходит к	1	1
348	и о	1	1
349	в виду	1	1
350	свою очередь	1	1
351	здесь не	2	1
352	что там	1	1
353	земли до	1	1
354	с каким	1	1
355	чтобы быть	1	1
356	обращаясь к	1	1
357	другом это	1	1
358	с собой	1	1
359	не за	1	1
360	здесь нет	1	1
361	можно только	1	1
362	он сам	1	1
363	для этого	1	1
364	где каждый	1	1
365	если прежде	1	1
366	даже не	1	1
367	о ней	1	1
368	уже никто	1	1
369	уже были	1	1
370	на вопрос	1	1
371	стороны одного	1	1
372	говорит об	1	1
373	одного из	2	1
374	нас же	1	1
375	а также	4	1
376	нет у	1	1
377	восходит к	1	1
378	во втором	2	1
379	эти два	1	1
380	во всей	2	1
381	и только	2	1
382	вслед за	3	1
383	наконец в	3	1
384	также в	1	1
385	в ту	2	1
386	как правило	1	1
387	народов и	1	1
388	в литературе	1	1
389	но с	2	1
390	хотя бы	1	1
391	одной из	1	1
392	не само	1	1
393	еще и	2	1
394	по мнению	1	1
395	это означает	1	1
396	и ее	2	1
397	о пути	1	1
398	в эти	1	1
399	это тоже	1	1
400	и у	1	1
401	еще одно	1	1
402	приобщиться к	1	1
403	что не	2	1
404	а то	1	1
405	или даже	1	1
406	который сам	1	1
407	они до	1	1
408	там на	1	1
409	одно из	4	1
410	для него	2	1
411	руки и	1	1
412	в котором	1	1
413	ее не	1	1
414	сел на	1	1
415	он один	1	1
416	нет в	1	1
417	к солнцу	1	1
418	не были	1	1
419	ней и	1	1
420	и даже	2	1
421	или иной	2	1
422	но одно	1	1
423	исходят из	1	1
424	есть не	1	1
425	я был	1	1
426	а с	1	1
427	или о	1	1
428	что для	1	1
429	в соответствии	3	1
430	только по	1	1
431	то и	1	1
432	не было	1	1
433	не знает	2	1
434	из наиболее	1	1
435	которое по	1	1
436	над другим	1	1
437	от мира	1	1
438	в руках	1	1
439	подобного рода	1	1
440	и выше	2	1
441	здесь очевидно	1	1
442	и ты	4	1
443	стороны в	1	1
444	нет ничего	1	1
445	он представляет	1	1
446	как это	3	1
447	книге о	1	1
448	уходила в	1	1
449	их к	1	1
450	власть над	1	1
451	к своему	1	1
452	xix века	2	1
453	конечно не	1	1
454	такого рода	10	1
455	тому как	3	1
456	и там	1	1
457	на свете	2	1
458	как будто	4	1
459	быть не	2	1
460	есть и	1	1
461	на пути	1	1
462	только для	3	1
463	как лестница	1	1
464	все остальные	1	1
465	к другим	1	1
466	неба и	1	1
467	легко можно	1	1
468	по дороге	2	1
469	именно этого	1	1
470	но такой	1	1
471	потому не	1	1
472	и от	1	1
473	мира и	2	1
474	в другое	1	1
475	уже как	1	1
476	особого рода	5	1
477	в основе	5	1
478	у них	1	1
479	бы в	1	1
480	к этой	1	1
481	все они	2	1
482	известные нам	2	1
483	неведомо куда	1	1
484	к ее	1	1
485	две стороны	1	1
486	они входят	1	1
487	всех других	1	1
488	из этого	1	1
489	и жизнь	1	1
490	в самом	3	1
491	из своей	1	1
492	что такое	1	1
493	себе но	1	1
494	еще оставался	2	1
495	а я	3	1
496	в искусстве	1	1
497	в своих	2	1
498	как на	3	1
499	в таком	1	1
500	эти категории	1	1
501	этой точки	1	1
502	том числе	3	1
