N	2gram	Potebnia_M_3	Tvorches
602	значило бы	1	1
603	от него	2	1
604	себе что	2	1
605	тем более	4	1
606	вовсе нет	1	1
607	мы должны	4	1
608	я в	1	1
609	ни было	1	1
610	же в	2	1
611	романа и	1	1
612	хотя в	1	1
613	в искусстве	3	1
614	очень хорошо	1	1
615	давно уже	1	1
616	отношении к	2	1
617	сознанием но	1	1
618	с людьми	1	1
619	и содержание	2	1
620	может и	1	1
621	необходимое условие	1	1
622	только как	5	1
623	равно как	1	1
624	но этот	2	1
625	я это	1	1
626	отношению к	5	1
627	опыта с	1	1
628	закона и	1	1
629	в какой	2	1
630	но эти	1	1
631	а может	1	1
632	с самим	1	1
