N	2gram	Vinokur_Vv_1	SlovoVZh
363	само собой	2	1
364	даже и	3	1
365	том же	2	1
366	что все	1	1
367	они должны	1	1
368	в другом	3	1
369	без того	1	1
370	общее определение	1	1
371	ни одной	1	1
372	и т.п	1	1
373	и из	1	1
374	должно быть	2	1
375	входит в	2	1
376	на протяжении	2	1
377	и которые	1	1
378	них в	1	1
379	и тех	1	1
380	было бы	5	1
381	к которому	1	1
382	не совпадает	1	1
383	этом смысле	11	1
384	и прежде	1	1
385	уже сказано	1	1
386	она стала	1	1
387	и тем	5	1
388	с техникой	1	1
389	тем о	1	1
390	обращенная к	2	1
391	но есть	1	1
392	говорит о	3	1
393	для них	1	1
394	но уже	2	1
395	не было	1	1
396	рядом с	2	1
397	остается еще	1	1
398	все равно	1	1
399	автору это	1	1
400	не на	1	1
401	в ее	11	1
402	не всегда	1	1
403	несмотря на	2	1
404	в руках	1	1
405	для выполнения	1	1
406	при более	1	1
407	о чем	4	1
408	по другому	1	1
409	на эту	1	1
410	в изучении	2	1
411	в истории	9	1
412	и тогда	3	1
413	и того	2	1
414	со всей	3	1
415	что собственно	3	1
416	для этой	1	1
417	и становится	1	1
418	мы видели	2	1
419	все более	3	1
420	но если	3	1
421	историк литературы	3	1
422	в частности	3	1
423	автора с	1	1
424	и художественно	1	1
425	и без	2	1
426	это делает	2	1
427	как одно	1	1
428	его содержание	1	1
429	из не	1	1
430	существуют и	1	1
431	что всякий	1	1
432	какие именно	1	1
433	руках у	1	1
434	попытка понять	2	1
435	не могут	5	1
436	стороны как	1	1
437	и другого	1	1
438	наряду с	2	1
439	удалось показать	1	1
440	нельзя было	1	1
441	в краткой	1	1
442	и тот	1	1
443	все зависит	1	1
444	всего именно	1	1
445	по крайней	4	1
446	в особых	1	1
447	ее мы	1	1
448	лучшем случае	1	1
449	не должно	1	1
450	действительности к	2	1
451	и должна	1	1
452	ее отношении	2	1
453	ним в	1	1
454	для нее	1	1
455	материал для	3	1
456	же мы	1	1
457	здесь таким	1	1
458	по мере	4	1
459	одна сторона	1	1
460	в так	1	1
461	в который	1	1
462	она могла	1	1
463	в обоих	2	1
464	самого начала	1	1
465	как о	4	1
466	которая нуждается	1	1
467	искусством и	1	1
468	тех или	3	1
469	непосредственно и	1	1
470	только одна	1	1
471	и искусство	1	1
472	именно этого	1	1
473	искусства как	1	1
474	того чтобы	21	1
475	не существует	2	1
476	понять ее	2	1
477	имеет дело	5	1
478	в результате	3	1
479	чтобы убедиться	1	1
480	в качестве	7	1
481	или иным	1	1
482	слишком мало	1	1
483	имеем дело	1	1
484	к одной	1	1
485	слова как	2	1
486	науки об	2	1
487	же время	5	1
488	особого рода	4	1
489	было на	1	1
490	еще более	1	1
491	тем более	2	1
492	не должен	1	1
493	как явление	1	1
494	мы должны	1	1
495	процессе ее	1	1
496	а лишь	1	1
497	обществе в	1	1
498	убедиться в	1	1
499	на одно	1	1
500	них и	2	1
501	связи с	3	1
502	участие в	1	1
503	можно только	2	1
504	в свою	1	1
505	это уже	1	1
506	входят в	1	1
507	уже и	7	1
508	как будто	3	1
509	этом отношении	3	1
510	нам не	1	1
511	в области	4	1
512	может и	1	1
513	свое значение	2	1
514	явно не	1	1
515	представлять себе	1	1
516	с ней	2	1
517	у нас	2	1
518	языка в	4	1
519	остаются за	1	1
520	только как	6	1
521	и сейчас	2	1
522	на общий	1	1
523	все то	1	1
524	что можно	2	1
525	самой своей	2	1
526	когда мы	2	1
527	есть только	2	1
528	или иного	1	1
529	культуры в	5	1
530	время не	1	1
531	я и	1	1
532	должны быть	1	1
533	частности в	1	1
534	того о	1	1
535	что оно	2	1
536	и эта	1	1
537	как некая	1	1
538	во всяком	3	1
539	они не	1	1
540	к тому	4	1
