N	2gram	Tiupa_Hudo_1	Myshleni
178	во втором	4	3
179	в его	9	3
180	один из	2	3
181	и его	12	3
182	есть в	2	3
183	от понятия	1	3
184	представить себе	1	3
185	нуждается в	1	3
186	его мысли	1	3
187	только к	1	3
188	и составляет	3	3
189	зависит от	1	3
190	а не	9	3
191	же точно	1	3
192	но как	2	3
193	на фоне	1	3
194	как это	5	3
195	требует от	1	3
196	предметов в	1	3
197	в целом	3	3
198	тем и	1	3
199	в другой	1	3
200	бы в	1	3
201	отношении к	2	3
202	в системе	2	3
203	в ходе	5	3
204	не знает	3	3
205	это на	1	3
206	в своих	1	3
207	не прямо	1	2
208	одним из	1	2
209	которыми он	1	2
210	к новой	1	2
211	принадлежит к	3	2
212	вся система	1	2
213	к общему	1	2
214	а только	4	2
215	что они	1	2
216	прежде всего	4	2
217	с осознания	1	2
218	не совпадает	1	2
219	отношений как	1	2
220	между двумя	2	2
221	все эти	2	2
222	если он	1	2
223	но на	1	2
224	могут оказаться	2	2
225	ключ к	1	2
226	состоит в	16	2
227	с этой	1	2
228	в другом	3	2
229	с другими	4	2
230	этом смысле	3	2
231	в этих	3	2
232	в своей	5	2
233	с вещами	1	2
234	в такой	1	2
235	в котором	1	2
236	и том	1	2
237	втором случае	2	2
238	но он	3	2
239	друг другу	1	2
240	и более	2	2
241	не менее	3	2
242	же самую	1	2
243	на котором	1	2
244	в уме	1	2
245	но только	1	2
246	не могло	2	2
247	он мог	1	2
248	казалось бы	1	2
249	имеем дело	2	2
250	к определенному	1	2
251	каждой из	1	2
252	и оказывается	1	2
253	входят в	1	2
254	именно потому	1	2
255	этот закон	1	2
256	у нас	1	2
257	языка в	4	2
258	в четвертом	1	2
259	разрыв между	1	2
260	и от	1	2
261	мышления но	1	2
262	совершается как	1	2
263	как с	1	2
264	не с	2	2
265	и семантической	1	2
266	к его	2	2
267	можно только	1	2
268	в новую	1	2
269	для этого	1	2
270	с ним	2	2
271	означает что	1	2
272	внимание на	1	2
273	при котором	1	2
274	в значительной	1	2
275	по типу	1	2
276	у одного	2	2
277	эти последние	1	2
278	но с	1	2
279	более сложные	1	2
280	с ними	1	2
281	дело с	1	2
282	языка на	1	2
283	и является	1	2
284	из которого	4	2
285	если мы	2	2
286	возможным в	1	2
287	является не	1	2
288	речь в	1	2
289	за ним	1	2
290	из них	1	2
291	в одном	2	2
292	в конце	1	2
293	у него	1	2
294	на не	1	2
295	нашем примере	1	2
296	с другой	7	2
297	к которому	4	2
298	и др	2	2
299	исходит из	1	2
300	более того	1	2
301	не решает	1	2
302	не на	3	2
303	была бы	3	2
304	процесс их	1	2
305	в связи	1	2
306	к более	2	2
307	мы говорим	1	2
308	по своему	2	2
309	в данном	4	2
310	для возникновения	2	2
311	этого слова	2	2
312	этом случае	1	2
313	в любом	1	2
314	действительность в	1	2
315	все это	2	2
316	и иного	1	2
317	известной степени	3	2
318	отношений и	1	2
319	от него	1	2
320	а в	12	2
321	другой стороны	5	2
322	другим и	2	2
323	имеет место	2	2
324	из этого	2	2
325	речи как	1	2
326	ее в	2	2
327	видим в	2	2
328	и другие	2	2
329	и через	1	1
330	это будущее	1	1
331	другому человеку	1	1
332	бы для	1	1
333	же по	1	1
334	от своей	1	1
335	нас на	1	1
336	из его	1	1
337	едва ли	1	1
338	сливается с	1	1
339	есть не	1	1
340	смысле можно	1	1
341	что иное	1	1
342	и родного	1	1
343	но напротив	1	1
344	свою очередь	2	1
345	это возможно	1	1
346	иное как	1	1
347	на их	1	1
348	в различных	1	1
349	ближайшие к	1	1
350	является таким	1	1
351	иного рода	1	1
352	одном случае	1	1
353	жить и	2	1
354	ребенка подобно	1	1
355	друг от	1	1
356	за пределы	2	1
357	когда у	1	1
358	отнюдь не	2	1
359	в центре	1	1
360	как к	2	1
361	деятельность по	1	1
362	перед нами	1	1
363	собственно и	1	1
364	ином отношении	1	1
365	неизмеримо более	1	1
366	имеет в	1	1
367	силе и	1	1
368	привести к	1	1
369	что это	1	1
370	он состоит	1	1
371	с их	2	1
372	образует как	1	1
373	ее как	1	1
374	говоря только	1	1
375	что она	2	1
376	он ни	1	1
377	достижения в	1	1
378	роли в	4	1
379	все перечисленные	1	1
380	в понимании	1	1
381	говоря различные	1	1
382	не как	2	1
383	но оказывается	1	1
384	наших глазах	2	1
385	встречаются в	2	1
386	или иных	2	1
387	фразы с	1	1
388	одно и	3	1
389	бы они	1	1
390	и может	1	1
391	внутренней стороны	1	1
392	об этом	2	1
393	собой с	1	1
394	особенности в	1	1
395	или даже	3	1
396	все их	1	1
397	входит в	4	1
398	это было	1	1
399	ни в	5	1
400	представленных в	1	1
401	рядом с	1	1
402	далеко не	2	1
403	первые два	1	1
404	этим и	1	1
405	он и	1	1
406	в научном	1	1
407	к значению	1	1
408	рода и	1	1
409	ведет к	1	1
410	ряда и	1	1
411	этого уровня	1	1
412	обратимся к	1	1
413	языка но	1	1
414	и становится	1	1
415	на помощь	1	1
416	места в	1	1
417	слова б	1	1
418	ее внутренней	1	1
419	заключать в	1	1
420	и без	1	1
421	иного типа	1	1
422	еще нет	1	1
423	не столько	3	1
424	на каждом	1	1
425	слова принадлежит	1	1
426	в отличие	7	1
427	до последнего	1	1
428	от его	1	1
429	не путем	1	1
430	новых форм	1	1
431	который всегда	1	1
432	тем не	3	1
433	которые одновременно	1	1
434	их в	3	1
435	том и	2	1
436	и предполагает	1	1
437	и наоборот	1	1
438	не должно	1	1
439	даже в	3	1
440	мы встречаемся	1	1
441	случае мы	1	1
442	содержит в	1	1
443	на один	1	1
444	дело в	1	1
445	одна из	2	1
446	и притом	3	1
447	это всегда	1	1
448	к изучению	1	1
449	которого он	1	1
450	и внутренней	1	1
451	дело не	2	1
452	в структуре	3	1
453	этих двух	2	1
454	иными словами	1	1
455	это отношение	3	1
456	не принадлежит	2	1
457	него но	1	1
458	в каком	2	1
459	в действительности	1	1
460	мы встречаем	1	1
461	деятельности и	1	1
462	в момент	2	1
463	этом отношение	1	1
464	начиная с	2	1
465	с логической	1	1
466	что основной	1	1
467	его за	1	1
468	числе и	1	1
469	определить и	1	1
470	встречаемся с	1	1
471	он оказывается	1	1
472	на это	1	1
473	и своя	1	1
474	и это	2	1
475	вещами и	1	1
476	и о	3	1
477	от друга	1	1
478	начало нового	1	1
479	подобно тому	1	1
480	в ее	5	1
481	в собственном	1	1
482	еще два	1	1
483	даже самое	1	1
484	другом но	1	1
485	вопрос что	1	1
486	но у	1	1
487	только и	1	1
488	ситуации и	1	1
489	в широком	1	1
490	о том	2	1
491	сказанного выше	1	1
492	настоящее время	1	1
493	достигается не	1	1
494	одновременно из	1	1
495	не содержит	1	1
496	в глаза	2	1
497	после того	1	1
498	что его	1	1
499	и который	2	1
500	может не	1	1
501	говорят это	1	1
502	на всех	2	1
503	на отдельные	1	1
504	к нему	3	1
505	том или	1	1
506	между тем	4	1
507	эти два	1	1
508	полноту и	1	1
509	первых же	1	1
510	он еще	1	1
511	всегда может	1	1
512	различной для	1	1
513	по собственному	1	1
514	с системой	1	1
515	на которой	1	1
516	отношения как	1	1
517	тот же	1	1
518	речь о	1	1
519	текст как	1	1
520	соответствующих ему	1	1
521	к нашему	2	1
522	в прошлом	1	1
523	может оказаться	2	1
524	он уже	1	1
525	который в	2	1
526	и ее	3	1
527	с одной	2	1
528	с которыми	1	1
529	и теперь	1	1
530	оказывается в	3	1
531	уже не	4	1
532	части на	1	1
533	значения слов	1	1
534	языка а	1	1
535	времени когда	1	1
536	в известном	1	1
537	дает ему	1	1
538	и остальной	1	1
539	в известной	1	1
540	слова в	2	1
541	противоречие между	1	1
542	вовсе не	2	1
543	с этими	1	1
544	ее не	1	1
545	в систему	1	1
546	отличие от	7	1
547	логическое отношение	1	1
548	не говорит	1	1
549	во всей	3	1
550	в случаях	1	1
551	образом что	1	1
552	известного рода	2	1
553	такой текст	1	1
554	и даже	1	1
555	или иной	7	1
556	к совокупности	1	1
557	что можно	3	1
558	как у	1	1
559	с той	1	1
560	еще и	1	1
561	наконец в	1	1
562	а с	2	1
563	больше и	1	1
564	говорит о	1	1
565	к третьему	1	1
566	а на	5	1
567	из наиболее	1	1
568	непосредственно к	1	1
569	не означает	1	1
570	и означает	1	1
571	одну из	1	1
572	как видно	1	1
573	о чем	2	1
574	возникновения нового	1	1
575	не об	1	1
576	и слово	1	1
577	мысли более	1	1
578	другие в	1	1
579	если не	1	1
580	всю полноту	1	1
581	игру в	1	1
582	до этого	1	1
583	всем остальным	1	1
584	из которых	1	1
585	к своему	1	1
586	одной стороны	2	1
587	с некоторыми	1	1
588	своей структуре	1	1
589	является возможность	1	1
590	тому как	1	1
591	зрения и	1	1
592	происходит в	1	1
593	является его	1	1
594	те и	1	1
595	в это	1	1
596	ли не	1	1
597	в истории	1	1
598	необходимым условием	1	1
599	тех или	2	1
600	в более	1	1
601	в следующей	1	1
602	однако оно	1	1
603	является одним	1	1
604	к пониманию	1	1
605	не существует	1	1
606	котором он	1	1
607	в результате	1	1
608	в настоящее	1	1
609	и постепенное	1	1
610	совершенно иной	2	1
611	на первый	1	1
612	более обширной	1	1
613	особого рода	5	1
614	этим законам	1	1
615	той или	4	1
616	тем более	1	1
617	в динамике	1	1
618	с не	1	1
619	совпадает со	1	1
620	определенную позицию	1	1
621	на языке	2	1
622	это еще	1	1
623	структурных отношений	1	1
624	в равной	2	1
625	но всегда	1	1
626	должен быть	1	1
627	нам не	1	1
628	слово в	1	1
629	в свою	3	1
630	как ряд	1	1
631	две стороны	1	1
632	отдает себе	1	1
633	из тех	2	1
634	самое существенное	1	1
635	впервые в	1	1
636	одновременно и	1	1
637	не что	1	1
638	только о	2	1
639	представлена в	1	1
640	устраняется в	1	1
641	того времени	1	1
642	значение в	1	1
643	точно так	1	1
644	все что	1	1
645	этой точки	1	1
646	том числе	2	1
