N	2gram	Tiupa_Vved_1	Formalny
207	может и	1	2
208	от их	1	2
209	его с	2	2
210	если же	1	2
211	на наших	1	2
212	от друга	1	2
213	происходит и	1	2
214	в науке	1	2
215	приводит к	2	2
216	как с	1	2
217	не с	3	2
218	глубоко и	1	2
219	еще в	2	2
220	она была	2	2
221	с ним	3	2
222	произведения как	1	2
223	на их	1	2
224	на художественную	1	2
225	и что	1	2
226	между тем	1	2
227	что и	2	2
228	во всей	1	2
229	в другой	1	2
230	не сводится	4	2
231	к условиям	1	2
232	только в	6	2
233	литература как	1	2
234	уже не	5	2
235	не можем	2	2
236	если мы	1	2
237	ни одного	1	2
238	и чисто	1	2
239	его и	1	2
240	могло бы	3	2
241	точка зрения	3	2
242	в одном	1	2
243	иначе как	1	2
244	сами по	1	2
245	непосредственно как	1	2
246	как раз	2	2
247	или иначе	2	2
248	не на	1	2
249	особенностей и	1	2
250	мира в	8	2
251	художественного целого	1	2
252	вместе с	1	2
253	и особенно	1	2
254	в строгом	1	2
255	в ряду	2	2
256	в чужом	1	2
257	мире а	1	2
258	к которому	2	2
259	явление природы	1	2
260	могло не	1	2
261	в результате	3	2
262	в своих	2	2
263	отношении к	1	2
264	жизни в	4	2
265	что такое	18	2
266	также и	4	1
267	например в	2	1
268	начинается с	1	1
269	и через	1	1
270	он может	1	1
271	сил и	1	1
272	а непосредственно	1	1
273	между двумя	3	1
274	в первом	2	1
275	высшей степени	2	1
276	едва ли	3	1
277	той же	1	1
278	и само	1	1
279	на первом	1	1
280	во внутреннем	1	1
281	всех без	1	1
282	с готовыми	1	1
283	как объекта	1	1
284	это отношение	1	1
285	вместо того	2	1
286	в составе	2	1
287	общения в	1	1
288	в каждой	1	1
289	это время	2	1
290	в сюжете	1	1
291	чем это	1	1
292	в данном	13	1
293	к которой	1	1
294	не входит	1	1
295	тогда как	10	1
296	произведение не	1	1
297	связи и	1	1
298	и соответствующих	1	1
299	опирается на	1	1
300	без другого	1	1
301	не хватает	1	1
302	что касается	5	1
303	перед нами	6	1
304	хотя и	7	1
305	и понимания	2	1
306	и прочно	1	1
307	и иными	1	1
308	в этот	2	1
309	о самом	1	1
310	то в	1	1
311	та же	1	1
312	бы и	4	1
313	позиции автора	1	1
314	иначе и	1	1
315	из этих	3	1
316	лишь одной	1	1
317	так в	4	1
318	с их	1	1
319	от простого	1	1
320	особое место	1	1
321	и событие	2	1
322	как он	2	1
323	на то	1	1
324	должна идти	1	1
325	быть только	2	1
326	что без	1	1
327	противном случае	1	1
328	значимо все	1	1
329	как оно	2	1
330	не следует	3	1
331	тем не	3	1
332	в первой	1	1
333	этого нельзя	1	1
334	состоит в	10	1
335	пределах одного	1	1
336	к одному	1	1
337	вообще не	1	1
338	нашего времени	2	1
339	чтобы в	1	1
340	и по	3	1
341	на этом	1	1
342	людей и	1	1
343	рефлексии и	1	1
344	в нее	1	1
345	быть использован	1	1
346	языком в	1	1
347	что является	1	1
348	непосредственно а	1	1
349	конструктивной роли	1	1
350	первой главе	1	1
351	не умеет	1	1
352	восприятия в	1	1
353	при которой	3	1
354	этом смысле	1	1
355	должен был	1	1
356	и тем	2	1
357	в итоге	3	1
358	материал для	1	1
359	только одно	1	1
360	для них	3	1
361	он является	2	1
362	как формулирует	1	1
363	в высшей	2	1
364	далеко не	4	1
365	в контексте	1	1
366	этого не	1	1
367	он и	2	1
368	первом плане	1	1
369	как целого	1	1
370	роль и	1	1
371	не мог	1	1
372	в восприятии	1	1
373	в этих	3	1
374	нами два	1	1
375	в котором	8	1
376	у последнего	1	1
377	не столько	4	1
378	в отличие	2	1
379	бы мы	1	1
380	своего рода	10	1
381	от его	1	1
382	своем собственном	1	1
383	в силу	2	1
384	но он	1	1
385	тому чтобы	1	1
386	средствами художественного	1	1
387	время здесь	1	1
388	не знает	1	1
389	тому что	1	1
390	этой смены	1	1
391	оно так	1	1
392	русские формалисты	1	1
393	мира не	2	1
394	не имеет	2	1
395	на котором	1	1
396	текста и	3	1
397	если в	2	1
398	и притом	1	1
399	и сама	1	1
400	говорить о	2	1
401	облекается в	1	1
402	на самый	1	1
403	функцию в	1	1
404	но только	1	1
405	того чтобы	1	1
406	в структуре	1	1
407	здесь может	1	1
408	этого оно	1	1
409	не гарантирует	1	1
410	это то	1	1
411	на себя	1	1
412	своей природе	2	1
413	по своей	3	1
414	жизни как	1	1
415	мире и	1	1
416	потому что	5	1
417	науке о	1	1
418	в сознании	4	1
419	не принадлежит	2	1
420	в новейшей	2	1
421	в роман	1	1
422	из истории	1	1
423	в действительную	1	1
424	только с	1	1
425	этом отношении	4	1
426	мы и	2	1
427	что на	2	1
428	без исключения	2	1
429	однако это	1	1
430	может показаться	1	1
431	все то	1	1
432	в духе	1	1
433	есть только	1	1
434	могут быть	4	1
435	числе и	1	1
436	как для	2	1
437	в работах	1	1
438	и о	1	1
439	то она	1	1
440	начало нового	1	1
441	участвующие в	1	1
442	и сами	2	1
443	данном случае	6	1
444	миром и	1	1
445	чтобы раскрыть	1	1
446	быть вполне	1	1
447	характер и	1	1
448	своей сюжетной	1	1
449	сознания с	1	1
450	роль в	1	1
451	и иные	1	1
452	что у	1	1
453	было в	1	1
454	по природе	1	1
455	в последующих	1	1
456	мог бы	1	1
457	осуществляется в	1	1
458	не должны	1	1
459	из одного	1	1
460	бы сюжет	1	1
461	о ней	4	1
462	мы всегда	1	1
463	той степени	1	1
464	его жизни	1	1
465	одного из	3	1
466	можно сказать	4	1
467	в бытии	1	1
468	а также	8	1
469	второй половины	1	1
470	и всю	1	1
471	от них	1	1
472	внутренний мир	1	1
473	в форме	1	1
474	искусства это	1	1
475	вслед за	2	1
476	в художественной	1	1
477	не тот	1	1
478	в современной	3	1
479	общей теорией	1	1
480	интереса к	1	1
481	не непосредственно	1	1
482	к нему	1	1
483	в двух	1	1
484	мы видим	1	1
485	проникнуть в	1	1
486	в состав	4	1
487	могло быть	1	1
488	о художественном	1	1
489	очень много	1	1
490	который в	2	1
491	между этими	1	1
492	сознанием и	1	1
493	вследствие чего	1	1
494	так что	1	1
495	из которого	1	1
496	сколько в	1	1
497	в сторону	1	1
498	себя в	1	1
499	слова в	2	1
500	в виде	1	1
501	она предполагает	1	1
502	конкретном целом	1	1
503	или даже	1	1
504	в данной	2	1
505	словом чтобы	1	1
506	из них	1	1
507	участие в	1	1
508	и понимание	1	1
509	глаза и	1	1
510	мир в	1	1
511	мир не	1	1
512	себе в	1	1
513	представить себе	2	1
514	у нее	2	1
515	как его	2	1
516	у него	1	1
517	отличие от	2	1
518	смысла при	1	1
519	и конкретном	1	1
520	дистанцию по	1	1
521	о действительной	1	1
522	исходили из	1	1
523	не оказывается	1	1
524	или иной	3	1
525	как у	1	1
526	не один	2	1
527	что они	1	1
528	должна оказаться	1	1
529	а именно	1	1
530	особенность художественной	1	1
531	и создает	1	1
532	а с	2	1
533	сюжет но	1	1
534	один и	1	1
535	его развития	1	1
536	что не	1	1
537	что для	1	1
538	связано с	3	1
539	всей полнотой	1	1
540	полагал что	1	1
541	а на	2	1
542	зависит от	2	1
543	к своему	1	1
544	однако и	2	1
545	так называемой	1	1
546	в слове	3	1
547	его собственной	1	1
548	воззрения на	1	1
549	время оно	1	1
550	оснований для	1	1
551	несмотря на	1	1
552	представления о	1	1
553	к его	3	1
554	его на	1	1
555	жизни а	1	1
556	из которых	1	1
557	по своему	2	1
558	пределы в	1	1
559	по поводу	2	1
560	видя в	1	1
561	наряду с	2	1
562	в той	4	1
563	что же	3	1
564	реакции на	1	1
565	мира все	1	1
566	столько в	1	1
567	с первой	1	1
568	между прочим	1	1
569	в противном	1	1
570	между собой	2	1
571	действительную реальность	1	1
572	при всем	1	1
573	не является	3	1
574	только одна	1	1
575	и для	3	1
576	базируются на	1	1
577	слова но	2	1
578	не подлежит	1	1
579	или в	1	1
580	мира и	2	1
581	том что	7	1
582	это уже	1	1
583	или другой	1	1
584	к одной	1	1
585	для нас	2	1
586	как художественный	1	1
587	еще более	1	1
588	причастен к	1	1
589	не должен	1	1
590	зрения в	1	1
591	только что	1	1
592	обстоит дело	1	1
593	в становлении	1	1
594	позицию с	1	1
595	нам в	1	1
596	не утрачивая	2	1
597	от ее	1	1
598	границу между	1	1
599	а о	1	1
600	сказать что	1	1
601	другой стороны	2	1
602	же самой	1	1
603	автора в	5	1
604	культуры в	1	1
605	из этого	1	1
606	время не	1	1
607	для настоящего	1	1
608	если она	2	1
609	и состоит	1	1
610	также не	1	1
611	к этому	2	1
612	том числе	1	1
613	событий в	1	1
