N	2gram	Tiupa_Disk_1	Psycholo
111	это в	2	4
112	к этому	2	4
113	в таком	1	4
114	речь идет	1	3
115	например в	2	3
116	идет о	1	3
117	и до	1	3
118	и за	1	3
119	говоря мы	1	3
120	в первый	1	3
121	говорить о	1	3
122	событий и	1	3
123	и он	2	3
124	что его	1	3
125	события в	2	3
126	но не	11	3
127	в сторону	4	3
128	как в	10	3
129	от этого	1	3
130	легко показать	1	3
131	на этом	2	3
132	этого слова	1	3
133	далеко не	10	3
134	всех этих	1	3
135	несет в	1	3
136	в которых	4	3
137	в дневнике	1	3
138	тем самым	1	3
139	в то	3	3
140	в основе	7	3
141	мы все	1	3
142	во все	1	3
143	с ее	2	3
144	в пределах	2	3
145	мнение что	1	3
146	в мире	1	3
147	так и	8	3
148	понятно что	1	3
149	что и	3	3
150	вслед за	1	3
151	том как	1	3
152	дело с	2	3
153	в уста	1	3
154	с одной	9	3
155	на сцене	2	3
156	в виде	1	3
157	тому же	5	3
158	всяком случае	1	3
159	в одном	2	3
160	сами по	2	3
161	тем что	3	3
162	бы это	2	3
163	до сих	1	3
164	но и	14	3
165	здесь в	2	3
166	не было	7	3
167	одной стороны	9	3
168	он говорит	1	3
169	в той	1	3
170	да и	1	3
171	сих пор	1	3
172	при таком	1	3
173	указывает на	2	3
174	в своих	3	3
175	во всяком	2	3
176	событий в	1	3
177	нем нет	1	2
178	также и	3	2
179	сам по	1	2
180	и то	1	2
181	между двумя	1	2
182	из его	1	2
183	жизни для	1	2
184	а как	1	2
185	мы имеем	2	2
186	принадлежит к	1	2
187	и ее	2	2
188	не был	1	2
189	столь же	3	2
190	с его	4	2
191	во всех	5	2
192	за сценой	1	2
193	точка зрения	2	2
194	и всякий	1	2
195	себе и	1	2
196	со стороны	7	2
197	характера героя	1	2
198	как говорит	1	2
199	в одной	3	2
200	что касается	2	2
201	не в	7	2
202	и к	4	2
203	в действительности	3	2
204	но в	8	2
205	говорит не	1	2
206	тому как	3	2
207	бы и	1	2
208	представляет собой	17	2
209	из этих	1	2
210	по словам	2	2
211	при этом	13	2
212	для разработки	1	2
213	едва ли	2	2
214	что ни	1	2
215	то чтобы	1	2
216	на все	1	2
217	в них	4	2
218	о которых	1	2
219	иначе говоря	2	2
220	это делает	1	2
221	в котором	5	2
222	в их	5	2
223	вопрос о	1	2
224	и эти	1	2
225	можем обозначить	1	2
226	в русской	1	2
227	не имеет	1	2
228	не по	1	2
229	же время	4	2
230	действительно в	1	2
231	и является	1	2
232	во всем	1	2
233	перед ним	1	2
234	но все	1	2
235	лежит в	1	2
236	и другим	1	2
237	мысли о	2	2
238	о них	1	2
239	к такому	2	2
240	в ее	3	2
241	те же	1	2
242	времени и	3	2
243	основана на	1	2
244	в словах	1	2
245	можно сказать	5	2
246	образом в	1	2
247	в виду	2	2
248	о ней	1	2
249	сводится к	5	2
250	внимание на	4	2
251	должно было	1	2
252	один из	3	2
253	связи с	4	2
254	уже в	2	2
255	в нашей	1	2
256	не все	1	2
257	его и	1	2
258	исследований и	1	2
259	даже не	1	2
260	на примере	1	2
261	с другой	10	2
262	на ее	2	2
263	именно в	3	2
264	стороны он	1	2
265	в каких	1	2
266	с той	1	2
267	а с	5	2
268	прежде всего	11	2
269	ничем не	1	2
270	не на	1	2
271	до этого	1	2
272	и потому	3	2
273	некоторые из	1	2
274	в тех	2	2
275	для понимания	2	2
276	как нельзя	1	2
277	события а	2	2
278	не является	4	2
279	и от	1	2
280	в результате	1	2
281	хотя бы	3	2
282	по ходу	1	2
283	героя и	2	2
284	другой стороны	3	2
285	который не	1	2
286	вопрос зачем	1	1
287	в обычном	1	1
288	таком случае	1	1
289	отделен от	1	1
290	того же	3	1
291	не остается	1	1
292	рассказа она	1	1
293	и должны	1	1
294	тем же	1	1
295	в первом	3	1
296	к другому	2	1
297	не хочет	1	1
298	он всегда	2	1
299	не имеют	1	1
300	для своего	2	1
301	правильного понимания	1	1
302	таком взгляде	1	1
303	имеет свою	3	1
304	требует от	1	1
305	мы и	1	1
306	события на	1	1
307	нельзя как	2	1
308	во мне	3	1
309	как таковые	1	1
310	еще не	14	1
311	проникновение в	1	1
312	ее к	1	1
313	но как	2	1
314	не таково	2	1
315	если в	1	1
316	конечном счете	1	1
317	по отношению	9	1
318	очевидно что	1	1
319	мы назвали	1	1
320	несмотря на	1	1
321	событий а	2	1
322	пьесы а	1	1
323	за пределы	2	1
324	и чем	1	1
325	в истории	4	1
326	более чем	2	1
327	что во	1	1
328	же с	1	1
329	независимо от	1	1
330	стороны и	2	1
331	как к	2	1
332	о жизни	1	1
333	такого рода	4	1
334	в глубокую	1	1
335	часто на	1	1
336	вопросом о	1	1
337	со своей	1	1
338	из жизни	3	1
339	в нашем	1	1
340	или во	1	1
341	она уводит	1	1
342	определена как	4	1
343	рассказ о	1	1
344	мы обратимся	1	1
345	и те	1	1
346	так сказать	2	1
347	на его	4	1
348	в исторических	1	1
349	том в	1	1
350	к некоторому	1	1
351	однако он	1	1
352	новое и	1	1
353	и сам	1	1
354	чем она	1	1
355	подобно тому	2	1
356	может существовать	1	1
357	которое как	1	1
358	евгении онегине	1	1
359	есть все	1	1
360	в другом	2	1
361	зрения на	3	1
362	все их	1	1
363	искусства в	1	1
364	от одного	1	1
365	этом смысле	1	1
366	событие это	1	1
367	они по	1	1
368	например с	1	1
369	и романа	1	1
370	за ним	1	1
371	но уже	1	1
372	со своими	1	1
373	первых трех	1	1
374	обозначить как	1	1
375	и было	2	1
376	в этих	1	1
377	для него	4	1
378	привело к	4	1
379	о такой	1	1
380	что такое	1	1
381	и без	2	1
382	событие которое	1	1
383	что вся	1	1
384	не столько	1	1
385	что до	1	1
386	не от	2	1
387	которые лежат	1	1
388	мысли и	2	1
389	от его	1	1
390	последовательности в	1	1
391	есть его	1	1
392	образом и	1	1
393	которые в	1	1
394	и более	1	1
395	не могли	1	1
396	том и	1	1
397	необходимо чтобы	1	1
398	бы быть	3	1
399	образ не	1	1
400	и вся	1	1
401	то с	2	1
402	если их	1	1
403	однако уже	2	1
404	но они	2	1
405	а иногда	1	1
406	что с	2	1
407	как его	2	1
408	подошел к	1	1
409	но только	1	1
410	действующие лица	1	1
411	дело в	1	1
412	к концу	1	1
413	своей природе	2	1
414	акте выбора	1	1
415	его смысл	1	1
416	здесь же	1	1
417	из того	1	1
418	это уже	1	1
419	она отличается	1	1
420	что на	1	1
421	однако это	2	1
422	составляет его	1	1
423	есть к	1	1
424	художественной литературы	1	1
425	уже о	2	1
426	исходить из	1	1
427	и заключается	1	1
428	об одном	1	1
429	со сцены	1	1
430	если же	1	1
431	ради чего	1	1
432	но по	1	1
433	как не	3	1
434	свою очередь	3	1
435	не могу	1	1
436	но далеко	1	1
437	личности и	1	1
438	два события	1	1
439	он мог	3	1
440	характер и	2	1
441	мысль о	1	1
442	только то	1	1
443	для своей	1	1
444	не трудно	1	1
445	чрезвычайно важную	1	1
446	этого как	1	1
447	он сам	1	1
448	и вообще	2	1
449	значении и	1	1
450	одно это	1	1
451	но такая	1	1
452	быть в	1	1
453	уже были	1	1
454	то они	1	1
455	героя не	1	1
456	красоты в	1	1
457	один голос	1	1
458	а также	8	1
459	как наиболее	1	1
460	согласиться с	1	1
461	в евгении	1	1
462	она означает	1	1
463	и во	2	1
464	в конечном	1	1
465	к истине	1	1
466	как прямая	1	1
467	к нему	1	1
468	на протяжении	2	1
469	что эту	1	1
470	творчества в	1	1
471	его с	1	1
472	это лишь	1	1
473	романа в	1	1
474	в теории	1	1
475	речи которые	1	1
476	следовало бы	1	1
477	не соглашайся	1	1
478	истории литературы	1	1
479	которое было	1	1
480	одной из	4	1
481	и представляет	2	1
482	что даже	2	1
483	уже одно	1	1
484	могло быть	1	1
485	и действительно	1	1
486	которое мы	1	1
487	между тем	4	1
488	есть в	2	1
489	события и	1	1
490	только на	1	1
491	можно определить	2	1
492	слова в	2	1
493	как показывает	2	1
494	она направлена	1	1
495	его текст	1	1
496	чем-то другим	1	1
497	но от	1	1
498	и их	1	1
499	цели и	1	1
500	он весь	1	1
501	нет она	1	1
502	для правильного	1	1
503	целью трагедии	1	1
504	и композиция	1	1
505	событий так	1	1
506	следует понимать	1	1
507	или ином	1	1
508	для художественного	2	1
509	представляют собой	1	1
510	выявить и	1	1
511	в особенности	4	1
512	к его	2	1
513	своем значении	1	1
514	и даже	3	1
515	не следует	2	1
516	с другим	1	1
517	связаны с	1	1
518	этом как	1	1
519	по своим	4	1
520	к которому	2	1
521	во второй	1	1
522	и др	2	1
523	в воображении	1	1
524	себя и	1	1
525	этот термин	1	1
526	на которых	1	1
527	однако и	2	1
528	его собственной	1	1
529	ни о	1	1
530	когда она	1	1
531	не об	1	1
532	ближе к	1	1
533	на слово	1	1
534	и психологической	1	1
535	действия в	1	1
536	что каждый	1	1
537	приводит в	1	1
538	чем то	1	1
539	целом ряде	1	1
540	отношению к	9	1
541	же так	1	1
542	понимать как	1	1
543	смысл в	2	1
544	с историей	1	1
545	интригой и	1	1
546	но это	1	1
547	о его	1	1
548	отличается от	2	1
549	в чем	1	1
550	к словесному	1	1
551	но для	1	1
552	в смысле	1	1
553	и всю	1	1
554	к другим	2	1
555	это как	1	1
556	рассматривать как	2	1
557	за его	2	1
558	и времени	1	1
559	не имея	2	1
560	в связи	1	1
561	и состоит	1	1
562	или в	2	1
563	которая в	1	1
564	на языке	1	1
565	будто бы	2	1
566	быть определена	3	1
567	когда указывает	1	1
568	или не	1	1
569	сходятся в	1	1
570	и другие	1	1
571	жизни в	2	1
572	и формой	1	1
573	понимания и	1	1
574	а о	2	1
575	в свою	3	1
576	с ней	1	1
577	том или	1	1
578	речи и	1	1
579	их с	1	1
580	автора в	2	1
581	в отдельности	1	1
582	другом случае	1	1
583	возникает как	1	1
584	событиях и	1	1
585	это понятие	3	1
