N	2gram	Tiupa_Lite_3	Psycholo
155	в отличие	5	3
156	чистом виде	1	3
157	мысли в	1	3
158	литературной традиции	2	3
159	только не	1	3
160	таким расчетом	1	3
161	во всем	1	3
162	у меня	1	3
163	когда мы	1	3
164	не есть	1	3
165	психологию искусства	1	3
166	так и	9	3
167	что у	2	3
168	начинается там	1	3
169	но мы	1	3
170	чтобы вызвать	1	3
171	он не	1	3
172	в конечном	1	3
173	нуждается в	1	3
174	эстетическое переживание	2	3
175	в частности	11	3
176	который в	1	3
177	в обществе	1	3
178	только на	1	3
179	и других	1	3
180	мышления и	1	3
181	человека не	1	3
182	в конце	2	3
183	и только	2	3
184	не было	1	3
185	из его	1	3
186	исходя из	1	3
187	но это	1	3
188	потому не	1	3
189	и другими	1	3
190	произведении искусства	1	3
191	это все	1	3
192	жизни и	3	3
193	как на	3	3
194	в таком	1	3
195	зависимость от	1	2
196	того же	2	2
197	и то	1	2
198	на самом	1	2
199	тех же	1	2
200	идет о	1	2
201	оно было	1	2
202	которое может	1	2
203	поэзии и	2	2
204	есть не	1	2
205	как мы	2	2
206	этом не	1	2
207	быть в	1	2
208	в чем	1	2
209	искусство в	2	2
210	отношение к	2	2
211	что они	1	2
212	сама по	1	2
213	на искусство	1	2
214	независимо от	1	2
215	она как	1	2
216	в полном	2	2
217	когда он	2	2
218	более или	1	2
219	как таковое	2	2
220	действия художественного	1	2
221	бы и	3	2
222	представляет собой	2	2
223	как он	1	2
224	в нем	2	2
225	личного авторства	1	2
226	и с	2	2
227	его в	2	2
228	но совершенно	1	2
229	искусство не	2	2
230	и тем	3	2
231	в них	1	2
232	далеко не	2	2
233	не всегда	2	2
234	и тогда	2	2
235	или менее	1	2
236	к чему-то	1	2
237	что такое	1	2
238	с точки	3	2
239	мысли и	1	2
240	и другого	2	2
241	одном из	2	2
242	тем не	1	2
243	даже в	4	2
244	не менее	2	2
245	тем самым	7	2
246	на два	1	2
247	в основе	5	2
248	мы все	1	2
249	и теперь	1	2
250	хотел сказать	1	2
251	уже и	1	2
252	этом отношении	5	2
253	есть только	1	2
254	же самое	2	2
255	сходство с	1	2
256	в нас	2	2
257	на вопрос	1	2
258	приходит к	1	2
259	материала для	1	2
260	но и	14	2
261	случае не	1	2
262	нас в	1	2
263	в музыке	1	2
264	области искусства	1	2
265	когда оно	1	2
266	я хотел	1	2
267	двух направлений	1	2
268	наконец в	3	2
269	который стал	1	2
270	к нему	1	2
271	что здесь	1	2
272	как например	2	2
273	будь то	1	2
274	и потому	2	2
275	по мнению	1	2
276	в качестве	5	2
277	к идее	2	2
278	уже не	3	2
279	в поэзии	5	2
280	в жизни	8	2
281	из них	4	2
282	ту или	1	2
283	одно из	4	2
284	и их	1	2
285	в одном	4	2
286	на долю	1	2
287	как раз	2	2
288	да это	1	2
289	расчетом чтобы	1	2
290	и вместе	2	2
291	себя и	2	2
292	что для	1	2
293	то и	1	2
294	не означает	2	2
295	о чем	3	2
296	в связи	1	2
297	к жизни	2	2
298	целом ряде	1	2
299	и там	1	2
300	точно и	1	2
301	к другим	1	2
302	искусством и	1	2
303	в книге	1	2
304	и состоит	1	2
305	и от	1	2
306	его не	1	2
307	об искусстве	4	2
308	бы в	1	2
309	к этой	1	2
310	и как	3	2
311	будто бы	1	2
312	обратиться к	1	2
313	в живописи	1	2
314	на один	1	2
315	всех других	1	2
316	из этого	1	2
317	что поскольку	1	2
318	и наиболее	1	1
319	от этой	1	1
320	совершенно новой	2	1
321	в человеческие	1	1
322	ряде работ	1	1
323	в первом	2	1
324	стремится в	1	1
325	все изменилось	1	1
326	по преимуществу	1	1
327	все те	1	1
328	едва ли	3	1
329	находимся в	1	1
330	и была	1	1
331	не открывается	1	1
332	путеводной нитью	1	1
333	из жизненных	1	1
334	что иное	1	1
335	принадлежит к	1	1
336	в деле	1	1
337	я не	2	1
338	и ее	2	1
339	то это	2	1
340	в ней	1	1
341	свою очередь	1	1
342	который может	1	1
343	на другом	1	1
344	еще не	6	1
345	и на	2	1
346	в последних	1	1
347	время в	2	1
348	бы то	2	1
349	с его	6	1
350	во всех	2	1
351	тем как	1	1
352	для искусства	1	1
353	в обеих	1	1
354	очень важным	1	1
355	о смерти	1	1
356	в сторону	3	1
357	тогда как	17	1
358	он заранее	1	1
359	нет и	1	1
360	художника за	1	1
361	человеку и	1	1
362	за пределы	1	1
363	что сделал	1	1
364	действительности же	1	1
365	весна лето	1	1
366	перед нами	1	1
367	вызвать эстетическую	1	1
368	могли бы	2	1
369	и наконец	3	1
370	в трудах	1	1
371	конечно не	1	1
372	и хотя	1	1
373	от самого	1	1
374	или иную	1	1
375	то в	3	1
376	за собой	1	1
377	из самых	1	1
378	либо изучалось	1	1
379	не оставляет	1	1
380	эти песни	1	1
381	что автор	1	1
382	фигуры в	1	1
383	вовсе есть	1	1
384	вследствие этого	2	1
385	на его	3	1
386	что без	1	1
387	по словам	1	1
388	к искусству	1	1
389	прошлое и	1	1
390	не отменяет	1	1
391	в лирике	1	1
392	зрения искусство	1	1
393	исполнения и	1	1
394	между субъективной	1	1
395	именно то	1	1
396	момента в	1	1
397	и еще	1	1
398	и утверждает	1	1
399	в понимании	1	1
400	в корне	1	1
401	в ряд	1	1
402	изучалось переживание	1	1
403	ни было	2	1
404	и субъективное	1	1
405	кипит и	1	1
406	находятся только	1	1
407	не бывает	1	1
408	психологическое исследование	1	1
409	такого же	1	1
410	человека в	2	1
411	удивительно что	2	1
412	что почти	1	1
413	мы его	1	1
414	переживание зрителя	1	1
415	а затем	3	1
416	между искусством	1	1
417	в мире	16	1
418	на все	1	1
419	времени и	1	1
420	механизм действия	1	1
421	по выражению	1	1
422	знает что	2	1
423	это не	5	1
424	мы находимся	1	1
425	на этот	1	1
426	обращаются к	1	1
427	самые различные	1	1
428	в стихах	6	1
429	она и	2	1
430	организованных с	1	1
431	все равно	1	1
432	всеми другими	1	1
433	исследование искусства	1	1
434	и уже	1	1
435	растворяясь в	1	1
436	и вне	1	1
437	выразить то	1	1
438	для себя	2	1
439	чем в	1	1
440	ведет к	1	1
441	воспринимающего субъекта	1	1
442	автора и	2	1
443	и того	1	1
444	еще раз	2	1
445	со всей	2	1
446	для него	2	1
447	из общего	1	1
448	и при	2	1
449	нас не	1	1
450	взгляд на	3	1
451	самый механизм	1	1
452	на месте	1	1
453	жизни с	1	1
454	теперь как	2	1
455	не удивительно	2	1
456	такую же	1	1
457	и более	1	1
458	однако в	4	1
459	и наоборот	2	1
460	поведение и	1	1
461	нас к	2	1
462	с которой	2	1
463	приводят к	1	1
464	мне нравится	1	1
465	между людьми	2	1
466	вещей как	1	1
467	вплоть до	2	1
468	в таких	1	1
469	как о	2	1
470	вложил в	1	1
471	к новым	1	1
472	бытия и	1	1
473	и искусство	1	1
474	в самых	1	1
475	эстетических отношений	1	1
476	приводит их	1	1
477	однако если	3	1
478	хх столетия	3	1
479	поэтическое произведение	1	1
480	эстетический объект	3	1
481	лето осень	1	1
482	людей и	1	1
483	либо изучалась	1	1
484	той самой	1	1
485	связи с	2	1
486	искусства всегда	2	1
487	не принадлежит	1	1
488	и делает	1	1
489	своего творчества	1	1
490	во времена	1	1
491	и по-разному	2	1
492	и проза	1	1
493	точке зрения	1	1
494	ли не	1	1
495	как только	1	1
496	его за	1	1
497	числе и	2	1
498	творчества она	1	1
499	в стихотворении	6	1
500	для его	3	1
501	она же	1	1
502	все еще	3	1
503	оно не	2	1
504	которой она	2	1
505	слово которое	1	1
506	того самого	1	1
507	эстетическую реакцию	1	1
508	но при	1	1
509	не могу	2	1
510	как система	1	1
511	языка и	1	1
512	система раздражителей	1	1
513	с общим	1	1
514	из двух	1	1
515	на нее	1	1
516	здесь как	2	1
517	здесь нет	1	1
518	она была	1	1
519	который я	1	1
520	можно только	1	1
521	том как	1	1
522	зрителя читателя	1	1
523	быть может	2	1
524	границу между	1	1
525	и объективной	1	1
526	и восприятия	1	1
527	живописи и	1	1
528	одного человека	1	1
529	о нем	2	1
530	определенным образом	1	1
531	одного из	2	1
532	можно сказать	2	1
533	а также	4	1
534	аналогии с	1	1
535	в значительной	1	1
536	как у	4	1
537	на точку	1	1
538	в эстетической	2	1
539	переживается как	1	1
540	искусство однако	1	1
541	иная хотя	1	1
542	его существования	2	1
543	во втором	2	1
544	искусства к	1	1
545	уже только	1	1
546	во всей	2	1
547	представляется автору	1	1
548	в свете	1	1
549	всегда производилось	1	1
550	не знаю	2	1
551	человека как	1	1
552	и об	2	1
553	и мир	1	1
554	в самый	2	1
555	тех пор	1	1
556	людей а	1	1
557	но так	1	1
558	в ту	2	1
559	но с	2	1
560	производилось в	1	1
561	в двух	1	1
562	художественного восприятия	1	1
563	одной из	1	1
564	и действительно	1	1
565	в стороне	1	1
566	в самое	1	1
567	этой идее	1	1
568	иное как	1	1
569	какой степени	1	1
570	теперь уже	1	1
571	нами и	1	1
572	ее а	1	1
573	собой если	1	1
574	оно в	1	1
575	если в	1	1
576	за счет	1	1
577	речь в	1	1
578	к поколению	1	1
579	за ним	2	1
580	предмет и	1	1
581	зрителя а	1	1
582	столетия а	1	1
583	для меня	2	1
584	к цели	1	1
585	существенным из	1	1
586	но из	1	1
587	направлений либо	1	1
588	жизни в	4	1
589	души не	1	1
590	для художника	1	1
591	именно в	5	1
592	в свою	2	1
593	мысли об	1	1
594	еще и	2	1
595	а с	1	1
596	все яснее	1	1
597	или словами	3	1
598	я должен	1	1
599	социальной жизни	1	1
600	эстетического а	1	1
601	соответствии с	5	1
602	к более	1	1
603	своего рода	10	1
604	сам себе	1	1
605	человек есть	1	1
606	была бы	1	1
607	произведения искусства	1	1
608	что художник	2	1
609	в те	1	1
610	как ни	1	1
611	если это	2	1
612	было в	1	1
613	он представляет	1	1
614	своей основе	1	1
615	в центре	1	1
616	произведениям искусства	1	1
617	творца в	1	1
618	их к	1	1
619	может как	1	1
620	в художественных	1	1
621	в той	1	1
622	мало или	1	1
623	в литературе	1	1
624	не за	1	1
625	быть только	2	1
626	должно быть	4	1
627	слова и	1	1
628	автором и	2	1
629	к объекту	1	1
630	с первой	2	1
631	общественной жизни	1	1
632	новые и	1	1
633	не к	1	1
634	под знаком	2	1
635	и нужна	1	1
636	совершается в	1	1
637	его с	1	1
638	метода то	1	1
639	стороны в	1	1
640	хотя бы	1	1
641	в мировом	1	1
642	же в	2	1
643	как без	1	1
644	но вот	1	1
645	отдельному человеку	1	1
646	из тех	1	1
647	в их	1	1
648	также в	1	1
649	у людей	1	1
650	с ними	2	1
651	не что	1	1
652	бы его	1	1
653	изучалась психология	1	1
654	в действительности	1	1
655	психология творца	1	1
656	том числе	3	1
