N	2gram	Nazirov_Vr_1	Dialekti
212	точно так	1	2
213	к этой	1	2
214	в своих	4	2
215	они не	1	2
216	который не	1	2
217	во всяком	1	2
218	от этой	1	1
219	этого в	1	1
220	речь идет	3	1
221	отношения к	2	1
222	начинается с	1	1
223	он весьма	1	1
224	этом отношении	1	1
225	и общественную	1	1
226	идет о	1	1
227	по преимуществу	1	1
228	он всегда	1	1
229	высшей степени	1	1
230	едва ли	1	1
231	может идти	1	1
232	и этот	1	1
233	по его	1	1
234	что уже	1	1
235	на место	2	1
236	что никто	1	1
237	на свою	1	1
238	во всех	1	1
239	крестьян и	1	1
240	а следовательно	1	1
241	не мешало	1	1
242	она появилась	1	1
243	есть по	1	1
244	тогда как	2	1
245	тут же	1	1
246	чтобы потом	1	1
247	независимо от	1	1
248	как к	1	1
249	что как	1	1
250	и наконец	1	1
251	себе не	1	1
252	них он	1	1
253	в этот	3	1
254	тут нет	1	1
255	нему с	1	1
256	во многих	1	1
257	что к	2	1
258	пользу и	1	1
259	чувств и	2	1
260	но ведь	1	1
261	вы только	1	1
262	после этого	2	1
263	при виде	1	1
264	всех этих	1	1
265	же это	1	1
266	чем у	1	1
267	сказал что	1	1
268	из него	1	1
269	что ни	1	1
270	которым не	1	1
271	из-за этого	1	1
272	другой раз	1	1
273	есть все	1	1
274	в мире	2	1
275	в глубине	1	1
276	его в	3	1
277	в него	2	1
278	не ясно	1	1
279	далеко не	3	1
280	не всегда	1	1
281	которой он	1	1
282	о чем	2	1
283	такой же	1	1
284	и какая	1	1
285	он сказал	1	1
286	но я	1	1
287	или вообще	1	1
288	во время	2	1
289	в котором	6	1
290	место в	2	1
291	представление о	1	1
292	по своей	1	1
293	и раньше	1	1
294	одном из	1	1
295	но он	3	1
296	без всяких	1	1
297	далее я	1	1
298	вплоть до	1	1
299	всего была	1	1
300	что эта	1	1
301	человека но	1	1
302	еще до	1	1
303	это дает	1	1
304	того как	1	1
305	он хочет	1	1
306	такая же	1	1
307	связи с	3	1
308	ли это	1	1
309	в стиле	1	1
310	этот закон	1	1
311	которых он	1	1
312	без внимания	1	1
313	это конечно	1	1
314	с ее	1	1
315	в ее	1	1
316	только при	1	1
317	россии в	2	1
318	верит в	1	1
319	и сам	1	1
320	не с	1	1
321	было в	1	1
322	согласен что	1	1
323	во многом	4	1
324	это во	1	1
325	с ним	4	1
326	о смерти	1	1
327	это опять	1	1
328	все в	1	1
329	в другой	1	1
330	тотчас же	1	1
331	он был	3	1
332	если это	1	1
333	пока только	1	1
334	в другую	1	1
335	этой аксиомы	1	1
336	но с	1	1
337	что только	1	1
338	то он	1	1
339	этот факт	1	1
340	об их	2	1
341	в качестве	1	1
342	в сторону	1	1
343	каждый из	1	1
344	чтобы он	3	1
345	на свое	1	1
346	а это	1	1
347	несколько минут	1	1
348	забудем что	1	1
349	мы находим	1	1
350	в одном	1	1
351	не помогут	1	1
352	к ним	2	1
353	нападает на	1	1
354	и никогда	1	1
355	до сих	1	1
356	к которому	1	1
357	близок к	1	1
358	такое же	1	1
359	выше и	1	1
360	бороться против	1	1
361	в подобных	1	1
362	ближе к	1	1
363	в связи	3	1
364	людьми и	1	1
365	уже давно	1	1
366	– этого	1	1
367	развивать свои	1	1
368	вместе с	2	1
369	или по	1	1
370	влияния на	1	1
371	по своему	1	1
372	не дают	1	1
373	я покажу	1	1
374	да и	1	1
375	я с	1	1
376	указанием на	1	1
377	в это	2	1
378	с очень	1	1
379	что из	1	1
380	сих пор	1	1
381	оба они	1	1
382	у вас	1	1
383	не мог	2	1
384	глубине души	1	1
385	– вы	1	1
386	его с	2	1
387	за что	1	1
388	о котором	1	1
389	человек и	1	1
390	тот кто	1	1
391	христа и	1	1
392	из своего	1	1
393	в этих	1	1
394	я хотел	3	1
395	не хотят	1	1
396	но зато	1	1
397	очень хорошо	2	1
398	нам не	1	1
399	материал и	1	1
400	в процессе	1	1
401	у людей	1	1
