N	2gram	Propp_Morf_1	Problemy
129	во всех	4	3
130	совсем не	3	3
131	а он	1	3
132	в одной	1	3
133	с этим	11	3
134	в целом	3	3
135	все эти	2	3
136	одно и	1	3
137	то ни	3	3
138	к другу	2	3
139	было бы	3	3
140	нет в	1	3
141	в высшей	1	3
142	этого не	2	3
143	с тем	2	3
144	такой же	1	3
145	самого героя	1	3
146	героя из	2	3
147	собой и	1	3
148	ничего не	4	3
149	или как	1	3
150	к концу	1	3
151	с ее	1	3
152	всего этого	1	3
153	и говорит	1	3
154	что и	7	3
155	это не	6	3
156	в форме	6	3
157	в него	1	3
158	друг к	2	3
159	того что	3	3
160	но так	1	3
161	принимает форму	1	3
162	со всеми	1	3
163	уже не	2	3
164	из них	3	3
165	его и	2	3
166	другого и	1	3
167	а с	2	3
168	и своего	1	3
169	должно быть	1	3
170	дело идет	1	3
171	в начале	3	3
172	мы должны	3	3
173	только что	2	3
174	ни было	2	3
175	и вдруг	1	3
176	том что	4	3
177	сказать что	2	3
178	другой стороны	4	3
179	например в	2	2
180	показать что	4	2
181	в первом	3	2
182	из его	2	2
183	и этот	1	2
184	он ничего	1	2
185	она в	2	2
186	надо было	1	2
187	мы говорили	1	2
188	время как	3	2
189	кто же	1	2
190	него он	1	2
191	в которых	2	2
192	что его	2	2
193	бы не	1	2
194	друг на	2	2
195	герой не	2	2
196	отличие от	1	2
197	однако в	2	2
198	им в	1	2
199	мы можем	2	2
200	хотя и	3	2
201	и как	5	2
202	увидим что	1	2
203	в этот	1	2
204	в которой	3	2
205	но ведь	1	2
206	можно лишь	1	2
207	героя к	1	2
208	вообще не	1	2
209	теми же	1	2
210	при этом	1	2
211	другим что	1	2
212	их в	1	2
213	и по	2	2
214	на этом	3	2
215	бы они	2	2
216	а затем	4	2
217	это было	3	2
218	с другими	1	2
219	то все	1	2
220	кажется что	1	2
221	ни в	1	2
222	в этих	13	2
223	как все	1	2
224	с точки	2	2
225	но эта	1	2
226	между двумя	1	2
227	тому что	4	2
228	вопрос о	7	2
229	что с	1	2
230	не менее	5	2
231	подобно тому	6	2
232	к ней	1	2
233	очень часто	6	2
234	этого и	1	2
235	без всякого	2	2
236	всей своей	1	2
237	приводит к	2	2
238	с собой	3	2
239	можно было	2	2
240	конечно в	1	2
241	те же	1	2
242	мог бы	1	2
243	благодаря этому	3	2
244	о том	2	2
245	на вопрос	2	2
246	рассказа к	1	2
247	быть и	2	2
248	на которой	1	2
249	отца не	1	2
250	за исключением	1	2
251	одной из	1	2
252	мы увидим	8	2
253	что даже	1	2
254	то в	3	2
255	никаких новых	2	2
256	в эти	1	2
257	себя в	1	2
258	в большинстве	3	2
259	большинстве случаев	3	2
260	за ним	1	2
261	друг друга	3	2
262	ничего он	1	2
263	он во	1	2
264	такое же	1	2
265	от другого	2	2
266	на этот	1	2
267	на друга	2	2
268	в рассказе	1	2
269	слова не	1	2
270	точек зрения	1	2
271	вступает в	1	2
272	себя за	2	2
273	тому как	5	2
274	у ивана	2	2
275	из этого	1	2
276	ты еще	1	2
277	с этой	1	2
278	он обращается	1	2
279	но для	2	2
280	свои собственные	1	2
281	это уже	3	2
282	или в	4	2
283	лишь о	1	2
284	обращается к	1	2
285	и ни	1	2
286	хотя бы	4	2
287	в последнем	2	2
288	но эти	1	2
289	путь к	2	1
290	ту же	2	1
291	одним из	1	1
292	начинается с	3	1
293	он может	2	1
294	говорит ты	1	1
295	ее руку	1	1
296	сестры и	1	1
297	и до	1	1
298	что эти	2	1
299	в доме	1	1
300	где я	1	1
301	уже по	1	1
302	по его	1	1
303	или наоборот	1	1
304	мы не	8	1
305	может поставить	1	1
306	есть нечто	3	1
307	другого нет	1	1
308	когда герой	1	1
309	ему в	1	1
310	один пример	1	1
311	то это	3	1
312	сказать о	2	1
313	или нет?	1	1
314	и заставляет	1	1
315	начала в	1	1
316	к братьям	1	1
317	с большим	1	1
318	собой в	2	1
319	он был	1	1
320	ли его	1	1
321	себе он	1	1
322	тех же	4	1
323	не все	6	1
324	в качестве	5	1
325	вступают в	3	1
326	что так	1	1
327	герой как	1	1
328	в главе	1	1
329	него герой	1	1
330	и выдает	1	1
331	очень ярких	1	1
332	чем же	1	1
333	независимо от	3	1
334	есть они	1	1
335	за этим	1	1
336	что действительно	2	1
337	совершенно другой	1	1
338	некоторые из	1	1
339	и пр	37	1
340	что касается	1	1
341	перед нами	10	1
342	кроме того	1	1
343	могли бы	1	1
344	говорит что	1	1
345	это определение	1	1
346	к чему	3	1
347	тут и	1	1
348	или во	1	1
349	приводится к	1	1
350	форме диалога	1	1
351	в этой	2	1
352	слушателя и	1	1
353	может найти	1	1
354	нами в	2	1
355	бы только	1	1
356	во многих	1	1
357	очень велико	1	1
358	сразу по	1	1
359	достаточный материал	1	1
360	для выделения	1	1
361	к героям	1	1
362	одному из	3	1
363	а вовсе	1	1
364	явления совершенно	1	1
365	он должен	2	1
366	в живых	3	1
367	отца а	1	1
368	ни были	1	1
369	чтобы в	1	1
370	его можно	1	1
371	так например	3	1
372	в нее	1	1
373	его до	1	1
374	форма у	1	1
375	больше всего	1	1
376	здесь мы	3	1
377	что этот	1	1
378	об этом	4	1
379	них не	1	1
380	на все	1	1
381	входит в	2	1
382	и сердце	1	1
383	сразу с	1	1
384	в итоге	2	1
385	по всему	2	1
386	тех которые	1	1
387	друга что	1	1
388	ни одной	1	1
389	далеко не	5	1
390	этим и	1	1
391	здесь можно	3	1
392	домой и	1	1
393	несколько таких	1	1
394	действительно не	1	1
395	как таковой	2	1
396	он бросает	1	1
397	в один	3	1
398	нисколько не	1	1
399	герой по	1	1
400	которую он	1	1
401	в г	1	1
402	бы на	1	1
403	том как	1	1
404	или точнее	1	1
405	что такое	3	1
406	и ее	3	1
407	в чужие	1	1
408	о герое	3	1
409	самого в	1	1
410	что говорит	1	1
411	но путь	1	1
412	которые в	1	1
413	тем не	5	1
414	и более	1	1
415	гл vi	1	1
416	бы быть	1	1
417	для нее	1	1
418	заставляет его	2	1
419	приводят к	1	1
420	бежит в	1	1
421	но они	1	1
422	в таких	2	1
423	она не	2	1
424	с теми	4	1
425	на котором	3	1
426	дело в	1	1
427	одна из	4	1
428	реагирует на	3	1
429	у кого	1	1
430	уже очень	1	1
431	в основе	1	1
432	материала в	1	1
433	героем в	1	1
434	нельзя ли	1	1
435	того чтобы	3	1
436	это еще	1	1
437	это сделать	1	1
438	на дороге	1	1
439	связи с	10	1
440	здесь же	3	1
441	и при	1	1
442	этом отношении	1	1
443	перед ним	1	1
444	еще резче	1	1
445	есть у	1	1
446	материала но	2	1
447	но там	1	1
448	не могут	4	1
449	когда мы	1	1
450	где начинается	1	1
451	случаях когда	2	1
452	же самое	1	1
453	можно сравнить	2	1
454	и другим	3	1
455	они и	3	1
456	для того	2	1
457	оно не	2	1
458	которых каждый	1	1
459	из нее	1	1
460	мы привели	1	1
461	оно может	3	1
462	приходит к	1	1
463	не совсем	1	1
464	в деревне	1	1
465	как не	1	1
466	в некоторых	3	1
467	здесь не	2	1
468	данном случае	1	1
469	из приведенных	2	1
470	они ни	1	1
471	в особенности	1	1
472	хочет его	1	1
473	него самого	1	1
474	но мы	3	1
475	то время	3	1
476	и может	1	1
477	на свой	1	1
478	собственно не	1	1
479	и совершенно	1	1
480	его самого	4	1
481	же касается	1	1
482	с известными	1	1
483	форму самостоятельного	1	1
484	здесь как	1	1
485	заставляет ее	1	1
486	в последней	1	1
487	даны в	1	1
488	если бы	2	1
489	другой не	2	1
490	ними и	1	1
491	но здесь	1	1
492	находится в	1	1
493	можно бы	2	1
494	но к	1	1
495	что каждый	1	1
496	или на	3	1
497	подобные же	1	1
498	после того	1	1
499	что такой	1	1
500	их на	1	1
501	другой ее	1	1
502	самому себе	1	1
503	в приведенных	1	1
504	же очень	1	1
505	с насмешкой	1	1
506	том или	1	1
507	функций в	1	1
508	во втором	3	1
509	на одном	1	1
510	его герой	1	1
511	да в	1	1
512	во всей	1	1
513	найти критерий	1	1
514	бы поставить	1	1
515	средство а	2	1
516	борьба в	1	1
517	но она	1	1
518	из моментов	1	1
519	еще придется	1	1
520	и она	1	1
521	у которого	1	1
522	была не	1	1
523	что здесь	1	1
524	как например	2	1
525	в формах	1	1
526	один из	5	1
527	образом как	1	1
528	но с	1	1
529	сразу же	2	1
530	этот вопрос	2	1
531	и действительно	1	1
532	дана в	1	1
533	еще и	1	1
534	очень много	1	1
535	у тебя	1	1
536	не происходит	3	1
537	с одной	1	1
538	же он	1	1
539	для всех	1	1
540	итак в	1	1
541	отношении друг	1	1
542	не входит	1	1
543	точно и	1	1
544	же из	1	1
545	или не	3	1
546	где вы	1	1
547	этот момент	3	1
548	на свое	1	1
549	а то	3	1
550	в ином	2	1
551	или просто	2	1
552	превращаются в	1	1
553	не знаешь	2	1
554	ответ на	1	1
555	характерно что	1	1
556	вопрос кто	1	1
557	здесь действительно	1	1
558	для меня	1	1
559	действие не	1	1
560	случае не	3	1
561	выдает себя	2	1
562	в других	3	1
563	другой и	1	1
564	лишь один	1	1
565	в очень	1	1
566	момент в	1	1
567	без всякой	2	1
568	его при	1	1
569	мы нашли	1	1
570	до сих	1	1
571	мы скажем	1	1
572	а именно	1	1
573	и создает	1	1
574	человека а	1	1
575	действующих лиц	11	1
576	мы еще	1	1
577	другим он	1	1
578	и их	2	1
579	ей не	1	1
580	может ли	1	1
581	первоначально это	1	1
582	не на	2	1
583	других для	1	1
584	которой есть	2	1
585	он отвечает	1	1
586	о чем	1	1
587	чрезвычайно много	1	1
588	или с	3	1
589	стоит в	1	1
590	если не	1	1
591	все более	1	1
592	но оно	2	1
593	но кроме	1	1
594	я тебе	1	1
595	всех людей	1	1
596	приводит в	1	1
597	из которых	3	1
598	же самый	1	1
599	какого бы	1	1
600	определяет его	1	1
601	он приводит	2	1
602	в данном	1	1
603	на глаз	1	1
604	не удалось	1	1
605	по плечу	1	1
606	самого себя	2	1
607	вне этой	1	1
608	в тот	1	1
609	в первой	1	1
610	или другого	1	1
611	нам еще	2	1
612	еще раз	1	1
613	более и	1	1
614	этом случае	8	1
615	и некоторые	1	1
616	которые также	1	1
617	можно сказать	2	1
618	сам с	1	1
619	сих пор	1	1
620	только для	1	1
621	о его	1	1
622	в который	1	1
623	у вас	1	1
624	не является	3	1
625	отвечает на	1	1
626	он выдает	1	1
627	ли в	1	1
628	иван а	1	1
629	совершается в	2	1
630	в результате	7	1
631	между ними	1	1
632	в другой	1	1
633	в отдельных	3	1
634	мысль о	1	1
635	лишь как	1	1
636	главным образом	4	1
637	своих героев	1	1
638	на других	1	1
639	является непосредственным	1	1
640	уже давно	1	1
641	же в	2	1
642	но вот	2	1
643	здесь только	1	1
644	требует чтобы	3	1
645	может и	1	1
646	а ведь	1	1
647	они все	1	1
648	для героя	1	1
649	в свое	2	1
650	того или	1	1
651	и другие	6	1
652	лиц в	2	1
653	к этому	3	1
654	как на	1	1
655	мне про	1	1
