N	2gram	Tiupa_Teor_1	Formalny
150	того же	3	3
151	той же	1	3
152	в виду	5	3
153	и на	1	3
154	столь же	2	3
155	во всех	1	3
156	а и	4	3
157	что это	1	3
158	в себе	9	3
159	вследствие этого	1	3
160	не следует	4	3
161	те же	1	3
162	высказывание в	1	3
163	искусства в	2	3
164	это не	2	3
165	и тем	3	3
166	ее в	2	3
167	в этих	3	3
168	высказывания как	1	3
169	от его	1	3
170	и более	1	3
171	по отношению	4	3
172	тому что	2	3
173	между людьми	1	3
174	случае в	1	3
175	между жизнью	1	3
176	в основе	3	3
177	все без	1	3
178	ничто не	1	3
179	же самое	1	3
180	оно не	1	3
181	реальной действительности	1	3
182	только то	1	3
183	в произведении	3	3
184	жизнь и	1	3
185	никак не	1	3
186	и что	3	3
187	можно сказать	3	3
188	их в	3	3
189	в них	2	3
190	дело с	1	3
191	в какой	2	3
192	уже не	4	3
193	в поэзии	2	3
194	нуждается в	1	3
195	в конце	2	3
196	литературное произведение	1	3
197	у нас	2	3
198	не на	2	3
199	на фоне	2	3
200	к его	2	3
201	целого высказывания	1	3
202	в той	2	3
203	того что	4	3
204	отношению к	4	3
205	в условиях	1	3
206	жизни в	2	3
207	сказать что	3	3
208	имеет место	2	3
209	ту же	1	2
210	отношения к	2	2
211	чтобы не	1	2
212	человека и	1	2
213	в такой	1	2
214	к другому	1	2
215	из своих	1	2
216	в сущности	1	2
217	совпадает с	3	2
218	говорить о	3	2
219	в полной	1	2
220	всех сторон	1	2
221	роман и	2	2
222	с его	5	2
223	в сторону	1	2
224	отличие от	6	2
225	или иное	1	2
226	за пределы	2	2
227	данный момент	2	2
228	в своем	4	2
229	новых форм	1	2
230	то в	2	2
231	из этих	3	2
232	следующей главе	1	2
233	в этой	3	2
234	говорят о	1	2
235	жизнью и	1	2
236	что она	2	2
237	внутренней речи	13	2
238	из виду	1	2
239	на земле	1	2
240	на этом	1	2
241	оно становится	1	2
242	на почве	4	2
243	этом смысле	2	2
244	литературе как	1	2
245	или точнее	1	2
246	таким же	1	2
247	художественного творчества	1	2
248	как совокупность	1	2
249	в отличие	6	2
250	но эта	1	2
251	друг другу	1	2
252	однако в	7	2
253	даже в	3	2
254	в отношении	3	2
255	до известной	2	2
256	виду что	1	2
257	дело не	2	2
258	дело в	2	2
259	и притом	2	2
260	не могло	2	2
261	только не	2	2
262	вытекает из	1	2
263	художественная реальность	1	2
264	слова как	3	2
265	тем не	3	2
266	в химическом	1	2
267	в каком	1	2
268	отличается от	2	2
269	и это	2	2
270	с ее	3	2
271	здесь не	1	2
272	то или	1	2
273	так в	4	2
274	вошел в	1	2
275	в окружающей	1	2
276	является в	1	2
277	для этого	1	2
278	ними и	1	2
279	знака и	1	2
280	в самой	2	2
281	что каждый	2	2
282	что и	2	2
283	и только	1	2
284	соединении с	2	2
285	лишь одним	1	2
286	в художественной	1	2
287	которыми располагается	1	2
288	человека как	1	2
289	и мир	1	2
290	говорит в	2	2
291	в формах	2	2
292	художественного восприятия	1	2
293	должен быть	1	2
294	является не	1	2
295	из них	1	2
296	ту или	1	2
297	к более	1	2
298	говорить об	1	2
299	внутреннего мира	2	2
300	одного значения	1	2
301	и даже	2	2
302	или иной	4	2
303	в области	4	2
304	к которому	3	2
305	являются только	1	2
306	действующих лиц	1	2
307	и др	1	2
308	превращается в	2	2
309	а на	3	2
310	одну из	1	2
311	была бы	3	2
312	не об	1	2
313	нет никаких	1	2
314	язык а	1	2
315	химическом соединении	1	2
316	этого слова	3	2
317	то под	1	2
318	высказывания но	1	2
319	в следующей	2	2
320	известной степени	3	2
321	как система	2	2
322	не утрачивает	1	2
323	в стихах	1	2
324	одной из	2	2
325	слово в	1	2
326	героя и	5	2
327	именно потому	1	2
328	бы быть	1	2
329	я и	2	1
330	также что	1	1
331	неотделима от	1	1
332	именно эта	1	1
333	целого и	1	1
334	и то	2	1
335	дело обстоит	1	1
336	как произведения	1	1
337	между двумя	3	1
338	от своей	1	1
339	в первом	2	1
340	и иронии	1	1
341	и до	1	1
342	со своей	3	1
343	иметь место	1	1
344	собою в	1	1
345	от таких	1	1
346	есть не	1	1
347	со всех	1	1
348	первой и	1	1
349	мы имеем	7	1
350	и целостностью	1	1
351	только другим	1	1
352	содержания в	1	1
353	и последующих	1	1
354	во времени	3	1
355	этом не	1	1
356	не была	1	1
357	в каждый	1	1
358	всех без	3	1
359	из того	1	1
360	этого термина	1	1
361	как впрочем	1	1
362	и знака	1	1
363	в каждой	1	1
364	так или	4	1
365	это возможно	1	1
366	служит для	1	1
367	тем как	1	1
368	как у	1	1
369	тот или	2	1
370	внутренняя форма	1	1
371	коем случае	2	1
372	а только	3	1
373	в стихе	2	1
374	не входит	1	1
375	выделены в	1	1
376	значение для	1	1
377	сама по	1	1
378	завершения не	1	1
379	поэтому ему	1	1
380	обращения к	1	1
381	в противном	1	1
382	не два	1	1
383	хотя и	3	1
384	сознания в	1	1
385	или иную	1	1
386	и конечно	1	1
387	из жизни	1	1
388	в литературном	1	1
389	исчезает и	1	1
390	в нашем	4	1
391	у каждого	1	1
392	то я	1	1
393	в иную	1	1
394	с их	2	1
395	данном контексте	1	1
396	художественной реальности	5	1
397	имеем в	3	1
398	высказывания не	1	1
399	на то	1	1
400	всей его	1	1
401	не могла	1	1
402	искусства говорит	1	1
403	противном случае	1	1
404	к искусству	1	1
405	время и	1	1
406	он не	3	1
407	игра с	1	1
408	роли в	5	1
409	литературных произведений	5	1
410	ключ к	2	1
411	в принципе	4	1
412	к одному	1	1
413	художественного высказывания	3	1
414	по существу	1	1
415	его значением	1	1
416	ни были	1	1
417	остается лишь	1	1
418	и по	2	1
419	или иных	3	1
420	одно и	1	1
421	ни был	2	1
422	мы обнаруживаем	1	1
423	значительной степени	1	1
424	не будет	2	1
425	если нет	1	1
426	значение в	1	1
427	является необходимой	1	1
428	в мире	19	1
429	того или	3	1
430	с другими	5	1
431	не совпадает	1	1
432	актера на	1	1
433	чаще всего	1	1
434	на сцене	1	1
435	в единое	3	1
436	на всякое	1	1
437	нет в	1	1
438	и автором	1	1
439	эта система	1	1
440	только во	1	1
441	должно быть	1	1
442	от понятия	1	1
443	автора и	1	1
444	и того	3	1
445	одного и	3	1
446	на первый	1	1
447	вещи в	1	1
448	и помимо	1	1
449	завершения целого	1	1
450	в их	2	1
451	быть положен	1	1
452	с политической	1	1
453	всегда остается	1	1
454	единство и	1	1
455	но он	3	1
456	теми же	1	1
457	но наоборот	1	1
458	мере в	1	1
459	том же	1	1
460	его роли	1	1
461	от внешней	1	1
462	жизни между	1	1
463	форму в	1	1
464	то с	1	1
465	высказывания в	3	1
466	утрачивает своей	1	1
467	литературы как	1	1
468	еще один	1	1
469	тем самым	4	1
470	она могла	1	1
471	знаком и	1	1
472	на себе	1	1
473	конструкции если	1	1
474	изобразительные искусства	1	1
475	облекается в	2	1
476	иметь в	1	1
477	та или	1	1
478	форм высказывания	2	1
479	у о	2	1
480	его смысл	1	1
481	формы высказывания	1	1
482	входят в	1	1
483	и делает	1	1
484	в подобном	1	1
485	ему не	1	1
486	эстетический объект	3	1
487	если ее	1	1
488	в момент	2	1
489	если он	1	1
490	наконец в	1	1
491	взятое в	1	1
492	числе и	1	1
493	той или	1	1
494	в пьесе	1	1
495	произведения есть	1	1
496	двоякого рода	1	1
497	своего развития	1	1
498	но по	1	1
499	на основе	2	1
500	общения между	2	1
501	определенным образом	2	1
502	в собственном	1	1
503	значения на	1	1
504	в себя	3	1
505	или для	1	1
506	на произведение	1	1
507	можно было	1	1
508	не с	3	1
509	начала и	1	1
510	с внутренним	1	1
511	для него	2	1
512	строго говоря	1	1
513	и существенно	1	1
514	в коем	2	1
515	об этом	2	1
516	в разбираемом	1	1
517	и здесь	2	1
518	искусства и	1	1
519	это происходит	1	1
520	определенное значение	1	1
521	за пределами	5	1
522	одного из	1	1
523	к действительности	3	1
524	е о	2	1
525	что его	1	1
526	и который	2	1
527	в значительной	1	1
528	существования в	2	1
529	значимостью и	1	1
530	том или	1	1
531	путь к	1	1
532	аналогичным образом	2	1
533	лишь путем	1	1
534	не уничтожается	1	1
535	в форме	2	1
536	новая форма	1	1
537	своим единственным	1	1
538	не сводится	4	1
539	и писать	1	1
540	и иных	1	1
541	не тот	1	1
542	литературы понятие	1	1
543	языка мы	1	1
544	жизнь на	2	1
545	быть и	2	1
546	но с	1	1
547	в двух	1	1
548	мы видим	1	1
549	тот же	1	1
550	к внутреннему	2	1
551	но этим	1	1
552	именно о	1	1
553	языка на	1	1
554	завершение и	1	1
555	о художественном	1	1
556	может оказаться	2	1
557	литература как	1	1
558	который в	2	1
559	впрочем и	1	1
560	же типа	1	1
561	конструкции но	1	1
562	с читателем	1	1
563	этим словом	1	1
564	окружающей его	1	1
565	и жизни	1	1
566	с одной	2	1
567	в качестве	24	1
568	человека с	2	1
569	себя в	6	1
570	однако герой	1	1
571	так что	1	1
572	от одной	1	1
573	для всех	1	1
574	есть в	2	1
575	оказывается в	3	1
576	значения слов	1	1
577	его развитие	1	1
578	смысла в	1	1
579	знаком в	1	1
580	или даже	4	1
581	отчасти совпадает	1	1
582	чего бы	1	1
583	к каким	1	1
584	говорит о	1	1
585	ведь это	1	1
586	слова в	2	1
587	в одном	2	1
588	является именно	1	1
589	сама литература	1	1
590	для меня	2	1
591	без этого	1	1
592	отклонения от	1	1
593	случае не	2	1
594	в систему	1	1
595	должен был	1	1
596	и несет	1	1
597	в случаях	1	1
598	или ином	1	1
599	момент в	1	1
600	для построения	1	1
601	в данный	2	1
602	или иначе	5	1
603	однако это	1	1
604	именно в	3	1
605	а о	1	1
606	как художественное	2	1
607	с той	1	1
608	такого понимания	1	1
609	еще и	1	1
610	факторов в	1	1
611	художественной организации	1	1
612	только к	1	1
613	что для	1	1
614	не было	1	1
615	настоящего времени	1	1
616	одной стороны	2	1
617	и составляет	3	1
618	жизнь в	1	1
619	здесь высказывание	1	1
620	о чем	1	1
621	понятие о	2	1
622	быть определен	1	1
623	его конструктивные	1	1
624	произведения искусства	2	1
625	мира в	1	1
626	здесь именно	1	1
627	стороны в	1	1
628	люди но	3	1
629	в частности	16	1
630	им по	1	1
631	он тем	2	1
632	своей значимости	1	1
633	не входят	1	1
634	завершенность и	1	1
635	требует от	1	1
636	к своему	1	1
637	обладает каждое	1	1
638	этих случаях	1	1
639	для искусства	2	1
640	в художественных	1	1
641	высказывания с	1	1
642	художественное целое	2	1
643	в точке	2	1
644	любое произведение	1	1
645	типа как	1	1
646	им с	1	1
647	происходит в	1	1
648	в словах	1	1
649	для понимания	2	1
650	дело здесь	1	1
651	в это	1	1
652	в контексте	3	1
653	к понятию	1	1
654	герой не	3	1
655	и о	4	1
656	той мере	1	1
657	пришлось бы	1	1
658	один из	2	1
659	слова с	1	1
660	слова так	1	1
661	тех или	3	1
662	каждой из	1	1
663	высказывания а	1	1
664	форм хотя	1	1
665	к пониманию	1	1
666	тем и	1	1
667	для индивидуального	1	1
668	его с	1	1
669	мира и	1	1
670	о котором	1	1
671	об искусстве	1	1
672	ними могут	1	1
673	мы конечно	1	1
674	ни к	3	1
675	от всего	1	1
676	система мотивов	1	1
677	все они	1	1
678	все то	1	1
679	как основная	1	1
680	а в	13	1
681	отношении к	2	1
682	его лишь	1	1
683	природа литературы	2	1
684	как ряд	1	1
685	не знает	3	1
686	о литературе	2	1
687	или иного	3	1
688	можно назвать	1	1
689	как следствие	1	1
690	том числе	2	1
