N	2gram	Tiupa_Narr_2	Tragedij
165	здесь судьба	1	1
166	от самого	1	1
167	должна быть	2	1
168	мать и	1	1
169	века в	1	1
170	той же	2	1
171	то непременно	1	1
172	на пороге	1	1
173	собой как	1	1
174	ложась спать	1	1
175	исследования в	1	1
176	не вполне	2	1
177	на себя	1	1
178	по определению	2	1
179	вместо того	1	1
180	ему в	2	1
181	в разговоре	1	1
182	а теперь	1	1
183	в виду	1	1
184	как свой	1	1
185	подчеркнуть что	2	1
186	в ней	2	1
187	в xix	1	1
188	представляет собой	16	1
189	между собой	3	1
190	быть в	1	1
191	и служит	2	1
192	позицию по	1	1
193	в чем	2	1
194	и мира	4	1
195	во всех	1	1
196	свидетельствует он	1	1
197	на другой	1	1
198	но не	3	1
199	могло быть	1	1
200	свою жизнь	1	1
201	с совершенно	1	1
202	тогда как	15	1
203	за пределы	1	1
204	в настоящем	2	1
205	чем же	1	1
206	в центре	2	1
207	опирается на	1	1
208	что именно	1	1
209	мысль о	2	1
210	и наконец	1	1
211	неизмеримо более	1	1
212	то в	1	1
213	за свои	1	1
214	со своей	2	1
215	в которой	1	1
216	бы не	1	1
217	говорит не	1	1
218	как он	2	1
219	не могла	1	1
220	так сказать	3	1
221	этого характера	1	1
222	его самого	1	1
223	не к	4	1
224	никому не	1	1
225	и по	3	1
226	на этом	1	1
227	на свете	1	1
228	таким образом	5	1
229	здесь мы	1	1
230	распространяется на	1	1
231	в другом	4	1
232	конечно в	1	1
233	в финале	1	1
234	это было	1	1
235	обоих случаях	1	1
236	но уже	1	1
237	но затем	1	1
238	достоевского и	2	1
239	всю жизнь	1	1
240	эту тему	1	1
241	со своими	2	1
242	которой он	3	1
243	с такой	1	1
244	ведет к	2	1
245	в развитии	1	1
246	обратимся к	1	1
247	в своей	4	1
248	в такой	1	1
249	в котором	5	1
250	знает и	1	1
251	не столько	5	1
252	миф о	1	1
253	стало быть	2	1
254	но он	2	1
255	тем не	5	1
256	не могли	1	1
257	теперь я	1	1
258	называет его	1	1
259	тому что	3	1
260	тексте в	2	1
261	не менее	4	1
262	вплоть до	1	1
263	она не	1	1
264	в обоих	2	1
265	на котором	1	1
266	например что	1	1
267	только не	2	1
268	как во	1	1
269	а поскольку	1	1
270	в самой	1	1
271	представлялось что	1	1
272	м м	1	1
273	говорит в	1	1
274	и притом	1	1
275	к ней	3	1
276	по своей	3	1
277	связь и	1	1
278	к вам	1	1
279	для нас	2	1
280	и теперь	1	1
281	связи с	1	1
282	является ли	1	1
283	в области	2	1
284	ли это	1	1
285	но все-таки	1	1
286	xx века	1	1
287	к себе	7	1
288	мы узнаем	2	1
289	выразить свое	1	1
290	он бы	1	1
291	комнате в	1	1
292	уже было	1	1
293	сходство с	1	1
294	и т.д	4	1
295	в бога	1	1
296	что при	1	1
297	где он	1	1
298	как мы	1	1
299	и о	1	1
300	того чтобы	3	1
301	и образ	1	1
302	его произведение	1	1
303	писатель впервые	1	1
304	матерью и	1	1
305	я ей	1	1
306	роль в	2	1
307	в лицо	2	1
308	природе своей	1	1
309	с собой	1	1
310	можно было	2	1
311	на нее	1	1
312	по природе	1	1
313	начала и	2	1
314	во многом	1	1
315	когда его	1	1
316	когда в	1	1
317	ничего подобного	1	1
318	по сравнению	1	1
319	а стало	1	1
320	быть может	2	1
321	но мы	1	1
322	в рассказчике	1	1
323	в исповеди	1	1
324	с того	1	1
325	а также	6	1
326	личности героя	2	1
327	нет это	1	1
328	восходит к	2	1
329	по слову	3	1
330	это была	1	1
331	между тем	3	1
332	после возвращения	1	1
333	я вижу	1	1
334	в форме	5	1
335	не сводится	7	1
336	все время	1	1
337	и она	1	1
338	о своих	1	1
339	в литературе	4	1
340	того что	6	1
341	казалось что	2	1
342	их характеры	1	1
343	и дело	2	1
344	с ними	3	1
345	только сам	1	1
346	всю ее	1	1
347	только в	11	1
348	как нечто	1	1
349	дочь и	1	1
350	приходит в	1	1
351	с одной	5	1
352	именно на	1	1
353	есть в	1	1
354	характер ее	1	1
355	он полагал	1	1
356	только на	2	1
357	самую суть	1	1
358	дело с	2	1
359	героя с	1	1
360	свидетельствует о	4	1
361	и чисто	1	1
362	был прав	1	1
363	в общем	1	1
364	одно из	2	1
365	и их	1	1
366	всяком случае	1	1
367	могло бы	2	1
368	т п	2	1
369	не для	1	1
370	в такое	1	1
371	жизни на	2	1
372	это по	1	1
373	даже не	1	1
374	с другим	2	1
375	на противоположном	1	1
376	и внутренним	3	1
377	именно в	2	1
378	что не	1	1
379	обратиться к	2	1
380	только по	2	1
381	полагал что	1	1
382	на этот	1	1
383	а не	17	1
384	с которым	1	1
385	его как	1	1
386	не я	1	1
387	перед сном	1	1
388	в связи	1	1
389	виде в	1	1
390	с помощью	1	1
391	более чем	2	1
392	о себе	1	1
393	вместе с	1	1
394	и особенно	1	1
395	исходит от	1	1
396	и потому	1	1
397	намек на	1	1
398	в человеке	1	1
399	xix века	1	1
400	видит в	2	1
401	сравнению с	1	1
402	всего предшествующего	1	1
403	наряду с	1	1
404	в той	5	1
405	не удалось	1	1
406	матери и	1	1
407	него есть	1	1
408	думать о	2	1
409	жить даже	1	1
410	с этой	3	1
411	вопреки этой	1	1
412	и от	1	1
413	не является	4	1
414	из дома	1	1
415	тем и	1	1
416	в результате	2	1
417	а к	3	1
418	в двух	1	1
419	о нем	3	1
420	бы в	2	1
421	мог быть	1	1
422	хотя бы	2	1
423	только что	2	1
424	я в	5	1
425	обстоит дело	1	1
426	сказал что	1	1
427	за этим	1	1
428	к ее	1	1
429	жизни в	6	1
430	героя и	2	1
431	в кругу	1	1
432	разговоре с	2	1
433	во всяком	1	1
