N	2gram	Bakhtin_sl_2	Dialekti
294	пространстве и	1	2
295	они были	1	2
296	в отдельности	1	2
297	мифа как	1	2
298	к этому	1	2
299	которая не	1	2
300	и наиболее	1	1
301	новое время	2	1
302	как известно	1	1
303	речь идет	1	1
304	например в	5	1
305	категорий и	1	1
306	только самый	1	1
307	не остается	1	1
308	как миф	1	1
309	и без	1	1
310	действовать и	1	1
311	силы и	1	1
312	действующий и	1	1
313	из самых	1	1
314	явления и	1	1
315	мировоззрения и	1	1
316	и до	1	1
317	и этот	1	1
318	и могут	1	1
319	той же	3	1
320	всей ее	1	1
321	конечно совершенно	1	1
322	а как	1	1
323	он также	1	1
324	характер его	1	1
325	и само	2	1
326	мы не	2	1
327	мир не	1	1
328	он как	1	1
329	о формах	2	1
330	в самих	1	1
331	необходимо коснуться	1	1
332	данном языке	2	1
333	два индивидуальных	1	1
334	проявляется в	1	1
335	и иначе	1	1
336	пусть не	1	1
337	и этого	1	1
338	говорит и	2	1
339	в различных	2	1
340	во всех	12	1
341	бы она	1	1
342	в создании	1	1
343	его так	2	1
344	различия между	1	1
345	самих себя	1	1
346	совсем не	1	1
347	в сторону	1	1
348	действительно может	1	1
349	чем же	1	1
350	в той	4	1
351	не входят	2	1
352	его на	1	1
353	если на	1	1
354	в связи	2	1
355	этом его	1	1
356	сознания в	1	1
357	себя так	1	1
358	могли бы	1	1
359	и наконец	5	1
360	привносит в	1	1
361	а со	1	1
362	и к	6	1
363	и свою	1	1
364	и говорит	1	1
365	эпохи а	1	1
366	не приходится	3	1
367	так в	2	1
368	выражение в	1	1
369	по преимуществу	1	1
370	смотрим на	1	1
371	с их	3	1
372	но его	1	1
373	эпохи и	2	1
374	проникает в	2	1
375	если он	1	1
376	смыслом и	1	1
377	вообще не	1	1
378	больше всего	1	1
379	при этом	7	1
380	есть именно	1	1
381	значение может	1	1
382	ни была	1	1
383	изображения и	2	1
384	и по	1	1
385	людей и	2	1
386	него и	1	1
387	или иных	1	1
388	таким образом	8	1
389	он просто	1	1
390	сознание и	3	1
391	и дальше	3	1
392	мы уже	2	1
393	них не	1	1
394	сознание не	1	1
395	то есть	26	1
396	для своей	1	1
397	зрения на	2	1
398	ни при	1	1
399	его в	4	1
400	те или	1	1
401	не умеет	1	1
402	и чистой	1	1
403	и отдельные	1	1
404	то все	1	1
405	а это	1	1
406	и тем	1	1
407	не соответствует	1	1
408	в новое	4	1
409	он является	1	1
410	далеко не	2	1
411	в этой	1	1
412	этого не	1	1
413	не всегда	2	1
414	этим и	1	1
415	его слово	15	1
416	себе все	1	1
417	сосредоточиться на	1	1
418	и становится	1	1
419	этих произведений	1	1
420	есть такая	1	1
421	к окружающему	1	1
422	сознания но	1	1
423	наконец даже	2	1
424	в такой	1	1
425	с идеей	1	1
426	всех возможных	1	1
427	место в	1	1
428	почва для	1	1
429	мы сказали	2	1
430	мы теперь	1	1
431	есть предмет	1	1
432	которые в	2	1
433	но он	2	1
434	сами по	1	1
435	только два	1	1
436	тем не	1	1
437	еще раз	3	1
438	она или	1	1
439	зрения и	2	1
440	и вся	1	1
441	нее свои	1	1
442	до известной	1	1
443	xviii века	1	1
444	самого начала	1	1
445	непосредственно и	1	1
446	дело в	2	1
447	того как	2	1
448	было у	1	1
449	в нас	1	1
450	того чтобы	2	1
451	чем не	2	1
452	не стремится	1	1
453	человека от	1	1
454	заложенные в	1	1
455	на те	1	1
456	по своей	1	1
457	лишь с	1	1
458	и его	33	1
459	связи с	3	1
460	и борьба	1	1
461	мировоззрения но	1	1
462	и оно	2	1
463	до полного	1	1
464	не могут	5	1
465	конструкции и	1	1
466	и часто	3	1
467	иногда даже	1	1
468	всего что	1	1
469	оно не	8	1
470	если же	1	1
471	с образом	1	1
472	должен быть	2	1
473	правда не	1	1
474	и всецело	1	1
475	также имеет	1	1
476	в идею	1	1
477	нужно сказать	1	1
478	здесь не	4	1
479	его слова	7	1
480	с каким	1	1
481	характер и	1	1
482	него самого	1	1
483	нет никакой	1	1
484	и этим	1	1
485	с самого	1	1
486	культуры и	1	1
487	зрения не	1	1
488	этих категорий	2	1
489	символ не	1	1
490	на том	1	1
491	если они	1	1
492	и сам	1	1
493	в бесконечность	1	1
494	здесь как	2	1
495	и единственный	2	1
496	глубоко и	3	1
497	еще в	1	1
498	этим в	1	1
499	в результате	2	1
500	даны в	1	1
501	оно так	1	1
502	нас и	1	1
503	д если	1	1
504	действительность и	1	1
505	мы всегда	1	1
506	и там	3	1
507	и должно	1	1
508	таков например	2	1
509	конечно это	1	1
510	язык и	7	1
511	но мы	2	1
512	миф в	1	1
513	не стоит	1	1
514	сознания есть	1	1
515	власти этого	1	1
516	науке и	1	1
517	должно было	1	1
518	того или	1	1
519	между тем	3	1
520	говорить об	1	1
521	ним и	2	1
522	именно такое	1	1
523	и только	1	1
524	от этих	1	1
525	представления о	1	1
526	оно требует	2	1
527	в ту	1	1
528	все время	1	1
529	а именно	2	1
530	сознания его	1	1
531	на почве	4	1
532	может ограничиться	1	1
533	речь о	2	1
534	или иные	1	1
535	своим предметом	2	1
536	в какой	1	1
537	им слов	1	1
538	пор не	2	1
539	это очень	2	1
540	вопрос об	1	1
541	за ней	2	1
542	все они	2	1
543	со всеми	2	1
544	себя в	8	1
545	из которого	1	1
546	существенным и	1	1
547	всего он	1	1
548	не можем	1	1
549	уже в	2	1
550	борьбы с	3	1
551	только чисто	1	1
552	в поэзии	2	1
553	и чисто	2	1
554	и других	4	1
555	он может	1	1
556	менее всего	2	1
557	мир в	1	1
558	или как	4	1
559	не для	1	1
560	с этими	1	1
561	психологический и	1	1
562	у него	3	1
563	в систему	1	1
564	как такового	1	1
565	эти явления	1	1
566	самого же	2	1
567	вне ее	1	1
568	во власти	2	1
569	сознания нет	1	1
570	не были	1	1
571	никогда и	1	1
572	с другим	1	1
573	или иначе	1	1
574	говорить и	1	1
575	и самая	1	1
576	и между	2	1
577	мы еще	1	1
578	и др	4	1
579	выведена из	1	1
580	связано с	3	1
581	превращается в	1	1
582	смысла и	3	1
583	а на	1	1
584	и самый	1	1
585	зависит от	1	1
586	именно так	1	1
587	главное все	1	1
588	его как	2	1
589	как ни	1	1
590	одно а	1	1
591	когда она	1	1
592	там где	6	1
593	и уже	1	1
594	понимания этого	1	1
595	абстракции и	1	1
596	входить в	2	1
597	образ так	1	1
598	то прежде	1	1
599	для ее	1	1
600	вместе с	2	1
601	эта идея	2	1
602	представить себе	1	1
603	кто именно	1	1
604	в духе	1	1
605	нужно отнести	1	1
606	самый этот	2	1
607	к своему	9	1
608	последнем случае	1	1
609	перед нами	3	1
610	быть только	1	1
611	на различные	1	1
612	с которым	2	1
613	для понимания	1	1
614	ней не	1	1
615	существенно и	2	1
616	не касается	1	1
617	этом и	1	1
618	от нас	2	1
619	которые оно	1	1
620	кроме того	2	1
621	суждения и	1	1
622	лишь его	1	1
623	только одна	1	1
624	известной степени	2	1
625	этих случаях	2	1
626	не знаем	2	1
627	конечно эта	1	1
628	указать на	1	1
629	для выражения	1	1
630	она может	2	1
631	мира и	5	1
632	поэтому для	1	1
633	это как	1	1
634	человек и	14	1
635	развития и	1	1
636	на первый	1	1
637	для нас	5	1
638	один только	1	1
639	но именно	1	1
640	к раскрытию	1	1
641	разной степени	1	1
642	также не	1	1
643	них и	2	1
644	а также	3	1
645	жизни в	2	1
646	к его	2	1
647	не получила	1	1
648	какой мере	1	1
649	в последнем	1	1
650	сам в	1	1
651	только о	2	1
652	не уменьшается	1	1
653	которым они	1	1
654	о себе	1	1
655	и другие	2	1
656	они не	2	1
657	как мифа	1	1
658	быть до	2	1
659	в таком	4	1
660	все что	2	1
