N	2gram	Nazirov_Tr_1	Dialekti
253	эта связь	1	1
254	в той	1	1
255	в связи	1	1
256	что ее	1	1
257	мысль о	1	1
258	и наконец	1	1
259	в которой	1	1
260	самой природе	1	1
261	бы не	1	1
262	это тот	1	1
263	говорит не	1	1
264	этого образа	1	1
265	проникает в	1	1
266	вы так	1	1
267	если он	1	1
268	не могла	1	1
269	и если	1	1
270	вообще не	1	1
271	при этом	3	1
272	и критики	1	1
273	берется в	1	1
274	они только	1	1
275	к одному	1	1
276	не к	1	1
277	что нужно	1	1
278	и по	1	1
279	показал что	1	1
280	таким образом	1	1
281	и холод	1	1
282	я вам	1	1
283	здесь мы	1	1
284	что все	2	1
285	же не	1	1
286	ними как	1	1
287	а по	1	1
288	на ту	1	1
289	то есть	3	1
290	его в	2	1
291	дома и	2	1
292	с жизнью	1	1
293	а это	1	1
294	ты мне	1	1
295	эти же	1	1
296	нет в	2	1
297	в этой	4	1
298	этого не	1	1
299	всю жизнь	1	1
300	при случае	1	1
301	со своими	1	1
302	говорится о	1	1
303	к величайшему	1	1
304	образ на	1	1
305	с такой	1	1
306	сам говорит	2	1
307	отвращение к	1	1
308	в развитии	1	1
309	но я	1	1
310	есть такая	1	1
311	в шутку	1	1
312	взгляд на	1	1
313	в такой	1	1
314	именно такую	1	1
315	добра и	1	1
316	представление о	1	1
317	миф о	1	1
318	но он	1	1
319	над ними	1	1
320	тем не	1	1
321	еще раз	2	1
322	не могли	1	1
323	ясное как	1	1
324	века а	1	1
325	тем самым	3	1
326	xviii века	1	1
327	и начинает	1	1
328	самого начала	1	1
329	того как	1	1
330	я буду	2	1
331	тогда и	1	1
332	что вы	3	1
333	того чтобы	1	1
334	он с	1	1
335	не выдержал	1	1
336	на меня	2	1
337	по своей	1	1
338	и его	6	1
339	связи с	1	1
340	не нужен	1	1
341	вот почему	1	1
342	своем известном	1	1
343	как будто	3	1
344	не могут	2	1
345	уже было	1	1
346	сходство с	1	1
347	что наш	1	1
348	всего что	1	1
349	идеи он	1	1
350	где он	1	1
351	с образом	1	1
352	вы не	1	1
353	вещами и	1	1
354	не беспокойтесь	1	1
355	и тонко	1	1
356	понимаем что	1	1
357	но при	2	1
358	на другой	1	1
359	не скажет	1	1
360	с каким	1	1
361	в голову	1	1
362	в каких	1	1
363	с самого	1	1
364	веру в	2	1
365	и которую	1	1
366	природе своей	1	1
367	и сам	3	1
368	можно написать	1	1
369	в образе	6	1
370	на нее	1	1
371	по природе	1	1
372	еще в	2	1
373	в результате	1	1
374	ничего подобного	1	1
375	подобного нет	1	1
376	она тоже	1	1
377	действия не	1	1
378	еще ничего	1	1
379	и должно	1	1
380	увидел что	1	1
381	это происходит	1	1
382	но мы	1	1
383	не какое-то	1	1
384	заключается в	1	1
385	все в	1	1
386	обоих случаях	1	1
387	доходит до	1	1
388	между тем	1	1
389	и цветов	1	1
390	все время	1	1
391	у которого	1	1
392	не так	2	1
393	его собственная	1	1
394	наблюдать и	1	1
395	в новой	1	1
396	ее к	2	1
397	и дело	1	1
398	только сам	1	1
399	всю ее	1	1
400	как нечто	1	1
401	это очень	5	1
402	вопрос об	1	1
403	есть в	1	1
404	вот что	1	1
405	уже в	3	1
406	и чисто	1	1
407	в понятие	1	1
408	все образы	1	1
409	в душе	2	1
410	но от	1	1
411	или как	1	1
412	не для	1	1
413	с этими	1	1
414	ее не	1	1
415	у него	6	1
416	и вместе	1	1
417	с другим	1	1
418	только один	1	1
419	и др	1	1
420	не верит	1	1
421	а на	1	1
422	может ли	1	1
423	а за	1	1
424	именно так	1	1
425	его как	1	1
426	а вы	1	1
427	одну из	1	1
428	и я	2	1
429	и дико	1	1
430	для ее	1	1
431	вместе с	1	1
432	в духе	1	1
433	встречается в	1	1
434	наряду с	1	1
435	перед нами	2	1
436	это его	1	1
437	с которым	1	1
438	для понимания	1	1
439	на свете	1	1
440	нее самой	1	1
441	казалось что	1	1
442	является ли	1	1
443	это уже	2	1
444	известной степени	1	1
445	при таком	1	1
446	где и	1	1
447	как система	1	1
448	это как	1	1
449	для нас	1	1
450	пушкина и	1	1
451	к этой	1	1
452	в ресторане	2	1
453	а также	1	1
454	по самой	1	1
455	к ее	1	1
456	жизни в	1	1
457	вместе и	1	1
458	имеет целью	1	1
459	не быть	1	1
460	и жизнь	1	1
461	только о	2	1
462	и своею	1	1
463	я вижу	1	1
464	а я	5	1
465	о себе	1	1
466	в таком	2	1
