N	2gram	Losev_Dial_1	VrazhdaK
199	вот ее	1	1
200	эта попытка	1	1
201	этого не	1	1
202	а за	1	1
203	всю жизнь	1	1
204	не всегда	1	1
205	он и	2	1
206	в москве	1	1
207	в развитии	1	1
208	такой же	2	1
209	но я	1	1
210	в этих	5	1
211	и их	2	1
212	можно найти	2	1
213	всяком случае	2	1
214	на свою	1	1
215	представление о	1	1
216	на губах	1	1
217	тем не	1	1
218	по крайней	4	1
219	без всяких	1	1
220	не могли	1	1
221	образ по	1	1
222	равно не	1	1
223	не должна	2	1
224	до исступления	1	1
225	раз и	2	1
226	так он	1	1
227	вплоть до	3	1
228	но они	2	1
229	тем самым	1	1
230	что эта	4	1
231	другой не	1	1
232	от нас	1	1
233	в какую-то	2	1
234	не имеет	15	1
235	правда в	1	1
236	как о	2	1
237	не лучше	2	1
238	ничего не	17	1
239	того как	1	1
240	и позитивно	1	1
241	по своей	1	1
242	потому что	14	1
243	– так	1	1
244	никуда не	1	1
245	этом отношении	2	1
246	факты их	1	1
247	впрочем тут	1	1
248	в каком	8	1
249	ли это	3	1
250	этот закон	1	1
251	в духе	1	1
252	могут быть	3	1
253	сама жизнь	1	1
254	отличается от	2	1
255	сходство с	1	1
256	этого и	1	1
257	же только	1	1
258	она же	1	1
259	не есть	40	1
260	уже на	1	1
261	ничего общего	4	1
262	правда не	1	1
263	и образ	6	1
264	но при	1	1
265	это будет	1	1
266	в ее	1	1
267	но мы	1	1
268	то время	1	1
269	верит в	1	1
270	веру в	1	1
271	и сам	1	1
272	так и	9	1
273	на нее	1	1
274	не с	5	1
275	ясно что	8	1
276	нам уже	1	1
277	еще в	1	1
278	жизнь и	3	1
279	быть может	4	1
280	и вообще	4	1
281	во всяком	4	1
282	можно объяснить	1	1
283	приближается к	1	1
284	увидел что	1	1
285	с тою	1	1
286	его жизни	1	1
287	до сих	2	1
288	не стоит	1	1
289	но об	1	1
290	при полном	1	1
291	к нему	8	1
292	доходит до	1	1
293	во всех	1	1
294	особенно резко	1	1
295	говорить об	1	1
296	я вижу	1	1
297	крайней мере	4	1
298	тотчас же	1	1
299	и можно	1	1
300	возникает вопрос	1	1
301	вслед за	2	1
302	все в	1	1
303	получается что	1	1
304	не знаю	1	1
305	если это	2	1
306	и самые	1	1
307	руки его	1	1
308	имеется в	1	1
309	нас интересует	1	1
310	этом смысле	3	1
311	один из	3	1
312	но с	3	1
313	сразу же	1	1
314	не хотят	3	1
315	действие в	1	1
316	ли он	1	1
317	во всем	2	1
318	то он	2	1
319	сложности и	1	1
320	таинственного и	1	1
321	в качестве	2	1
322	же он	2	1
323	почему собственно	1	1
324	себя в	1	1
325	– т	1	1
326	хотя в	1	1
327	а это	1	1
328	разрушила эту	1	1
329	в душе	1	1
330	что для	3	1
331	ни с	6	1
332	говорит о	5	1
333	никто не	2	1
334	пока не	1	1
335	мы находим	7	1
336	считать что	3	1
337	ее не	1	1
338	но которая	2	1
339	как при	1	1
340	не просто	7	1
341	от того	1	1
342	перед ними	1	1
343	в особенности	5	1
344	и из	3	1
345	с другой	6	1
346	именно в	2	1
347	что тот	1	1
348	все равно	3	1
349	такое же	1	1
350	ней ничего	1	1
351	прежде всего	10	1
352	и самый	1	1
353	в ту	1	1
354	одну из	1	1
355	не об	1	1
356	в частности	2	1
357	д в	1	1
358	или по	2	1
359	– не	11	1
360	не дают	1	1
361	это за	2	1
362	того что	2	1
363	я с	1	1
364	еще раз	1	1
365	сих пор	2	1
366	между прочим	1	1
367	у вас	1	1
368	об одном	2	1
369	но для	1	1
370	нем можно	1	1
371	и от	2	1
372	– вы	1	1
373	это можно	1	1
374	я всегда	2	1
375	и своею	1	1
376	о котором	1	1
377	это как	1	1
378	человек и	1	1
379	тот кто	2	1
380	хотя и	4	1
381	и перед	1	1
382	бы в	3	1
383	еще более	3	1
384	у которого	1	1
385	конце концов	3	1
386	он –	18	1
387	только что	3	1
388	лучше ли	2	1
389	уже давно	1	1
390	но вот	3	1
391	отношении к	3	1
392	а о	2	1
393	о своем	2	1
394	быть и	4	1
395	только как	2	1
396	другой стороны	4	1
397	но наука	3	1
398	из этого	1	1
399	сам в	1	1
400	наказания а	1	1
401	только о	1	1
402	жизни и	3	1
403	к этой	1	1
404	который не	1	1
405	в таком	1	1
406	точно так	2	1
407	все что	1	1
408	они не	1	1
