N	2gram	Trubetskoy_1	Marksizm
176	с другой	6	3
177	мы только	1	3
178	и то	4	3
179	оно может	1	3
180	нами в	1	3
181	что оно	3	3
182	и это	3	3
183	перед нами	1	3
184	так как	7	3
185	социального общения	1	3
186	не есть	2	3
187	как от	1	2
188	одним из	4	2
189	или может	1	2
190	приводит к	1	2
191	в значительной	1	2
192	не знает	2	2
193	и с	5	2
194	которой мы	2	2
195	вопрос о	3	2
196	должны быть	3	2
197	направление в	1	2
198	т.е к	1	2
199	всем этим	1	2
200	жизни и	2	2
201	бы это	1	2
202	от этого	1	2
203	что они	2	2
204	этом последнем	1	2
205	в более	1	2
206	нас не	1	2
207	лишь те	1	2
208	как на	4	2
209	уже знаем	1	2
210	все то	2	2
211	крайней мере	1	2
212	разобранные нами	1	2
213	рядом с	1	2
214	себя с	1	2
215	культуры как	3	2
216	в виде	4	2
217	науки о	1	2
218	вместе с	6	2
219	в жизни	3	2
220	лишь с	1	2
221	что это	5	2
222	группы и	1	2
223	будет ли	1	2
224	вступает в	1	2
225	иное как	1	2
226	то есть	2	2
227	бы не	1	2
228	слагается из	3	2
229	от него	3	2
230	далеко не	5	2
231	ли это	1	2
232	в нашем	3	2
233	свидетельствует о	1	2
234	его к	1	2
235	независимо от	2	2
236	из всего	1	2
237	все его	2	2
238	что в	8	2
239	в тех	3	2
240	из него	2	2
241	между ними	2	2
242	в начале	2	2
243	мы не	1	2
244	следовательно и	1	2
245	не так	4	2
246	и самого	1	2
247	в узком	1	2
248	но как	2	2
249	еще более	1	2
250	и даже	1	2
251	как из	1	2
252	различие между	1	2
253	на все	5	2
254	они не	2	2
255	ко всем	3	2
256	другими словами	2	2
257	являются лишь	1	2
258	почти исключительно	1	2
259	к его	1	2
260	и потому	3	2
261	каждого человека	2	2
262	именно как	1	2
263	только с	1	2
264	в учении	1	2
265	зависимости от	1	2
266	до конца	1	2
267	тому же	6	2
268	а с	4	2
269	свет на	1	2
270	всяком случае	2	2
271	тем что	1	2
272	или менее	7	2
273	это было	1	2
274	ее от	1	2
275	более или	7	2
276	друг друга	2	2
277	теперь мы	2	2
278	в зависимости	1	2
279	точку зрения	2	2
280	по крайней	1	2
281	они могут	2	2
282	без исключения	1	2
283	у него	5	2
284	именно в	5	2
285	силой и	1	2
286	даже и	1	2
287	и всякое	1	2
288	является конечно	1	2
289	должен быть	1	2
290	является только	1	2
291	если же	3	2
292	но по	3	2
293	делает его	1	2
294	и у	4	2
295	не следует	1	2
296	эти последние	2	2
297	все более	1	2
298	и особенно	2	2
299	уже в	1	2
300	сводится к	2	2
301	и эта	1	2
302	как о	1	2
303	лишь при	4	2
304	мы знаем	10	2
305	он и	1	2
306	но не	2	2
307	но для	2	2
308	в своем	10	2
309	мы возьмем	1	2
310	и затем	1	1
311	вступают в	2	1
312	и из	2	1
313	и маленького	1	1
314	не могла	1	1
315	в которой	5	1
316	о которых	6	1
317	простое и	1	1
318	почти все	2	1
319	главным образом	1	1
320	ибо в	4	1
321	такою же	1	1
322	широком смысле	2	1
323	и помимо	1	1
324	были бы	1	1
325	лишь то	1	1
326	но с	2	1
327	по сравнению	5	1
328	бы с	1	1
329	сравнению с	5	1
330	большей степени	1	1
331	среды в	1	1
332	и вот	1	1
333	и наконец	3	1
334	этом однако	1	1
335	социально-политического строя	1	1
336	этих элементов	1	1
337	языка то	1	1
338	когда же	1	1
339	поколения в	2	1
340	так если	1	1
341	чрезвычайно слабо	1	1
342	менее в	1	1
343	говорить о	2	1
344	мы и	2	1
345	идет в	1	1
346	бы на	1	1
347	возможна лишь	1	1
348	ее не	1	1
349	ни одна	1	1
350	душевной жизни	1	1
351	о котором	7	1
352	представление об	4	1
353	на том	2	1
354	помимо этого	1	1
355	это сознание	1	1
356	в состоянии	4	1
357	в разных	3	1
358	случае не	1	1
359	оно существует	1	1
360	нет в	2	1
361	на которые	1	1
362	себя от	1	1
363	что вопрос	1	1
364	психология в	1	1
365	это слово	1	1
366	в этот	1	1
367	еще и	1	1
368	между собой	4	1
369	здесь не	1	1
370	и со	1	1
371	но при	1	1
372	в равной	1	1
373	чем их	2	1
374	предполагает что	1	1
375	не менее	7	1
376	данный человек	1	1
377	друг другу	1	1
378	последнем случае	1	1
379	особый характер	1	1
380	из этой	2	1
381	только при	2	1
382	есть в	2	1
383	гораздо более	2	1
384	когда оно	1	1
385	числе и	1	1
386	все это	11	1
387	для целого	1	1
388	только по	1	1
389	на эту	1	1
390	одно из	3	1
391	на тех	1	1
392	времени к	1	1
393	приобщения к	2	1
394	или поздно	1	1
395	говоря уже	1	1
396	сознании данной	1	1
397	и конец	4	1
398	иначе как	1	1
399	элемент его	1	1
400	и так	2	1
401	увидим что	1	1
402	и вообще	3	1
403	эту мысль	1	1
404	обстоит дело	1	1
405	к которому	1	1
406	потому что	9	1
407	ним и	1	1
408	что эта	4	1
409	социальная среда	1	1
410	соответствующие им	1	1
411	с ним	6	1
412	у каждого	1	1
413	и другие	1	1
414	других людей	1	1
415	имеет свою	1	1
416	можно только	1	1
417	от того	3	1
418	так что	5	1
419	всех своих	1	1
420	более всего	2	1
421	в центре	1	1
422	при условии	2	1
423	данной эпохи	1	1
424	другом месте	1	1
425	а на	1	1
426	так в	1	1
427	в другой	1	1
428	от друга	6	1
429	зрения в	1	1
430	в разные	1	1
431	сами же	1	1
432	нужно чтобы	1	1
433	в каждую	1	1
434	а всякое	2	1
435	с тем	2	1
436	то в	2	1
437	с и	1	1
438	еще дальше	1	1
439	этот процесс	2	1
440	на первых	1	1
441	и развития	1	1
442	сомнению что	3	1
443	к моменту	1	1
444	первобытных народов	1	1
445	и другой	1	1
446	они вступают	1	1
447	в каком-нибудь	1	1
448	совсем не	1	1
449	всех возможных	1	1
450	уже сказали	1	1
451	себя на	1	1
452	но когда	1	1
453	является ли	3	1
454	же не	3	1
455	одного в	1	1
456	и только	2	1
457	пр эта	1	1
458	существует в	1	1
459	потому-то и	1	1
460	что же	2	1
461	этого не	1	1
462	время в	1	1
463	а именно	1	1
464	т.е те	1	1
465	только понимание	1	1
466	к жизни	1	1
467	и сама	1	1
468	например в	1	1
469	с другом	9	1
470	видели что	1	1
471	а лишь	2	1
472	во всей	1	1
473	мы вспомним	1	1
474	в широком	1	1
475	кажется что	1	1
476	быть не	1	1
477	и притом	1	1
478	о которой	2	1
479	в нашей	1	1
480	через стадию	1	1
481	работы и	2	1
482	мы дадим	1	1
483	входит в	1	1
484	и я	1	1
485	те кто	1	1
486	рано или	1	1
487	образом оказывается	1	1
488	деле это	1	1
489	что большинство	1	1
490	у них	6	1
491	всегда в	1	1
492	конечно нет	1	1
493	слова т.е	1	1
494	людьми и	1	1
495	хотя и	4	1
496	этом и	1	1
497	и других	2	1
498	говорили что	1	1
499	и весь	1	1
500	в данный	1	1
501	этом случае	4	1
502	общи у	1	1
503	друг от	6	1
504	то эти	1	1
505	предшествующее изложение	1	1
506	и сам	2	1
507	положении находится	1	1
508	спор может	1	1
509	проникнуть в	1	1
510	к чужой	6	1
511	самое что	1	1
512	между двумя	5	1
513	во внимание	2	1
514	как в	1	1
515	в совершенно	3	1
516	которых мы	3	1
517	в других	1	1
518	двух различных	1	1
519	на которой	1	1
520	как тот	2	1
521	они и	1	1
522	находится в	1	1
523	и поэтому	2	1
524	бы к	1	1
525	из этих	8	1
526	из этого	6	1
527	есть только	1	1
528	нет ничего	1	1
529	это и	1	1
530	в целом	5	1
531	весьма сложного	1	1
532	ее в	1	1
533	и развитию	1	1
534	тогда когда	3	1
535	эти две	1	1
536	несмотря на	6	1
537	только одно	2	1
538	не говоря	1	1
539	что его	4	1
540	принадлежит именно	1	1
541	если в	1	1
542	идет об	1	1
543	друг с	9	1
544	в психике	7	1
545	являются не	1	1
546	тот же	3	1
547	из сил	1	1
548	чем сильнее	1	1
549	мы должны	4	1
550	связаны с	1	1
551	в течение	4	1
552	случае за	1	1
553	дело в	1	1
554	и что	8	1
555	можно назвать	3	1
556	с которыми	2	1
557	и политической	1	1
558	такой народ	2	1
559	социальных группах	1	1
560	а только	1	1
561	на нем	1	1
562	из поколения	1	1
563	конечно невозможно	1	1
564	психики и	1	1
565	говорить что	3	1
566	культур эта	1	1
567	которого они	1	1
568	тот или	1	1
569	всю свою	1	1
570	на основании	1	1
571	ясно что	8	1
572	или не	1	1
573	перестает быть	1	1
574	к ним	2	1
575	в противоречие	2	1
576	еще менее	1	1
577	к которой	3	1
578	тем не	4	1
579	на себя	1	1
580	как элемент	1	1
581	входящих в	2	1
582	уже говорили	1	1
583	мы попытаемся	1	1
584	уже не	1	1
585	то это	1	1
586	однако при	2	1
587	конечно только	1	1
588	в силу	7	1
589	не совсем	1	1
590	что все	5	1
591	в каждом	1	1
592	если только	1	1
593	жизни если	1	1
594	образом в	3	1
595	форме с	1	1
596	что эти	2	1
597	то ведь	1	1
598	и кажется	1	1
599	другой стороны	5	1
600	отчасти и	1	1
601	всех этих	4	1
602	к двум	2	1
603	данный момент	4	1
604	этого явления	2	1
605	свой смысл	1	1
606	которые совершенно	1	1
607	в борьбу	1	1
608	а наоборот	3	1
609	что именно	1	1
610	и часто	1	1
611	или с	1	1
612	на которых	1	1
613	противоречие с	1	1
614	национальной культуры	7	1
615	или нет	1	1
616	в поколение	1	1
617	они одинаково	1	1
618	являются в	1	1
619	ему и	2	1
620	которой он	1	1
621	ясно также	1	1
622	остается в	1	1
623	то ее	1	1
624	последнее время	1	1
625	и проч	4	1
626	мы были	1	1
627	не могут	4	1
628	как для	3	1
629	мы видим	1	1
630	кроме того	1	1
631	произведения в	1	1
632	играет роль	1	1
633	пути к	1	1
634	себя и	2	1
635	и если	6	1
636	и лингвистическое	1	1
637	как известно	3	1
638	однако не	1	1
639	не являются	1	1
640	он есть	1	1
641	также и	2	1
642	с большою	1	1
643	только тогда	2	1
644	народов и	6	1
645	роль в	1	1
646	и самому	1	1
647	из того	4	1
648	же и	1	1
649	же касается	2	1
650	и хотя	1	1
651	и между	1	1
652	части в	2	1
653	время сохраняют	1	1
654	в гораздо	2	1
655	начало и	6	1
656	этих двух	2	1
657	такая оценка	1	1
658	живет и	1	1
659	не приходится	1	1
660	уже о	1	1
661	но из	1	1
662	все они	5	1
663	том числе	1	1
664	за ними	3	1
665	него с	2	1
666	у современных	1	1
667	они существуют	1	1
668	чтобы быть	2	1
669	касается до	8	1
670	например при	1	1
671	не подлежит	3	1
672	с такою	1	1
673	вопроса о	1	1
674	а следовательно	1	1
675	их взаимоотношения	1	1
676	и где	2	1
677	нельзя и	1	1
678	а может	1	1
679	сохраняет свою	1	1
680	в себя	2	1
681	в современной	1	1
682	т.е в	1	1
683	что она	1	1
684	в них	2	1
685	поставленные нами	1	1
686	как оно	1	1
687	так или	5	1
688	выше мы	4	1
689	что такое	1	1
690	жизни в	1	1
691	в самой	2	1
692	заключается в	2	1
693	что с	5	1
694	со стороны	1	1
695	основан на	1	1
696	нее и	1	1
697	него в	2	1
698	как же	1	1
699	на нее	2	1
700	не выдерживают	1	1
701	из них	5	1
702	различать два	1	1
703	или иначе	5	1
704	ответить на	2	1
705	в общей	2	1
706	но именно	1	1
707	становится как	1	1
708	мы все	2	1
709	который ему	1	1
710	сложились в	1	1
711	все остальные	1	1
712	но все	5	1
713	об отношении	1	1
714	мысль о	1	1
715	из элементов	7	1
716	лежит за	1	1
717	к одному	1	1
718	протест или	1	1
719	и объяснения	1	1
