N	2gram	Losev_Prob_1	TeoriaLi
356	другим и	1	1
357	или точнее	1	1
358	в такой	1	1
359	мы конечно	1	1
360	и без	1	1
361	в котором	5	1
362	всего только	1	1
363	на свою	1	1
364	теории литературы	3	1
365	не как	2	1
366	оно стало	1	1
367	до последнего	1	1
368	не путем	1	1
369	искусства не	1	1
370	на первой	1	1
371	объективного мира	3	1
372	друг другу	2	1
373	в прошлом	1	1
374	том и	1	1
375	значимость в	1	1
376	чем собственно	1	1
377	с такими	2	1
378	остановимся на	1	1
379	и превращающим	1	1
380	случае мы	1	1
381	и вся	1	1
382	то с	9	1
383	между людьми	1	1
384	чистом виде	1	1
385	таких случаях	2	1
386	до известной	1	1
387	в таких	2	1
388	ее не	1	1
389	некоторого рода	5	1
390	по крайней	2	1
391	не имеет	2	1
392	дело в	3	1
393	одна из	1	1
394	и сама	2	1
395	которого он	2	1
396	тем однако	1	1
397	каждый из	1	1
398	того и	1	1
399	только и	3	1
400	в самой	3	1
401	с одним	1	1
402	от него	1	1
403	этих случаях	3	1
404	связи с	5	1
405	ту или	1	1
406	не ее	2	1
407	и делает	3	1
408	зрение и	1	1
409	ее внутренней	1	1
410	не является	5	1
411	в каком	3	1
412	однако это	3	1
413	ему не	1	1
414	не мыслится	1	1
415	этот закон	1	1
416	у нас	14	1
417	настоящего времени	1	1
418	очень часто	1	1
419	в момент	1	1
420	не могут	2	1
421	и заключается	2	1
422	образом что	1	1
423	когда мы	8	1
424	и существенно	1	1
425	сравнении с	1	1
426	окружающей нас	1	1
427	его с	1	1
428	эта внутренняя	1	1
429	указывает на	14	1
430	в каждом	1	1
431	оно не	3	1
432	она не	2	1
433	и своя	2	1
434	самом общем	1	1
435	говорит о	3	1
436	должен быть	1	1
437	вещей в	1	1
438	как мы	7	1
439	вещами и	1	1
440	у себя	1	1
441	того чтобы	9	1
442	та или	1	1
443	говорит и	3	1
444	имеет значение	1	1
445	для читателя	1	1
446	то или	2	1
447	мысль о	1	1
448	чтобы быть	1	1
449	только то	4	1
450	то время	1	1
451	всей своей	1	1
452	не возникает	1	1
453	вопрос что	1	1
454	употребления термина	1	1
455	с собой	2	1
456	можно было	3	1
457	на нее	1	1
458	проблем и	1	1
459	здесь как	1	1
460	особенно в	2	1
461	с самим	1	1
462	начала и	1	1
463	наше внимание	1	1
464	разного рода	6	1
465	является в	2	1
466	для этого	3	1
467	с ним	3	1
468	не случайна	1	1
469	если читатель	1	1
470	весьма существенно	1	1
471	искусства и	3	1
472	то во	2	1
473	настоящее время	3	1
474	определенным образом	3	1
475	никак не	4	1
476	не содержит	2	1
477	как ее	1	1
478	одного из	1	1
479	мира а	1	1
480	основе своей	1	1
481	и который	2	1
482	в сущности	2	1
483	данного художественного	2	1
484	говорят это	1	1
485	эти два	1	1
486	стоит и	2	1
487	и только	4	1
488	крайней мере	2	1
489	чем и	1	1
490	эти последние	2	1
491	по собственному	1	1
492	с лизой	1	1
493	один из	4	1
494	но с	1	1
495	д и	4	1
496	оно и	3	1
497	знаков в	1	1
498	тот же	1	1
499	природой и	1	1
500	и является	7	1
501	тем или	3	1
502	даже если	4	1
503	может оказаться	1	1
504	ее смысл	2	1
505	или его	2	1
506	который в	1	1
507	и жизни	1	1
508	со всеми	2	1
509	с которыми	4	1
510	так что	6	1
511	от одной	1	1
512	же и	3	1
513	для всех	1	1
514	есть в	5	1
515	если мы	11	1
516	только на	4	1
517	всем его	1	1
518	этого я	1	1
519	в значении	1	1
520	но самое	1	1
521	не дает	1	1
522	вишневый сад	3	1
523	из них	3	1
524	это требует	1	1
525	за ним	1	1
526	к каким	1	1
527	одно из	2	1
528	и их	1	1
529	идея или	1	1
530	ведь это	2	1
531	имеют место	1	1
532	с этими	2	1
533	так как	11	1
534	тому же	1	1
535	в такое	1	1
536	несет в	1	1
537	случае не	3	1
538	как такового	2	1
539	не говорит	1	1
540	в первую	1	1
541	чтобы оно	2	1
542	и строго	1	1
543	для того	8	1
544	о каком	1	1
545	другого и	1	1
546	на примере	1	1
547	на ее	1	1
548	не обязательно	3	1
549	отказаться от	1	1
550	еще и	5	1
551	и внешнее	1	1
552	который от	1	1
553	что для	2	1
554	бы никакого	3	1
555	и пр	4	1
556	позиции в	1	1
557	не было	4	1
558	искусстве не	1	1
559	и эстетического	1	1
560	означало бы	1	1
561	с которым	1	1
562	и я	1	1
563	своей структуре	1	1
564	что из	1	1
565	и слово	1	1
566	ближе к	1	1
567	его как	2	1
568	в одно	4	1
569	если не	4	1
570	в связи	4	1
571	может иметь	2	1
572	нет никаких	1	1
573	но кто	1	1
574	в одной	1	1
575	некий общий	1	1
576	требует от	1	1
577	к бытию	1	1
578	к своему	1	1
579	быть это	1	1
580	для искусства	1	1
581	покоя как	1	1
582	одновременно и	1	1
583	одновременно с	1	1
584	было и	1	1
585	тому как	2	1
586	есть как	2	1
587	да и	3	1
588	для понимания	1	1
589	евгении онегине	1	1
590	многих других	1	1
591	в это	2	1
592	с этой	1	1
593	этом случае	2	1
594	художественное произведение	1	1
595	быть и	3	1
596	известном смысле	1	1
597	о его	2	1
598	все это	7	1
599	точно и	1	1
600	если ее	1	1
601	и конца	1	1
602	при всем	1	1
603	является как	1	1
604	чтобы этот	1	1
605	известной степени	2	1
606	зрения логики	1	1
607	случаях он	1	1
608	и от	1	1
609	в результате	2	1
610	все они	1	1
611	о котором	1	1
612	которая в	1	1
613	в настоящее	3	1
614	больше и	1	1
615	это энергия	1	1
616	и нераздельное	2	1
617	в третьем	1	1
618	не более	1	1
619	решает не	1	1
620	не объективно	1	1
621	с другими	2	1
622	в сравнении	1	1
623	ни было	1	1
624	же в	4	1
625	как этого	1	1
626	мы видим	2	1
627	но всегда	1	1
628	не есть	29	1
629	вступает в	1	1
630	к самому	1	1
631	является его	1	1
632	нами не	1	1
633	может и	3	1
634	чем с	1	1
635	со мной	1	1
636	не быть	1	1
637	самое существенное	1	1
638	от всех	2	1
639	совершенно не	6	1
640	что такое	6	1
641	здесь обычно	1	1
642	просто не	1	1
643	жизни и	1	1
644	ее в	2	1
645	по поводу	4	1
646	в таком	9	1
647	точно так	4	1
