N	2gram	Tiupa_Vved_1	FransuaR
146	так сказать	2	2
147	на его	1	2
148	новое и	1	2
149	на этом	1	2
150	может быть	18	2
151	этом он	1	2
152	и мы	1	2
153	в жизни	4	2
154	по всему	1	2
155	соответствии с	6	2
156	эпизоде как	1	2
157	не мог	1	2
158	на первый	1	2
159	в этих	3	2
160	бы на	1	2
161	в котором	8	2
162	в их	1	2
163	место в	2	2
164	не столько	4	2
165	что я	1	2
166	мир и	1	2
167	их в	2	2
168	том же	1	2
169	на котором	1	2
170	но она	1	2
171	но только	1	2
172	никогда не	4	2
173	связи с	1	2
174	как будто	4	2
175	числе и	1	2
176	к тому	6	2
177	если же	1	2
178	о том	5	2
179	же не	1	2
180	или в	1	2
181	времени и	7	2
182	было в	1	2
183	с ним	3	2
184	т.п в	1	2
185	в игре	1	2
186	а также	8	2
187	земной жизни	1	2
188	будто он	1	2
189	существенную роль	1	2
190	в другой	1	2
191	также в	1	2
192	мы увидим	1	2
193	то он	2	2
194	и ряд	1	2
195	себя в	1	2
196	есть в	2	2
197	уже не	5	2
198	и у	1	2
199	уже в	1	2
200	его и	1	2
201	мир в	1	2
202	в новом	1	2
203	представлений о	1	2
204	как раз	2	2
205	в особенности	1	2
206	со стороны	5	2
207	к которому	2	2
208	нового времени	3	2
209	но оно	1	2
210	одной стороны	5	2
211	они не	1	2
212	не на	1	2
213	власти и	1	2
214	в слове	3	2
215	разных местах	1	2
216	стороны в	1	2
217	о чем	2	2
218	в той	4	2
219	да и	1	2
220	на свете	1	2
221	между прочим	1	2
222	и для	3	2
223	этого рода	1	2
224	в основе	3	2
225	а как	1	2
226	жизни в	4	2
227	нет ничего	1	2
228	между ними	1	2
229	не может	7	2
230	из этого	1	2
231	на свет	1	2
232	но эти	1	2
233	только в	6	2
234	в своих	2	2
235	к этому	2	2
236	в безопасности	1	1
237	же еще	1	1
238	с кем	1	1
239	четыре главы	1	1
240	за собой	1	1
241	смерть в	1	1
242	должна быть	2	1
243	мать и	1	1
244	этот эпизод	1	1
245	в самом	2	1
246	он как	1	1
247	это достигается	1	1
248	в каждый	1	1
249	принадлежит к	3	1
250	не вполне	3	1
251	это отношение	1	1
252	жизни как	1	1
253	после первого	1	1
254	речь это	1	1
255	и он	1	1
256	это время	2	1
257	характерную для	1	1
258	он сам	1	1
259	бы мы	1	1
260	истории а	3	1
261	же самые	1	1
262	самом деле	3	1
263	же она	1	1
264	не все	2	1
265	конечном счете	1	1
266	лишь одной	1	1
267	отношение к	2	1
268	в наиболее	2	1
269	отличие от	2	1
270	тут же	1	1
271	воплощенной в	1	1
272	образов но	2	1
273	общий знаменатель	1	1
274	к сожалению	1	1
275	относится к	1	1
276	рассказ о	1	1
277	первый взгляд	1	1
278	его на	1	1
279	до его	1	1
280	стороны и	1	1
281	целый ряд	2	1
282	в противоположность	1	1
283	в герое	1	1
284	в этот	2	1
285	бы и	4	1
286	в целом	3	1
287	он в	1	1
288	всего к	1	1
289	только на	1	1
290	с их	1	1
291	ни одного	1	1
292	тому же	4	1
293	лица и	1	1
294	на то	1	1
295	смыслом и	1	1
296	слово это	1	1
297	и если	1	1
298	жизнью и	1	1
299	к одному	1	1
300	в силу	2	1
301	на жизнь	1	1
302	людей и	1	1
303	что она	1	1
304	здесь мы	1	1
305	хода жизни	1	1
306	значение в	1	1
307	в мире	8	1
308	об этом	4	1
309	них не	1	1
310	полной мере	1	1
311	или даже	1	1
312	входит в	1	1
313	на протяжении	1	1
314	которого не	1	1
315	самом деле?	1	1
316	даже в	1	1
317	значимости и	1	1
318	в итоге	3	1
319	в данном	13	1
320	на этот	1	1
321	мы не	4	1
322	к празднику	1	1
323	автора и	1	1
324	о которой	2	1
325	и того	2	1
326	одного и	1	1
327	и становится	1	1
328	или точнее	1	1
329	что такое	18	1
330	рассказа о	2	1
331	благодаря этому	1	1
332	в отношении	1	1
333	самый момент	1	1
334	от времени	1	1
335	в отличие	2	1
336	что стало	1	1
337	всякий раз	1	1
338	эпизод она	1	1
339	в аспекте	2	1
340	без него	1	1
341	них звучит	1	1
342	можно ли	1	1
343	вплоть до	1	1
344	представлений об	1	1
345	он остается	1	1
346	до известной	1	1
347	мы пока	1	1
348	и такого	1	1
349	на четыре	1	1
350	дело не	1	1
351	на него	2	1
352	не по	1	1
353	говорить о	2	1
354	между жизнью	1	1
355	при всем	1	1
356	как она	1	1
357	во всем	1	1
358	сознанием и	1	1
359	потому что	5	1
360	этом отношении	4	1
361	что на	2	1
362	у нас	1	1
363	и оно	2	1
364	т.п и	1	1
365	в духе	1	1
366	что все	1	1
367	понимает и	1	1
368	и смертью	1	1
369	же самое	1	1
370	не стала	1	1
371	бы он	1	1
372	в единую	1	1
373	в полной	1	1
374	подчеркнуть что	5	1
375	время они	1	1
376	т.е в	1	1
377	так например	1	1
378	в каждой	1	1
379	времени но	1	1
380	свою очередь	4	1
381	и сами	2	1
382	чем дело	1	1
383	данном случае	6	1
384	оказываются в	1	1
385	существенное значение	1	1
386	и от	2	1
387	как по	2	1
388	всей своей	2	1
389	так в	4	1
390	на том	1	1
391	природе своей	1	1
392	можно было	2	1
393	те же	2	1
394	по природе	1	1
395	в последующих	1	1
396	еще в	2	1
397	она была	2	1
398	если бы	7	1
399	о котором	2	1
400	по мере	1	1
401	с утра	1	1
402	понимания как	1	1
403	известной степени	1	1
404	ее не	2	1
405	они полны	2	1
406	и та	1	1
407	и что	1	1
408	у этого	1	1
409	с того	1	1
410	можно сказать	4	1
411	в конечном	1	1
412	и откуда	1	1
413	его смысла	2	1
414	и всю	1	1
415	что и	2	1
416	что вполне	1	1
417	в форме	1	1
418	неизбежно будет	1	1
419	еще более	1	1
420	он обладает	1	1
421	и она	1	1
422	вся жизнь	1	1
423	в него	1	1
424	в современной	3	1
425	быть и	2	1
426	но с	1	1
427	не как	2	1
428	не хотят	2	1
429	дело с	2	1
430	будто бы	3	1
431	очень много	1	1
432	между этими	1	1
433	и ее	1	1
434	от них	1	1
435	в виде	1	1
436	только им	1	1
437	этот раз	2	1
438	для него	3	1
439	в одном	1	1
440	у нее	2	1
441	оно так	1	1
442	как его	2	1
443	не столь	1	1
444	в соответствии	6	1
445	каждый из	1	1
446	а с	2	1
447	мира это	2	1
448	выступает в	1	1
449	и опять	2	1
450	этому времени	1	1
451	человек в	1	1
452	из участников	2	1
453	ведь для	1	1
454	что мы	2	1
455	не истории	1	1
456	ближе к	1	1
457	не исключает	1	1
458	ряд других	1	1
459	на фоне	2	1
460	видели в	1	1
461	смысловой значимости	1	1
462	к его	3	1
463	и потому	1	1
464	в строгом	1	1
465	эпизодов но	1	1
466	дети в	1	1
467	времени с	1	1
468	есть на	1	1
469	в терминах	1	1
470	в первой	1	1
471	сложившихся в	1	1
472	культуры в	1	1
473	слова и	1	1
474	свое знаменитое	1	1
475	этом и	2	1
476	истории но	1	1
477	мира в	8	1
478	в мировой	1	1
479	принадлежности к	1	1
480	оно и	1	1
481	в связи	1	1
482	происходит в	1	1
483	сохраняется и	2	1
484	итоге мы	1	1
485	жизнь в	1	1
486	которая в	3	1
487	тот кто	2	1
488	к одной	1	1
489	для нас	2	1
490	в третьем	1	1
491	интерес к	1	1
492	не должен	1	1
493	мира другой	1	1
494	она так	1	1
495	становления в	1	1
496	только что	1	1
497	на роль	1	1
498	от лица	1	1
499	в свою	4	1
500	и внутренне	1	1
501	событие этого	1	1
502	оно совершается	1	1
503	только внешней	1	1
504	аллюзия на	1	1
505	что в	3	1
506	некоторые эпизоды	2	1
507	формам и	1	1
508	преломлении в	1	1
509	тайны и	1	1
510	в таком	1	1
511	все что	3	1
