N	2gram	Bakhtin_Fr_1	VelikijI
184	и распадения	1	1
185	так говорит	1	1
186	и чем	1	1
187	сложное и	1	1
188	это самое	1	1
189	мы дадим	2	1
190	его на	2	1
191	как в	5	1
192	и мир	1	1
193	и полное	1	1
194	в своем	8	1
195	известном смысле	1	1
196	все же	6	1
197	но с	2	1
198	от новых	1	1
199	своей сущности	1	1
200	мы видим	2	1
201	с ними	1	1
202	ли он	1	1
203	и свою	1	1
204	и так	2	1
205	это очень	2	1
206	в самом	4	1
207	быть открыта	1	1
208	в которой	1	1
209	образа в	1	1
210	бы ни	2	1
211	на людей	1	1
212	в целом	2	1
213	человеческой души	1	1
214	в этой	4	1
215	в известном	1	1
216	жизни там	1	1
217	же и	1	1
218	им в	1	1
219	наш мир	1	1
220	уже в	1	1
221	жизнь как	1	1
222	в которую	1	1
223	то и	1	1
224	и если	1	1
225	но прежде	1	1
226	по законам	1	1
227	или даже	2	1
228	но от	1	1
229	о которой	1	1
230	говорит что	1	1
231	перестает быть	3	1
232	и вот	2	1
233	вовсе не	18	1
234	не для	2	1
235	отношение к	4	1
236	нашего времени	1	1
237	в xx	1	1
238	у него	1	1
239	и по	2	1
240	на этом	1	1
241	он так	2	1
242	ее на	1	1
243	человека в	1	1
244	лишь к	1	1
245	для того	1	1
246	всех формах	1	1
247	в состоянии	3	1
248	конечно в	2	1
249	не были	3	1
250	и с	3	1
251	ней и	1	1
252	а его	2	1
253	мы им	1	1
254	с другой	3	1
255	лишь на	1	1
256	к миру	1	1
257	еще и	5	1
258	бытия в	1	1
259	весь мир	3	1
260	были в	2	1
261	как возможна	1	1
262	нового времени	13	1
263	стариков и	1	1
264	говорит о	1	1
265	к человеку	1	1
266	она и	1	1
267	был в	1	1
268	человеческой жизни	1	1
269	далее и	1	1
270	и уже	1	1
271	жизнь в	1	1
272	было для	1	1
273	жизни но	2	1
274	о чем	1	1
275	и своим	1	1
276	него не	1	1
277	более глубокое	1	1
278	воплощение в	1	1
279	места в	1	1
280	как это	1	1
281	то есть	45	1
282	мы в	1	1
283	у нас	1	1
284	в которых	1	1
285	в изображении	2	1
286	он говорит	1	1
287	если оно	1	1
288	для всякого	1	1
289	свободные от	1	1
290	в одном	5	1
291	не понимает	4	1
292	xx веке	1	1
293	образ и	1	1
294	в мир	2	1
295	в тот	1	1
296	есть еще	1	1
297	человек с	1	1
298	свобода и	1	1
299	этот мир	2	1
300	и всех	1	1
301	и смерти	1	1
302	освободиться от	1	1
303	и очень	2	1
304	еще к	1	1
305	раз и	2	1
306	можно ли	1	1
307	ни для	1	1
308	к ним	1	1
309	гораздо шире	1	1
310	о мире	1	1
311	на котором	3	1
312	с уважением	1	1
313	и именно	2	1
314	в другие	1	1
315	и от	2	1
316	ее но	1	1
317	мира и	4	1
318	это как	4	1
319	ничего не	3	1
320	в разных	1	1
321	и мощное	1	1
322	может быть	6	1
323	природы в	1	1
324	видим что	1	1
325	во всем	2	1
326	на него	2	1
327	к жизни	2	1
328	наших дней	1	1
329	на части	1	1
330	звучит в	1	1
331	связь с	5	1
332	жизни в	5	1
333	что на	1	1
334	духе его	1	1
335	в образах	1	1
336	другой стороны	1	1
337	но все	3	1
338	есть и	1	1
339	и могли	1	1
340	к этому	1	1
341	еще недостаточно	1	1
342	в искусстве	3	1
343	и другие	8	1
344	в своих	5	1
345	в процессе	2	1
346	и эта	3	1
347	это в	4	1
348	в противоположность	2	1
349	им и	1	1
350	себя и	1	1
351	она не	1	1
352	они не	1	1
