1	может быть	23	45
177	и весь	2	2
178	а это	2	2
179	этих предметов	1	2
180	в ту	1	2
181	смысле в	1	2
182	его с	2	2
183	как оно	2	2
184	к этому	2	2
185	же время	2	2
186	и потому	2	2
187	не потому	1	2
188	тем не	6	2
189	и та	1	2
190	его к	1	2
191	как предмет	1	2
192	содержание и	1	2
193	имеем в	1	2
194	себе как	1	2
195	не о	1	2
196	случае мы	1	2
197	предмет как	2	2
198	в сознании	23	2
199	как к	1	2
200	было дано	1	2
201	вопрос о	2	2
202	или как	1	2
203	себя и	2	2
204	сознания не	1	2
205	если не	4	2
206	то ни	1	2
207	это было	2	2
208	что за	2	2
209	были бы	1	2
210	что только	2	2
211	что он	4	2
212	оба эти	2	2
213	и то	3	2
214	и как	6	2
215	однако что	1	2
216	в единство	1	2
217	бы то	1	2
218	для другого	1	2
219	пространство и	2	2
220	она могла	1	2
221	его и	1	2
222	один из	2	2
223	это только	1	2
224	оно не	3	2
225	но всегда	1	2
226	по себе	15	2
227	как предмета	1	2
228	не будет	1	2
229	его на	2	2
230	и общее	1	2
231	предмет и	1	2
232	что значит	1	2
233	есть именно	1	2
234	ничего общего	1	2
235	и других	2	2
236	место не	1	2
237	он имеет	1	2
238	только это	1	2
239	чего не	2	2
240	предмета в	2	2
241	потому что	49	2
242	может иметь	1	2
243	содержания но	1	2
244	это уже	1	2
245	вытекает из	2	2
246	этот мир	1	2
247	как в	10	2
248	именно на	1	2
249	всех отношениях	1	2
250	ни был	2	2
251	отношении к	2	2
252	он может	1	2
253	прежде всего	7	2
254	так и	5	2
255	и просто	1	2
256	на нем	1	2
257	в процессе	1	2
258	и эти	1	2
259	тому что	2	2
260	это есть	1	2
261	чтобы не	1	2
262	ее как	1	2
263	но для	1	2
264	в жизни	2	2
265	со всеми	1	2
266	кажется что	3	2
267	этого слова	6	2
268	целом как	1	2
269	слова в	5	2
270	знать что	2	2
271	удержать в	1	2
272	человек не	1	2
273	и за	1	2
274	к себе	1	2
275	с тем	4	2
276	не нужен	1	2
277	думать что	3	2
278	содержание не	1	2
279	что есть	2	2
280	он есть	1	1
281	с другим	1	1
282	связанных с	1	1
283	оно может	2	1
284	как не	3	1
285	не вытекает	1	1
286	само по	2	1
287	мир и	1	1
288	все они	1	1
289	не знаю	1	1
290	по направлению	2	1
291	мы можем	12	1
292	ничем не	2	1
293	как с	1	1
294	один и	1	1
295	не имеют	2	1
296	эта мысль	1	1
297	а просто	1	1
298	вообще и	2	1
299	содержания мысли	2	1
300	мы только	1	1
301	само слово	1	1
302	в стороне	1	1
303	все свои	2	1
304	апперцепции и	2	1
305	не за	1	1
306	а то	2	1
307	то есть	30	1
308	если и	2	1
309	не следует	1	1
310	его содержание	2	1
311	ту же	1	1
312	же в	5	1
313	или не	5	1
314	хотя и	3	1
315	бы для	1	1
316	мы его	1	1
317	есть единственное	1	1
318	за этим	1	1
319	одно из	3	1
320	слова и	3	1
321	все что	3	1
322	в действительности	2	1
323	имеет дело	1	1
324	но он	2	1
325	а действительное	1	1
326	и свою	1	1
327	же и	1	1
328	же не	1	1
329	в которой	5	1
330	понятие о	1	1
331	места только	1	1
332	к человеку	1	1
333	свою очередь	6	1
334	смысл но	1	1
335	но такое	1	1
336	просто не	1	1
337	это будет	3	1
338	сознании в	1	1
339	а только	8	1
340	в последнем	1	1
341	к этим	1	1
342	и само	1	1
343	содержание мысли	1	1
344	что ему	2	1
345	возвращаться в	1	1
346	делает его	1	1
347	и так	1	1
348	на все	3	1
349	и до	1	1
350	но во	3	1
351	жизни что	1	1
352	ней все	1	1
353	в человеке	4	1
354	ровно ничего	1	1
355	где оно	2	1
356	как это	2	1
357	день и	1	1
358	перестает быть	2	1
359	мы уже	1	1
360	ни была	1	1
361	а скорее	2	1
362	в истории	1	1
363	своей самостоятельности	1	1
364	нам остается	1	1
365	когда мы	2	1
366	которой и	1	1
367	во всяком	7	1
368	не это	1	1
369	за его	1	1
370	из всех	1	1
371	между прочим	4	1
372	но с	1	1
373	в душе	23	1
374	они не	4	1
375	другим и	3	1
376	лишь по	1	1
377	и наконец	1	1
378	с собою	1	1
379	с действительно	1	1
380	стать в	1	1
381	превращается в	2	1
382	же с	1	1
383	имеем и	1	1
384	и о	1	1
385	вместе с	11	1
386	есть только	6	1
387	и другой	1	1
388	остается и	1	1
389	а за	1	1
390	может стать	2	1
391	мы видим	2	1
392	содержания а	1	1
393	ни на	1	1
394	содержанием и	1	1
395	бы его	1	1
396	мысли что	1	1
397	в движение	2	1
398	сознании и	2	1
399	содержания в	1	1
400	и по	2	1
401	вне его	1	1
402	что мы	11	1
403	быть признаны	1	1
404	мы должны	2	1
405	со всех	1	1
406	только тогда	3	1
407	должны быть	4	1
408	мы говорим	3	1
409	мы ни	1	1
410	чувство есть	1	1
411	предметов и	1	1
412	и имеет	1	1
413	не непосредственно	2	1
414	что может	2	1
415	любви к	1	1
416	нельзя отказать	1	1
417	что некоторое	1	1
418	к ней	2	1
419	и др	1	1
420	какого бы	1	1
421	на том	1	1
422	что она	3	1
423	а к	2	1
424	этих последних	2	1
425	к тому	1	1
426	их в	2	1
427	к другим	3	1
428	только что	3	1
429	из нее	1	1
430	даже для	1	1
431	мысль о	7	1
432	но только	2	1
433	противоречит то	1	1
434	по поводу	6	1
435	нем но	1	1
436	для эстетического	1	1
437	том случае	1	1
438	он будет	1	1
439	его не	3	1
440	целого которому	1	1
441	в содержании	1	1
442	на ее	1	1
443	что язык	2	1
444	слово может	1	1
445	только для	5	1
446	которые могут	4	1
447	например что	2	1
448	для каждого	1	1
449	друг друга	2	1
450	действительно есть	1	1
451	остановимся на	2	1
452	действительное бытие	1	1
453	все наше	1	1
454	об этом	1	1
455	не могло	1	1
456	такой же	4	1
457	произнесенное слово	1	1
458	его самого	1	1
459	с его	2	1
460	как произойдет	1	1
461	не более	1	1
462	ее в	1	1
463	если оно	1	1
464	только при	1	1
465	им и	1	1
466	не противоречит	2	1
467	из сознания	1	1
468	есть следовательно	1	1
469	как я	1	1
470	в какой	2	1
471	том смысле	4	1
472	и тот	2	1
473	как содержание	2	1
474	бы что	2	1
475	того же	14	1
476	чем в	1	1
477	с этим	7	1
478	не делает	1	1
479	не будем	1	1
480	столь же	5	1
481	только на	1	1
482	ее от	1	1
483	своей мысли	1	1
484	своего содержания	1	1
485	и всякого	1	1
486	следовательно два	1	1
487	будет совершенно	1	1
488	уже и	1	1
489	и предметом	1	1
490	всех остальных	1	1
491	для нашей	1	1
492	и такие	1	1
493	мысли и	1	1
494	образом в	4	1
495	и определенная	1	1
496	не от	5	1
497	которой мы	2	1
498	есть всегда	1	1
499	предмета и	4	1
500	все остальные	5	1
501	светом в	1	1
502	до того	1	1
503	себе в	3	1
504	в первой	1	1
505	они имеют	2	1
506	что все	2	1
507	который не	1	1
508	не исключительно	1	1
509	всего можно	1	1
510	но при	1	1
511	мысли но	2	1
512	не была	1	1
513	на то	5	1
514	смысле этого	3	1
515	цели и	1	1
516	этим не	1	1
517	тем же	3	1
518	которую я	1	1
519	иметь его	1	1
520	это что	2	1
521	потому только	1	1
522	их не	1	1
523	относится к	3	1
524	тот же	5	1
525	остается только	2	1
526	то прежде	1	1
527	имеет место	2	1
528	в оценке	1	1
529	этом единстве	1	1
530	той же	3	1
531	связи между	1	1
532	здесь как	1	1
533	большинстве случаев	1	1
534	помнить что	3	1
535	всяком случае	7	1
536	только путем	1	1
537	ним то	1	1
538	и затем	2	1
539	говорим о	1	1
540	не к	1	1
541	или нет	3	1
542	и музыка	1	1
543	не сказали	2	1
544	никто не	1	1
545	то все	4	1
546	или в	2	1
547	все в	1	1
548	уже давно	1	1
549	точке зрения	2	1
550	нами в	1	1
551	в нашем	2	1
552	отношений между	3	1
553	связь между	2	1
554	отличается от	1	1
555	все и	1	1
556	в этот	1	1
557	его от	1	1
558	на этом	2	1
559	такие которые	2	1
560	не для	1	1
561	был не	1	1
562	а именно	1	1
563	некоторое количество	1	1
564	это содержание	2	1
565	всех сторон	1	1
566	чувства в	4	1
567	содержание чем	1	1
568	может служить	1	1
569	него как	1	1
570	значительной степени	1	1
571	но эти	2	1
572	для самого	4	1
573	менее в	1	1
574	отношение ко	1	1
575	есть а	1	1
576	и уже	5	1
577	нем в	1	1
578	это событие	2	1
579	в большинстве	1	1
580	мы делаем	1	1
581	нет но	3	1
582	различия в	1	1
583	не с	3	1
584	в самом	4	1
585	говоря о	3	1
586	ней в	1	1
587	видеть в	1	1
588	притом не	1	1
589	есть действительная	1	1
590	оно должно	3	1
591	если мы	3	1
592	делает возможным	1	1
593	что уже	1	1
594	главным образом	4	1
595	по своей	1	1
596	наше время	1	1
597	между ними	2	1
598	из другого	1	1
599	от своего	1	1
600	во второй	1	1
601	он должен	1	1
602	имеет места	1	1
603	с чем	3	1
604	если это	2	1
605	при таком	1	1
606	с которой	1	1
607	этого не	2	1
608	мысли в	3	1
609	факт не	1	1
610	этой задачи	1	1
611	вне себя	2	1
612	сказать в	2	1
613	по всей	1	1
614	себя потому	1	1
615	и с	1	1
616	только за	1	1
617	между отдельными	1	1
618	одном случае	1	1
619	мог бы	3	1
620	имеют в	1	1
621	самом своем	1	1
622	связь с	1	1
623	лучше всего	1	1
624	единство и	1	1
625	во все	2	1
626	сделало бы	1	1
627	была бы	1	1
628	и от	3	1
629	ее смысл	1	1
630	тона и	1	1
631	каждый раз	1	1
632	нас как	1	1
633	попытка найти	1	1
634	только не	1	1
635	другой человек	1	1
636	значение для	1	1
637	эти слова	1	1
638	считаем нужным	1	1
639	которое предполагает	1	1
640	можно сказать	1	1
641	человек и	1	1
642	это слово	1	1
643	одного и	6	1
644	находятся в	1	1
645	одна из	4	1
646	о словах	1	1
647	но само	1	1
648	имеет только	1	1
649	только от	3	1
650	но мы	3	1
651	не переходит	1	1
652	зависит от	2	1
653	от них	3	1
654	относятся к	1	1
655	значит что	1	1
656	и вопрос	1	1
657	есть для	1	1
658	мы будем	1	1
659	бы ни	5	1
660	поэтому в	1	1
661	к таким	2	1
662	представляется нам	5	1
663	в этих	3	1
664	течение жизни	1	1
665	в данных	1	1
666	что именно	1	1
667	в эту	3	1
668	во втором	1	1
669	таким путем	4	1
670	что между	1	1
671	совершенно иначе	1	1
672	тона с	1	1
673	же лица	1	1
674	и во	3	1
675	не можем	6	1
676	никогда бы	1	1
677	отношения к	2	1
678	и также	1	1
679	своим содержанием	1	1
680	тоне но	1	1
681	так как	10	1
682	в известном	1	1
683	том же	1	1
