N	2gram	Medvedev_U_1	Myshleni
145	полагая что	1	2
146	научного мышления	1	2
147	бы ни	1	2
148	но что	1	2
149	у него	1	2
150	тем что	2	2
151	пытается заменить	1	2
152	в некоторых	2	2
153	на эту	2	2
154	что же	1	2
155	остается в	1	2
156	думается что	2	2
157	самое что	1	2
158	но для	1	2
159	и для	2	2
160	вообще в	1	2
161	ее в	1	2
162	и эта	1	2
163	в сфере	1	1
164	самим же	1	1
165	сам по	1	1
166	к созданию	1	1
167	по его	1	1
168	она в	1	1
169	на первый	2	1
170	является наиболее	1	1
171	а для	1	1
172	но даже	2	1
173	один пример	1	1
174	этого термина	2	1
175	утверждением что	1	1
176	в ней	1	1
177	и то	3	1
178	он был	1	1
179	первый план	1	1
180	его работы	1	1
181	бы то	3	1
182	ее к	1	1
183	отказ от	1	1
184	к которой	1	1
185	не входит	1	1
186	в противовес	2	1
187	оно является	1	1
188	мы снова	1	1
189	более чем	2	1
190	в той	1	1
191	его на	1	1
192	как всякая	1	1
193	как таковое	1	1
194	когда нужно	1	1
195	формы в	3	1
196	мировоззрения и	1	1
197	бы только	1	1
198	имеем в	1	1
199	подобным образом	1	1
200	и единственно	1	1
201	ли для	1	1
202	в нем	1	1
203	связанные с	1	1
204	о которой	1	1
205	главу угла	1	1
206	что еще	1	1
207	теории и	1	1
208	и независимо	1	1
209	то ни	3	1
210	почему она	1	1
211	материала и	2	1
212	входит в	1	1
213	с самим	1	1
214	материал для	2	1
215	все черты	1	1
216	объект он	1	1
217	и теоретической	1	1
218	присущи и	1	1
219	с тем	1	1
220	что такое	4	1
221	сходных с	1	1
222	на каждом	2	1
223	содержания и	1	1
224	мы полагаем	1	1
225	друг другу	1	1
226	ни было	3	1
227	и вся	1	1
228	и роль	2	1
229	этой тенденции	1	1
230	к изучению	1	1
231	почему в	1	1
232	он пытается	1	1
233	буквальном смысле	1	1
234	у кого	1	1
235	с новой	1	1
236	в области	3	1
237	фактов и	2	1
238	у нас	3	1
239	если у	1	1
240	по нашему	3	1
241	исходить из	1	1
242	метода как	2	1
243	необходимо изучать	1	1
244	всего что	1	1
245	не есть	2	1
246	этот путь	1	1
247	правда не	1	1
248	но по	1	1
249	в буквальном	2	1
250	в пределах	1	1
251	является в	2	1
252	в словах	1	1
253	по теории	1	1
254	во главу	1	1
255	слова а	1	1
256	сводится к	2	1
257	к проблемам	1	1
258	до сих	2	1
259	она не	1	1
260	является с	1	1
261	этих слов	1	1
262	переходит в	1	1
263	работа была	1	1
264	которой все	1	1
265	обе эти	1	1
266	что только	1	1
267	не ставит	1	1
268	верно но	1	1
269	и является	2	1
270	каждом шагу	2	1
271	и так	1	1
272	верно и	1	1
273	по мнению	1	1
274	между тем	2	1
275	от самых	1	1
276	понимая под	1	1
277	с которыми	1	1
278	конечно не	4	1
279	вопроса о	2	1
280	то и	1	1
281	в итоге	2	1
282	в виде	1	1
283	или даже	1	1
284	где бы	1	1
285	одно из	1	1
286	сводит все	1	1
287	в современном	1	1
288	не для	1	1
289	это верно	1	1
290	течение многих	1	1
291	и основного	2	1
292	элементы из	1	1
293	бы это	1	1
294	существенным для	1	1
295	как возможно	1	1
296	о котором	1	1
297	только к	3	1
298	полагаем что	1	1
299	и делает	1	1
300	нашему мнению	3	1
301	автор видит	1	1
302	до конца	1	1
303	для начала	1	1
304	для подобного	1	1
305	стороны в	1	1
306	материал и	1	1
307	природе и	1	1
308	и потому	1	1
309	этой основной	1	1
310	к следующему	1	1
311	более точно	1	1
312	лучше и	1	1
313	сих пор	2	1
314	должна была	2	1
315	бы в	1	1
316	но это	2	1
317	тезис о	1	1
318	в системе	2	1
319	не обладает	1	1
320	и материал	1	1
321	любопытно что	1	1
322	другой стороны	3	1
323	что под	1	1
324	в свое	1	1
325	насколько мы	1	1
326	это было	2	1
327	как на	1	1
