N	2gram	Tiupa_Hudo_1	Vladivir
569	либо его	1	1
570	в более	1	1
571	и позволяет	1	1
572	только мы	1	1
573	историческое становление	1	1
574	тем и	1	1
575	объективно и	1	1
576	не подлежит	1	1
577	и право	1	1
578	мира и	2	1
579	между ними	4	1
580	тот кто	2	1
581	речи с	1	1
582	но обязательно	1	1
583	на свою	1	1
584	полноты и	1	1
585	делает то	1	1
586	отношении к	2	1
587	нами не	1	1
588	нам не	1	1
589	в свою	3	1
590	отдает себе	1	1
591	в системе	2	1
592	природе и	1	1
593	все люди	1	1
594	не что	1	1
595	в действительности	1	1
596	которой я	1	1
597	жизни и	1	1
598	человека к	3	1
599	и другие	2	1
600	того времени	1	1
601	том числе	2	1
602	по поводу	1	1
603	все что	1	1
604	этой точки	1	1
605	они не	1	1
