N	2gram	Bakhtin_Pr_1	Poddanst
286	из мира	1	1
287	всего должно	2	1
288	к предмету	1	1
289	в положительном	1	1
290	место в	8	1
291	определенно и	1	1
292	всей полноте	1	1
293	в отличие	5	1
294	мысли и	1	1
295	бы мы	1	1
296	в данном	4	1
297	вопрос о	1	1
298	сравнению с	1	1
299	как одна	1	1
300	словами с	1	1
301	определяется как	1	1
302	можно говорить	2	1
303	совершенно новое	1	1
304	он живет	1	1
305	и смысла	2	1
306	науки и	1	1
307	неизбежно останется	1	1
308	и эти	1	1
309	как к	2	1
310	и более	2	1
311	там где	6	1
312	в процесс	1	1
313	и менее	1	1
314	чувство и	1	1
315	ни были	1	1
316	времени эта	1	1
317	как проблема	1	1
318	и вся	2	1
319	этой области	2	1
320	что есть	1	1
321	что эта	2	1
322	она не	2	1
323	что с	1	1
324	иной раз	1	1
325	входят в	3	1
326	мире в	1	1
327	но для	1	1
328	этом смысле	3	1
329	эти ценности	1	1
330	как возможность	1	1
331	того чтобы	2	1
332	та или	1	1
333	эта задача	1	1
334	ценности и	2	1
335	она может	3	1
336	не имеет	9	1
337	вполне и	1	1
338	никогда не	5	1
339	и всегда	1	1
340	в результате	1	1
341	о котором	2	1
342	в настоящее	1	1
343	или иным	1	1
344	находятся в	1	1
345	пр в	1	1
346	что называют	1	1
347	этих двух	1	1
348	или иная	1	1
349	поэтики в	1	1
350	не более	2	1
351	история не	1	1
352	и первое	1	1
353	как явление	2	1
354	что по	1	1
355	в наши	1	1
356	другой стороны	4	1
357	только что	1	1
358	и теперь	1	1
359	в этих	2	1
360	в пустоте	1	1
361	и завершение	4	1
362	всеми его	1	1
363	на фоне	3	1
364	религиозно и	1	1
365	конечно и	4	1
366	в философии	1	1
367	отношением к	1	1
368	только как	6	1
369	в момент	1	1
370	в иной	1	1
371	и именно	2	1
372	что все	2	1
373	как области	1	1
374	есть и	1	1
375	в других	4	1
376	ни к	2	1
377	мы все	1	1
378	что оно	2	1
379	к этой	1	1
380	и другие	2	1
381	не есть	6	1
382	вместе с	1	1
383	это в	1	1
384	они не	3	1
