N	2gram	Losev_Dial_2	Problemy
285	все в	2	2
286	лишь как	1	2
287	между тем	2	2
288	от них	1	2
289	тему о	1	2
290	здесь в	1	2
291	все время	3	2
292	и следовательно	5	2
293	и всякое	1	2
294	большей или	1	2
295	но с	1	2
296	и одновременно	1	2
297	пор не	1	2
298	поэтому и	1	2
299	так что	7	2
300	с нею	3	2
301	есть я	1	2
302	раз в	2	2
303	и они	2	2
304	в поэзии	7	2
305	и показать	2	2
306	сами по	3	2
307	а в	4	2
308	с собою	1	2
309	в других	1	2
310	к самому	1	2
311	или иной	1	2
312	мне и	1	2
313	или меньшей	1	2
314	только к	2	2
315	и пр	5	2
316	он только	1	2
317	его как	1	2
318	в руках	1	2
319	слова слово	1	2
320	там где	1	2
321	что мы	2	2
322	в одно	5	2
323	вместе с	2	2
324	в данном	3	2
325	к жизни	1	2
326	остается в	1	2
327	например у	1	2
328	при всем	1	2
329	вне его	1	2
330	и времени	5	2
331	оно и	1	2
332	сознания и	5	2
333	в результате	2	2
334	о котором	3	2
335	находим в	1	2
336	есть уже	2	2
337	в системе	2	2
338	сон в	1	2
339	здесь только	1	2
340	сказать что	10	2
341	и жизнь	2	2
342	есть и	6	2
343	в свое	1	2
344	значение в	1	2
345	во всяком	2	2
346	все что	1	2
347	они не	3	2
348	я и	2	1
349	слова которые	1	1
350	даны здесь	1	1
351	чтобы не	6	1
352	должно стать	1	1
353	и то	7	1
354	окружающих нас	1	1
355	этом пункте	1	1
356	на самом	2	1
357	он может	2	1
358	этого последнего	2	1
359	смотрит на	1	1
360	и есть	4	1
361	перед лицом	1	1
362	далее и	1	1
363	обычного хода	1	1
364	по преимуществу	1	1
365	характер это	1	1
366	уже указывали	1	1
367	оно было	1	1
368	в какой-то	1	1
369	обойтись без	1	1
370	вы не	2	1
371	и глубину	1	1
372	сравнению с	1	1
373	о способах	1	1
374	по голове	1	1
375	не во	2	1
376	уже более	1	1
377	развитой форме	1	1
378	этой линии	2	1
379	от своих	2	1
380	на тему	1	1
381	в некотором	1	1
382	пространство и	1	1
383	в обычной	1	1
384	это время	3	1
385	в ней	2	1
386	литературы и	1	1
387	ни даже	1	1
388	их жизнь	1	1
389	всем этим	1	1
390	в широком	2	1
391	время в	1	1
392	время здесь	1	1
393	различия между	2	1
394	с чужой	2	1
395	но как	5	1
396	в голове	2	1
397	а только	3	1
398	себе он	1	1
399	остаются в	1	1
400	который мы	1	1
401	это последнее	1	1
402	в новом	1	1
403	форме и	1	1
404	к сожалению	2	1
405	в собственном	1	1
406	она как	1	1
407	в одних	1	1
408	все остальные	1	1
409	однако не	1	1
410	духа и	1	1
411	себе не	3	1
412	ведь я	1	1
413	и пространства	2	1
414	времени как	1	1
415	та же	4	1
416	из жизни	1	1
417	что это	10	1
418	в целом	1	1
419	сказать о	1	1
420	так или	2	1
421	с их	1	1
422	если есть	1	1
423	тому же	1	1
424	иначе и	2	1
425	во многих	1	1
426	и если	4	1
427	на его	2	1
428	что она	14	1
429	в ее	4	1
430	уже сама	2	1
431	тогда совсем	1	1
432	она еще	1	1
433	что же?	1	1
434	одному из	1	1
435	наконец мы	2	1
436	и еще	1	1
437	явления так	1	1
438	свою собственную	1	1
439	станет ясным	1	1
440	в силу	5	1
441	и вот	4	1
442	вы в	1	1
443	в степени	1	1
444	что у	2	1
445	слились в	1	1
446	чтобы их	1	1
447	даже прямо	1	1
448	будем говорить	2	1
449	не бывает	1	1
450	одно и	4	1
451	это конечно	4	1
452	от нее	1	1
453	в одну	5	1
454	что все	1	1
455	хочет чтобы	1	1
456	же не	3	1
457	на всю	2	1
458	и характер	1	1
459	форма есть	1	1
460	об этой	2	1
461	влиять на	2	1
462	на ту	1	1
463	говорить не	1	1
464	его в	3	1
465	но чисто	1	1
466	знает что	1	1
467	его личности	2	1
468	которая как	1	1
469	и мы	3	1
470	может до	1	1
471	лишь на	1	1
472	делает его	1	1
473	уж не	1	1
474	дана такая	1	1
475	реальности и	2	1
476	в них	1	1
477	на которую	1	1
478	она и	2	1
479	ни одной	1	1
480	но лишь	1	1
481	же эти	2	1
482	не всегда	1	1
483	и уже	3	1
484	всегда и	1	1
485	несмотря на	2	1
486	и страшно	1	1
487	только указывает	1	1
488	мы знаем	1	1
489	чем в	1	1
490	в один	3	1
491	и тогда	3	1
492	же есть	2	1
493	можно только	2	1
494	во время	2	1
495	бы на	1	1
496	что если	3	1
497	или точнее	3	1
498	и тут	3	1
499	именно и	1	1
500	не изучены	1	1
501	не должен	1	1
502	по сравнению	1	1
503	чтобы эта	1	1
504	мы в	2	1
505	оно живет	1	1
506	от поэтического	3	1
507	но эта	1	1
508	живут в	2	1
509	не будем	1	1
510	поэтому мы	1	1
511	друг другу	1	1
512	же тут	1	1
513	превратиться в	1	1
514	даже в	3	1
515	тому что	2	1
516	и очень	1	1
517	если понимать	1	1
518	такие образы	2	1
519	начиная от	1	1
520	он остается	1	1
521	отчетливо и	1	1
522	виду что	2	1
523	есть прежде	1	1
524	самого начала	2	1
525	что ему	1	1
526	дело не	2	1
527	тогда когда	6	1
528	и притом	7	1
529	и остается	2	1
530	как его	1	1
531	в самых	1	1
532	о них	1	1
533	иметь в	2	1
534	во всякой	1	1
535	но только	3	1
536	нем в	1	1
537	значение этого	1	1
538	человека по	1	1
539	и всегда	1	1
540	пространство в	1	1
541	только его	1	1
542	правда это	1	1
543	ему и	1	1
544	именно его	1	1
545	связи с	4	1
546	и сама	1	1
547	фигуры как	1	1
548	как будто	7	1
549	входящее в	1	1
550	что на	2	1
551	в области	2	1
552	и самой	1	1
553	что часто	1	1
554	начиная с	1	1
555	когда мы	3	1
556	нисколько не	4	1
557	когда они	2	1
558	я сам	2	1
559	только еще	1	1
560	мере того	1	1
561	должны быть	3	1
562	и другим	1	1
563	его с	3	1
564	его значение	1	1
565	они и	1	1
566	особенности и	1	1
567	его есть	1	1
568	особый тип	1	1
569	и поэтому	1	1
570	они вовсе	1	1
571	о существовании	1	1
572	и самое	1	1
573	как таковым	2	1
574	у себя	1	1
575	как не	2	1
576	данном случае	2	1
577	последнего слова	1	1
578	теперь что	1	1
579	или еще	1	1
580	от времени	1	1
581	с самого	2	1
582	мы наблюдаем	1	1
583	быть еще	1	1
584	взаимоотношение этих	1	1
585	стремиться к	1	1
586	на нее	1	1
587	он именно	1	1
588	такая жизнь	1	1
589	во многом	1	1
590	еще в	1	1
591	начинается в	1	1
592	это только	3	1
593	совершенно невозможно	2	1
594	и вообще	6	1
595	смысле и	1	1
596	говорят что	4	1
597	и живой	1	1
598	не был	1	1
599	говорить но	1	1
600	тому и	1	1
601	с тою	1	1
602	это я	2	1
603	то уже	2	1
604	возможен и	1	1
605	среди всех	1	1
606	или на	2	1
607	на что	1	1
608	все его	3	1
609	в сфере	2	1
610	может не	4	1
611	на всех	1	1
612	с теми	1	1
613	а у	1	1
614	нем не	1	1
615	смысле не	2	1
616	являются в	1	1
617	или иначе	2	1
618	по типу	1	1
619	пор все	1	1
620	и всякая	2	1
621	он все	1	1
622	эти два	2	1
623	на одном	1	1
624	любил и	1	1
625	он берет	2	1
626	быть даже	1	1
627	наконец в	1	1
628	в художественной	1	1
629	резко отличается	1	1
630	и она	2	1
631	в литературе	1	1
632	существенно и	1	1
633	известно что	1	1
634	обязательно с	1	1
635	быть и	4	1
636	сюда же	1	1
637	мы видим	2	1
638	проникнуть в	1	1
639	в какой	2	1
640	не видеть	1	1
641	эта общая	1	1
642	вот вы	1	1
643	в большом	1	1
644	точка зрения	1	1
645	кроме этого	1	1
646	это же	1	1
647	но между	1	1
648	с одной	2	1
649	именно на	1	1
650	со всеми	1	1
651	в эти	1	1
652	человека с	1	1
653	действительно может	1	1
654	и хочет	1	1
655	он очень	1	1
656	ее а	1	1
657	одной точке	1	1
658	но самое	1	1
659	а это	1	1
660	его и	1	1
661	всяком случае	2	1
662	бы совершенно	1	1
663	и также	1	1
664	ведь вы	1	1
665	у нее	1	1
666	при всей	1	1
667	не о	1	1
668	на меня	1	1
669	которые могут	1	1
670	же словах	1	1
671	она имеет	1	1
672	но человек	1	1
673	время на	1	1
674	даже и	1	1
675	в очень	2	1
676	где есть	2	1
677	жизнью здесь	1	1
678	из двух	1	1
679	сферу бытия	1	1
680	одной стороны	1	1
681	даже не	1	1
682	мы это	2	1
683	это есть	8	1
684	с другим	1	1
685	не обязательно	5	1
686	нельзя сказать	4	1
687	именно в	2	1
688	а именно	5	1
689	в каких	2	1
690	к которому	1	1
691	только один	1	1
692	было и	1	1
693	надо уметь	2	1
694	и др	1	1
695	в живых	1	1
696	что не	6	1
697	в живом	1	1
698	на ней	1	1
699	в некоторых	2	1
700	связано с	1	1
701	самом же	1	1
702	смысла и	2	1
703	оно дано	1	1
704	человека но	2	1
705	я вот	1	1
706	в любой	2	1
707	ничем не	1	1
708	не на	2	1
709	смысле это	1	1
710	человек в	1	1
711	воспринимаются как	1	1
712	время оно	1	1
713	заставляя его	1	1
714	и ему	1	1
715	в связи	4	1
716	как ни	2	1
717	между собою	3	1
718	может иметь	3	1
719	уже давно	1	1
720	все более	1	1
721	деле это	1	1
722	нами как	2	1
723	ни на	2	1
724	других особенностях	1	1
725	и потому	5	1
726	как это	7	1
727	мы говорим	3	1
728	функционирует в	1	1
729	пространства и	7	1
730	как туман	1	1
731	не знал	1	1
732	ибо оно	2	1
733	что за	1	1
734	искусства но	1	1
735	притом так	1	1
736	слова о	1	1
737	слова он	1	1
738	столкновение с	1	1
739	в тех	2	1
740	и устремления	1	1
741	форма в	1	1
742	в это	3	1
743	и смерти	1	1
744	эти вопросы	3	1
745	еще раз	1	1
746	своей жизни	1	1
747	нему по	1	1
748	верой и	1	1
749	глубины и	1	1
750	у вас	1	1
751	является как	1	1
752	силу и	1	1
753	о мире	1	1
754	вещь а	1	1
755	целей и	1	1
756	не занимает	1	1
757	мысли не	1	1
758	самое главное	1	1
759	мы сразу	1	1
760	когда нет	1	1
761	мира и	1	1
762	своей собственной	1	1
763	а к	1	1
764	в другое	2	1
765	совершенно иной	1	1
766	себя самого	1	1
767	нет ничего	1	1
768	вовсе нет	1	1
769	конце концов	1	1
770	но зато	1	1
771	причем эта	1	1
772	я же	2	1
773	все они	1	1
774	слово всегда	1	1
775	я в	1	1
776	понимает его	1	1
777	же деле	1	1
778	бы оно	1	1
779	не есть	47	1
780	ты не	1	1
781	это все	2	1
782	личности и	6	1
783	была бы	3	1
784	в частности	2	1
785	его будет	1	1
786	по одному	4	1
787	своего предмета	1	1
788	в характере	1	1
789	сопоставление и	1	1
790	можно назвать	1	1
791	и вместе	1	1
792	только они	1	1
793	а я	2	1
794	быть конечно	1	1
795	в своих	2	1
796	и эта	1	1
797	это в	1	1
798	всегда будет	1	1
799	который не	1	1
800	им и	1	1
801	как на	1	1
802	в таком	4	1
