N	4gram	Tiupa_Disk_1	Narrotol
151	и социальные характеристики другие	1	1
152	регулярности различных позиций субъективности	1	1
153	области дискурсивных практик дискурсивная	1	1
154	отделен от своей судьбы	1	1
155	индивида и его поступки	1	1
156	они едины судьба выражает	1	1
157	ван дейк четко разграничивая	1	1
158	того о ком или	1	1
159	дискурса как коммуникативного события	1	1
160	отсылают к различным статусам	1	1
161	интригу мировой истории а	1	1
162	слушающих их личностные и	1	1
163	к тому или иному	1	1
164	организованности высказываний как неизбежно	1	1
165	только раскрывают содержание судьбы	1	1
166	и слушающих их личностные	1	1
167	проявляется как непрерывный выбор	1	1
168	говоря мы должны предполагать	1	1
169	автор облеченный в молчание	1	1
170	в этом смысле библия	1	1
171	не остаются каждый в	1	1
172	о ком или о	1	1
173	личностные и социальные характеристики	1	1
174	сами участвуем как слушатели-читатели	1	1
175	не отделен от своей	1	1
176	система не семиотических конвенций	1	1
177	сеть ограничений постольку дискурс	1	1
178	свидетельствует о том что	1	1
179	своему искусно сохраните черты	1	1
180	трактует последний как коммуникативное	1	1
181	третьем мире мире общения	1	1
182	новом третьем мире мире	1	1
183	выражает внеличную сторону индивида	1	1
184	том что ни говорящий	1	1
185	черты характера среди любых	1	1
186	их личностные и социальные	1	1
187	последний как коммуникативное событие	1	1
188	и описываемое как вещь	1	1
189	и того о ком	1	1
190	поступки только раскрывают содержание	1	1
191	или иной области дискурсивных	1	1
192	говорящего автора слушающего читателя	1	1
193	выводит из организованности высказываний	1	1
194	своей судьбы они едины	1	1
195	апокалипсис с книгой бытия	1	1
196	умение которое ничем не	1	1
197	если хотим объяснить производство	1	1
