N	2gram	Tiupa_Hudo_1	OGranits
352	в такой	2	1
353	как это	1	1
354	то можно	1	1
355	и столь	1	1
356	себе а	1	1
357	в отличие	1	1
358	в которых	1	1
359	мысли и	1	1
360	в столь	1	1
361	на три	1	1
362	она есть	1	1
363	такого рода	3	1
364	и вот	1	1
365	и там	1	1
366	столь резко	1	1
367	тем не	4	1
368	иного конкретного	1	1
369	сознание что	1	1
370	и более	1	1
371	их в	1	1
372	в ряду	1	1
373	своего времени	3	1
374	и наоборот	1	1
375	в последнем	1	1
376	быть не	1	1
377	произведений как	1	1
378	в контексте	1	1
379	тому что	4	1
380	теоретические положения	1	1
381	является для	1	1
382	между людьми	1	1
383	до конца	2	1
384	вплоть до	1	1
385	но это	1	1
386	в начале	2	1
387	всего его	1	1
388	к двум	1	1
389	истории и	1	1
390	и другое	2	1
391	в то	8	1
392	как о	1	1
393	мысли в	1	1
394	к другим	1	1
395	в определении	1	1
396	одна из	2	1
397	в науке	1	1
398	работ в	1	1
399	не знаем	2	1
400	того чтобы	3	1
401	мышления в	1	1
402	уже на	1	1
403	в самых	1	1
404	порядка не	1	1
405	при таком	1	1
406	формы и	1	1
407	она из	2	1
408	никакого отношения	1	1
409	однако если	1	1
410	на одном	1	1
411	узком смысле	1	1
412	в самой	1	1
413	именно с	1	1
414	ее и	1	1
415	же время	8	1
416	или как	1	1
417	оказались бы	1	1
418	в основе	1	1
419	находит свое	1	1
420	поэзии в	1	1
421	тем более	1	1
422	от него	3	1
423	только что	4	1
424	вполне достаточно	1	1
425	потому что	5	1
426	связи с	4	1
427	которым можно	1	1
428	науке о	1	1
429	в системе	2	1
430	этом отношении	3	1
431	об этом	5	1
432	этот не	1	1
433	традиций и	1	1
434	от первого	1	1
435	та или	3	1
436	ничего в	1	1
437	не знает	2	1
438	сказать что	1	1
439	впервые в	2	1
440	мы здесь	1	1
441	но когда	1	1
442	поэтому не	1	1
443	когда мы	1	1
444	про себя	2	1
445	с его	5	1
446	только о	1	1
447	произведения и	1	1
448	же самое	1	1
449	всего в	1	1
450	анализ художественного	1	1
451	как для	1	1
452	например в	2	1
453	бы подумать	1	1
454	что при	3	1
455	этой точки	1	1
456	они не	2	1
