N	2gram	Losev_Vlad_2	Literetu
136	в целом	4	2
137	в нашем	1	2
138	как он	2	2
139	и сам	2	2
140	свое время	1	2
141	на этом	2	2
142	в жизни	1	2
143	но уже	2	2
144	в них	3	2
145	все равно	1	2
146	с этой	4	2
147	с тем	2	2
148	а за	2	2
149	он и	3	2
150	и еще	1	2
151	как бы	5	2
152	в такой	1	2
153	и без	1	2
154	не к	1	2
155	мысли и	2	2
156	что я	3	2
157	по преимуществу	1	2
158	тем не	6	2
159	по крайней	4	2
160	то с	2	2
161	не раз	1	2
162	но только	1	2
163	не вполне	2	2
164	перед ним	1	2
165	бытия не	1	2
166	уже о	2	2
167	не исключают	1	2
168	даже и	3	2
169	все еще	1	2
170	для того	2	2
171	для себя	5	2
172	в виду	2	2
173	говоря уже	2	2
174	не могу	2	2
175	то как	1	2
176	за то	1	2
177	еще не	1	2
178	ко всему	4	2
179	для этого	1	2
180	о том	4	2
181	и что	5	2
182	для нас	7	2
183	а также	10	2
184	крайней мере	4	2
185	в русском	2	2
186	впрочем не	3	2
187	в него	1	2
188	было бы	9	2
189	тот же	5	2
190	в какой	1	2
191	друг друга	2	2
192	потому что	9	2
193	уже не	3	2
194	уже в	3	2
195	из них	1	2
196	не так	1	2
197	в одном	1	2
198	т п	1	2
199	в конце	13	2
200	что и	3	2
201	вовсе не	4	2
202	у него	19	2
203	как раз	1	2
204	я вижу	1	2
205	наконец в	3	2
206	что не	2	2
207	не было	10	2
208	мы сами	2	2
209	до конца	7	2
210	было сказано	1	2
211	в россии	3	2
212	него не	1	2
213	как это	7	2
214	над ним	1	2
215	из стихотворений	1	2
216	сравнении с	1	2
217	под названием	3	2
218	этом случае	1	2
219	при всем	1	2
220	в результате	5	2
221	а к	2	2
222	хотя бы	3	2
223	с ним	5	2
224	же в	2	2
225	первый раз	1	2
226	не говоря	3	2
227	в сравнении	2	2
228	в свое	1	2
229	себе не	1	2
230	к этой	2	2
231	в своих	2	2
232	он на	2	2
233	том числе	1	2
234	этом свете	1	1
235	с новыми	1	1
236	я перед	1	1
237	два года	1	1
238	отношения к	3	1
239	отношений в	1	1
240	от самого	1	1
241	отношения между	1	1
242	если б	1	1
243	смерть в	1	1
244	из трех	3	1
245	мы имеем	1	1
246	выше его	1	1
247	как мы	11	1
248	он как	1	1
249	а для	1	1
250	вас не	1	1
251	я услышал	1	1
252	но даже	1	1
253	ему в	2	1
254	в будущем	2	1
255	к бытию	1	1
256	начала в	1	1
257	оказывается что	1	1
258	он был	6	1
259	он сам	2	1
260	мне что	1	1
261	бы то	1	1
262	в чем	2	1
263	истории в	1	1
264	самом деле	1	1
265	при жизни	2	1
266	то он	1	1
267	б с	1	1
268	а он	2	1
269	в новом	2	1
270	он пишет	2	1
271	отличие от	3	1
272	жизни все	1	1
273	земле в	1	1
274	в произведениях	1	1
275	и я	5	1
276	более чем	1	1
277	вследствие чего	1	1
278	общего с	1	1
279	как в	3	1
280	его сердце	1	1
281	о жизни	1	1
282	году но	2	1
283	как нам	1	1
284	когда он	1	1
285	что по	1	1
286	я должен	2	1
287	работает в	1	1
288	общим делом	1	1
289	это тоже	2	1
290	ноябре года	1	1
291	его дела	1	1
292	самом начале	1	1
293	к числу	2	1
294	в действительности	1	1
295	и свою	1	1
296	этой цели	1	1
297	и хотя	2	1
298	в этот	1	1
299	за собой	1	1
300	гораздо раньше	1	1
301	в самом	2	1
302	себе как	1	1
303	лежит на	1	1
304	что это	4	1
305	все эти	5	1
306	во многих	2	1
307	еще один	2	1
308	быть живым	1	1
309	но он	3	1
310	на то	2	1
311	в статье	2	1
312	уже тогда	1	1
313	одно что	1	1
314	конце концов	3	1
315	слова а	1	1
316	всех этих	3	1
317	же это	2	1
318	этой книге	1	1
319	и вот	3	1
320	никак не	3	1
321	и сказал	1	1
322	на земле	2	1
323	и по	2	1
324	а эти	1	1
325	таким образом	3	1
326	здесь мы	3	1
327	то ни	1	1
328	им как	1	1
329	и сделал	1	1
330	со всеми	1	1
331	только не	1	1
332	его не	2	1
333	а по	1	1
334	его личности	1	1
335	это не	2	1
336	он есть	1	1
337	по мысли	1	1
338	должен был	3	1
339	например с	1	1
340	далеко не	1	1
341	раз не	1	1
342	всю жизнь	1	1
343	и следовало	1	1
344	мы видели	2	1
345	между собою	1	1
346	жизни по	2	1
347	сам говорит	1	1
348	здесь все	1	1
349	перед своим	1	1
350	мной так	1	1
351	которую он	7	1
352	в этих	4	1
353	а вот	2	1
354	в своей	5	1
355	поэтического творчества	1	1
356	пока не	1	1
357	место в	1	1
358	что до	1	1
359	в отличие	3	1
360	не путем	1	1
361	слово что	1	1
362	но эта	1	1
363	времени не	1	1
364	далека от	1	1
365	их в	2	1
366	вещей и	1	1
367	что этот	1	1
368	него просто	1	1
369	случае мы	1	1
370	было но	1	1
371	в отношении	3	1
372	шла о	1	1
373	но они	1	1
374	все мы	1	1
375	не имеет	2	1
376	того как	2	1
377	и притом	2	1
378	предстает в	1	1
379	вообще является	1	1
380	не могло	1	1
381	того и	2	1
382	и всегда	1	1
383	казалось бы	2	1
384	в отношениях	1	1
385	этих двух	1	1
386	базируется на	1	1
387	во всем	1	1
388	есть не	1	1
389	не нам	1	1
390	связи с	8	1
391	в сознании	1	1
392	мы и	1	1
393	а мы	2	1
394	здоровья и	1	1
395	бытия как	1	1
396	свое собственное	1	1
397	которых он	1	1
398	все то	1	1
399	не могут	1	1
400	и вполне	3	1
401	сравнительно с	3	1
402	это конечно	1	1
403	что со	1	1
404	к тому	2	1
405	ничего общего	1	1
406	о судьбе	1	1
407	приходит к	2	1
408	можно и	2	1
409	и о	4	1
410	но по	2	1
411	того чтобы	2	1
412	свою очередь	2	1
413	здесь не	4	1
414	в собственном	1	1
415	исторической жизни	1	1
416	только то	1	1
417	думаю что	1	1
418	на том	1	1
419	же касается	5	1
420	можно было	2	1
421	на нее	1	1
422	с позиций	1	1
423	он писал	1	1
424	во второй	2	1
425	поэтому в	1	1
426	в таком	3	1
427	и перед	1	1
428	сводится к	1	1
429	встал и	1	1
430	произведения как	1	1
431	я умер	1	1
432	вот и	3	1
433	но мы	1	1
434	ушел он	1	1
435	притом в	1	1
436	после того	2	1
437	можно сказать	4	1
438	пор пока	1	1
439	любви к	1	1
440	может я	1	1
441	во втором	1	1
442	речь шла	1	1
443	ним и	1	1
444	еще только	1	1
445	и мы	4	1
446	но тут	1	1
447	в литературе	1	1
448	своем внутреннем	1	1
449	тех пор	1	1
450	что только	1	1
451	он стал	1	1
452	дело с	1	1
453	откровения а	1	1
454	жизнь с	1	1
455	которое мы	1	1
456	неудивительно что	1	1
457	всей жизни	2	1
458	но то	2	1
459	что роман	1	1
460	богом и	1	1
461	в эти	7	1
462	же он	1	1
463	человека с	1	1
464	только на	1	1
465	а напротив	1	1
466	наша жизнь	1	1
467	что писал	1	1
468	не все	1	1
469	же этой	1	1
470	слова не	1	1
471	а то	2	1
472	я люблю	1	1
473	вл соловьева	152	1
474	признать его	1	1
475	с какой	1	1
476	ни с	2	1
477	себе в	2	1
478	личности и	1	1
479	мы находим	2	1
480	дело и	1	1
481	бытия и	2	1
482	точно в	1	1
483	к цели	1	1
484	до тех	1	1
485	к той	2	1
486	ее на	2	1
487	рядом с	1	1
488	нет и	1	1
489	быть названа	1	1
490	и стал	1	1
491	живой и	1	1
492	как у	2	1
493	что человек	1	1
494	не просто	1	1
495	именно в	4	1
496	и прежде	2	1
497	еще и	6	1
498	после прочтения	3	1
499	этом у	1	1
500	к более	1	1
501	чувствовал что	1	1
502	здесь дело	1	1
503	стремится к	2	1
504	откликнулся на	1	1
505	что мы	1	1
506	которой он	2	1
507	и п	1	1
508	все более	1	1
509	него в	4	1
510	время она	1	1
511	эти слова	1	1
512	так же	4	1
513	о работе	1	1
514	и потому	2	1
515	о гораздо	1	1
516	он внутренне	1	1
517	я из	1	1
518	в ноябре	2	1
519	требует от	1	1
520	характера и	1	1
521	в столь	1	1
522	он говорит	1	1
523	на рубеже	1	1
524	наряду с	2	1
525	одновременно с	1	1
526	что же	8	1
527	в тот	1	1
528	человек всегда	1	1
529	в своем	8	1
530	в это	4	1
531	ней с	1	1
532	лет назад	1	1
533	его в	4	1
534	и от	2	1
535	в основном	5	1
536	своей жизни	3	1
537	время не	1	1
538	в смысле	1	1
539	имел в	1	1
540	пока еще	1	1
541	унаследовав от	1	1
542	не мог	8	1
543	годов в	2	1
544	стихотворении с	1	1
545	этом же	1	1
546	и другим	1	1
547	всего мира	1	1
548	представляется что	1	1
549	мира и	1	1
550	от него	1	1
551	и все	7	1
552	он же	2	1
553	в подлинном	1	1
554	еще более	3	1
555	ни к	1	1
556	от всего	1	1
557	чувствовал себя	2	1
558	теперь же	1	1
559	личной судьбы	1	1
560	отношении к	1	1
561	ты не	1	1
562	нет ничего	3	1
563	о своем	2	1
564	годы своей	1	1
565	от своего	1	1
566	только и	3	1
567	только как	1	1
568	лишь только	1	1
569	от всех	1	1
570	в свою	3	1
571	к его	2	1
572	именно к	3	1
573	из этого	5	1
574	есть и	2	1
575	и приходится	1	1
576	которой я	1	1
577	ее в	1	1
578	к этому	6	1
579	можно назвать	2	1
580	они не	1	1
581	гораздо более	2	1
