N	2gram	Potebnia_M_4	DiskursI
204	данном случае	2	2
205	языка и	3	2
206	что делает	2	2
207	в пределах	1	2
208	и иные	1	2
209	на том	2	2
210	же касается	1	2
211	по этой	1	2
212	в другом	1	2
213	было в	3	2
214	и вообще	2	2
215	а по	1	2
216	о нем	1	2
217	во всяком	5	2
218	ни убавить	1	2
219	и что	7	2
220	времени в	1	2
221	это было	2	2
222	и требует	1	2
223	и во	1	2
224	нет различия	1	2
225	в форме	1	2
226	них в	1	2
227	к различным	1	2
228	дело с	1	2
229	в разные	1	2
230	есть в	5	2
231	уже в	5	2
232	свидетельствует о	1	2
233	по выражению	1	2
234	и понимание	1	2
235	слова в	3	2
236	в одном	4	2
237	сами по	2	2
238	заметить что	6	2
239	никогда не	3	2
240	бы это	1	2
241	из двух	1	2
242	здесь в	1	2
243	к которому	1	2
244	ни прибавить	1	2
245	и др	2	2
246	обратить внимание	2	2
247	его как	1	2
248	то она	1	2
249	более чем	3	2
250	к его	2	2
251	что же	5	2
252	в ряду	6	2
253	для понимания	2	2
254	и было	1	2
255	к другим	2	2
256	известной степени	3	2
257	говорящего и	2	2
258	или в	1	2
259	о котором	1	2
260	и все	4	2
261	не более	1	2
262	указывает на	2	2
263	хотя в	2	2
264	что даже	2	2
265	это в	1	2
266	том числе	1	2
267	можно говорить	1	1
268	речь идет	1	1
269	таком случае	2	1
270	отделен от	1	1
271	сам по	4	1
272	и то	5	1
273	самом деле	3	1
274	на самом	3	1
275	переход от	3	1
276	науки о	1	1
277	идет о	1	1
278	мысли а	2	1
279	и до	3	1
280	и за	1	1
281	той же	3	1
282	языка которое	1	1
283	следует обратить	1	1
284	к предмету	1	1
285	на явления	1	1
286	смысле можно	1	1
287	говорить о	5	1
288	я не	2	1
289	но уже	3	1
290	был прежде	1	1
291	мы и	2	1
292	степени как	1	1
293	меньшей степени	1	1
294	что оба	1	1
295	в xix	1	1
296	предметом и	1	1
297	на них	1	1
298	он сам	1	1
299	не могу	2	1
300	которой нет	1	1
301	могло быть	1	1
302	не то	5	1
303	только потому	4	1
304	иногда и	1	1
305	мы называем	1	1
306	нет и	1	1
307	отличаются от	1	1
308	относящимся к	1	1
309	что хотя	3	1
310	как говорит	1	1
311	же с	2	1
312	независимо от	6	1
313	его на	1	1
314	кто говорит	2	1
315	и нет	1	1
316	там же	3	1
317	в образовании	1	1
318	и художественного	1	1
319	тем же	1	1
320	и реального	1	1
321	в непосредственной	1	1
322	следующим образом	1	1
323	лицу с	1	1
324	чем теперь	1	1
325	есть его	1	1
326	в которой	6	1
327	бы и	5	1
328	что это	7	1
329	таковы например	1	1
330	образом и	1	1
331	не был	1	1
332	он в	1	1
333	в нашем	2	1
334	из этих	2	1
335	и те	1	1
336	почти одновременно	1	1
337	к человеческому	1	1
338	жизнь как	1	1
339	это такая	1	1
340	на то	7	1
341	человек не	2	1
342	выходя за	1	1
343	быть только	1	1
344	этот процесс	1	1
345	что она	2	1
346	время и	1	1
347	он не	2	1
348	что подтверждается	1	1
349	они в	1	1
350	к одному	3	1
351	из виду	2	1
352	нашего времени	3	1
353	свое время	1	1
354	чем она	1	1
355	что ни	1	1
356	как нельзя	1	1
357	но все	1	1
358	мы его	3	1
359	не будет	3	1
360	и может	4	1
361	есть все	1	1
362	значение в	1	1
363	в мире	2	1
364	входящие в	1	1
365	на все	1	1
366	с целью	1	1
367	при помощи	3	1
368	и других	3	1
369	с другими	4	1
370	этим достигается	1	1
371	от одного	3	1
372	человека только	1	1
373	может стать	1	1
374	действительности в	1	1
375	своего значения	1	1
376	стоит на	1	1
377	нечто общее	1	1
378	слово имеет	1	1
379	же образом	1	1
380	он из	1	1
381	нет как	1	1
382	с тем	7	1
383	в слове	22	1
384	мы видели	1	1
385	строгом смысле	1	1
386	но язык	1	1
387	мы не	8	1
388	слова и	5	1
389	не мог	1	1
390	в этих	3	1
391	на разных	1	1
392	во время	2	1
393	бы на	1	1
394	сводятся к	2	1
395	дошли до	1	1
396	и при	2	1
397	что такое	7	1
398	таким же	5	1
399	в изучении	1	1
400	свою речь	1	1
401	а как	2	1
402	с точки	3	1
403	личности художника	1	1
404	в первый	2	1
405	что до	2	1
406	оно живет	2	1
407	от его	2	1
408	вопрос на	1	1
409	которые в	1	1
410	его к	2	1
411	тем не	4	1
412	говорящего это	1	1
413	и более	4	1
414	всякое явление	1	1
415	том и	2	1
416	мере и	1	1
417	образ не	2	1
418	другим на	1	1
419	и тому	1	1
420	если и	2	1
421	стоит в	1	1
422	тем самым	4	1
423	до известной	2	1
424	даже не	2	1
425	виду что	2	1
426	самого начала	2	1
427	не имеет	5	1
428	дело в	1	1
429	и притом	2	1
430	не по	1	1
431	можно указать	1	1
432	например черная	1	1
433	образом в	5	1
434	и слишком	1	1
435	не вполне	2	1
436	такова что	1	1
437	этих двух	1	1
438	чтобы сообщить	1	1
439	не все	1	1
440	во всем	1	1
441	это слово	4	1
442	личного творчества	1	1
443	более позднее	2	1
444	как будто	1	1
445	этом отношении	1	1
446	что на	2	1
447	в каком	4	1
448	перед ним	1	1
449	настоящего времени	2	1
450	понятие как	1	1
451	такие же	5	1
452	не могут	2	1
453	когда мы	6	1
454	и вполне	2	1
455	про себя	1	1
456	уже было	2	1
457	и другим	3	1
458	его с	1	1
459	отказаться от	1	1
460	одним и	1	1
461	говоря словами	2	1
462	если же	4	1
463	но сама	2	1
464	однако по	1	1
465	и это	2	1
466	наблюдений над	1	1
467	значения и	1	1
468	и сами	2	1
469	религиозные и	1	1
470	мысль о	6	1
471	с самого	1	1
472	мнение что	1	1
473	с языком	2	1
474	своей мысли	1	1
475	и сам	1	1
476	что каждый	1	1
477	те же	3	1
478	котором нет	1	1
479	он говорит	1	1
480	во второй	1	1
481	том как	1	1
482	мыслью и	1	1
483	основана на	1	1
484	если бы	13	1
485	в словах	1	1
486	из одного	3	1
487	к языку	1	1
488	о ней	1	1
489	быть в	1	1
490	я употребляю	1	1
491	возможна только	1	1
492	к одной	1	1
493	при котором	1	1
494	всех подобных	1	1
495	на что	1	1
496	что его	2	1
497	теперь и	1	1
498	с соответствующими	1	1
499	нас в	2	1
500	не заключает	1	1
501	составляет не	1	1
502	к нему	5	1
503	состоит не	1	1
504	предполагает представление	1	1
505	об отсутствии	1	1
506	состоит именно	1	1
507	а потому	1	1
508	чем и	1	1
509	вслед за	1	1
510	в теории	1	1
511	а его	1	1
512	еще только	1	1
513	речи которые	1	1
514	и мы	5	1
515	признаков этого	1	1
516	при самом	1	1
517	что здесь	1	1
518	с ними	3	1
519	для понятия	1	1
520	пришел к	1	1
521	этом состоит	1	1
522	известного рода	1	1
523	совершающиеся в	1	1
524	второе значение	1	1
525	например с	2	1
526	по мнению	1	1
527	или же	1	1
528	самого говорящего	2	1
529	я в	2	1
530	в большинстве	2	1
531	только на	4	1
532	его восприятия	1	1
533	разные времена	1	1
534	связи как	1	1
535	в нашей	1	1
536	то и	4	1
537	следовало бы	1	1
538	в виде	2	1
539	различия в	1	1
540	связан в	1	1
541	слова не	3	1
542	человеческой деятельности	1	1
543	большинстве случаев	2	1
544	в известном	1	1
545	но от	1	1
546	но для	1	1
547	за ним	2	1
548	к своим	1	1
549	очевидно что	7	1
550	это обстоятельство	2	1
551	к чему-то	1	1
552	и их	3	1
553	всяком случае	3	1
554	в известной	1	1
555	от сознания	1	1
556	содержания а	1	1
557	друг друга	2	1
558	мы можем	10	1
559	не выходя	1	1
560	вся основана	1	1
561	внутреннем мире	1	1
562	в области	2	1
563	с другим	1	1
564	до сих	4	1
565	может ли	1	1
566	его себе	1	1
567	что человек	3	1
568	и чем	2	1
569	предания и	1	1
570	а именно	4	1
571	с той	1	1
572	и прежде	2	1
573	было бы	8	1
574	было и	2	1
575	в воображении	1	1
576	так некоторые	1	1
577	которая и	1	1
578	происходит только	1	1
579	мы сами	3	1
580	поэзия не	2	1
581	стремится к	2	1
582	было сказано	1	1
583	выражению как	1	1
584	что так	2	1
585	на который	2	1
586	этом случае	5	1
587	на слово	1	1
588	в одно	1	1
589	в связи	1	1
590	к сознанию	2	1
591	к лицу	1	1
592	искусств в	1	1
593	вместе с	6	1
594	до этого	3	1
595	как это	1	1
596	из трех	1	1
597	членораздельных звуков	1	1
598	и будут	1	1
599	до настоящего	1	1
600	преданием и	1	1
601	если оно	2	1
602	лицом к	1	1
603	в той	4	1
604	народная поэзия	2	1
605	что всякое	1	1
606	научной мысли	1	1
607	понятия о	7	1
608	да и	4	1
609	и другой	1	1
610	предполагает в	1	1
611	этого слова	7	1
612	и восприятие	1	1
613	только о	2	1
614	на языке	1	1
615	быть и	2	1
616	сих пор	4	1
617	как предмет	1	1
618	не об	1	1
619	в чем	1	1
620	в смысле	3	1
621	это явление	1	1
622	без которой	1	1
623	в следующей	1	1
624	значения слова	1	1
625	при таком	1	1
626	не существует	2	1
627	мысли что	2	1
628	вопрос о	2	1
629	которая в	1	1
630	развития и	2	1
631	поэзии в	1	1
632	и законченность	1	1
633	язык представляет	1	1
634	у них	1	1
635	или нет	1	1
636	от того	4	1
637	тем более	5	1
638	мы должны	2	1
639	надо полагать	1	1
640	но это	3	1
641	том случае	3	1
642	или не	1	1
643	лежит в	1	1
644	могли быть	1	1
645	отношении к	1	1
646	здесь только	1	1
647	не знает	1	1
648	как нечто	1	1
649	его таким	1	1
650	их с	1	1
651	природа как	1	1
652	легко заметить	1	1
653	в свое	1	1
654	людей но	1	1
655	и состоит	3	1
656	в голову	2	1
657	случае если	1	1
658	посредством слова	2	1
659	значение а	1	1
660	следует сказать	2	1
661	в таком	4	1
662	случае его	1	1
