N	2gram	Potebnia_M_2	Problemy
126	с другой	6	4
127	не на	2	4
128	такой как	1	4
129	то есть	30	4
130	не могут	7	4
131	но это	3	4
132	между ними	2	4
133	речи и	1	4
134	что в	16	4
135	но эти	2	4
136	связи между	1	3
137	должна быть	1	3
138	обойтись без	1	3
139	мы уже	1	3
140	той же	3	3
141	что если	6	3
142	в единстве	1	3
143	не была	1	3
144	мы будем	1	3
145	что так	1	3
146	за пределы	2	3
147	в одной	1	3
148	стороны и	1	3
149	более или	8	3
150	только на	1	3
151	тому же	1	3
152	никому не	1	3
153	это не	3	3
154	эту минуту	3	3
155	в жизни	2	3
156	кажется что	3	3
157	а за	1	3
158	такой же	4	3
159	или менее	8	3
160	и их	5	3
161	в их	1	3
162	зрения и	7	3
163	в одно	8	3
164	на него	3	3
165	ничего не	1	3
166	слова как	1	3
167	во всем	2	3
168	для другого	1	3
169	могут быть	8	3
170	не менее	5	3
171	но при	1	3
172	в себя	2	3
173	так и	5	3
174	не за	1	3
175	если бы	11	3
176	с ним	5	3
177	и здесь	2	3
178	между тем	6	3
179	что и	11	3
180	и только	6	3
181	и следовательно	2	3
182	в формах	2	3
183	его в	3	3
184	тот же	5	3
185	со всеми	1	3
186	есть в	2	3
187	уже не	4	3
188	тем что	7	3
189	к самому	1	3
190	по своим	1	3
191	себя и	2	3
192	чувствуем что	1	3
193	ни на	1	3
194	в человеке	4	3
195	но для	1	3
196	все же	5	3
197	и для	3	3
198	сознания и	1	3
199	в эту	3	3
200	другой стороны	2	3
201	того же	14	3
202	в последнем	1	3
203	есть и	1	3
204	я и	1	2
205	а между	4	2
206	ту же	1	2
207	отношения к	2	2
208	чтобы не	1	2
209	человека и	3	2
210	самый предмет	2	2
211	тем же	3	2
212	себе как	1	2
213	не во	2	2
214	и о	1	2
215	вопрос о	2	2
216	время как	4	2
217	бы ни	5	2
218	от друга	1	2
219	мы и	1	2
220	то это	3	2
221	для наших	1	2
222	себе что	1	2
223	собою и	2	2
224	и сами	4	2
225	быть в	1	2
226	но конечно	1	2
227	друг к	1	2
228	друг на	1	2
229	в сторону	1	2
230	с собою	1	2
231	отношение к	1	2
232	друг от	1	2
233	друга и	1	2
234	как в	10	2
235	с этим	7	2
236	и как	6	2
237	его к	1	2
238	сливается с	1	2
239	эти отношения	1	2
240	бы и	1	2
241	что это	3	2
242	в целом	3	2
243	бы не	5	2
244	из этих	4	2
245	с их	1	2
246	нами в	1	2
247	мы чувствуем	3	2
248	как он	4	2
249	но на	2	2
250	и еще	1	2
251	на том	1	2
252	внутренней речи	1	2
253	оно должно	3	2
254	слово или	1	2
255	одно и	2	2
256	но все	2	2
257	сознание и	4	2
258	об этом	1	2
259	из них	5	2
260	к другу	1	2
261	входит в	1	2
262	он есть	1	2
263	известно что	1	2
264	него как	1	2
265	ни в	1	2
266	на друга	1	2
267	для чего	1	2
268	в тоне	1	2
269	том что	8	2
270	и при	3	2
271	что такое	2	2
272	в такой	1	2
273	в которых	1	2
274	мысли и	1	2
275	значение для	1	2
276	но эта	1	2
277	и то	3	2
278	раз и	1	2
279	дело в	1	2
280	того как	7	2
281	одна из	4	2
282	на себе	1	2
283	в процессе	1	2
284	и всегда	1	2
285	и без	1	2
286	не воспроизводится	1	2
287	тем не	6	2
288	меня и	1	2
289	для осуществления	1	2
290	что на	3	2
291	у нас	2	2
292	отличается от	1	2
293	должны быть	4	2
294	самом предмете	1	2
295	указывает на	2	2
296	предмет в	1	2
297	для себя	1	2
298	и самое	1	2
299	без всякого	1	2
300	представим себе	1	2
301	то время	4	2
302	мы наблюдаем	1	2
303	что у	2	2
304	что может	2	2
305	времени и	1	2
306	как выражение	1	2
307	с человеком	1	2
308	тона и	1	2
309	его жизни	1	2
310	все его	1	2
311	от них	3	2
312	переходит в	1	2
313	от одного	3	2
314	того что	7	2
315	этом смысле	2	2
316	но так	1	2
317	в стороне	1	2
318	и так	1	2
319	конечно не	1	2
320	уже в	5	2
321	если мы	3	2
322	и они	2	2
323	то и	9	2
324	этого нельзя	1	2
325	а то	2	2
326	его и	1	2
327	и та	1	2
328	может служить	1	2
329	мы можем	12	2
330	каждый из	1	2
331	уже и	1	2
332	на меня	1	2
333	его мысли	1	2
334	другого и	1	2
335	с другим	1	2
336	нельзя сказать	1	2
337	и кто	1	2
338	а с	2	2
339	и др	1	2
340	что не	5	2
341	превращается в	2	2
342	теперь он	1	2
343	так же	2	2
344	если оно	1	2
345	в первой	1	2
346	например в	3	2
347	чтобы сделать	1	2
348	этого слова	6	2
349	между собой	1	2
350	сознании и	2	2
351	вне его	1	2
352	слова но	2	2
353	человек и	1	2
354	для нас	31	2
355	бы он	1	2
356	хотя бы	2	2
357	ни было	3	2
358	отношении к	2	2
359	не есть	6	2
360	с теми	2	2
361	с ними	3	2
362	сказать что	2	2
363	была бы	1	2
364	нет но	3	2
365	ее в	1	2
366	как слово	1	2
367	в своих	1	2
368	который не	1	2
369	в таком	4	2
370	во всяком	7	2
371	если б	5	1
372	в движение	2	1
373	предполагает что	2	1
374	таком случае	2	1
375	они еще	1	1
376	окружающих нас	1	1
377	на самом	2	1
378	он может	1	1
379	но тем	3	1
380	мысли к	2	1
381	не показывает	1	1
382	и есть	2	1
383	в законченные	1	1
384	мысли а	2	1
385	между двумя	6	1
386	из другого	1	1
387	случае оно	2	1
388	собственном смысле	1	1
389	видеть в	1	1
390	уже по	1	1
391	и могут	1	1
392	одним из	1	1
393	есть не	5	1
394	и само	1	1
395	своего слова	1	1
396	из своих	1	1
397	того об	1	1
398	этом не	1	1
399	есть нечто	3	1
400	эта форма	1	1
401	и междометий	1	1
402	но она	3	1
403	принадлежит к	1	1
404	и тем	3	1
405	слова например	1	1
406	и заставляет	1	1
407	их имеет	1	1
408	нет то	1	1
409	к их	1	1
410	на них	1	1
411	от себя	2	1
412	бы то	1	1
413	человека или	1	1
414	тем как	2	1
415	то мы	2	1
416	его так	1	1
417	одним словом	4	1
418	с одной	4	1
419	нам его	1	1
420	но как	1	1
421	очевидно и	1	1
422	если в	3	1
423	в общем	2	1
424	в собственном	2	1
425	не согласиться	1	1
426	одном из	4	1
427	что как	1	1
428	она как	1	1
429	в слово	2	1
430	ней в	1	1
431	однако не	1	1
432	от нашего	2	1
433	в мысли	5	1
434	и понимания	1	1
435	себе не	4	1
436	о самом	1	1
437	необходимы и	1	1
438	к чему	1	1
439	точкой зрения	1	1
440	бы с	1	1
441	в нашем	2	1
442	степени и	1	1
443	которые в	1	1
444	самое это	3	1
445	речи но	1	1
446	все слова	2	1
447	будто и	1	1
448	иначе и	1	1
449	не обращать	1	1
450	человек не	1	1
451	всеми остальными	1	1
452	слово только	1	1
453	все они	1	1
454	и если	4	1
455	что она	3	1
456	есть одна	1	1
457	сказать в	2	1
458	а скорее	2	1
459	свою собственную	1	1
460	он должен	1	1
461	не к	1	1
462	сам так	1	1
463	кажется нам	2	1
464	своего пути	1	1
465	хотя все	1	1
466	что ни	2	1
467	и по	2	1
468	на этом	2	1
469	может понять	1	1
470	значительной степени	1	1
471	не следует	1	1
472	то ни	1	1
473	мы слышим	1	1
474	тем с	1	1
475	что все	2	1
476	связанных с	1	1
477	напротив что	1	1
478	за собою	2	1
479	с другими	5	1
480	друг другу	1	1
481	видит в	1	1
482	как к	1	1
483	деле в	1	1
484	произведет его	1	1
485	приходит в	1	1
486	делает его	1	1
487	зрения кроме	1	1
488	из нее	1	1
489	в прямом	1	1
490	образ мы	1	1
491	в ее	1	1
492	не всегда	1	1
493	и уже	5	1
494	его слово	1	1
495	чем в	1	1
496	и тогда	3	1
497	убедиться что	1	1
498	к мысли	2	1
499	во второй	1	1
500	от своего	1	1
501	которую мы	1	1
502	или точнее	1	1
503	когда-то было	1	1
504	относится ко	1	1
505	это только	1	1
506	быть различно	1	1
507	слово совершенно	1	1
508	для всякого	1	1
509	ее он	1	1
510	стало быть	4	1
511	его уже	2	1
512	теми же	1	1
513	во-вторых в	1	1
514	красный цвет	2	1
515	по крайней	5	1
516	и эти	1	1
517	слова к	1	1
518	связей с	1	1
519	всего его	1	1
520	можем сказать	1	1
521	сознании в	1	1
522	что есть	2	1
523	а от	3	1
524	к слиянию	5	1
525	или что	2	1
526	в таких	1	1
527	что с	2	1
528	виду что	1	1
529	голоса на	1	1
530	трудно но	1	1
531	есть прежде	2	1
532	что ему	2	1
533	есть а	1	1
534	мысли в	3	1
535	друг друга	2	1
536	тогда когда	10	1
537	и имеет	1	1
538	само по	2	1
539	что вы	1	1
540	тень на	1	1
541	того чтобы	2	1
542	нем в	1	1
543	появляется в	1	1
544	не могло	1	1
545	только не	1	1
546	не имеет	6	1
547	нельзя не	1	1
548	не исчерпывается	1	1
549	находятся в	1	1
550	этих двух	1	1
551	всего на	1	1
552	находиться в	2	1
553	слова которая	1	1
554	по своей	1	1
555	связи с	6	1
556	в сознании	23	1
557	его собственное	2	1
558	им и	1	1
559	до того	1	1
560	только с	1	1
561	раз как	1	1
562	их по	1	1
563	зрение и	1	1
564	каждого слова	1	1
565	не от	5	1
566	очень часто	1	1
567	все то	1	1
568	да рядом	1	1
569	возможности но	1	1
570	его за	1	1
571	мере того	4	1
572	есть или	1	1
573	его с	2	1
574	на это	1	1
575	где он	1	1
576	не делает	1	1
577	но только	2	1
578	как не	3	1
579	потому сами	1	1
580	лучше сказать	1	1
581	так в	4	1
582	если они	1	1
583	на нее	1	1
584	те же	3	1
585	не с	3	1
586	здесь как	1	1
587	мог бы	3	1
588	во многом	1	1
589	каждый член	1	1
590	поэтому в	1	1
591	был не	1	1
592	и вообще	3	1
593	стремление к	2	1
594	в содержании	1	1
595	образ или	1	1
596	же было	1	1
597	слова из	1	1
598	переходить в	1	1
599	непосредственное выражение	1	1
600	и поэтому	2	1
601	определенным образом	1	1
602	но мы	3	1
603	образа как	1	1
604	мысли мы	1	1
605	на что	1	1
606	становятся все	1	1
607	после того	2	1
608	можно сказать	1	1
609	сложные явления	2	1
610	любви к	1	1
611	нас в	2	1
612	понимать себя	2	1
613	от него	4	1
614	этих слов	1	1
615	и во	3	1
616	во втором	1	1
617	на одном	1	1
618	в языке	3	1
619	его мысль	1	1
620	крайней мере	5	1
621	этот последний	1	1
622	всех слов	1	1
623	ее как	1	1
624	его силы	1	1
625	может иметь	1	1
626	и самые	1	1
627	большей или	1	1
628	действительности не	1	1
629	что здесь	1	1
630	один из	2	1
631	оно и	1	1
632	по трем	1	1
633	сливаясь с	1	1
634	вне себя	2	1
635	мы видим	2	1
636	менее в	1	1
637	они становятся	1	1
638	явления в	1	1
639	в какой	2	1
640	в устах	1	1
641	то в	1	1
642	и действительно	1	1
643	всяком случае	7	1
644	тому какое	1	1
645	не остаются	1	1
646	между этими	1	1
647	только тон	1	1
648	кроме этого	2	1
649	может вовсе	1	1
650	душевной жизни	7	1
651	именно на	1	1
652	с которыми	2	1
653	менее и	1	1
654	сильнее чем	1	1
655	человека с	1	1
656	к у	1	1
657	с нею	2	1
658	был дан	1	1
659	об чем	1	1
660	ни с	2	1
661	мы знаем	2	1
662	только их	1	1
663	в известной	1	1
664	мы находим	2	1
665	сами по	7	1
666	содержания а	1	1
667	не о	1	1
668	в выборе	1	1
669	но что	2	1
670	явлениями и	1	1
671	которые могут	4	1
672	не говорит	1	1
673	всеми этими	1	1
674	другого к	1	1
675	в других	4	1
676	о которых	3	1
677	не было	6	1
678	были бы	1	1
679	одной стороны	3	1
680	силы но	1	1
681	слово мы	1	1
682	а именно	1	1
683	том как	3	1
684	человека а	1	1
685	к которому	2	1
686	или меньшей	1	1
687	в сознание	10	1
688	только один	4	1
689	такое же	2	1
690	это последнее	4	1
691	на которые	1	1
692	содержание его	2	1
693	один и	1	1
694	на ней	3	1
695	что для	3	1
696	предмет и	1	1
697	вопрос почему	1	1
698	связано с	2	1
699	от этого	1	1
700	ей не	1	1
701	которых мы	3	1
702	они служат	2	1
703	и непосредственно	1	1
704	слово из	1	1
705	его как	1	1
706	как ни	1	1
707	человек есть	1	1
708	не то	2	1
709	что из	1	1
710	и слово	1	1
711	в связи	2	1
712	междометий в	1	1
713	слиянию двух	1	1
714	не видит	1	1
715	нами как	1	1
716	вместе с	11	1
717	и потому	2	1
718	как это	2	1
719	со словом	1	1
720	к своему	1	1
721	и тою	2	1
722	не знал	1	1
723	влияния на	2	1
724	если так	1	1
725	смысле этого	3	1
726	это есть	1	1
727	то к	2	1
728	указание на	2	1
729	форма в	1	1
730	на самое	1	1
731	про себя	1	1
732	положении и	1	1
733	сплошь да	1	1
734	и какое	1	1
735	голоса и	1	1
736	занимает в	1	1
737	в душевной	1	1
738	за неимением	1	1
739	различные степени	1	1
740	к другим	3	1
741	и ответа	1	1
742	свои слова	1	1
743	но с	1	1
744	его собственная	1	1
745	с полною	1	1
746	слове и	1	1
747	этот образ	1	1
748	известной степени	1	1
749	не знаем	2	1
750	предмет как	2	1
751	не имея	1	1
752	было их	1	1
753	изменения в	1	1
754	и от	3	1
755	от мысли	1	1
756	тем более	1	1
757	в другой	1	1
758	о котором	2	1
759	это как	1	1
760	а к	2	1
761	души в	2	1
762	и ни	1	1
763	необходимое для	1	1
764	в большей	1	1
765	ничего общего	1	1
766	эту последнюю	1	1
767	же в	5	1
768	есть уже	1	1
769	не я	1	1
770	за этим	1	1
771	взгляд или	1	1
772	что слова	1	1
773	по поводу	6	1
774	на их	1	1
775	две стороны	1	1
776	на более	2	1
777	они как	1	1
778	относятся друг	1	1
779	иное слово	1	1
780	он никогда	1	1
781	слагаться в	1	1
782	и слияние	1	1
783	и другой	1	1
784	выражая и	1	1
785	на лестницу	1	1
786	время не	1	1
787	мысли но	2	1
788	эти слова	1	1
789	сознания а	1	1
790	можно назвать	2	1
791	жизни и	1	1
792	форму мы	1	1
793	все что	3	1
794	другие так	1	1
795	этой точки	1	1
796	к этому	2	1
797	и начнем	1	1
798	как на	3	1
799	они не	4	1
800	как следствие	1	1
