N	2gram	Potebnia_M_1	FransuaR
588	и произведения	1	1
589	объяснение в	1	1
590	свою историю	1	1
591	ожидания и	1	1
592	стороны он	1	1
593	к которому	3	1
594	жизни народа	2	1
595	которые не	2	1
596	себя и	1	1
597	многое другое	1	1
598	только к	1	1
599	выше и	1	1
600	чтобы убедиться	1	1
601	а на	1	1
602	не на	1	1
603	а не	21	1
604	его как	1	1
605	и легкость	1	1
606	всех времен	1	1
607	человеческой жизни	1	1
608	его собственной	1	1
609	говорить без	1	1
610	под влиянием	2	1
611	как именно	1	1
612	имея в	1	1
613	все более	3	1
614	но оно	3	1
615	всем остальным	1	1
616	например когда	1	1
617	перейти в	1	1
618	может стать	1	1
619	а потому	10	1
620	он говорит	1	1
621	в течение	2	1
622	в вечной	1	1
623	только во	1	1
624	там где	4	1
625	что как	3	1
626	многих других	1	1
627	и формы	1	1
628	слова и	4	1
629	во-вторых он	1	1
630	как например	2	1
631	происходит с	1	1
632	же то	2	1
633	в начале	2	1
634	что касается	1	1
635	от нас	2	1
636	при всем	1	1
637	более и	2	1
638	вне его	1	1
639	началом и	1	1
640	для выражения	1	1
641	новое слово	1	1
642	в связи	1	1
643	тем и	1	1
644	этот процесс	1	1
645	произведений этой	1	1
646	в результате	1	1
647	развития и	3	1
648	как эта	1	1
649	души в	1	1
650	в эту	1	1
651	по одной	3	1
652	находит свое	1	1
653	вовлекает в	1	1
654	хотя бы	2	1
655	все они	2	1
656	всех тех	1	1
657	на другие	1	1
658	отношением к	1	1
659	их с	1	1
660	свой круг	1	1
661	имеет место	2	1
662	отношению к	13	1
663	времен и	2	1
664	речи как	1	1
665	это так	1	1
666	то оно	2	1
667	к этому	1	1
668	как на	3	1
669	во всяком	3	1
670	все что	2	1
671	они не	1	1
