N	2gram	Voloshinov_1	OGranits
286	воспроизводится в	1	1
287	не нашел	1	1
288	имеет и	1	1
289	и здесь	1	1
290	роковую роль	1	1
291	его в	4	1
292	искусства в	1	1
293	должны перейти	1	1
294	представляет собою	1	1
295	еще одно	1	1
296	что мы	2	1
297	отношений здесь	1	1
298	полагаем что	3	1
299	мы утверждаем	1	1
300	для них	1	1
301	широко пользуется	1	1
302	а на	2	1
303	он действительно	1	1
304	это выходит	1	1
305	и самый	1	1
306	не всегда	1	1
307	все время	1	1
308	уже у	1	1
309	отнюдь не	4	1
310	для человека	1	1
311	менее всего	1	1
312	они-то и	2	1
313	разных местах	1	1
314	здесь она	1	1
315	момента в	2	1
316	связь с	1	1
317	но если	1	1
318	художественного творчества	4	1
319	и особенно	1	1
320	как это	3	1
321	теперь мы	1	1
322	та сила	1	1
323	и столь	1	1
324	быть это	3	1
325	мысли и	4	1
326	к этому	2	1
327	своего рождения	1	1
328	продолжающий его	1	1
329	правда он	1	1
330	тому как	1	1
331	и вот	3	1
332	и связанных	1	1
333	времени не	1	1
334	вне этой	1	1
335	в эпоху	1	1
336	их в	3	1
337	в человеческом	1	1
338	т.е на	1	1
339	к следующему	2	1
340	быть не	1	1
341	что такое	5	1
342	только то	2	1
343	существует только	2	1
344	но это	2	1
345	и оно	3	1
346	в начале	2	1
347	точно и	1	1
348	истории и	1	1
349	к другим	2	1
350	одна из	1	1
351	от матери	2	1
352	в науке	2	1
353	к новым	1	1
354	связанная с	1	1
355	того чтобы	1	1
356	жизни когда	1	1
357	мышления в	1	1
358	в самых	1	1
359	при таком	1	1
360	не существует	2	1
361	формы и	1	1
362	в разных	1	1
363	на одном	1	1
364	влечет к	2	1
365	в основе	3	1
366	ad absurdum	1	1
367	только что	1	1
368	общего не	1	1
369	бы по	1	1
370	связи с	1	1
371	этом отношении	1	1
372	не знает	2	1
373	сказать что	7	1
374	предположение о	1	1
375	две группы	3	1
376	среди них	1	1
377	ведь именно	1	1
378	работы и	1	1
379	все то	2	1
380	мы здесь	1	1
381	так рождается	1	1
382	не входит	1	1
383	и часто	1	1
384	метафоры и	1	1
385	рождается и	1	1
386	с его	7	1
387	же самое	1	1
388	должны быть	1	1
389	вместе с	3	1
390	правда все	1	1
391	по поводу	1	1
392	разрыва между	1	1
393	что при	1	1
394	этой точки	1	1
395	они не	2	1
