N	2gram	Vygotskiy__3	EvropaiE
474	этого периода	2	1
475	всегда в	1	1
476	можно толковать	1	1
477	для себя	1	1
478	приходит к	6	1
479	своего развития	3	1
480	язык и	1	1
481	во внутреннюю	1	1
482	мы думаем	1	1
483	последнее время	3	1
484	то время	4	1
485	степени и	1	1
486	мнение что	1	1
487	как с	4	1
488	котором мы	1	1
489	и центральной	1	1
490	и сам	3	1
491	единое целое	1	1
492	этот период	1	1
493	был бы	1	1
494	и другими	2	1
495	одного из	2	1
496	об этом	2	1
497	еще в	2	1
498	когда в	3	1
499	ко второй	1	1
500	является в	3	1
501	поэтому в	2	1
502	в некоторой	1	1
503	быть может	1	1
504	и вообще	1	1
505	к другу	1	1
506	которая отличает	1	1
507	с ним	4	1
508	означает что	1	1
509	связанная с	1	1
510	в построении	2	1
511	связанное с	2	1
512	сводится к	1	1
513	при такой	1	1
514	в состав	1	1
515	на вопрос	1	1
516	внимание на	2	1
517	или на	1	1
518	может не	1	1
519	связанной с	1	1
520	развития не	1	1
521	не выходит	1	1
522	связь между	4	1
523	в которую	1	1
524	отрицательный ответ	1	1
525	которые мы	1	1
526	и всякая	1	1
527	способность к	1	1
528	всего этого	1	1
529	с понятиями	4	1
530	друг к	1	1
531	значит что	4	1
532	один из	6	1
533	ибо в	1	1
534	тот же	2	1
535	связь и	2	1
536	с ними	3	1
537	дело с	3	1
538	всех этих	2	1
539	мы увидим	4	1
540	на несколько	1	1
541	которое мы	1	1
542	что как	2	1
543	который в	3	1
544	они могут	1	1
545	на которые	2	1
546	никак нельзя	1	1
547	же при	1	1
548	отношении в	1	1
549	по этому	3	1
550	основании того	1	1
551	с которыми	3	1
552	происходит ли	2	1
553	переходит в	1	1
554	внимание что	1	1
555	уже не	2	1
556	уже в	7	1
557	если мы	3	1
558	то и	4	1
559	в начале	2	1
560	что не	1	1
561	области развития	1	1
562	к установлению	2	1
563	этот раз	1	1
564	например к	1	1
565	несомненно в	1	1
566	это обстоятельство	3	1
567	одно из	1	1
568	для него	5	1
569	и их	3	1
570	представить себе	1	1
571	мы находим	1	1
572	гораздо большей	1	1
573	не о	1	1
574	как его	1	1
575	от того	4	1
576	потребности в	1	1
577	интересующей нас	2	1
578	исходящей из	2	1
579	социальной средой	1	1
580	эти наблюдения	1	1
581	его ни	1	1
582	в исторической	1	1
583	выходит за	1	1
584	или иначе	2	1
585	время совершенно	1	1
586	не обязательно	1	1
587	соединено с	1	1
588	не сводится	1	1
589	к которому	3	1
590	с той	2	1
591	в ряде	4	1
592	неизбежно придет	1	1
593	и затем	1	1
594	что для	1	1
595	обратиться к	1	1
596	те кто	1	1
597	что обе	1	1
598	которых мы	2	1
599	на которых	2	1
600	с которым	1	1
601	к осознанию	1	1
602	так называемой	1	1
603	то такой	1	1
604	вопрос можно	1	1
605	которые по	1	1
606	что мы	7	1
607	мы знаем	4	1
608	в связи	6	1
609	со значением	1	1
610	связь с	3	1
611	центральную и	1	1
612	другие не	1	1
613	многих случаях	1	1
614	естественных условиях	1	1
615	основных чертах	1	1
616	этих случаях	1	1
617	к жизни	2	1
618	для всех	1	1
619	собой такое	1	1
620	границ между	1	1
621	одновременно с	1	1
622	некоторое время	2	1
623	области внутренней	1	1
624	многих других	1	1
625	в состоянии	1	1
626	должно быть	2	1
627	с ее	5	1
628	этого слова	4	1
629	этого факта	1	1
630	слова и	6	1
631	на пути	2	1
632	аналогии с	1	1
633	для развития	3	1
634	впоследствии к	1	1
635	с полной	1	1
636	вопрос в	1	1
637	одного и	4	1
638	указать на	1	1
639	существенную черту	2	1
640	лицо и	1	1
641	это можно	1	1
642	что оно	4	1
643	о котором	2	1
644	процесс мы	1	1
645	но это	5	1
646	отношении их	1	1
647	приводящие к	1	1
648	вступать в	1	1
649	цель и	2	1
650	с ней	3	1
651	сказали бы	1	1
652	но этот	1	1
653	в последнем	1	1
654	с такой	1	1
655	оно не	2	1
656	но сама	1	1
657	лежащих в	3	1
658	включает в	2	1
659	собой это	1	1
660	своей части	1	1
661	они относятся	1	1
662	который не	1	1
663	все что	2	1
664	том числе	1	1
