N	2gram	Losev_Dial_3	Problemy
155	тот же	1	4
156	во всяком	2	4
157	себя как	3	3
158	это и	7	3
159	высшей степени	1	3
160	говорить о	4	3
161	в виду	7	3
162	бы то	2	3
163	во всех	1	3
164	он умеет	1	3
165	в общем	1	3
166	за пределы	3	3
167	в одной	3	3
168	с этим	3	3
169	все эти	3	3
170	тому же	2	3
171	одно и	5	3
172	то ни	1	3
173	знает что	1	3
174	было бы	5	3
175	нет в	1	3
176	этого не	2	3
177	такой же	1	3
178	в котором	1	3
179	не как	1	3
180	раз и	3	3
181	но только	4	3
182	а так	1	3
183	ничего не	17	3
184	с ее	1	3
185	всего этого	2	3
186	не могу	1	3
187	в ее	1	3
188	и говорит	1	3
189	там в	1	3
190	и во	2	3
191	что и	6	3
192	это не	4	3
193	в него	1	3
194	того что	12	3
195	но так	1	3
196	со всеми	2	3
197	уже не	5	3
198	из них	3	3
199	даже и	7	3
200	другого и	1	3
201	своего собственного	2	3
202	должно быть	3	3
203	которой он	1	3
204	не мог	1	3
205	и от	3	3
206	только что	4	3
207	ни было	1	3
208	том что	8	3
209	сказать что	4	3
210	другой стороны	2	3
211	бы его	2	3
212	я и	2	2
213	например в	2	2
214	зависимость от	1	2
215	чтобы не	1	2
216	сам по	5	2
217	его внутреннюю	1	2
218	живое и	1	2
219	в первом	2	2
220	и этот	1	2
221	а как	1	2
222	она в	1	2
223	надо было	1	2
224	и тут	3	2
225	еще до	1	2
226	время как	4	2
227	свой предмет	1	2
228	в каждой	1	2
229	в ней	2	2
230	что его	5	2
231	друг на	1	2
232	не просто	18	2
233	по которому	2	2
234	в своем	3	2
235	мы можем	1	2
236	и слова	1	2
237	хотя и	5	2
238	и как	8	2
239	не кажется	1	2
240	вы сами	2	2
241	них он	1	2
242	в этот	1	2
243	в которой	1	2
244	бы и	1	2
245	но ведь	1	2
246	можно лишь	1	2
247	вообще не	2	2
248	при этом	2	2
249	а просто	1	2
250	всех этих	1	2
251	с таким	1	2
252	их в	2	2
253	что тут	1	2
254	и по	2	2
255	на этом	2	2
256	я например	1	2
257	что все	14	2
258	сознание и	3	2
259	той же	3	2
260	это было	3	2
261	было в	1	2
262	много раз	1	2
263	чтобы все	1	2
264	он есть	3	2
265	ни в	9	2
266	если я	2	2
267	все равно	2	2
268	но я	1	2
269	в этих	1	2
270	как все	3	2
271	с точки	14	2
272	он дает	2	2
273	и другого	1	2
274	тому чтобы	1	2
275	тому что	4	2
276	вопрос о	5	2
277	что с	1	2
278	его внутреннего	1	2
279	если и	1	2
280	не менее	11	2
281	ну да	1	2
282	но что	7	2
283	тогда и	2	2
284	подобно тому	4	2
285	этих двух	1	2
286	другой как	1	2
287	к ней	1	2
288	по своей	1	2
289	такая же	1	2
290	ли это	1	2
291	есть только	12	2
292	а что	4	2
293	и он	2	2
294	что вы	1	2
295	вы не	6	2
296	без всякого	1	2
297	да что	2	2
298	ну и	1	2
299	уже с	1	2
300	так в	2	2
301	мог бы	1	2
302	жизнь и	4	2
303	для этого	2	2
304	и вообще	2	2
305	о нем	4	2
306	только так	1	2
307	о том	6	2
308	на вопрос	1	2
309	и та	1	2
310	почему же	2	2
311	ибо и	3	2
312	себя но	2	2
313	и мир	1	2
314	быть и	3	2
315	одной из	1	2
316	то в	2	2
317	себя в	2	2
318	в сторону	1	2
319	конечно не	4	2
320	только слово	1	2
321	мы знаем	3	2
322	для другого	1	2
323	друг друга	3	2
324	каждый из	1	2
325	уже и	3	2
326	тогда в	1	2
327	что на	1	2
328	здесь в	1	2
329	кто живет	1	2
330	такое же	1	2
331	говорит о	4	2
332	от другого	1	2
333	на друга	1	2
334	у человека	2	2
335	точек зрения	1	2
336	одна и	1	2
337	слово слово	1	2
338	вместе с	1	2
339	я уже	7	2
340	нет ни	2	2
341	тому как	4	2
342	себя то	1	2
343	когда она	1	2
344	его собственные	1	2
345	из этого	2	2
346	с этой	5	2
347	будет и	1	2
348	но для	2	2
349	самое главное	1	2
350	или в	2	2
351	что оно	7	2
352	в силах	1	2
353	ли будет	2	2
354	я хотел	1	2
355	и ни	3	2
356	я хочу	1	2
357	его нельзя	1	2
358	хотя бы	4	2
359	на одно	1	2
360	слово в	2	2
361	меня в	2	2
362	ни на	3	2
363	я сказал	1	1
364	кто его	1	1
365	от этой	1	1
366	именно как	3	1
367	ту же	1	1
368	нем нет	1	1
369	кто бы	1	1
370	и фактически	1	1
371	начинается с	1	1
372	он может	1	1
373	но тем	1	1
374	в приведенном	1	1
375	по преимуществу	1	1
376	что эти	1	1
377	и больше	4	1
378	этого он	2	1
379	отношения к	1	1
380	уже по	2	1
381	в их	2	1
382	по его	1	1
383	есть не	9	1
384	ни того	9	1
385	и утвердить	1	1
386	или наоборот	1	1
387	мы не	5	1
388	и ничего	4	1
389	что уже	1	1
390	прислушаться к	1	1
391	что никто	1	1
392	есть нечто	23	1
393	оно вообще	2	1
394	да зачем	1	1
395	как я	2	1
396	которое не	2	1
397	но даже	3	1
398	то это	9	1
399	или нет?	2	1
400	зависимости от	3	1
401	себе что	1	1
402	и сводится	3	1
403	и самого	1	1
404	проявляет себя	1	1
405	он был	1	1
406	ли его	2	1
407	сказать и	1	1
408	все будет	1	1
409	он вообще	1	1
410	то он	1	1
411	нельзя говорить	1	1
412	в качестве	1	1
413	тут же	1	1
414	процессе всего	1	1
415	сама по	4	1
416	отнюдь не	10	1
417	свою неспособность	1	1
418	чем же	1	1
419	независимо от	1	1
420	как тело	3	1
421	тем более	3	1
422	очень трудно	1	1
423	и пр	6	1
424	перед нами	3	1
425	кроме того	6	1
426	в единый	1	1
427	ряд примеров	1	1
428	бы я	1	1
429	подумали что	1	1
430	это определение	1	1
431	x в	1	1
432	именно эта	1	1
433	чего же	1	1
434	раз говорил	1	1
435	них как	1	1
436	нему с	1	1
437	к чему	1	1
438	отца но	1	1
439	ни один	2	1
440	того ни	1	1
441	и основной	1	1
442	то я	1	1
443	о слове	1	1
444	бы только	2	1
445	во многих	1	1
446	слово это	1	1
447	кажется не	1	1
448	он ни	1	1
449	он должен	3	1
450	принадлежат и	1	1
451	и если	2	1
452	отца а	1	1
453	и проявление	1	1
454	говорите что	2	1
455	языком и	1	1
456	из него	1	1
457	его можно	1	1
458	новых точек	1	1
459	о таком	1	1
460	именно это	1	1
461	что этот	2	1
462	есть все	1	1
463	об этом	6	1
464	говорил что	2	1
465	в глубине	1	1
466	себя не	1	1
467	с целью	1	1
468	рассказ мы	1	1
469	мире как	1	1
470	же если	1	1
471	только одно	2	1
472	не чем	1	1
473	она и	2	1
474	далеко не	1	1
475	в реальной	1	1
476	личности не	1	1
477	его все	1	1
478	и вопреки	1	1
479	и само	1	1
480	она действительно	2	1
481	этом я	1	1
482	и создают	1	1
483	действительно не	1	1
484	как таковой	2	1
485	нисколько не	1	1
486	но почему	2	1
487	и видит	1	1
488	ибо не	1	1
489	мы как	2	1
490	что такое	21	1
491	и ее	3	1
492	я его	1	1
493	же это	1	1
494	призыв к	2	1
495	они уже	1	1
496	признать что	1	1
497	об этих	1	1
498	где на	1	1
499	никто и	1	1
500	иным как	1	1
501	тем не	10	1
502	по крайней	5	1
503	и эти	2	1
504	есть именно	6	1
505	без всяких	1	1
506	и более	1	1
507	есть еще	3	1
508	в устах	1	1
509	бы быть	2	1
510	для нее	1	1
511	же такое	2	1
512	нас к	2	1
513	и очень	1	1
514	да ведь	1	1
515	мир он	1	1
516	начиная от	1	1
517	но они	2	1
518	третий день	2	1
519	она не	3	1
520	иной раз	2	1
521	только здесь	1	1
522	которых он	1	1
523	считает что	1	1
524	на котором	2	1
525	одна из	3	1
526	что их	2	1
527	я буду	1	1
528	в процессе	1	1
529	в основе	3	1
530	в вечность	1	1
531	только не	10	1
532	в самой	1	1
533	слова об	1	1
534	на дороге	1	1
535	это именно	1	1
536	а тогда	1	1
537	не говорит	3	1
538	с своей	1	1
539	вот что	1	1
540	связи с	1	1
541	эти три	1	1
542	и при	1	1
543	почти не	1	1
544	входят в	1	1
545	этом отношении	1	1
546	ну а	2	1
547	раз все	2	1
548	перед ним	1	1
549	от их	1	1
550	не могут	4	1
551	и религиозная	1	1
552	когда мы	2	1
553	это конечно	1	1
554	отличается от	8	1
555	же самое	1	1
556	все не	1	1
557	всего в	1	1
558	за что	1	1
559	как для	1	1
560	для того	3	1
561	оно не	6	1
562	из нее	2	1
563	в применении	1	1
564	чудо и	1	1
565	тогда я	1	1
566	и которая	1	1
567	можно и	3	1
568	образы и	1	1
569	как не	2	1
570	на нем	1	1
571	в некоторых	1	1
572	здесь не	1	1
573	данном случае	1	1
574	что время	2	1
575	в особенности	7	1
576	в себя	1	1
577	то время	4	1
578	и может	1	1
579	условии что	2	1
580	верит в	1	1
581	и совершенно	1	1
582	это вовсе	1	1
583	во многом	1	1
584	которого мы	1	1
585	себе вопрос	1	1
586	чем у	1	1
587	она была	2	1
588	кого и	1	1
589	представить в	1	1
590	даны в	1	1
591	если бы	6	1
592	должны признать	1	1
593	передо мною	1	1
594	говорят что	2	1
595	же необходимо	1	1
596	тех кто	1	1
597	мы могли	1	1
598	но к	1	1
599	и поэтому	1	1
600	никак не	2	1
601	что каждый	1	1
602	пр в	1	1
603	или на	1	1
604	это потому	1	1
605	не выходит	1	1
606	нас в	2	1
607	нельзя ни	3	1
608	все в	1	1
609	это может	1	1
610	все на	1	1
611	и требует	1	1
612	вся эта	1	1
613	на одном	1	1
614	и только	6	1
615	крайней мере	5	1
616	борьба в	1	1
617	нему можно	1	1
618	но она	3	1
619	врывается в	1	1
620	и она	2	1
621	есть субъект	1	1
622	нет он	1	1
623	для самого	1	1
624	происходит в	1	1
625	известно что	1	1
626	как например	2	1
627	образом как	1	1
628	но с	1	1
629	что только	1	1
630	этот вопрос	1	1
631	меня и	2	1
632	и часто	1	1
633	еще и	2	1
634	те которые	1	1
635	очень много	1	1
636	вот все	1	1
637	на мир	1	1
638	с одной	3	1
639	есть ни	3	1
640	не то	1	1
641	же он	2	1
642	есть в	3	1
643	то и	3	1
644	всем его	1	1
645	или не	5	1
646	чтобы он	1	1
647	где вы	1	1
648	и никого	1	1
649	есть уже	1	1
650	на свое	1	1
651	а то	1	1
652	и обратно	1	1
653	в ином	1	1
654	или просто	1	1
655	другой с	1	1
656	больше и	1	1
657	руки и	2	1
658	ведь это	2	1
659	чтобы она	2	1
660	случае не	3	1
661	считать ее	1	1
662	знает отсюда	1	1
663	и показывает	1	1
664	в других	1	1
665	момент в	1	1
666	уже сама	1	1
667	до сих	1	1
668	мы скажем	1	1
669	а именно	2	1
670	к которому	1	1
671	а наоборот	1	1
672	при всей	1	1
673	мы еще	1	1
674	но о	2	1
675	обратиться к	1	1
676	превращается в	6	1
677	их можно	1	1
678	может ли	3	1
679	возможно лишь	1	1
680	выше и	1	1
681	не на	6	1
682	своей любви	1	1
683	о чем	1	1
684	или с	1	1
685	что из	1	1
686	дураки и	1	1
687	если не	3	1
688	но оно	1	1
689	нет ничего	9	1
690	и сознание	3	1
691	и потому	2	1
692	из которых	3	1
693	же самый	2	1
694	категорию и	1	1
695	если так	1	1
696	в данном	2	1
697	если оно	4	1
698	вас в	1	1
699	мы сразу	1	1
700	самого себя	1	1
701	вне этой	1	1
702	и всей	1	1
703	образ и	1	1
704	ни другого	1	1
705	конечно и	1	1
706	имеет своего	1	1
707	его возможность	1	1
708	или другого	1	1
709	можно сказать	1	1
710	сих пор	1	1
711	в который	2	1
712	не видит	1	1
713	у вас	1	1
714	вы говорите	1	1
715	при всем	4	1
716	глубине души	1	1
717	вам и	1	1
718	в результате	1	1
719	между ними	1	1
720	в другой	1	1
721	которая в	1	1
722	своей собственной	1	1
723	бы ему	1	1
724	бы даже	1	1
725	нам хочется	1	1
726	отца что	1	1
727	лишь как	2	1
728	отворачивается от	1	1
729	на других	1	1
730	уже давно	1	1
731	же в	2	1
732	очень хорошо	1	1
733	но вот	2	1
734	требует чтобы	2	1
735	утверждения себя	1	1
736	может и	2	1
737	это все	1	1
738	бесконечности и	1	1
739	а ведь	1	1
740	чем иным	1	1
741	и понятиями	1	1
742	себе не	1	1
743	в крайнем	2	1
744	того или	3	1
745	в своих	2	1
746	и эта	1	1
747	который не	2	1
748	как на	5	1
