N	2gram	Ircho_Kome_3	Freidism
311	формы и	1	2
312	для нас	1	2
313	конце концов	2	2
314	все они	1	2
315	да и	1	2
316	с сыном	1	2
317	связанный с	1	2
318	к его	1	2
319	в своих	2	2
320	к этому	6	2
321	во сне	1	2
322	как на	1	2
323	они не	1	2
324	эта новая	1	1
325	и т	4	1
326	одним из	2	1
327	того кого	1	1
328	а из	1	1
329	за то	2	1
330	половое общение	1	1
331	дальнейшему развитию	1	1
332	что впервые	1	1
333	отцу в	3	1
334	известного предела	1	1
335	подробно на	1	1
336	намек на	1	1
337	и должен	1	1
338	а как	2	1
339	вопрос о	1	1
340	о возможности	1	1
341	которое не	1	1
342	ему в	1	1
343	то это	5	1
344	в целом	3	1
345	первого и	1	1
346	жизни это	1	1
347	затем он	1	1
348	было до	1	1
349	вывод что	2	1
350	собой в	1	1
351	что название	1	1
352	что по	1	1
353	не был	1	1
354	что его	5	1
355	отцу но	1	1
356	без всякого	2	1
357	там и	1	1
358	одним словом	1	1
359	подходить к	1	1
360	другой пример	1	1
361	же на	1	1
362	заметим что	1	1
363	к которой	1	1
364	в качестве	2	1
365	ведь мы	1	1
366	нет и	4	1
367	и речи	4	1
368	отличаются от	1	1
369	что они	2	1
370	к сожалению	1	1
371	которые не	1	1
372	в истории	1	1
373	независимо от	1	1
374	общего с	1	1
375	это был	1	1
376	переживания и	1	1
377	как уже	1	1
378	и хотя	2	1
379	ситуации в	3	1
380	перед отцом	3	1
381	общение с	1	1
382	которую они	1	1
383	образом и	1	1
384	бы не	2	1
385	кем иным	1	1
386	процесс образования	1	1
387	то обстоятельство	2	1
388	он умер	1	1
389	так называемом	1	1
390	только один	2	1
391	говорят о	1	1
392	имеем в	1	1
393	как он	3	1
394	на то	3	1
395	если он	2	1
396	лет тому	4	1
397	все тот	1	1
398	т д	1	1
399	по-видимому в	1	1
400	на совершенно	1	1
401	чувства в	1	1
402	его от	2	1
403	теперь с	1	1
404	чтобы их	1	1
405	его можно	1	1
406	в ужас	1	1
407	соединения с	1	1
408	апеллирует к	1	1
409	в нее	1	1
410	а затем	2	1
411	из всех	2	1
412	еще хуже	1	1
413	ни разу	1	1
414	чтобы узнать	1	1
415	должен был	4	1
416	и тем	1	1
417	от отца	2	1
418	во многом	1	1
419	для них	1	1
420	далеко не	3	1
421	со своими	1	1
422	не всегда	1	1
423	он и	2	1
424	друга в	1	1
425	чем в	3	1
426	можно считать	1	1
427	не мог	2	1
428	с еще	1	1
429	какие же	1	1
430	на первый	1	1
431	этом случае	2	1
432	таким же	1	1
433	он должен	1	1
434	и без	2	1
435	участие в	1	1
436	не к	1	1
437	в одном	2	1
438	в философской	1	1
439	для данного	1	1
440	которые в	1	1
441	этой же	1	1
442	друг другу	1	1
443	по крайней	1	1
444	образом из	1	1
445	вещей и	1	1
446	однако в	4	1
447	кроме его	1	1
448	с такими	1	1
449	намека на	1	1
450	любовь к	3	1
451	так называемого	1	1
452	называет его	1	1
453	этого мало	1	1
454	друг друга	4	1
455	к новым	1	1
456	не по	7	1
457	но вместе	1	1
458	сводится в	1	1
459	признаться в	3	1
460	о них	1	1
461	из других	1	1
462	ним а	1	1
463	человека от	1	1
464	положение вещей	2	1
465	того в	1	1
466	к ней	8	1
467	он хочет	1	1
468	свидетельствуют о	1	1
469	хочет быть	2	1
470	ребенка не	1	1
471	задолго до	1	1
472	из той	1	1
473	что на	1	1
474	ли это	1	1
475	о гибели	1	1
476	до смерти	2	1
477	и со	2	1
478	точке зрения	1	1
479	необходимости в	1	1
480	похожи на	1	1
481	от их	1	1
482	обстоятельство что	2	1
483	и здесь	4	1
484	представляется нам	1	1
485	не давая	1	1
486	ситуацией в	1	1
487	нет ни	2	1
488	его для	1	1
489	выход из	1	1
490	похож на	1	1
491	что отец	8	1
492	же положение	1	1
493	о таких	1	1
494	по сравнению	2	1
495	своего отца	1	1
496	отказаться от	2	1
497	на это	3	1
498	если же	2	1
499	о том	8	1
500	правда не	1	1
501	и это	2	1
502	приходит к	1	1
503	более тонкой	1	1
504	пределах того	1	1
505	меня в	1	1
506	но при	2	1
507	и сами	1	1
508	ни одно	1	1
509	называет ее	2	1
510	действия и	1	1
511	то время	2	1
512	этим же	1	1
513	как с	1	1
514	и когда	1	1
515	и сам	5	1
516	котором он	1	1
517	в мире	2	1
518	отца как	1	1
519	времени и	1	1
520	не с	2	1
521	ясно что	6	1
522	реальной жизни	1	1
523	мог бы	1	1
524	на месте	3	1
525	с собой	1	1
526	в результате	2	1
527	жизнь и	1	1
528	мы в	1	1
529	разумеется что	2	1
530	в эпоху	2	1
531	из одного	1	1
532	ничего не	3	1
533	даже совершенно	1	1
534	может чтобы	1	1
535	все его	1	1
536	о действительно	1	1
537	и начало	1	1
538	в задачу	1	1
539	а также	2	1
540	это я	1	1
541	того он	1	1
542	нашей работы	1	1
543	и та	1	1
544	язык и	1	1
545	делает возможным	1	1
546	мысль не	1	1
547	после того	1	1
548	основе своей	1	1
549	в пользу	1	1
550	всем том	2	1
551	чем она	1	1
552	аналогии с	2	1
553	там же	1	1
554	любви к	5	1
555	откуда у	2	1
556	затем в	1	1
557	и во	2	1
558	все на	1	1
559	на ее	3	1
560	от них	1	1
561	но нет	1	1
562	на одном	1	1
563	что человек	1	1
564	крайней мере	1	1
565	исходя из	2	1
566	все время	2	1
567	мы вполне	1	1
568	не зная	3	1
569	войдя в	1	1
570	в третий	1	1
571	но так	1	1
572	в двух	3	1
573	тому назад	4	1
574	дело с	3	1
575	он еще	1	1
576	во всем	1	1
577	пор не	2	1
578	который в	3	1
579	назад в	2	1
580	содержание его	1	1
581	об их	1	1
582	этого достаточно	1	1
583	ведь она	1	1
584	это же	1	1
585	образов в	1	1
586	к какому	1	1
587	близко к	1	1
588	же из	1	1
589	за пределами	2	1
590	в ином	1	1
591	и других	1	1
592	к своим	1	1
593	одно из	1	1
594	не так	3	1
595	пока не	1	1
596	это высказывание	1	1
597	моментов в	1	1
598	никакого ответа	1	1
599	может служить	1	1
600	тем что	5	1
601	они будут	2	1
602	примыкает к	1	1
603	и только	1	1
604	разу не	1	1
605	в другой	1	1
606	без того	1	1
607	представление о	2	1
608	даже не	3	1
609	навлекает на	1	1
610	сами эти	1	1
611	исходят из	1	1
612	достоинства и	1	1
613	на них	3	1
614	стороны он	1	1
615	эти две	1	1
616	с той	1	1
617	и между	1	1
618	их для	1	1
619	такое же	2	1
620	относящихся к	1	1
621	ты должен	1	1
622	и отправился	1	1
623	к человеку	2	1
624	в некоторых	1	1
625	превращается в	1	1
626	а на	2	1
627	на которых	1	1
628	однако и	1	1
629	как ни	1	1
630	человек в	1	1
631	меньше всего	4	1
632	своей любви	2	1
633	отнюдь не	4	1
634	чем на	1	1
635	в слове	1	1
636	ребенка и	1	1
637	у порога	1	1
638	жизнь в	1	1
639	действия в	1	1
640	так называемых	1	1
641	нет никаких	2	1
642	при его	1	1
643	для самого	1	1
644	требует от	1	1
645	из которых	2	1
646	к своему	2	1
647	дает своему	1	1
648	так мы	1	1
649	жизни когда	1	1
650	сравнению с	2	1
651	такого рода	1	1
652	правда он	2	1
653	совсем другой	3	1
654	и там	1	1
655	в первой	1	1
656	быть не	1	1
657	в это	1	1
658	материал для	1	1
659	много лет	2	1
660	ближе к	2	1
661	я мог	1	1
662	в смысле	1	1
663	остается в	2	1
664	под влиянием	2	1
665	они так	1	1
666	до чего	1	1
667	известной степени	2	1
668	как отец	1	1
669	не знаем	1	1
670	на время	1	1
671	которого они	1	1
672	чтобы понять	1	1
673	его происхождение	1	1
674	целый ряд	2	1
675	у них	1	1
676	бы в	4	1
677	тем более	4	1
678	с ужасом	1	1
679	пока я	1	1
680	отношению ко	2	1
681	в том	12	1
682	любовь и	1	1
683	отношении к	1	1
684	сделать вывод	1	1
685	быть все	1	1
686	нет ничего	2	1
687	сведения о	1	1
688	на смену	1	1
689	обычно не	1	1
690	роль играет	1	1
691	равно как	2	1
692	жизни а	1	1
693	из этого	2	1
694	на своем	1	1
695	два момента	1	1
696	молодой человек	8	1
697	значение в	1	1
698	можно назвать	1	1
699	и поступает	1	1
