N	2gram	Bakhtin_Fr_6	Tragedij
126	и здесь	1	2
127	о том	9	2
128	в глаза	1	2
129	времени в	1	2
130	что и	1	2
131	в том	2	2
132	между этими	1	2
133	уже не	1	2
134	в одном	5	2
135	тем что	5	2
136	говорит о	1	2
137	до конца	2	2
138	ничем не	1	2
139	под влиянием	1	2
140	в данном	3	2
141	это уже	2	2
142	потому что	3	2
143	состоит из	2	2
144	в частности	2	2
145	по поводу	1	2
146	в таком	1	2
147	ту же	1	1
148	также что	3	1
149	узнаем в	1	1
150	одним из	4	1
151	например в	6	1
152	в сфере	1	1
153	с жизнью	1	1
154	человека и	2	1
155	сам по	1	1
156	он показывает	1	1
157	отметим что	1	1
158	и др	10	1
159	самом деле	4	1
160	эта речь	1	1
161	это и	2	1
162	что когда	1	1
163	последней главе	1	1
164	в мыслях	1	1
165	должна быть	2	1
166	той же	5	1
167	смотреть на	1	1
168	xvii века	2	1
169	что уже	1	1
170	же легко	2	1
171	роман в	1	1
172	не вполне	1	1
173	вместо того	3	1
174	ему в	1	1
175	веке в	1	1
176	подчеркнуть что	5	1
177	из ее	1	1
178	откуда же	1	1
179	в ней	4	1
180	мире при	1	1
181	в xix	1	1
182	литературы и	2	1
183	и силе	1	1
184	между собой	1	1
185	в чем	3	1
186	и мира	1	1
187	во всех	17	1
188	но не	2	1
189	в голове	3	1
190	значение и	1	1
191	свою жизнь	1	1
192	друга и	1	1
193	за пределы	2	1
194	сильнее и	2	1
195	к сожалению	1	1
196	чем же	1	1
197	в истории	2	1
198	материалом для	1	1
199	в центре	2	1
200	что именно	2	1
201	двумя образами	1	1
202	час и	1	1
203	и наконец	4	1
204	дается в	1	1
205	новую жизнь	1	1
206	и хотя	1	1
207	смеются и	1	1
208	роль играет	1	1
209	то в	1	1
210	за свои	2	1
211	со своей	1	1
212	пища для	1	1
213	в которой	1	1
214	сливается с	1	1
215	в iii	1	1
216	он в	2	1
217	бы не	1	1
218	за себя	1	1
219	имеет для	1	1
220	говорит не	1	1
221	этого образа	2	1
222	как он	2	1
223	если он	1	1
224	не могла	1	1
225	и если	1	1
226	так сказать	2	1
227	перестает быть	1	1
228	роли в	1	1
229	его самого	1	1
230	не как	1	1
231	по всем	1	1
232	ее своей	1	1
233	и по	1	1
234	на этом	2	1
235	таким образом	17	1
236	а затем	4	1
237	эта книга	1	1
238	же не	1	1
239	за то	1	1
240	в другом	4	1
241	конечно в	2	1
242	был первым	1	1
243	на все	3	1
244	лишь в	2	1
245	это было	2	1
246	заключается в	2	1
247	обоих случаях	1	1
248	и сердце	1	1
249	никакой роли	1	1
250	с начала	1	1
251	бедствия и	1	1
252	со стола	1	1
253	повод для	2	1
254	но уже	2	1
255	но затем	1	1
256	в них	7	1
257	а за	2	1
258	эту тему	1	1
259	со своими	1	1
260	которой он	1	1
261	романа прежде	1	1
262	отвращение к	1	1
263	в развитии	2	1
264	очень важный	1	1
265	и прямо	1	1
266	обратимся к	1	1
267	все как	1	1
268	самой середине	1	1
269	но если	2	1
270	в своей	2	1
271	игры в	1	1
272	наших дней	1	1
273	бранью и	2	1
274	во времена	1	1
275	в котором	4	1
276	не столько	1	1
277	представление о	2	1
278	по самой	1	1
279	понятно что	2	1
280	чтоб я	1	1
281	и вот	1	1
282	не понимает	1	1
283	страха и	1	1
284	но он	5	1
285	смертной казни	1	1
286	борьбу с	2	1
287	не могли	1	1
288	это чувство	1	1
289	с такими	1	1
290	того кто	1	1
291	что имя	1	1
292	по себе	1	1
293	эту сцену	1	1
294	перед собою	1	1
295	не менее	1	1
296	не раз	1	1
297	на земле	1	1
298	в обоих	1	1
299	связан и	2	1
300	того как	1	1
301	в эпизоде	5	1
302	как его	2	1
303	без конца	1	1
304	но только	1	1
305	значение этого	1	1
306	он с	1	1
307	это мы	1	1
308	как во	3	1
309	говорит в	1	1
310	он пытался	1	1
311	для нас	2	1
312	особое значение	1	1
313	связи с	2	1
314	был так	1	1
315	входят в	1	1
316	в области	2	1
317	мы встречаем	3	1
318	один раз	2	1
319	в момент	1	1
320	к себе	2	1
321	мы узнаем	2	1
322	могут быть	1	1
323	его с	1	1
324	и т.д	1	1
325	свое значение	1	1
326	где он	1	1
327	с образом	2	1
328	образы и	1	1
329	как мы	12	1
330	вещами и	1	1
331	и о	1	1
332	того чтобы	4	1
333	и образ	4	1
334	людей в	3	1
335	всего этого	1	1
336	говорили что	3	1
337	отметим также	1	1
338	роль в	4	1
339	человека с	2	1
340	с собой	1	1
341	можно было	1	1
342	на нее	1	1
343	начала и	1	1
344	в последующих	1	1
345	когда его	1	1
346	заставляет ее	1	1
347	ничего подобного	1	1
348	а там	1	1
349	в последней	2	1
350	на них	1	1
351	в эпоху	6	1
352	она находит	1	1
353	стремление к	1	1
354	только за	1	1
355	входит и	1	1
356	после того	1	1
357	а также	5	1
358	чтобы не	1	1
359	от него	2	1
360	восходит к	1	1
361	доходит до	2	1
362	это была	1	1
363	между тем	2	1
364	но особо	1	1
365	отметить что	2	1
366	говорит он	2	1
367	в форме	2	1
368	есть с	1	1
369	романа в	3	1
370	все время	4	1
371	в литературе	5	1
372	того что	3	1
373	нашел в	1	1
374	он есть	1	1
375	казалось что	1	1
376	оказалось что	1	1
377	он стал	2	1
378	мы видим	6	1
379	с ними	1	1
380	что даже	2	1
381	только в	3	1
382	во всем	5	1
383	как нечто	1	1
384	во ii	1	1
385	камень в	1	1
386	с одной	4	1
387	именно на	4	1
388	эти образы	2	1
389	есть в	3	1
390	свидетельствует о	1	1
391	но самое	1	1
392	рассказывает о	1	1
393	характерно что	2	1
394	одно из	1	1
395	и их	3	1
396	могло бы	1	1
397	и должна	1	1
398	ее не	1	1
399	к ним	1	1
400	в x	1	1
401	в карты	1	1
402	ориентацией в	1	1
403	рядом с	5	1
404	в особенности	7	1
405	чувствует себя	1	1
406	на уровне	1	1
407	именно в	4	1
408	лишенный его	1	1
409	что не	3	1
410	не было	1	1
411	и стал	1	1
412	а на	2	1
413	в образах	9	1
414	на этот	1	1
415	а не	2	1
416	его как	1	1
417	одну из	2	1
418	первый образ	1	1
419	в связи	1	1
420	с помощью	6	1
421	на новую	1	1
422	о себе	1	1
423	вместе с	6	1
424	и особенно	3	1
425	и потому	2	1
426	эта связь	1	1
427	в духе	3	1
428	всех людей	1	1
429	и высоким	1	1
430	не из	1	1
431	над ним	1	1
432	может так	1	1
433	xix века	1	1
434	б я	1	1
435	встречаем такие	1	1
436	видит в	1	1
437	наряду с	1	1
438	несколько раз	1	1
439	в той	5	1
440	смысле этого	1	1
441	не удалось	1	1
442	матери и	1	1
443	думать о	1	1
444	для понимания	1	1
445	этого слова	1	1
446	с этой	3	1
447	и от	4	1
448	в условиях	1	1
449	здесь есть	1	1
450	в книге	3	1
451	исключительное значение	1	1
452	не является	1	1
453	известной степени	1	1
454	тем и	1	1
455	в результате	4	1
456	это как	1	1
457	тот кто	1	1
458	а к	1	1
459	о нем	1	1
460	из себя	1	1
461	бы в	2	1
462	все события	1	1
463	конце концов	1	1
464	за этим	1	1
465	но этот	1	1
466	эти же	1	1
467	в кругу	2	1
468	и жизнь	1	1
469	есть и	2	1
470	на груди	1	1
471	к этой	1	1
472	это в	1	1
473	рот и	5	1
