N	2gram	Tiupa_Narr_1	Problema
187	не вполне	2	2
188	и он	6	2
189	не остается	1	2
190	столь же	5	2
191	со словами	2	2
192	в чем	2	2
193	с его	4	2
194	но как	3	2
195	а только	1	2
196	не все	1	2
197	в едином	2	2
198	содержание не	2	2
199	к чему	3	2
200	и у	1	2
201	что это	1	2
202	их исторической	1	2
203	бы не	1	2
204	ни одна	1	2
205	лица и	2	2
206	на то	2	2
207	в лирике	1	2
208	в корне	1	2
209	существенным моментом	1	2
210	человека в	2	2
211	лишь в	3	2
212	и конец	3	2
213	или точнее	1	2
214	и вообще	1	2
215	случае мы	1	2
216	и вся	1	2
217	раз и	1	2
218	что эта	1	2
219	она не	2	2
220	дело в	2	2
221	одна из	4	2
222	в единство	1	2
223	того чтобы	4	2
224	во всем	1	2
225	связи с	2	2
226	так называемый	1	2
227	этом отношении	3	2
228	у нас	3	2
229	к себе	4	2
230	отличается от	1	2
231	же самое	2	2
232	слова с	1	2
233	для того	3	2
234	должен быть	1	2
235	события так	1	2
236	особенно в	2	2
237	том как	1	2
238	поэтому в	1	2
239	и здесь	1	2
240	в другом	1	2
241	в значительной	1	2
242	автор как	1	2
243	человека как	1	2
244	в него	1	2
245	того что	4	2
246	в современной	3	2
247	предмета и	1	2
248	в двух	1	2
249	нуждается в	1	2
250	что он	3	2
251	и ее	3	2
252	на мир	1	2
253	себя в	2	2
254	не можем	1	2
255	не обходится	1	2
256	языка как	1	2
257	в начале	3	2
258	но совершенно	1	2
259	что и	1	2
260	произведения и	1	2
261	случае не	1	2
262	которые могут	1	2
263	тем что	1	2
264	в особенности	2	2
265	событие в	5	2
266	или иной	4	2
267	не было	3	2
268	в связи	2	2
269	именно поэтому	1	2
270	в частности	14	2
271	событие не	1	2
272	как это	3	2
273	в строгом	1	2
274	из которых	1	2
275	событием и	1	2
276	и смысла	1	2
277	можно сказать	5	2
278	в культуре	1	2
279	в событие	2	2
280	или в	6	2
281	о котором	1	2
282	той или	5	2
283	не более	1	2
284	но зато	2	2
285	в этих	2	2
286	в равной	2	2
287	от ее	1	2
288	говорить и	1	2
289	в свою	2	2
290	была бы	1	2
291	к его	2	2
292	по поводу	1	2
293	к этому	1	2
294	обращена к	1	1
295	в сфере	2	1
296	а из	1	1
297	дело обстоит	1	1
298	тех же	1	1
299	это и	1	1
300	состояний или	1	1
301	в первом	4	1
302	но главное	1	1
303	из всех	1	1
304	который в	2	1
305	мир не	1	1
306	язык как	2	1
307	высказывания в	2	1
308	все четыре	1	1
309	что иное	1	1
310	жизненной позиции	1	1
311	на себя	4	1
312	причем это	1	1
313	с ее	2	1
314	жизни как	2	1
315	бы ни	1	1
316	них причем	1	1
317	в принципиальной	1	1
318	о роли	1	1
319	подчеркнуть что	1	1
320	объект но	1	1
321	меньшей степени	2	1
322	целого не	1	1
323	и самого	2	1
324	иное как	1	1
325	на своих	1	1
326	поэтики к	1	1
327	по своему	2	1
328	во внешнем	1	1
329	различия между	1	1
330	словами как	1	1
331	другой более	1	1
332	слова как	1	1
333	в противовес	3	1
334	значение и	1	1
335	к слову	1	1
336	момента более	1	1
337	преступление и	1	1
338	которые не	1	1
339	идет о	3	1
340	и где	1	1
341	в полном	1	1
342	целый ряд	1	1
343	оказывается с	1	1
344	в противоположность	1	1
345	именно эта	2	1
346	то в	4	1
347	не приходится	1	1
348	и внутреннего	2	1
349	в литературном	1	1
350	ни один	1	1
351	и я	1	1
352	следующей главе	1	1
353	в этой	6	1
354	имеются только	1	1
355	но ведь	1	1
356	как он	1	1
357	направлено на	1	1
358	не могла	2	1
359	соотнесении с	1	1
360	т д	1	1
361	в принципе	4	1
362	не как	1	1
363	и вот	2	1
364	бытия это	1	1
365	его от	1	1
366	целом как	1	1
367	подобно тому	3	1
368	так например	1	1
369	в нее	1	1
370	именно это	1	1
371	этом последнем	1	1
372	назвать и	2	1
373	в одну	1	1
374	могла бы	1	1
375	значение в	1	1
376	мы уже	1	1
377	нашем случае	1	1
378	и религиозной	1	1
379	или наконец	1	1
380	это было	2	1
381	или просто	2	1
382	на бумаге	1	1
383	и иных	2	1
384	и мы	1	1
385	отражение в	1	1
386	и упорядочивают	1	1
387	для них	2	1
388	в один	1	1
389	он является	1	1
390	все равно	2	1
391	этого не	2	1
392	с тем	1	1
393	и уже	1	1
394	автора и	1	1
395	нисколько не	1	1
396	здесь она	1	1
397	еще одного	1	1
398	не становится	1	1
399	что вся	1	1
400	к одному	1	1
401	столь важное	1	1
402	себе а	1	1
403	в которых	1	1
404	может обойтись	1	1
405	его мы	1	1
406	иным как	2	1
407	творчества это	1	1
408	однако в	3	1
409	по себе	4	1
410	тому что	1	1
411	которой и	1	1
412	к некоторым	1	1
413	можно ли	1	1
414	вплоть до	4	1
415	не раз	1	1
416	до известной	1	1
417	как можно	1	1
418	но для	3	1
419	словами о	1	1
420	бытия и	1	1
421	своим пониманием	1	1
422	как формы	1	1
423	вследствие того	1	1
424	этих двух	2	1
425	и лишь	1	1
426	только когда	1	1
427	всякое событие	1	1
428	и является	2	1
429	сознанием и	1	1
430	в сознании	4	1
431	не столь	2	1
432	однако это	1	1
433	ему не	1	1
434	и со	1	1
435	в момент	1	1
436	позволил бы	1	1
437	значительной степени	1	1
438	для мышления	1	1
439	протяжении всего	1	1
440	так она	1	1
441	для его	1	1
442	опыта и	1	1
443	как не	1	1
444	здесь отсутствует	1	1
445	свою очередь	2	1
446	события как	1	1
447	если в	2	1
448	за пределами	2	1
449	исторической жизни	1	1
450	действия и	1	1
451	однако эта	1	1
452	как с	1	1
453	на том	1	1
454	что у	4	1
455	по аналогии	1	1
456	на нее	1	1
457	мог бы	1	1
458	на которую	1	1
459	осуществляется в	1	1
460	в одном	4	1
461	разрыв с	1	1
462	остановимся на	1	1
463	и восприятия	1	1
464	о ней	3	1
465	не самого	1	1
466	им она	1	1
467	может обладать	1	1
468	для нас	1	1
469	а также	6	1
470	события в	2	1
471	или особенно	1	1
472	на протяжении	7	1
473	чем тот	1	1
474	нем не	1	1
475	тем или	2	1
476	возникает и	1	1
477	вся эта	1	1
478	во втором	6	1
479	в глазах	3	1
480	уже только	1	1
481	что активно	1	1
482	и отдельные	1	1
483	и борьбы	1	1
484	несколько иначе	1	1
485	быть и	2	1
486	бы из	1	1
487	и иными	1	1
488	они могут	2	1
489	в контексте	1	1
490	между этими	1	1
491	не происходит	1	1
492	в меньшей	1	1
493	конца как	1	1
494	для всех	1	1
495	уже не	8	1
496	только на	2	1
497	языка может	1	1
498	или даже	1	1
499	в душе	1	1
500	из них	4	1
501	его и	2	1
502	и понимание	1	1
503	этом в	1	1
504	для него	4	1
505	сами по	2	1
506	к ним	2	1
507	не о	2	1
508	может служить	3	1
509	друг друга	2	1
510	только с	1	1
511	образом не	1	1
512	не просто	1	1
513	момент в	1	1
514	и смысловую	1	1
515	точек зрения	2	1
516	он живет	1	1
517	до сих	2	1
518	ли он	1	1
519	нас в	2	1
520	именно в	3	1
521	а о	2	1
522	и нельзя	1	1
523	мы еще	1	1
524	которую претендует	1	1
525	человеческого мышления	1	1
526	личности героя	1	1
527	равной степени	2	1
528	только что	2	1
529	связано с	1	1
530	а на	2	1
531	на этот	1	1
532	пространстве на	1	1
533	до конца	2	1
534	сдвиг в	1	1
535	человеческой жизни	2	1
536	не совсем	1	1
537	все время	1	1
538	области поэтики	1	1
539	одну из	1	1
540	о чем	4	1
541	свое отражение	1	1
542	что мы	2	1
543	художественного целого	1	1
544	и ему	1	1
545	вместе с	2	1
546	так же	1	1
547	до этого	1	1
548	из мира	1	1
549	смысл который	1	1
550	подобное рассуждение	1	1
551	в историю	1	1
552	однако для	1	1
553	но никогда	1	1
554	ни от	2	1
555	не становясь	1	1
556	видит в	1	1
557	для обозначения	2	1
558	она есть	1	1
559	в той	2	1
560	тому как	3	1
561	же их	1	1
562	первом случае	3	1
563	и композиционно	1	1
564	и всей	1	1
565	образ и	1	1
566	она вся	1	1
567	слов в	2	1
568	быть не	3	1
569	сих пор	2	1
570	в смысловом	1	1
571	которое может	1	1
572	и собственно	1	1
573	рассказа но	2	1
574	это уже	3	1
575	искусства это	1	1
576	сам же	1	1
577	в следующей	3	1
578	хотя они	1	1
579	не существует	3	1
580	к тому	6	1
581	не подлежит	2	1
582	в результате	2	1
583	которая в	2	1
584	или иным	2	1
585	ее и	1	1
586	взаимодействия и	1	1
587	еще более	1	1
588	ценностной позиции	1	1
589	я в	2	1
590	отношении к	1	1
591	в готовом	1	1
592	жизни в	2	1
593	значения в	1	1
594	в творчестве	1	1
595	не говоря	1	1
596	а со	1	1
597	и постоянной	1	1
598	жизни а	3	1
599	чем иным	2	1
600	в свое	1	1
601	но именно	3	1
602	в которой	1	1
603	в действительности	1	1
604	действия или	1	1
605	жизни и	6	1
606	к этой	1	1
607	положении оказывается	1	1
608	с элементом	1	1
609	которая не	1	1
610	анализ как	1	1
