N	2gram	Propp_Isto_3	NovoeSre
243	было бы	3	1
244	в каких	1	1
245	и быть	1	1
246	себя и	1	1
247	что не	2	1
248	для них	3	1
249	связано с	4	1
250	этого она	1	1
251	превращается в	3	1
252	и возвращается	2	1
253	а на	1	1
254	они не	4	1
255	в этой	5	1
256	ничем не	1	1
257	всю жизнь	2	1
258	для сознания	1	1
259	не всегда	4	1
260	от мира	1	1
261	жизнь в	1	1
262	долгое время	1	1
263	очень сложное	1	1
264	ее на	1	1
265	что мы	1	1
266	он и	3	1
267	перед собой	1	1
268	в эту	1	1
269	в этих	11	1
270	во время	6	1
271	уже давно	2	1
272	но если	1	1
273	в такой	1	1
274	на это	2	1
275	к себе	1	1
276	в котором	2	1
277	только для	1	1
278	что вся	1	1
279	установить что	1	1
280	нет ни	1	1
281	власть над	4	1
282	у нас	4	1
283	в силу	2	1
284	с миром	2	1
285	в другие	1	1
286	но он	4	1
287	ночи у	1	1
288	эти черты	1	1
289	мы должны	7	1
290	и более	2	1
291	их в	3	1
292	что этот	1	1
293	в состоянии	1	1
294	он видел	1	1
295	том смысле	1	1
296	по себе	1	1
297	и очень	1	1
298	вперед а	1	1
299	от своих	2	1
300	сих пор	5	1
301	так как	7	1
302	оба они	1	1
303	к вопросу	1	1
304	она должна	1	1
305	это уже	1	1
306	и отдельных	1	1
307	вот этой	1	1
308	до сих	5	1
309	и оттуда	1	1
310	этой системы	2	1
311	которая в	1	1
312	особого рода	3	1
313	всего что	1	1
314	или нет	1	1
315	она с	1	1
316	явление в	1	1
317	к этой	1	1
318	к ней	4	1
319	дни и	1	1
320	и его	4	1
321	а также	2	1
322	них нельзя	1	1
323	или не	2	1
324	признак возвращения	1	1
325	женщины в	1	1
326	вступает в	3	1
327	только одна	1	1
328	нет ничего	2	1
329	в каком	1	1
330	в свою	4	1
331	иного мира	1	1
332	на смену	4	1
333	к ночи	1	1
334	от всех	1	1
335	но можно	1	1
336	вступить в	3	1
337	есть только	2	1
338	во все	2	1
339	есть и	5	1
340	во всяком	2	1
341	я могу	1	1
342	как на	1	1
343	все что	3	1
344	него как	1	1
345	том числе	1	1
