N	2gram	Trubetskoy_1	Problema
318	все свое	1	1
319	в их	4	1
320	мы уже	4	1
321	а как	1	1
322	надо было	1	1
323	что если	3	1
324	которую мы	1	1
325	вопрос о	3	1
326	на место	1	1
327	из своих	1	1
328	так чтобы	2	1
329	не вполне	3	1
330	на себя	1	1
331	и ее	2	1
332	разобраться в	2	1
333	начала в	1	1
334	с большим	1	1
335	не от	1	1
336	сомнения и	1	1
337	время в	1	1
338	с его	1	1
339	только после	1	1
340	не без	2	1
341	в создании	1	1
342	указание на	1	1
343	не требует	1	1
344	малейшего намека	1	1
345	а только	1	1
346	заметим что	2	1
347	бы в	3	1
348	друг на	1	1
349	силы и	1	1
350	если в	1	1
351	него с	2	1
352	у них	6	1
353	земле в	1	1
354	которые не	3	1
355	первый взгляд	1	1
356	если она	1	1
357	с этим	11	1
358	для всех	1	1
359	здесь сыграла	1	1
360	перед нами	1	1
361	имеются у	1	1
362	что по	3	1
363	и наконец	3	1
364	по пути	1	1
365	себе на	1	1
366	его к	1	1
367	это просто	1	1
368	и хотя	1	1
369	в этот	1	1
370	то в	2	1
371	что это	5	1
372	а во-вторых	1	1
373	так или	5	1
374	в нашем	3	1
375	из этих	8	1
376	в тех	3	1
377	если мы	4	1
378	вопроса о	1	1
379	и те	2	1
380	то обстоятельство	1	1
381	рассказ о	1	1
382	тоже представляет	1	1
383	необходимо сделать	1	1
384	двух других	1	1
385	но на	2	1
386	у а	1	1
387	и если	6	1
388	весь свой	1	1
389	что она	1	1
390	больше всего	1	1
391	главным образом	1	1
392	после этого	1	1
393	от которого	1	1
394	когда все	1	1
395	всех этих	4	1
396	он должен	2	1
397	состоит в	1	1
398	и вот	1	1
399	самой сущности	3	1
400	всегда отличаются	1	1
401	мало того	4	1
402	прошлого века	1	1
403	что ни	1	1
404	и по	3	1
405	же остается	1	1
406	лишь с	1	1
407	с весьма	1	1
408	от нее	2	1
409	тут не	1	1
410	себя и	2	1
411	на всю	1	1
412	задний план	1	1
413	они должны	3	1
414	единое целое	1	1
415	входит в	1	1
416	общества в	1	1
417	всех народов	1	1
418	сейчас в	1	1
419	надо считать	1	1
420	на свои	1	1
421	только лишь	1	1
422	же образом	2	1
423	а прочие	1	1
424	но лишь	1	1
425	же эти	1	1
426	на друга	1	1
427	между собою	5	1
428	и такая	1	1
429	чем в	3	1
430	для тех	1	1
431	и некоторые	2	1
432	такой же	2	1
433	при виде	2	1
434	для своих	1	1
435	их на	1	1
436	и ко	1	1
437	с более	3	1
438	на первый	2	1
439	с ума	1	1
440	и при	6	1
441	что такое	1	1
442	в такой	4	1
443	истинном смысле	1	1
444	его мнению	1	1
445	племен которые	3	1
446	большей степени	1	1
447	он принимает	1	1
448	далее в	1	1
449	жизни с	1	1
450	что я	1	1
451	и создавать	1	1
452	для всякого	1	1
453	он вместе	1	1
454	тоже весьма	1	1
455	том чтобы	2	1
456	все это	11	1
457	надо сказать	1	1
458	только те	2	1
459	их в	2	1
460	чтобы это	1	1
461	того кто	1	1
462	вполне могут	1	1
463	намека на	1	1
464	даже в	3	1
465	осталось и	1	1
466	тому что	2	1
467	можно ли	2	1
468	тем самым	3	1
469	что эта	4	1
470	с которой	1	1
471	самого начала	1	1
472	не имеет	1	1
473	на котором	1	1
474	что их	3	1
475	из него	2	1
476	именно с	1	1
477	и весь	1	1
478	же время	2	1
479	это сделать	1	1
480	греческой и	1	1
481	к ней	1	1
482	них мы	1	1
483	во всем	3	1
484	ему и	2	1
485	со своим	1	1
486	следует что	2	1
487	является ли	3	1
488	не потому	2	1
489	и оно	1	1
490	уже о	1	1
491	что представление	2	1
492	с разными	1	1
493	в состав	1	1
494	как для	3	1
495	всем мире	1	1
496	как человек	1	1
497	только одно	2	1
498	она не	2	1
499	бы ни	1	1
500	этот путь	1	1
501	правда не	1	1
502	и это	3	1
503	всем миром	1	1
504	но по	3	1
505	с ее	2	1
506	говоря уже	1	1
507	прогресса и	1	1
508	были у	1	1
509	и видя	1	1
510	и мало	1	1
511	с самого	1	1
512	себя свой	1	1
513	из двух	2	1
514	на нее	2	1
515	те же	2	1
516	в борьбе	1	1
517	чем у	8	1
518	веры в	2	1
519	основана на	1	1
520	науки на	1	1
521	со стороны	1	1
522	сводится к	2	1
523	другими словами	2	1
524	все прочие	4	1
525	в риме	1	1
526	них еще	1	1
527	зато у	1	1
528	других людей	1	1
529	образом мы	1	1
530	на пользу	1	1
531	которых они	1	1
532	нем не	1	1
533	ее от	1	1
534	цивилизации и	2	1
535	ряд поколений	1	1
536	вся эта	1	1
537	своих собственных	2	1
538	который и	1	1
539	в другой	1	1
540	из одних	1	1
541	человеческого рода	2	1
542	пришли к	1	1
543	и следовательно	1	1
544	людей с	1	1
545	наконец и	1	1
546	тех пор	2	1
547	как из	1	1
548	но с	2	1
549	себя с	1	1
550	а если	1	1
551	менее в	1	1
552	этот вопрос	2	1
553	цивилизации в	2	1
554	тоже считает	1	1
555	в народе	4	1
556	образом даже	1	1
557	даже если	2	1
558	очень много	3	1
559	и так	2	1
560	самые разнообразные	1	1
561	в может	1	1
562	европе в	1	1
563	этот факт	1	1
564	большим трудом	1	1
565	и жизни	1	1
566	а после	1	1
567	вот тут-то	1	1
568	же и	1	1
569	ценит в	1	1
570	только на	1	1
571	стоит на	1	1
572	на этих	1	1
573	и других	2	1
574	но совершенно	1	1
575	тут-то и	1	1
576	у того	1	1
577	на эту	1	1
578	за ним	1	1
579	к своим	1	1
580	что для	4	1
581	здесь мы	1	1
582	который как	1	1
583	одно из	3	1
584	стоит и	1	1
585	никто не	2	1
586	человечества на	1	1
587	является именно	1	1
588	от тех	3	1
589	ее не	1	1
590	с настоящим	1	1
591	тому же	6	1
592	к ним	2	1
593	будет только	2	1
594	аргументы в	2	1
595	идет в	1	1
596	заметить что	1	1
597	от того	3	1
598	вообще к	1	1
599	науки в	1	1
600	и научное	1	1
601	образом здесь	2	1
602	были бы	1	1
603	нет и	1	1
604	именно как	1	1
605	не были	1	1
606	в истинном	1	1
607	или иной	1	1
608	о своей	1	1
609	и из	2	1
610	которая по	1	1
611	как у	3	1
612	или иначе	5	1
613	на которые	1	1
614	окружающей его	1	1
615	и римской	2	1
616	только по	1	1
617	ничего общего	3	1
618	не было	2	1
619	а на	1	1
620	до конца	1	1
621	ничем не	4	1
622	зависит от	1	1
623	в ту	2	1
624	так когда	1	1
625	что несмотря	2	1
626	а так	1	1
627	когда же	1	1
628	когда она	1	1
629	для их	1	1
630	в одно	2	1
631	людьми и	1	1
632	так называемых	1	1
633	правильно и	1	1
634	на этой	2	1
635	знает все	1	1
636	деле надо	1	1
637	и потому	3	1
638	тот факт	4	1
639	о возможности	1	1
640	из которых	4	1
641	в человеке	1	1
642	к своему	1	1
643	не пришло	1	1
644	d а	1	1
645	могут быть	1	1
646	есть как	1	1
647	с тех	1	1
648	что одним	1	1
649	других частей	1	1
650	из этой	2	1
651	не сознавая	1	1
652	других областях	1	1
653	не делал	1	1
654	стремления к	1	1
655	и всех	1	1
656	и таким	1	1
657	между прочим	2	1
658	в который	1	1
659	открытия которые	1	1
660	числе и	1	1
661	однако не	1	1
662	с большой	1	1
663	в более	1	1
664	еще больше	3	1
665	гораздо сильнее	1	1
666	на задний	1	1
667	и от	5	1
668	сущность которого	1	1
669	что оно	3	1
670	лишь о	2	1
671	а все	1	1
672	которого они	1	1
673	по одному	3	1
674	людей путем	1	1
675	от него	3	1
676	из себя	10	1
677	или нет	1	1
678	тем более	3	1
679	мы должны	4	1
680	зрения в	1	1
681	только что	3	1
682	страсть к	2	1
683	я в	2	1
684	ни было	2	1
685	i v	1	1
686	стоять на	1	1
687	считать не	1	1
688	с ними	2	1
689	это все	1	1
690	с ней	1	1
691	не говоря	1	1
692	работы и	2	1
693	состоит из	4	1
694	определяет собою	1	1
695	к его	1	1
696	но когда	1	1
697	на мою	1	1
698	всех других	2	1
699	и самих	1	1
700	будет ли	1	1
701	таким же	3	1
702	и состоит	2	1
703	просто не	1	1
704	в голову	1	1
705	разговоров и	1	1
706	в своих	2	1
707	и этого	1	1
708	этой точки	1	1
