N	2gram	Tiupa_Hudo_1	Hudozhes
116	чтобы не	1	3
117	человека и	1	3
118	по преимуществу	2	3
119	едва ли	1	3
120	по его	1	3
121	еще не	3	3
122	и на	2	3
123	столь же	1	3
124	всякий раз	2	3
125	для других	1	3
126	не все	2	3
127	со стороны	2	3
128	личностью и	1	3
129	бы не	1	3
130	раз в	1	3
131	своей внешней	1	3
132	в нем	5	3
133	и читателя	1	3
134	что все	1	3
135	в круге	1	3
136	с другими	4	3
137	было бы	1	3
138	в это	1	3
139	в них	2	3
140	соответствии с	1	3
141	в этих	3	3
142	личность в	1	3
143	и внутренней	1	3
144	личности в	4	3
145	своего я	1	3
146	же самое	1	3
147	и это	2	3
148	личного бытия	1	3
149	иронической художественности	1	3
150	внимание на	1	3
151	героя не	1	3
152	это была	1	3
153	внутренняя заданность	1	3
154	к нему	3	3
155	одной из	2	3
156	с ними	1	3
157	и ее	3	3
158	с одной	2	3
159	с нею	1	3
160	конечном счете	5	3
161	в одном	2	3
162	с другой	7	3
163	на ее	1	3
164	а с	2	3
165	во внешней	1	3
166	прежде всего	4	3
167	в соответствии	1	3
168	иронии в	1	3
169	так же	2	3
170	одной стороны	2	3
171	все это	2	3
172	всего лишь	4	3
173	или в	2	3
174	все они	1	3
175	на фоне	1	3
176	героя и	5	3
177	о себе	2	3
178	и состоит	3	3
179	по поводу	1	3
180	все что	1	3
181	же как	1	2
182	и то	4	2
183	в первом	1	2
184	жизни героя	1	2
185	той же	1	2
186	а как	1	2
187	который в	2	2
188	не во	1	2
189	говорить о	3	2
190	личности с	2	2
191	тем как	1	2
192	если в	1	2
193	внутреннего я	4	2
194	отношение к	5	2
195	а всего	1	2
196	тоже не	1	2
197	более чем	1	2
198	человеческого бытия	2	2
199	внутри себя	1	2
200	как уже	2	2
201	и к	3	2
202	но в	7	2
203	дамы с	1	2
204	со своей	3	2
205	художественного мышления	1	2
206	жизни так	1	2
207	в нашем	2	2
208	из этих	3	2
209	не более	1	2
210	и становится	1	2
211	тому же	1	2
212	роли в	4	2
213	ирония в	1	2
214	других в	1	2
215	в принципе	5	2
216	не как	2	2
217	на этом	1	2
218	оно не	1	2
219	однако в	4	2
220	могла бы	2	2
221	не будет	2	2
222	его характера	1	2
223	а по	1	2
224	не с	2	2
225	лишь в	4	2
226	его в	2	2
227	это было	1	2
228	автора и	3	2
229	обратимся к	1	2
230	же я	1	2
231	место в	4	2
232	от своего	2	2
233	с точки	3	2
234	не столько	3	2
235	что говорит	1	2
236	жизни то	2	2
237	из нас	1	2
238	дело не	2	2
239	одна из	2	2
240	не по	1	2
241	в основе	4	2
242	в четвертом	1	2
243	обращенной к	1	2
244	в строгом	1	2
245	между автором	1	2
246	как мы	1	2
247	людей в	1	2
248	самим собою	2	2
249	ему быть	1	2
250	мысль о	1	2
251	приводит к	5	2
252	роль в	1	2
253	те же	1	2
254	с самим	2	2
255	в последней	1	2
256	и внешней	3	2
257	жизненная позиция	1	2
258	жизни не	1	2
259	и т.д	3	2
260	в другом	3	2
261	в смерти	1	2
262	личность героя	1	2
263	а также	5	2
264	того или	3	2
265	во втором	4	2
266	нуждается в	1	2
267	с матерью	1	2
268	способность к	2	2
269	говорит в	2	2
270	один из	2	2
271	здесь не	2	2
272	дело с	1	2
273	являет собой	3	2
274	он уже	1	2
275	впрочем и	1	2
276	теперь в	1	2
277	же и	1	2
278	человеческих отношений	2	2
279	себе в	1	2
280	из них	1	2
281	противоречие между	1	2
282	вовсе не	2	2
283	в финале	2	2
284	или иной	7	2
285	жизни личности	1	2
286	как у	1	2
287	именно в	2	2
288	не наделен	1	2
289	еще и	1	2
290	себя и	2	2
291	что не	1	2
292	и составляет	3	2
293	воспринимающего сознания	2	2
294	однако и	1	2
295	когда же	1	2
296	разговор с	1	2
297	жизнь в	1	2
298	вместе с	1	2
299	внешнюю данность	1	2
300	в данном	4	2
301	или иного	3	2
302	глядела на	1	2
303	я с	5	2
304	главного героя	1	2
305	в контексте	3	2
306	автором и	1	2
307	писателя в	1	2
308	художественности в	5	2
309	и от	1	2
310	только для	1	2
311	о его	1	2
312	составляет своего	1	2
313	не является	4	2
314	и для	2	2
315	еще одна	1	2
316	отнюдь не	2	2
317	за него	1	2
318	потому что	3	2
319	точки зрения	10	2
320	личности и	3	2
321	между ними	4	2
322	сказать что	4	2
323	и внутренне	1	2
324	что даже	1	2
325	к числу	1	2
326	тем самым	4	2
327	в роли	3	2
328	а внутренняя	1	1
329	отношения к	2	1
330	одним из	1	1
331	например в	3	1
332	в сфере	1	1
333	таком случае	1	1
334	самой себе	1	1
335	и через	1	1
336	и мальчик	1	1
337	субъекта самоопределения	1	1
338	свою личность	1	1
339	это и	1	1
340	другому человеку	1	1
341	бы для	1	1
342	на деле	3	1
343	душевная характеристика	1	1
344	перед лицом	3	1
345	эстетической доминантой	2	1
346	белую шею	1	1
347	последней главе	1	1
348	здесь и	1	1
349	к другому	1	1
350	жизни ее	1	1
351	собою в	2	1
352	которыми он	1	1
353	также и	1	1
354	мы имеем	6	1
355	гоголевского ревизора	1	1
356	только другим	1	1
357	смысле можно	1	1
358	содержания в	1	1
359	с темной	1	1
360	со смертью	1	1
361	не была	1	1
362	не наступает	1	1
363	в сущности	1	1
364	принадлежит к	3	1
365	миропорядке то	1	1
366	этого термина	2	1
367	что можно	3	1
368	заданности и	2	1
369	в каждой	1	1
370	которого для	1	1
371	словами гегеля	2	1
372	из москвы	1	1
373	на них	1	1
374	между собой	2	1
375	бы то	1	1
376	в различных	1	1
377	я на	2	1
378	во всех	3	1
379	иного рода	1	1
380	во внешнем	1	1
381	могло быть	2	1
382	в сторону	2	1
383	свою жизнь	2	1
384	взглядом очень	1	1
385	словами из	1	1
386	следующей фразой	1	1
387	с собою	1	1
388	в эстетическое	1	1
389	друг от	1	1
390	или иное	1	1
391	эпизоде в	1	1
392	иной эстетической	2	1
393	за пределы	2	1
394	его я	1	1
395	в одной	1	1
396	в той	3	1
397	по сути	3	1
398	как к	2	1
399	такова же	1	1
400	личностного я	1	1
401	собственным смыслом	1	1
402	собственно и	1	1
403	хотя и	3	1
404	одного текста	1	1
405	сознания в	3	1
406	но для	1	1
407	самом начале	1	1
408	имеет в	1	1
409	присутствующего в	2	1
410	в герое	1	1
411	от своей	1	1
412	добро и	1	1
413	человеческая жизнь	1	1
414	я верю	1	1
415	для которого	2	1
416	в которой	2	1
417	из жизни	1	1
418	отношения между	1	1
419	взаимодействиях с	1	1
420	так или	3	1
421	представляет собой	10	1
422	все эти	2	1
423	рассказе душечка	1	1
424	этом что	1	1
425	позицию в	1	1
426	ее как	1	1
427	что одна	1	1
428	жизнью и	1	1
429	с чем	1	1
430	автора не	1	1
431	текста характеризующийся	2	1
432	к миру	1	1
433	при виде	1	1
434	в силу	1	1
435	уже говорилось	1	1
436	из виду	2	1
437	у читателя	1	1
438	мире я	1	1
439	содержит в	1	1
440	наших глазах	2	1
441	их в	3	1
442	на земле	1	1
443	смертью в	1	1
444	картины мира	3	1
445	известном смысле	1	1
446	с юмором	1	1
447	не бывает	1	1
448	ни был	2	1
449	не должно	1	1
450	значительной степени	1	1
451	не следует	4	1
452	слова не	1	1
453	в каждом	1	1
454	здесь мы	1	1
455	произведение искусства	8	1
456	то ни	1	1
457	эстетической природе	1	1
458	тем в	1	1
459	внутренней целостности	1	1
460	деталей а	1	1
461	том случае	1	1
462	и внутренняя	1	1
463	жалостливая барышня	1	1
464	самим собой	4	1
465	то есть	18	1
466	дома и	2	1
467	зрения и	1	1
468	эти два	1	1
469	и тем	2	1
470	даже в	3	1
471	делает его	2	1
472	к области	3	1
473	определял как	1	1
474	целостности произведений	1	1
475	на уровне	1	1
476	толстым в	1	1
477	всю жизнь	1	1
478	в слове	3	1
479	не всегда	1	1
480	грани между	1	1
481	он и	1	1
482	драматизма и	1	1
483	жизни но	2	1
484	духовной жизни	1	1
485	модус художественности	6	1
486	несет в	2	1
487	определений таков	1	1
488	бы место	1	1
489	комнате и	1	1
490	является непосредственным	1	1
491	в ходе	5	1
492	состава персонажей	1	1
493	ее внутренней	1	1
494	художественное мышление	1	1
495	означало бы	1	1
496	своей несомненной	1	1
497	на свою	1	1
498	сцену распятия	1	1
499	говорил о	1	1
500	от себя	3	1
501	от его	1	1
502	рядом в	1	1
503	отношений между	1	1
504	персонаж не	1	1
505	художественного мира	2	1
506	образом и	2	1
507	родинкой и	1	1
508	который всегда	1	1
509	но он	3	1
510	теми же	1	1
511	это разумеется	1	1
512	и более	2	1
513	ли я	1	1
514	не могли	1	1
515	в конце	1	1
516	я героя	2	1
517	том же	1	1
518	произведений искусства	3	1
519	жизненных позиций	1	1
520	стратегии художественного	2	1
521	случае мы	1	1
522	нас к	1	1
523	фраза в	1	1
524	то с	1	1
525	момент художественной	1	1
526	характеризующийся единством	1	1
527	и притом	3	1
528	способ самоактуализации	1	1
529	какой в	1	1
530	эстетической природы	1	1
531	жизни между	1	1
532	виду что	1	1
533	все мы	1	1
534	дело в	1	1
535	способа существования	1	1
536	полные розовые	1	1
537	та или	1	1
538	не могло	2	1
539	например не	1	1
540	всей его	2	1
541	а сама	1	1
542	своей неповторимой	1	1
543	на язык	1	1
544	в самой	2	1
545	имеем дело	2	1
546	этих двух	2	1
547	нее нет	1	1
548	розовые щеки	1	1
549	или иная	1	1
550	точке этого	1	1
551	кругозора героя	1	1
552	сама жизнь	1	1
553	к определенному	1	1
554	глядя на	1	1
555	присутствия в	8	1
556	героя это	1	1
557	весьма существенно	2	1
558	и оказывается	1	1
559	окна и	1	1
560	за его	1	1
561	в области	6	1
562	однако это	1	1
563	ему не	1	1
564	устремленность в	1	1
565	художественном тексте	1	1
566	в момент	2	1
567	разрыв между	1	1
568	поэтому не	1	1
569	когда мы	1	1
570	строгом нерасширительном	1	1
571	во внешних	1	1
572	и такие	1	1
573	ли не	1	1
574	отличается от	2	1
575	числе и	1	1
576	всего в	1	1
577	в своего	1	1
578	именно таков	1	1
579	драматическая личность	1	1
580	той или	4	1
581	не предполагает	3	1
582	предшествующих характеристик	1	1
583	для героя	1	1
584	на это	1	1
585	говоря словами	5	1
586	и своя	1	1
587	времени или	1	1
588	на мягкую	1	1
589	на наших	2	1
590	не ограничивается	1	1
591	у себя	1	1
592	а затем	1	1
593	от друга	1	1
594	не существует	1	1
595	в анекдоте	1	1
596	для читателя	2	1
597	себе самом	1	1
598	этой тайны	1	1
599	то или	1	1
600	смерти в	1	1
601	ее полные	1	1
602	в себя	2	1
603	всей своей	2	1
604	произведения именно	1	1
605	иначе говоря	4	1
606	при сохранении	1	1
607	однако если	2	1
608	из приведенной	1	1
609	читателя в	3	1
610	как ее	1	1
611	читательское внимание	1	1
612	на нее	1	1
613	щеки на	1	1
614	времени и	2	1
615	как персонаж	1	1
616	что от	1	1
617	но у	1	1
618	между внутренней	2	1
619	в настоящее	1	1
620	воображения не	1	1
621	остановимся на	1	1
622	по себе	2	1
623	не случайна	1	1
624	она могла	1	1
625	именно потому	1	1
626	и смыслов	1	1
627	что душевная	1	1
628	и здесь	1	1
629	концепцию личности	1	1
630	настоящее время	1	1
631	в драматическом	1	1
632	но мы	1	1
633	и что	3	1
634	в глаза	2	1
635	обратим внимание	1	1
636	тихая добродушная	1	1
637	субъектом самоопределения	1	1
638	доминирует в	1	1
639	после того	1	1
640	в поэтической	1	1
641	ядра личности	1	1
642	и который	2	1
643	роль принадлежит	1	1
644	не позволяет	1	1
645	времени в	2	1
646	в значительной	1	1
647	заключается в	2	1
648	на всех	2	1
649	путь к	1	1
650	или иначе	4	1
651	личности такова	1	1
652	его личности	1	1
653	персонаж сатирический	1	1
654	субъекта жизни	2	1
655	в третьем	1	1
656	искусства в	4	1
657	из своего	1	1
658	ролевого поведения	1	1
659	чем и	3	1
660	в другой	1	1
661	была тихая	1	1
662	другого в	1	1
663	из текста	1	1
664	нерасширительном значении	1	1
665	иначе в	1	1
666	художественном мире	1	1
667	о своих	1	1
668	индивидуального бытия	2	1
669	не несет	1	1
670	того что	4	1
671	внутренней стороны	1	1
672	быть и	2	1
673	по своей	7	1
674	очень здоровая	1	1
675	но с	1	1
676	эстетическая природа	4	1
677	с кротким	1	1
678	и личной	1	1
679	обе эти	1	1
680	и одновременно	5	1
681	даже его	1	1
682	субъекта в	1	1
683	и потому	2	1
684	и весьма	2	1
685	своей жизнью	1	1
686	но как	2	1
687	во времени	4	1
688	по-детски не	1	1
689	например с	1	1
690	не происходит	1	1
691	и теперь	1	1
692	на мир	1	1
693	модусы художественности	4	1
694	тот или	2	1
695	со всеми	1	1
696	без этого	1	1
697	его художественности	1	1
698	так что	1	1
699	в точке	3	1
700	оказывается в	3	1
701	личностью своего	1	1
702	в объекте	1	1
703	действующего лица	1	1
704	на свое	1	1
705	как писал	1	1
706	мышления и	1	1
707	за ним	1	1
708	самобытное я	1	1
709	смерти чиновника	1	1
710	или даже	3	1
711	сатирический а	1	1
712	представить себе	1	1
713	фауста наизнанку	1	1
714	ведь это	1	1
715	я в	11	1
716	так как	1	1
717	для меня	2	1
718	то время	1	1
719	при всей	1	1
720	может служить	2	1
721	отношении к	2	1
722	личности ее	1	1
723	он мог	1	1
724	и героя	1	1
725	лишь для	1	1
726	соединении с	2	1
727	нашем примере	1	1
728	самоактуализации личности	1	1
729	и даже	1	1
730	и т.п	4	1
731	и эмоционально	1	1
732	неотъемлемый атрибут	1	1
733	таков что	1	1
734	по своим	1	1
735	а именно	2	1
736	действующих лиц	1	1
737	наконец в	1	1
738	такое же	1	1
739	героя о	1	1
740	перед ним	1	1
741	в воображении	3	1
742	эстетическое завершение	2	1
743	человеческое я	2	1
744	на смену	1	1
745	героя тогда	2	1
746	настоящего времени	1	1
747	а на	5	1
748	более того	1	1
749	анекдота и	1	1
750	не означает	1	1
751	и достоевского	1	1
752	с которым	1	1
753	в комнате	1	1
754	эстетической доминанты	1	1
755	ролевая граница	1	1
756	темной родинкой	1	1
757	добродушная жалостливая	1	1
758	к возникновению	1	1
759	стороны в	1	1
760	в финальной	1	1
761	вступает в	1	1
762	героев дамы	1	1
763	и страшно	1	1
764	для художественной	1	1
765	одно слово	3	1
766	в лесу	1	1
767	человека к	3	1
768	он тем	2	1
769	художественности и	2	1
770	места для	1	1
771	втором эпизоде	1	1
772	всех людей	1	1
773	сути дела	1	1
774	значении этого	4	1
775	личной ответственности	1	1
776	в пределах	3	1
777	ранее ни	1	1
778	его личной	1	1
779	для искусства	2	1
780	к жизни	2	1
781	другого я	2	1
782	еще нет	1	1
783	приобщение к	1	1
784	такого рода	10	1
785	эстетическое отношение	10	1
786	пользуясь словами	1	1
787	целостности своего	1	1
788	от лат	18	1
789	дело здесь	1	1
790	с этой	1	1
791	слова и	2	1
792	сказать не	1	1
793	этом случае	1	1
794	художественное произведение	1	1
795	в ранг	1	1
796	в условиях	1	1
797	модусом художественности	1	1
798	стать самим	1	1
799	вытекающей из	1	1
800	в аспекте	2	1
801	вокруг него	1	1
802	данности их	1	1
803	от нас	1	1
804	и весело	1	1
805	кротким мягким	1	1
806	к которому	4	1
807	тайна внутреннего	1	1
808	ей было	1	1
809	для автора	2	1
810	должен найти	1	1
811	жизнью в	1	1
812	постепенно углубляемая	1	1
813	что делает	1	1
814	в пределе	1	1
815	котором он	1	1
816	душа не	1	1
817	мира и	2	1
818	глаза как	1	1
819	всего что	1	1
820	мягким взглядом	1	1
821	бы в	1	1
822	в поле	1	1
823	на языке	2	1
824	у истоков	1	1
825	же в	1	1
826	однако впоследствии	1	1
827	внутреннее я	1	1
828	мягкую белую	1	1
829	нам не	1	1
830	собачкой и	1	1
831	сообщения о	1	1
832	не знает	3	1
833	другой стороны	5	1
834	жизни а	1	1
835	точно так	1	1
836	уединенного сознания	1	1
837	читаем это	1	1
838	из этого	2	1
839	только о	2	1
840	среди прочих	1	1
841	героя в	1	1
842	барышня с	1	1
843	в действительности	1	1
844	в такое	1	1
845	над собой	1	1
846	его личным	1	1
847	котором по	1	1
848	в искусстве	7	1
849	случае если	1	1
850	в своих	1	1
851	том числе	2	1
852	героя как	1	1
853	моя жизнь	1	1
854	шею с	1	1
855	можно назвать	1	1
856	которая не	1	1
857	в таком	1	1
