N	2gram	Losev_Dial_1	Vvedenie
258	природы и	1	2
259	себе и	2	2
260	можно представить	1	2
261	чем же	1	2
262	что нет	1	2
263	его к	1	2
264	большей части	1	2
265	выражение в	1	2
266	учение о	11	2
267	что каждая	1	2
268	и совершенно	2	2
269	не к	1	2
270	в силу	1	2
271	д все	1	2
272	одной и	1	2
273	не бывает	1	2
274	наука не	10	2
275	же касается	1	2
276	в другом	2	2
277	и с	5	2
278	них не	1	2
279	уже знаем	1	2
280	для них	1	2
281	но уже	2	2
282	о которых	2	2
283	этого не	1	2
284	несмотря на	10	2
285	ни с	6	2
286	другое дело	1	2
287	должно быть	3	2
288	после этого	1	2
289	и тогда	2	2
290	из того	2	2
291	и при	2	2
292	и сейчас	2	2
293	будет в	2	2
294	с точки	12	2
295	большей степени	1	2
296	стоит в	1	2
297	мысли и	3	2
298	науки но	1	2
299	свое существование	1	2
300	чтобы можно	1	2
301	и той	1	2
302	не могли	1	2
303	тому что	3	2
304	и науки	3	2
305	в отношении	5	2
306	с теми	1	2
307	того как	1	2
308	о них	1	2
309	никогда не	9	2
310	ничего не	17	2
311	находятся в	1	2
312	иной раз	2	2
313	от того	1	2
314	когда мы	1	2
315	есть только	5	2
316	как только	2	2
317	с полной	1	2
318	понять что	1	2
319	той или	7	2
320	если же	1	2
321	в дальнейшем	5	2
322	идет речь	2	2
323	и сам	1	2
324	наукой и	2	2
325	с наукой	3	2
326	так и	9	2
327	не с	5	2
328	мог бы	2	2
329	не нужно	2	2
330	для этого	2	2
331	же самое	1	2
332	что научное	1	2
333	и должно	1	2
334	во всех	1	2
335	нуждается в	3	2
336	тем более	2	2
337	все время	1	2
338	если это	2	2
339	быть и	4	2
340	здесь не	1	2
341	и так	2	2
342	науки то	2	2
343	для нее	2	2
344	по самой	1	2
345	только на	3	2
346	от других	1	2
347	но которая	2	2
348	мы можем	4	2
349	или иной	3	2
350	в соответствующих	1	2
351	и чем	1	2
352	по его	1	2
353	и др	1	2
354	них и	1	2
355	не было	6	2
356	что обе	1	2
357	есть лишь	1	2
358	бы ее	1	2
359	в связи	1	2
360	смысл что	1	2
361	д в	1	2
362	мы говорим	4	2
363	в разной	1	2
364	с этим	2	2
365	этих случаях	1	2
366	а если	1	2
367	это есть	9	2
368	по существу	1	2
369	еще раз	1	2
370	сложнее чем	1	2
371	но это	8	2
372	этой стороны	2	2
373	это уже	1	2
374	на почву	1	2
375	не существует	7	2
376	между ними	1	2
377	это может	2	2
378	у них	3	2
379	или нет	3	2
380	бы в	3	2
381	конце концов	3	2
382	мы должны	5	2
383	ни к	2	2
384	хотя в	1	2
385	с ней	2	2
386	он и	2	2
387	жизни и	3	2
388	точно так	2	2
389	и другие	1	2
390	о действительности	1	1
391	я и	1	1
392	например в	1	1
393	не остается	1	1
394	сам по	6	1
395	выражения в	1	1
396	на самом	3	1
397	только потому	3	1
398	в стороне	1	1
399	это и	4	1
400	как такового	1	1
401	сразу и	1	1
402	на деле	2	1
403	но действительность	1	1
404	можно говорить	2	1
405	речь идет	1	1
406	что эти	1	1
407	какими бы	1	1
408	отношения к	3	1
409	и могут	1	1
410	то такая	1	1
411	и ничего	1	1
412	ли быть	1	1
413	теперь мы	1	1
414	та же	3	1
415	быть у	1	1
416	есть нечто	10	1
417	вообще т	1	1
418	в полной	2	1
419	так а	1	1
420	и говорить	2	1
421	во-вторых это	1	1
422	разумеется не	1	1
423	он встречается	1	1
424	качестве примера	2	1
425	этим не	1	1
426	коснуться и	1	1
427	то мы	2	1
428	различия между	1	1
429	самих себя	1	1
430	но как	2	1
431	в сторону	1	1
432	всего он	1	1
433	только тогда	2	1
434	понимать что	1	1
435	одной общей	1	1
436	искусство в	1	1
437	как в	2	1
438	нет и	1	1
439	или иное	3	1
440	что они	3	1
441	и я	1	1
442	при известных	1	1
443	не входят	1	1
444	общего с	5	1
445	каждая из	1	1
446	дает нам	1	1
447	помнить что	2	1
448	кроме того	1	1
449	просто как	2	1
450	одинаковым успехом	1	1
451	склонность к	3	1
452	говорит что	3	1
453	что по	1	1
454	это тоже	1	1
455	показывает что	1	1
456	более или	3	1
457	себе не	5	1
458	и принципиально	1	1
459	говорится в	1	1
460	то в	7	1
461	идея и	7	1
462	из самых	1	1
463	еще на	1	1
464	не приходится	1	1
465	в которой	1	1
466	с какой	4	1
467	на долгое	1	1
468	для которых	1	1
469	только один	1	1
470	говорят о	2	1
471	тому же	2	1
472	на то	5	1
473	если он	1	1
474	не могла	1	1
475	заключается не	1	1
476	с чем	1	1
477	больше всего	1	1
478	как филолог	1	1
479	не значит	3	1
480	же это	3	1
481	кто из	1	1
482	котором мы	1	1
483	существует и	1	1
484	лишь с	1	1
485	одно и	4	1
486	это конечно	2	1
487	мы его	1	1
488	что все	1	1
489	их бытие	1	1
490	не наука	2	1
491	нем есть	6	1
492	и никакого	1	1
493	зрения на	1	1
494	того или	1	1
495	но совершенно	1	1
496	случае гораздо	1	1
497	и критики	1	1
498	нечего и	1	1
499	то все	1	1
500	он есть	4	1
501	заинтересована в	1	1
502	чаще всего	2	1
503	она и	1	1
504	сторон в	1	1
505	не всегда	1	1
506	этим и	1	1
507	говорится о	1	1
508	наконец с	1	1
509	этим в	1	1
510	понимать ее	1	1
511	мере не	1	1
512	не больше	2	1
513	и становится	1	1
514	только тем	1	1
515	или менее	3	1
516	они говорят	1	1
517	одно дело	1	1
518	что между	1	1
519	никак не	6	1
520	взгляд на	1	1
521	в такой	1	1
522	и без	1	1
523	с идеей	1	1
524	почти не	2	1
525	как произведение	1	1
526	представление о	1	1
527	говорил о	1	1
528	почва для	1	1
529	вещи и	2	1
530	е по	2	1
531	даже просто	4	1
532	мы теперь	1	1
533	ее ни	2	1
534	и другого	2	1
535	не самый	1	1
536	точку зрения	3	1
537	но он	1	1
538	и эти	1	1
539	вещей и	2	1
540	того кто	2	1
541	это особенно	1	1
542	этом и	1	1
543	и очень	1	1
544	если и	2	1
545	так он	1	1
546	о теории	1	1
547	непосредственно и	1	1
548	мысли в	2	1
549	есть т	1	1
550	самого начала	1	1
551	что наука	3	1
552	нас и	1	1
553	не вытекает	1	1
554	в идее	2	1
555	вытекает из	1	1
556	было у	1	1
557	случае не	3	1
558	которых и	1	1
559	самого по	2	1
560	та или	3	1
561	можно заниматься	1	1
562	не лучше	2	1
563	на язык	1	1
564	что ни	3	1
565	правда в	1	1
566	под этим	1	1
567	имеем дело	1	1
568	этих двух	1	1
569	которые и	1	1
570	или иная	3	1
571	тогда она	1	1
572	показывает как	1	1
573	на те	1	1
574	и является	2	1
575	во всем	2	1
576	о чем-то	3	1
577	е не	1	1
578	что классическая	1	1
579	ли это	3	1
580	не потому	1	1
581	у меня	1	1
582	на соответствующие	1	1
583	превращается в	1	1
584	в духе	1	1
585	встречается в	1	1
586	относиться к	3	1
587	сравнении с	1	1
588	отличается от	2	1
589	должны быть	1	1
590	всего в	1	1
591	и надо	2	1
592	же только	1	1
593	того о	1	1
594	оно не	1	1
595	как некая	2	1
596	что об	1	1
597	утверждать что	3	1
598	из чего	1	1
599	в эпоху	2	1
600	данной исторической	1	1
601	правда не	1	1
602	такая наука	1	1
603	и которая	1	1
604	принять его	1	1
605	и о	3	1
606	значения и	1	1
607	как не	2	1
608	нужно однако	1	1
609	как один	2	1
610	не вмещается	1	1
611	этот имеет	1	1
612	с каким	1	1
613	то или	3	1
614	и этим	1	1
615	только то	4	1
616	с самого	1	1
617	культуры и	1	1
618	во главе	1	1
619	что именно	2	1
620	как с	2	1
621	то как	3	1
622	что у	1	1
623	отличная от	1	1
624	что также	1	1
625	что идея	1	1
626	самого понятия	1	1
627	еще в	1	1
628	можно только	2	1
629	жизнь и	3	1
630	другой не	1	1
631	нет уже	1	1
632	природы таким	1	1
633	и нужно	1	1
634	мы убеждаемся	1	1
635	и та	3	1
636	другими словами	2	1
637	говорит об	1	1
638	и из	3	1
639	должно было	1	1
640	это было	2	1
641	все в	1	1
642	каждом из	2	1
643	возможности и	1	1
644	том или	2	1
645	нечто иное	1	1
646	главе с	1	1
647	бытии но	1	1
648	действительно в	1	1
649	и можно	1	1
650	получается что	1	1
651	с одинаковым	1	1
652	существует как	1	1
653	объектов и	1	1
654	значит что	14	1
655	что здесь	2	1
656	от прочих	1	1
657	понимать не	1	1
658	деле то	1	1
659	и немцы	1	1
660	д и	2	1
661	в новой	1	1
662	творчества пушкина	1	1
663	и дело	1	1
664	мы видим	4	1
665	всю ее	1	1
666	известных условиях	1	1
667	до такого	2	1
668	очень много	3	1
669	а лишь	3	1
670	сложности и	1	1
671	или же	1	1
672	имеет своим	1	1
673	не мешает	4	1
674	не то	6	1
675	себя в	1	1
676	есть в	1	1
677	и у	2	1
678	вопроса о	1	1
679	наука а	1	1
680	научного знания	1	1
681	а это	1	1
682	и скорее	1	1
683	у того	1	1
684	этих чувственных	1	1
685	что содержание	1	1
686	роль и	1	1
687	который как	1	1
688	совсем другое	1	1
689	для него	2	1
690	мы находим	7	1
691	его основные	1	1
692	по физике	1	1
693	содержание и	1	1
694	можно с	1	1
695	ее не	1	1
696	к ним	2	1
697	у него	1	1
698	чтобы не	2	1
699	до бесконечности	2	1
700	или ином	1	1
701	указание на	1	1
702	самом же	1	1
703	тот смысл	1	1
704	же мысли	1	1
705	нет нужды	1	1
706	были бы	2	1
707	поскольку это	1	1
708	быть названа	1	1
709	имеет тот	1	1
710	может ли	1	1
711	здесь в	2	1
712	все равно	3	1
713	в каких	1	1
714	с той	2	1
715	как же	5	1
716	а с	2	1
717	в природе	1	1
718	при чем	2	1
719	но есть	2	1
720	бы никакого	1	1
721	связано с	1	1
722	нужно сказать	1	1
723	и образом	1	1
724	чтобы убедиться	1	1
725	он только	1	1
726	цвета и	1	1
727	а главное	2	1
728	слова для	1	1
729	то ясно	1	1
730	одну из	1	1
731	новой европы	1	1
732	именно так	1	1
733	всегда и	3	1
734	жизнь в	1	1
735	если не	1	1
736	как именно	1	1
737	и об	4	1
738	входить в	1	1
739	мы условились	1	1
740	а есть	4	1
741	эта идея	1	1
742	и соответствующих	1	1
743	и потому	3	1
744	эта связь	1	1
745	как одно	1	1
746	была наукой	1	1
747	как та	1	1
748	англичане и	1	1
749	в европе	1	1
750	выраженный смысл	1	1
751	и самые	1	1
752	дополнение к	1	1
753	к своему	1	1
754	общая идея	1	1
755	наряду с	1	1
756	а между	1	1
757	быть только	1	1
758	ли все	1	1
759	сходство и	1	1
760	это значит	11	1
761	в малом	1	1
762	есть тот	1	1
763	не касается	1	1
764	именно он	1	1
765	каким он	1	1
766	отношении его	1	1
767	трактоваться как	1	1
768	но для	1	1
769	уже было	1	1
770	или по	2	1
771	искусством и	1	1
772	самое и	1	1
773	и идеей	1	1
774	наука которая	1	1
775	и часто	1	1
776	и более	4	1
777	не прямо	1	1
778	и от	2	1
779	она может	1	1
780	руки его	1	1
781	это можно	1	1
782	что оно	5	1
783	это как	1	1
784	е о	2	1
785	для нас	1	1
786	всего что	1	1
787	и все	3	1
788	лишь как	2	1
789	было на	1	1
790	еще более	3	1
791	соответствующих научных	1	1
792	не должен	1	1
793	как явление	1	1
794	разной степени	1	1
795	существует ли	1	1
796	ни было	2	1
797	не дает	1	1
798	отношении к	3	1
799	них нет	1	1
800	имеет целью	1	1
801	может и	4	1
802	от своего	1	1
803	смысле они	1	1
804	не быть	1	1
805	для исследования	1	1
806	состоит из	3	1
807	своего предмета	1	1
808	совершенно не	8	1
809	не получила	1	1
810	жизни а	1	1
811	что понятие	1	1
812	в сравнении	1	1
813	ко всему	2	1
814	только о	1	1
815	пока не	1	1
816	есть наука	3	1
817	есть то	1	1
818	просто не	2	1
819	значило бы	2	1
820	и стало	2	1
821	только одна	1	1
822	также не	1	1
823	и эта	2	1
824	в таком	1	1
825	все что	1	1
826	этой точки	2	1
827	они не	1	1
828	которая не	2	1
