N	2gram	Tiupa_Narr_1	Vladivir
353	будто и	1	1
354	о ее	1	1
355	тому же	5	1
356	так сказать	1	1
357	теми же	1	1
358	больше всего	1	1
359	ей в	1	1
360	он ни	1	1
361	одному из	1	1
362	они в	2	1
363	в первую	1	1
364	на том	3	1
365	и совершенно	1	1
366	к одному	1	1
367	жизнью и	2	1
368	мир как	1	1
369	свое время	1	1
370	его от	1	1
371	ней не	1	1
372	несомненно есть	1	1
373	то ни	3	1
374	что все	1	1
375	для характеристики	1	1
376	чего он	1	1
377	с позиций	1	1
378	а по	2	1
379	для своей	2	1
380	сообщение о	1	1
381	лишь в	1	1
382	а как	1	1
383	первую очередь	1	1
384	его личности	2	1
385	в свое	1	1
386	по мысли	3	1
387	целостности и	1	1
388	так называемого	1	1
389	из нее	1	1
390	все равно	1	1
391	далеко не	5	1
392	в общей	2	1
393	мы имеем	2	1
394	друга в	1	1
395	ночь и	1	1
396	оно имеет	1	1
397	старшего брата	1	1
398	зато в	1	1
399	и того	1	1
400	не понимает	1	1
401	не так	1	1
402	отрыве от	1	1
403	место в	1	1
404	то было	1	1
405	своего рода	12	1
406	однако он	1	1
407	нельзя было	1	1
408	но во	1	1
409	если бы	1	1
410	а последнее	1	1
411	что этот	1	1
412	с длинной	1	1
413	при всех	2	1
414	роман с	1	1
415	в русской	1	1
416	дело не	1	1
417	и сама	1	1
418	на него	3	1
419	как о	1	1
420	чтобы стать	2	1
421	слухи о	1	1
422	не могло	2	1
423	каждый из	2	1
424	жизни не	1	1
425	это то	1	1
426	в самой	1	1
427	этих двух	1	1
428	и является	1	1
429	в изложении	1	1
430	свидетельствуют о	1	1
431	следует отметить	2	1
432	было не	1	1
433	ему не	1	1
434	перед ним	1	1
435	бытия как	1	1
436	и здесь	1	1
437	очень часто	1	1
438	например на	1	1
439	все еще	1	1
440	утверждать что	2	1
441	этого второго	1	1
442	от которой	1	1
443	году в	1	1
444	оно может	2	1
445	к индивидуальной	1	1
446	у себя	1	1
447	не будет	3	1
448	в собственном	2	1
449	только то	1	1
450	в себя	6	1
451	в произведении	3	1
452	всей своей	2	1
453	признаков а	1	1
454	от того	1	1
455	слова а	1	1
456	и перед	1	1
457	лет назад	1	1
458	времени и	7	1
459	здесь как	1	1
460	особенно в	3	1
461	столько же	1	1
462	еще не	7	1
463	когда в	1	1
464	силы бытия	1	1
465	быть может	2	1
466	что весьма	1	1
467	сводится к	3	1
468	он здесь	1	1
469	тех кто	1	1
470	может не	3	1
471	не имеем	1	1
472	и который	1	1
473	по терминологии	2	1
474	в вопросах	1	1
475	до известной	1	1
476	в отрыве	1	1
477	и всю	1	1
478	во втором	4	1
479	в глазах	1	1
480	чего уж	1	1
481	тотчас же	1	1
482	частью в	1	1
483	году как	2	1
484	еще только	1	1
485	не знаю	1	1
486	в него	1	1
487	в литературе	2	1
488	в современной	1	1
489	ни слова	1	1
490	дело с	2	1
491	в какой	2	1
492	известного рода	1	1
493	создает реальную	1	1
494	характера поэтому	1	1
495	которое мы	1	1
496	до нас	1	1
497	поэтому и	1	1
498	всех его	2	1
499	и ее	2	1
500	не мешает	1	1
501	и тем	4	1
502	со всеми	1	1
503	в качестве	21	1
504	человека с	1	1
505	с нею	1	1
506	вы уже	1	1
507	ни одного	1	1
508	его по	2	1
509	хотя в	2	1
510	слова не	1	1
511	то только	1	1
512	или даже	2	1
513	из них	3	1
514	расхождений между	1	1
515	тоже в	1	1
516	характерно что	1	1
517	никто не	1	1
518	точка зрения	6	1
519	в прошлом	3	1
520	молодым и	1	1
521	далек от	1	1
522	как раз	2	1
523	тем что	3	1
524	этом отношении	3	1
525	уже была	1	1
526	даже не	3	1
527	о своей	2	1
528	до сих	1	1
529	на ее	1	1
530	говорить и	1	1
531	и быть	1	1
532	было и	1	1
533	же о	1	1
534	обратиться к	1	1
535	его из	1	1
536	процесс в	1	1
537	то и	1	1
538	а на	1	1
539	уж и	1	1
540	ничем не	1	1
541	мы и	1	1
542	что несмотря	1	1
543	человеческой жизни	1	1
544	что мы	2	1
545	то она	2	1
546	если это	1	1
547	все то	2	1
548	вследствие чего	2	1
549	ни на	1	1
550	и будущего	1	1
551	его как	2	1
552	над ним	1	1
553	к своему	1	1
554	не могут	1	1
555	в столь	1	1
556	в церковь	1	1
557	однако эти	1	1
558	перед нами	4	1
559	не что	2	1
560	общения с	1	1
561	в мир	1	1
562	есть непосредственно	1	1
563	рассказ в	2	1
564	дело здесь	1	1
565	является для	1	1
566	человека который	1	1
567	с переводом	1	1
568	казалось что	5	1
569	сих пор	1	1
570	в смысле	1	1
571	пока еще	4	1
572	этом смысле	1	1
573	при всем	2	1
574	в книге	1	1
575	известной степени	1	1
576	которых он	1	1
577	в начальной	1	1
578	нельзя сказать	1	1
579	мира и	2	1
580	в другое	1	1
581	который является	1	1
582	не с	3	1
583	от него	1	1
584	было на	1	1
585	от всего	1	1
586	тех слов	1	1
587	есть уже	1	1
588	он оказывается	1	1
589	приезда в	1	1
590	быть и	1	1
591	первый раз	1	1
592	между ними	2	1
593	отношением к	1	1
594	от всех	2	1
595	мы увидим	1	1
596	в действительности	1	1
597	а может	1	1
598	после его	1	1
599	оказывается уже	1	1
600	том числе	6	1
601	они не	2	1
602	и кажется	1	1
